"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"27.10.2022","3,0695","2,9745","3,0970","2,9655","83,94M","3,38%"
"26.10.2022","2,9690","2,9710","3,0170","2,9310","64,62M","0,00%"
"25.10.2022","2,9690","2,9250","3,0000","2,9150","65,56M","1,42%"
"24.10.2022","2,9275","2,8890","2,9425","2,8710","86,96M","2,16%"
"21.10.2022","2,8655","2,8400","2,8840","2,7720","63,01M","0,56%"
"20.10.2022","2,8495","2,8085","2,8800","2,8085","82,72M","1,48%"
"19.10.2022","2,8080","2,8100","2,8280","2,7630","108,73M","0,07%"
"18.10.2022","2,8060","2,8870","2,9100","2,8055","80,26M","-2,77%"
"17.10.2022","2,8860","2,8580","2,8880","2,8100","90,78M","1,75%"
"14.10.2022","2,8365","2,7985","2,8765","2,7615","143,58M","1,67%"
"13.10.2022","2,7900","2,7765","2,8200","2,7320","42,60M","0,18%"
"12.10.2022","2,7850","2,7825","2,8290","2,7600","86,86M","0,63%"
"11.10.2022","2,7675","2,6910","2,7890","2,6170","80,90M","3,69%"
"10.10.2022","2,6690","2,4500","2,6900","2,4500","113,26M","2,30%"
"07.10.2022","2,6090","2,7600","2,7885","2,5685","89,85M","-5,01%"
"06.10.2022","2,7465","2,7005","2,7865","2,7005","52,95M","1,05%"
"05.10.2022","2,7180","2,7590","2,7590","2,6365","151,26M","-1,93%"
"04.10.2022","2,7715","2,7005","2,7950","2,6915","196,59M","2,69%"
"03.10.2022","2,6990","2,6000","2,7080","2,5115","104,19M","4,49%"
"30.09.2022","2,5830","2,5680","2,6180","2,4345","115,24M","1,33%"
"29.09.2022","2,5490","2,5750","2,5910","2,4030","102,88M","-0,68%"
"28.09.2022","2,5665","2,6200","2,6900","2,5120","138,73M","-2,69%"
"27.09.2022","2,6375","2,5300","2,6410","2,5000","102,80M","5,50%"
"26.09.2022","2,5000","2,7400","2,7400","2,3340","255,73M","-9,91%"
"23.09.2022","2,7750","2,9190","2,9285","2,6610","124,63M","-4,41%"
"22.09.2022","2,9030","2,8990","2,9660","2,8625","67,23M","0,55%"
"21.09.2022","2,8870","2,7500","2,9995","2,7110","103,64M","-6,13%"
"20.09.2022","3,0755","3,2750","3,2900","2,9005","185,38M","-6,02%"
"19.09.2022","3,2725","3,2475","3,2800","3,2230","43,76M","0,94%"
"16.09.2022","3,2420","3,2530","3,2735","3,2110","33,29M","-0,34%"
"15.09.2022","3,2530","3,2600","3,3000","3,2075","60,18M","0,06%"
"14.09.2022","3,2510","3,2180","3,2650","3,1680","56,60M","1,03%"
"13.09.2022","3,2180","3,2570","3,2700","3,2030","35,17M","-1,17%"
"12.09.2022","3,2560","3,2310","3,2900","3,2220","39,62M","0,34%"
"09.09.2022","3,2450","3,2100","3,2475","3,1800","33,45M","1,41%"
"08.09.2022","3,2000","3,2565","3,2800","3,2000","76,61M","-1,70%"
"07.09.2022","3,2555","3,2450","3,3100","3,2160","65,51M","0,17%"
"06.09.2022","3,2500","3,3125","3,3890","3,1070","166,38M","-1,89%"
"05.09.2022","3,3125","3,2330","3,3385","3,2115","77,13M","2,17%"
"02.09.2022","3,2420","3,1755","3,2420","3,1755","67,38M","1,65%"
"01.09.2022","3,1895","3,2170","3,2355","3,1520","77,58M","-0,64%"
"31.08.2022","3,2100","3,1450","3,2100","3,1450","78,52M","1,34%"
"30.08.2022","3,1675","3,1695","3,1900","3,1300","73,50M","-0,03%"
"29.08.2022","3,1685","3,1860","3,1960","3,1570","36,82M","-0,55%"
"26.08.2022","3,1860","3,1450","3,1980","3,1105","76,05M","1,46%"
"25.08.2022","3,1400","3,0420","3,1500","3,0305","135,86M","3,63%"
"24.08.2022","3,0300","3,0750","3,0770","2,9945","41,33M","-1,11%"
"23.08.2022","3,0640","3,0390","3,0720","3,0335","49,32M","0,82%"
"22.08.2022","3,0390","3,0000","3,0400","2,9765","47,58M","1,30%"
"19.08.2022","3,0000","3,0030","3,0060","2,9610","46,73M","-0,08%"
"18.08.2022","3,0025","3,0000","3,0255","2,9995","33,44M","0,18%"
"17.08.2022","2,9970","2,9990","3,0395","2,9970","61,52M","-0,08%"
"16.08.2022","2,9995","3,0750","3,0850","2,9990","87,93M","-1,82%"
"15.08.2022","3,0550","2,9635","3,0745","2,9405","110,16M","3,02%"
"12.08.2022","2,9655","2,9900","2,9955","2,9560","73,97M","-1,18%"
"11.08.2022","3,0010","3,0500","3,0600","2,9905","114,25M","-1,57%"
"10.08.2022","3,0490","3,0555","3,0785","3,0100","104,52M","-0,20%"
"09.08.2022","3,0550","3,1100","3,1200","3,0485","67,64M","-1,93%"
"08.08.2022","3,1150","3,0900","3,1480","3,0800","68,98M","2,40%"
"05.08.2022","3,0420","3,0900","3,1205","3,0000","72,38M","-1,55%"
"04.08.2022","3,0900","3,2250","3,2290","3,0620","72,88M","-4,05%"
"03.08.2022","3,2205","3,2645","3,2660","3,2060","41,11M","-0,76%"
"02.08.2022","3,2450","3,2500","3,2800","3,2225","39,26M","-0,15%"
"01.08.2022","3,2500","3,2330","3,2800","3,2100","48,27M","0,53%"
"29.07.2022","3,2330","3,2350","3,2480","3,2100","46,23M","-0,05%"
"28.07.2022","3,2345","3,2640","3,2885","3,1925","80,79M","-0,74%"
"27.07.2022","3,2585","3,3040","3,3140","3,2310","83,37M","-1,38%"
"26.07.2022","3,3040","3,2765","3,3400","3,2680","63,60M","1,15%"
"25.07.2022","3,2665","3,2840","3,2940","3,2635","32,03M","-0,50%"
"22.07.2022","3,2830","3,2700","3,3100","3,2650","38,78M","0,23%"
"21.07.2022","3,2755","3,3045","3,3045","3,2500","54,34M","-1,24%"
"20.07.2022","3,3165","3,2870","3,3165","3,2595","57,23M","1,80%"
"19.07.2022","3,2580","3,2550","3,3210","3,2110","101,79M","0,09%"
"18.07.2022","3,2550","3,4100","3,4225","3,2550","107,93M","-4,38%"
"15.07.2022","3,4040","3,3000","3,4050","3,2420","103,74M","3,47%"
"14.07.2022","3,2900","3,2000","3,3000","3,1820","59,57M","2,80%"
"13.07.2022","3,2005","3,2735","3,2745","3,1630","80,29M","-2,27%"
"12.07.2022","3,2750","3,3750","3,3970","3,2215","116,27M","-3,69%"
"11.07.2022","3,4005","3,3875","3,4455","3,3555","54,56M","0,04%"
"08.07.2022","3,3990","3,4195","3,4700","3,3605","62,24M","-0,60%"
"07.07.2022","3,4195","3,4115","3,4250","3,3520","57,52M","-0,07%"
"06.07.2022","3,4220","3,3900","3,4900","3,3880","59,30M","0,06%"
"05.07.2022","3,4200","3,4500","3,4600","3,3550","84,22M","-1,16%"
"04.07.2022","3,4600","3,4600","3,5250","3,4485","63,61M","0,65%"
"01.07.2022","3,4375","3,3480","3,5670","3,2985","123,89M","3,23%"
"30.06.2022","3,3300","3,5100","3,5950","3,2500","180,90M","-5,57%"
"29.06.2022","3,5265","3,7000","3,7000","3,5265","120,34M","-4,86%"
"28.06.2022","3,7065","3,8015","3,8685","3,6920","161,74M","-2,46%"
"27.06.2022","3,8000","3,6290","3,8000","3,6070","128,59M","4,68%"
"24.06.2022","3,6300","3,5995","3,6385","3,5185","85,44M","0,95%"
"23.06.2022","3,5960","3,6000","3,6170","3,5400","94,17M","-0,58%"
"22.06.2022","3,6170","3,5150","3,6200","3,4205","171,23M","1,73%"
"21.06.2022","3,5555","3,6400","3,6550","3,4915","200,13M","-2,27%"
"20.06.2022","3,6380","3,4550","3,6400","3,4505","226,64M","5,60%"
"17.06.2022","3,4450","3,2970","3,4460","3,2750","162,35M","4,62%"
"16.06.2022","3,2930","3,2200","3,2930","3,2005","95,08M","2,27%"
"15.06.2022","3,2200","3,2100","3,2250","3,1660","88,33M","0,00%"
"14.06.2022","3,2200","3,1500","3,2300","3,0905","167,94M","2,55%"
"10.06.2022","3,1400","2,9940","3,1470","2,9500","105,24M","4,49%"
"09.06.2022","3,0050","2,9940","3,0300","2,9530","215,14M","-7,21%"
"08.06.2022","3,2385","3,2180","3,2480","3,2000","167,41M","-0,35%"
"07.06.2022","3,2500","3,2595","3,2790","3,1950","120,66M","-0,31%"
"06.06.2022","3,2600","3,2550","3,2795","3,2000","96,41M","0,23%"
"03.06.2022","3,2525","3,2895","3,3500","3,1640","204,49M","-1,44%"
"02.06.2022","3,3000","3,1890","3,3100","3,1650","157,82M","4,10%"
"01.06.2022","3,1700","3,1500","3,2320","3,0435","117,48M","0,32%"
"31.05.2022","3,1600","3,2700","3,2700","3,1320","107,04M","-2,96%"
"30.05.2022","3,2565","3,1795","3,2965","3,1710","198,13M","3,05%"
"27.05.2022","3,1600","2,9580","3,1645","2,9500","220,21M","7,36%"
"26.05.2022","2,9435","2,8610","2,9700","2,8570","114,30M","2,67%"
"25.05.2022","2,8670","2,8705","2,9240","2,8510","55,90M","0,30%"
"24.05.2022","2,8585","2,8400","2,8900","2,7620","172,26M","1,19%"
"23.05.2022","2,8250","2,8900","2,9000","2,8105","87,45M","-1,94%"
"20.05.2022","2,8810","2,8530","2,9000","2,8200","109,90M","1,27%"
"19.05.2022","2,8450","2,7800","2,8740","2,7650","89,88M","2,71%"
"18.05.2022","2,7700","2,8000","2,8955","2,7500","169,14M","-0,54%"
"17.05.2022","2,7850","2,7700","2,8000","2,7650","86,07M","0,58%"
"16.05.2022","2,7690","2,7595","2,8000","2,7505","78,14M","0,34%"
"13.05.2022","2,7595","2,7600","2,7985","2,7045","109,05M","1,34%"
"12.05.2022","2,7230","2,8100","2,8150","2,6910","67,74M","-1,98%"
"11.05.2022","2,7780","2,7685","2,8190","2,7420","65,04M","0,87%"
"06.05.2022","2,7540","2,7925","2,8450","2,7280","98,88M","-1,29%"
"05.05.2022","2,7900","2,7300","2,7985","2,7000","121,91M","3,31%"
"04.05.2022","2,7005","2,7125","2,7795","2,6500","82,53M","0,04%"
"29.04.2022","2,6995","2,6120","2,7200","2,6060","97,35M","3,35%"
"28.04.2022","2,6120","2,5300","2,7500","2,5120","282,55M","4,06%"
"27.04.2022","2,5100","2,4605","2,5470","2,4540","97,95M","2,03%"
"26.04.2022","2,4600","2,3880","2,4760","2,3750","67,49M","3,58%"
"25.04.2022","2,3750","2,4300","2,4300","2,3500","42,41M","-2,26%"
"22.04.2022","2,4300","2,4300","2,4785","2,4010","32,51M","-0,18%"
"21.04.2022","2,4345","2,4950","2,4950","2,4345","32,88M","-1,83%"
"20.04.2022","2,4800","2,4150","2,5490","2,4120","88,53M","2,71%"
"19.04.2022","2,4145","2,4500","2,4530","2,3300","84,57M","-1,45%"
"18.04.2022","2,4500","2,5415","2,5945","2,4500","58,60M","-3,92%"
"15.04.2022","2,5500","2,5100","2,5500","2,4100","106,70M","2,18%"
"14.04.2022","2,4955","2,6775","2,6900","2,4100","149,18M","-6,62%"
"13.04.2022","2,6725","2,6930","2,7100","2,6515","34,08M","-0,54%"
"12.04.2022","2,6870","2,6800","2,7195","2,6045","43,40M","0,26%"
"11.04.2022","2,6800","2,6865","2,7555","2,6605","58,95M","-0,58%"
"08.04.2022","2,6955","2,6850","2,6995","2,6385","52,98M","0,77%"
"07.04.2022","2,6750","2,6795","2,6985","2,6380","53,09M","1,38%"
"06.04.2022","2,6385","2,6500","2,7600","2,6300","93,11M","-2,46%"
"05.04.2022","2,7050","2,8665","2,8950","2,6205","164,38M","-5,50%"
"04.04.2022","2,8625","2,9445","2,9690","2,7900","181,93M","-0,61%"
"01.04.2022","2,8800","2,7785","2,9980","2,7100","402,40M","5,67%"
"31.03.2022","2,7255","2,5850","2,7490","2,4590","291,99M","9,15%"
"30.03.2022","2,4970","2,1875","2,7860","2,1875","314,37M","25,54%"
"29.03.2022","1,9890","2,0820","2,2300","1,9100","141,19M","-4,47%"
"28.03.2022","2,0820","2,2920","2,2920","2,0800","89,16M","-6,74%"
"25.03.2022","2,2325","2,4900","2,5000","2,2100","110,82M","-6,98%"
"24.03.2022","2,4000","2,7000","2,8935","2,4000","250,56M","-6,94%"
"25.02.2022","2,5790","1,8615","2,8500","1,8615","662,44M","26,24%"
"24.02.2022","2,0430","2,9365","2,9365","1,2550","1,01B","-37,59%"
"22.02.2022","3,2735","2,9050","3,3490","2,6720","1,05B","10,89%"
"21.02.2022","2,9520","3,5090","3,6075","2,8330","1,58B","-15,42%"
"18.02.2022","3,4900","3,6845","3,7365","3,4815","398,36M","-4,89%"
"17.02.2022","3,6695","3,8500","3,8500","3,6610","351,29M","-4,19%"
"16.02.2022","3,8300","3,7905","3,8520","3,7710","268,24M","1,04%"
"15.02.2022","3,7905","3,6325","3,7980","3,6325","373,50M","4,38%"
"14.02.2022","3,6315","3,6325","3,6795","3,5560","477,14M","-0,10%"
"11.02.2022","3,6350","3,7925","3,8085","3,6250","461,51M","-4,15%"
"10.02.2022","3,7925","3,9400","3,9485","3,7310","619,59M","-3,62%"
"09.02.2022","3,9350","3,8560","3,9395","3,8560","361,32M","2,14%"
"08.02.2022","3,8525","3,8060","3,8970","3,7800","191,00M","1,33%"
"07.02.2022","3,8020","3,8250","3,8430","3,7615","92,69M","-0,60%"
"04.02.2022","3,8250","3,7800","3,8330","3,7535","176,07M","1,92%"
"03.02.2022","3,7530","3,8065","3,8090","3,7110","163,52M","-1,47%"
"02.02.2022","3,8090","3,8480","3,8810","3,7860","135,91M","-0,70%"
"01.02.2022","3,8360","3,9100","3,9300","3,7850","209,85M","-1,58%"
"31.01.2022","3,8975","3,8200","3,9310","3,8200","132,01M","0,92%"
"28.01.2022","3,8620","3,8650","3,9800","3,7910","264,85M","-0,08%"
"27.01.2022","3,8650","3,8000","3,9920","3,7105","337,62M","1,43%"
"26.01.2022","3,8105","3,8990","3,9025","3,7800","279,52M","-2,22%"
"25.01.2022","3,8970","3,8500","3,9120","3,7100","275,65M","1,22%"
"24.01.2022","3,8500","4,0425","4,0750","3,6040","530,95M","-4,76%"
"21.01.2022","4,0425","4,1295","4,1530","4,0295","331,48M","-2,09%"
"20.01.2022","4,1290","4,1515","4,2240","4,0560","287,04M","-0,54%"
"19.01.2022","4,1515","4,0225","4,2200","3,8915","340,38M","3,61%"
"18.01.2022","4,0070","4,2160","4,2190","3,8820","695,99M","-4,74%"
"17.01.2022","4,2065","4,2960","4,3295","4,1425","223,58M","-2,08%"
"14.01.2022","4,2960","4,3070","4,3320","4,1515","532,94M","0,05%"
"13.01.2022","4,2940","4,3710","4,4000","4,2505","360,24M","-1,95%"
"12.01.2022","4,3795","4,3805","4,4310","4,3175","230,85M","-0,23%"
"11.01.2022","4,3895","4,2940","4,4085","4,2670","293,10M","2,22%"
"10.01.2022","4,2940","4,2690","4,3485","4,2045","258,41M","1,09%"
"06.01.2022","4,2475","4,2500","4,3350","4,1835","306,76M","0,32%"
"05.01.2022","4,2340","4,4160","4,4330","4,2325","126,10M","-4,07%"
"04.01.2022","4,4135","4,3800","4,4490","4,3800","180,81M","0,65%"
"03.01.2022","4,3850","4,2730","4,4130","4,2600","156,13M","2,93%"
"30.12.2021","4,2600","4,2350","4,2865","4,2200","243,36M","0,69%"
"29.12.2021","4,2310","4,2355","4,2600","4,2150","113,85M","-0,09%"
"28.12.2021","4,2350","4,2175","4,2800","4,2075","309,22M","0,49%"
"27.12.2021","4,2145","4,1590","4,2160","4,1325","191,49M","1,33%"
"24.12.2021","4,1590","4,1945","4,1945","4,1210","141,29M","-0,38%"
"23.12.2021","4,1750","4,2055","4,2165","4,1635","162,26M","-0,26%"
"22.12.2021","4,1860","4,1600","4,2375","4,1460","272,80M","0,72%"
"21.12.2021","4,1560","4,1240","4,1810","4,1220","298,96M","1,06%"
"20.12.2021","4,1125","4,2350","4,2360","4,0600","369,44M","-3,30%"
"17.12.2021","4,2530","4,2970","4,3025","4,2120","313,30M","-1,02%"
"16.12.2021","4,2970","4,3425","4,3730","4,2790","362,17M","-0,98%"
"15.12.2021","4,3395","4,3180","4,3395","4,2325","172,63M","0,92%"
"14.12.2021","4,3000","4,2050","4,3610","3,9100","366,63M","2,15%"
"13.12.2021","4,2095","4,3770","4,4070","4,1725","351,07M","-3,71%"
"10.12.2021","4,3715","4,4060","4,4190","4,3500","115,68M","-0,95%"
"09.12.2021","4,4135","4,3805","4,4265","4,3500","193,90M","0,76%"
"08.12.2021","4,3800","4,4300","4,4900","4,3650","177,73M","-0,64%"
"07.12.2021","4,4080","4,3900","4,4325","4,3500","196,90M","0,69%"
"06.12.2021","4,3780","4,4400","4,4850","4,3265","168,82M","-1,34%"
"03.12.2021","4,4375","4,5190","4,5315","4,3905","185,95M","-1,06%"
"02.12.2021","4,4850","4,4065","4,5110","4,3945","258,91M","2,26%"
"01.12.2021","4,3860","4,3000","4,4665","4,3000","286,60M","2,20%"
"30.11.2021","4,2915","4,2825","4,3740","4,2435","584,80M","-1,34%"
"29.11.2021","4,3500","4,3510","4,3960","4,2550","322,21M","1,10%"
"26.11.2021","4,3025","4,4490","4,4845","4,3005","382,83M","-5,17%"
"25.11.2021","4,5370","4,5330","4,5950","4,4800","174,88M","-0,45%"
"24.11.2021","4,5575","4,4695","4,5800","4,4010","294,67M","2,99%"
"23.11.2021","4,4250","4,3490","4,4360","4,2750","355,70M","1,14%"
"22.11.2021","4,3750","4,5010","4,5270","4,3500","403,67M","-2,60%"
"19.11.2021","4,4920","4,6115","4,6520","4,4475","375,64M","-2,33%"
"18.11.2021","4,5990","4,7000","4,7000","4,5385","252,39M","-2,17%"
"17.11.2021","4,7010","4,7625","4,7625","4,6775","130,99M","-0,74%"
"16.11.2021","4,7360","4,7500","4,7845","4,7050","138,70M","-0,25%"
"15.11.2021","4,7480","4,7510","4,8020","4,7235","103,52M","0,20%"
"12.11.2021","4,7385","4,7650","4,8195","4,6800","180,25M","-0,86%"
"11.11.2021","4,7795","4,6895","4,7975","4,6750","145,85M","1,46%"
"10.11.2021","4,7105","4,8295","4,8295","4,6940","164,59M","-2,11%"
"09.11.2021","4,8120","4,7255","4,8795","4,6915","244,66M","1,71%"
"08.11.2021","4,7310","4,7445","4,7935","4,7155","159,03M","-0,24%"
"05.11.2021","4,7425","4,7500","4,7930","4,6950","184,57M","-0,60%"
"03.11.2021","4,7710","4,7330","4,8050","4,6630","265,26M","0,90%"
"02.11.2021","4,7285","4,8300","4,8375","4,7250","129,84M","-2,00%"
"01.11.2021","4,8250","4,7610","4,8480","4,7575","134,00M","1,03%"
"29.10.2021","4,7760","4,8585","4,8585","4,7170","204,61M","-1,51%"
"28.10.2021","4,8490","4,8945","4,8945","4,7630","216,54M","-0,72%"
"27.10.2021","4,8840","4,9685","4,9790","4,8605","249,46M","-1,11%"
"26.10.2021","4,9390","5,0000","5,0270","4,9250","124,18M","-0,96%"
"25.10.2021","4,9870","4,9600","5,0100","4,9300","144,32M","0,58%"
"22.10.2021","4,9580","4,9600","5,0655","4,9205","192,75M","-0,26%"
"21.10.2021","4,9710","5,0900","5,0970","4,9380","217,09M","-2,11%"
"20.10.2021","5,0780","5,0350","5,0950","5,0350","180,80M","0,81%"
"19.10.2021","5,0370","5,0515","5,0700","5,0000","141,67M","-0,17%"
"18.10.2021","5,0455","5,0745","5,0745","5,0000","153,78M","-0,06%"
"15.10.2021","5,0485","5,1400","5,1550","5,0200","247,30M","-1,39%"
"14.10.2021","5,1195","4,9885","5,1200","4,9605","474,84M","3,33%"
"13.10.2021","4,9545","4,9790","5,0005","4,9010","139,08M","-0,49%"
"12.10.2021","4,9790","4,9515","5,0285","4,9355","178,46M","-0,25%"
"11.10.2021","4,9915","5,0200","5,0215","4,9415","106,77M","0,38%"
"08.10.2021","4,9725","5,0460","5,0460","4,9300","152,20M","-0,68%"
"07.10.2021","5,0065","4,9440","5,0495","4,9400","304,24M","1,86%"
"06.10.2021","4,9150","5,0005","5,0400","4,8595","529,69M","-2,19%"
"05.10.2021","5,0250","4,7695","5,0300","4,7545","755,64M","4,72%"
"04.10.2021","4,7985","4,7770","4,7985","4,6230","425,26M","0,85%"
"01.10.2021","4,7580","4,6480","4,7930","4,6200","423,98M","2,73%"
"30.09.2021","4,6315","4,6825","4,7600","4,5645","478,38M","-1,18%"
"29.09.2021","4,6870","4,4205","4,7080","4,4205","329,82M","5,93%"
"28.09.2021","4,4245","4,5745","4,5750","4,4010","250,85M","-3,02%"
"27.09.2021","4,5625","4,6000","4,6190","4,5495","90,69M","-0,56%"
"24.09.2021","4,5880","4,6155","4,6250","4,5400","103,59M","-0,68%"
"23.09.2021","4,6195","4,6395","4,6495","4,5430","142,12M","-0,29%"
"22.09.2021","4,6330","4,5300","4,6390","4,5050","164,31M","2,51%"
"21.09.2021","4,5195","4,5260","4,6450","4,4900","197,64M","0,34%"
"20.09.2021","4,5040","4,6160","4,6395","4,5000","182,22M","-3,16%"
"17.09.2021","4,6510","4,6500","4,7000","4,6000","344,17M","0,06%"
"16.09.2021","4,6480","4,6750","4,7100","4,6320","175,35M","-0,70%"
"15.09.2021","4,6810","4,6715","4,7175","4,6715","113,48M","0,03%"
"14.09.2021","4,6795","4,7400","4,7470","4,6745","227,43M","-1,20%"
"13.09.2021","4,7365","4,7745","4,7745","4,6920","196,24M","0,26%"
"10.09.2021","4,7240","4,7400","4,8570","4,7150","350,02M","0,46%"
"09.09.2021","4,7025","4,8665","4,8665","4,6955","298,49M","-3,41%"
"08.09.2021","4,8685","4,7095","4,9600","4,6200","890,33M","3,04%"
"07.09.2021","4,7250","4,8115","4,8485","4,7000","239,19M","-2,04%"
"06.09.2021","4,8235","4,8000","4,8430","4,7735","235,31M","0,69%"
"03.09.2021","4,7905","4,7620","4,8000","4,7440","134,20M","0,60%"
"02.09.2021","4,7620","4,7740","4,8130","4,7120","224,84M","-0,10%"
"01.09.2021","4,7670","4,6100","4,8040","4,6025","535,89M","3,69%"
"31.08.2021","4,5975","4,6720","4,6940","4,5850","232,63M","-1,57%"
"30.08.2021","4,6710","4,5400","4,6945","4,5370","332,86M","2,92%"
"27.08.2021","4,5385","4,4630","4,5985","4,4630","461,88M","2,23%"
"26.08.2021","4,4395","4,4700","4,4960","4,4040","179,14M","-0,68%"
"25.08.2021","4,4700","4,3600","4,5060","4,3305","330,53M","2,76%"
"24.08.2021","4,3500","4,3300","4,3605","4,2725","220,91M","0,38%"
"23.08.2021","4,3335","4,1995","4,3400","4,1920","169,67M","3,71%"
