,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,Pushkinsky,Primorsky,Tsentralny,Kalininsky,Krasnogvardeysky,Admiralteysky,Vyborgsky,Frunzensky,Nevsky,Petrogradsky,Vasileostrovsky,Krasnoselsky,Kirovsky,Moskovsky,population,mean_distr_pps,metro_1km,metro_5km,metro_10km
879,285063.0,87.7,1.0,30.373612,59.936589,5.15,42.0,237599.0,46.17,45.15,44.69,43.26,43.42,42.8,43.6,44.74,45.56,46.19,45.63,44.89,44.45,43.87,42.96,43.28,0,21,53
880,142370.0,87.8,5.0,30.167826,59.830572,18.29,38.0,137044.8,178.8,176.13,173.71,170.91,170.44,167.96,168.28,169.2,169.65,169.68,168.3,166.27,165.0,162.85,160.09,158.56,0,0,4
881,256998.6,88.0,1.0,30.347399,59.828197,6.06,57.0,180000.0,216.03,213.22,210.63,207.82,207.28,204.71,204.91,205.69,206.02,205.95,204.56,202.52,201.24,199.07,196.33,194.68,1,10,48
882,323000.0,88.1,10.0,30.432721,59.883137,12.09,24.0,152604.4,136.08,136.06,136.45,135.69,136.0,135.89,136.69,137.75,138.55,139.23,138.89,138.42,138.11,137.7,136.87,137.19,0,10,29
883,230531.2,88.3,15.0,30.465483,59.895772,15.54,33.0,212000.0,169.08,170.96,173.05,174.21,174.85,176.43,177.02,177.47,177.97,178.63,179.22,180.11,180.64,181.64,182.61,183.9,0,7,15
884,304270.6,88.3,20.0,30.274698,59.852285,7.12,38.0,158940.0,333.64,331.21,328.95,326.16,325.71,323.24,323.54,324.4,324.79,324.74,323.35,321.31,320.03,317.86,315.11,313.48,1,8,41
885,299726.0,88.35,1.0,30.35128,59.967502,3.16,57.0,224160.0,106.5,109.31,111.93,114.73,115.28,117.86,117.68,116.92,116.6,116.7,118.09,120.13,121.4,123.57,126.3,127.96,2,30,53
886,242646.8,88.5,5.0,30.20233,59.989481,14.1,88.0,350000.0,286.8,289.55,292.03,294.84,295.32,297.82,297.5,296.59,296.13,296.07,297.45,299.46,300.73,302.85,305.61,307.07,1,3,13
887,417662.0,88.5,12.0,30.326262,59.985057,2.56,86.0,226000.0,273.44,271.8,269.87,268.85,268.23,266.72,266.11,265.63,265.1,264.43,263.89,263.05,262.52,261.52,260.48,259.14,0,33,54
888,343116.0,88.6,13.0,30.264044,59.949474,7.06,38.0,170948.0,327.11,324.59,322.29,319.5,319.04,316.57,316.87,317.75,318.15,318.12,316.73,314.69,313.41,311.24,308.48,306.87,0,15,42
889,221125.8,88.8,4.0,30.359409,59.935011,3.57,22.0,180000.0,189.97,187.67,185.71,183.08,182.76,180.58,181.08,182.17,182.78,183.01,181.71,179.81,178.62,176.63,173.98,172.72,4,28,54
890,150000.0,89.0,1.0,30.418779,59.87924,10.65,21.0,203100.0,82.64,80.74,79.27,76.96,76.81,75.11,75.77,76.96,77.71,78.12,77.04,75.48,74.5,72.93,70.74,70.03,0,11,33
891,246195.0,89.0,3.0,30.439701,59.935209,12.5,36.0,97900.0,138.66,140.54,142.64,143.84,144.48,146.09,146.67,147.1,147.59,148.25,148.86,149.78,150.34,151.39,152.44,153.77,1,5,28
892,280787.0,89.0,7.0,30.437913,59.867692,12.89,19.0,216760.0,274.99,272.68,270.67,268.0,267.66,265.41,265.87,266.92,267.49,267.66,266.32,264.36,263.13,261.07,258.35,256.97,1,10,23
893,168540.0,89.0,12.0,30.49413,59.896973,18.69,27.0,168060.0,163.97,162.67,161.08,160.57,160.02,159.01,158.3,157.58,156.94,156.23,155.97,155.57,155.34,154.87,154.59,153.64,0,4,11
894,287064.0,89.0,16.0,30.258906,60.070796,10.0,12.0,157400.0,83.13,82.69,81.97,82.49,82.14,82.13,81.33,80.29,79.5,78.81,79.11,79.57,79.9,80.4,81.4,81.26,0,3,28
895,295332.0,89.0,23.0,30.443869,59.900128,13.12,22.0,224421.0,173.04,175.37,177.38,180.03,180.36,182.56,182.07,180.99,180.39,180.17,181.48,183.39,184.59,186.59,189.24,190.51,0,8,24
896,294321.0,89.1,23.0,30.443869,59.900128,13.12,22.0,224421.0,173.04,175.37,177.38,180.03,180.36,182.56,182.07,180.99,180.39,180.17,181.48,183.39,184.59,186.59,189.24,190.51,0,8,24
897,251901.8,89.1,25.0,30.480583,59.953034,17.08,27.0,138105.0,68.25,66.02,64.2,61.68,61.42,59.45,60.03,61.19,61.87,62.2,61.01,59.29,58.21,56.46,54.07,53.17,0,3,12
898,270152.4,89.2,4.0,30.274698,59.852285,7.12,38.0,110000.0,333.64,331.21,328.95,326.16,325.71,323.24,323.54,324.4,324.79,324.74,323.35,321.31,320.03,317.86,315.11,313.48,1,8,41
899,218610.0,89.2,8.0,30.287922,60.019972,6.06,68.0,259810.0,160.12,160.48,161.22,160.79,161.17,161.37,162.16,163.15,163.92,164.62,164.43,164.18,164.0,163.81,163.24,163.71,0,12,49
900,166667.0,89.4,5.0,30.325543,59.926372,0.5,26.0,99886.0,283.14,280.64,278.05,276.04,275.34,273.1,272.76,272.76,272.52,272.0,271.0,269.49,268.56,266.89,264.95,263.28,7,33,56
901,279810.6,89.5,5.0,30.199195,60.038573,14.97,9.0,105000.0,287.8,288.39,289.22,288.77,289.14,289.17,289.97,291.01,291.8,292.49,292.19,291.72,291.37,290.82,289.73,289.79,0,2,10
902,299123.4,89.7,28.0,30.342997,59.984238,3.09,62.0,160000.0,156.22,156.27,155.95,156.81,156.53,156.77,155.97,154.88,154.07,153.4,153.82,154.43,154.83,155.41,156.48,156.35,2,29,53
903,155618.0,89.9,1.0,30.21664,59.958814,12.35,82.0,165710.6,217.0,214.32,211.88,209.08,208.6,206.11,206.42,207.31,207.74,207.76,206.37,204.34,203.07,200.91,198.15,196.59,1,5,17
904,283301.2,89.9,13.0,30.248189,59.936846,8.79,49.0,224750.0,234.83,234.88,234.5,235.26,234.94,235.02,234.22,233.17,232.37,231.69,232.01,232.45,232.73,233.1,233.85,233.48,0,12,35
905,443334.0,90.0,4.0,30.325821,59.925723,0.53,27.0,124198.0,226.42,226.24,225.64,226.18,225.82,225.71,224.91,223.91,223.13,222.43,222.66,222.96,223.15,223.37,223.95,223.47,7,32,56
906,314259.6,90.0,4.0,30.391354,59.848782,8.55,44.0,58000.0,207.93,210.37,212.5,215.2,215.56,217.83,217.38,216.32,215.75,215.57,216.89,218.83,220.04,222.08,224.76,226.07,1,11,45
907,250332.6,90.0,5.0,30.317961,60.069598,6.93,47.0,499995.0,185.9,188.08,189.91,192.46,192.74,194.8,194.25,193.13,192.47,192.2,193.45,195.28,196.43,198.34,200.9,202.05,0,6,41
908,322223.0,90.0,5.0,30.363694,59.930872,4.06,38.0,168600.0,7.21,9.25,11.36,14.12,14.57,17.04,16.75,15.91,15.56,15.66,17.04,19.08,20.35,22.52,25.25,26.91,3,22,54
909,214003.0,90.0,15.0,30.255618,60.06975,10.24,10.0,150800.0,149.45,146.62,143.98,141.18,140.61,138.03,138.2,138.94,139.25,139.16,137.77,135.73,134.46,132.29,129.56,127.9,0,3,26
910,345117.6,90.0,17.0,30.332298,59.821956,5.9,103.0,200000.0,106.34,106.06,105.47,106.09,105.76,105.82,105.02,103.97,103.17,102.49,102.82,103.32,103.66,104.17,105.17,105.01,0,8,46
911,300268.8,90.0,24.0,30.379577,59.802544,9.24,20.0,243000.0,148.04,150.61,153.24,155.3,155.99,158.25,158.59,158.57,158.78,159.3,160.32,161.85,162.79,164.45,166.35,168.01,0,6,36
912,242200.0,90.0,26.0,30.465483,59.895772,15.54,33.0,150000.0,169.08,170.96,173.05,174.21,174.85,176.43,177.02,177.47,177.97,178.63,179.22,180.11,180.64,181.64,182.61,183.9,0,7,15
913,238382.2,90.0,1.0,30.096589,59.84277,25.89,18.0,115000.0,262.84,264.4,266.16,266.83,267.4,268.49,269.19,269.87,270.5,271.2,271.51,271.95,272.18,272.64,272.82,273.69,0,0,0
914,343300.0,90.09,9.0,30.404316,59.938175,8.57,17.0,140660.0,286.37,285.91,284.99,285.12,284.67,284.11,283.34,282.47,281.75,281.03,281.02,280.92,280.86,280.6,280.51,279.61,1,11,46
915,346500.0,90.17,9.0,30.307568,59.985804,3.36,61.0,108818.0,190.35,187.97,185.47,183.68,183.0,180.93,180.5,180.36,180.05,179.47,178.58,177.24,176.42,174.95,173.34,171.78,1,24,53
916,310422.0,90.2,20.0,30.22804,60.03327,11.93,76.0,143609.4,168.89,166.03,163.36,160.57,159.99,157.4,157.53,158.22,158.5,158.37,156.99,154.96,153.69,151.53,148.83,147.14,0,6,19
917,211000.0,90.2,25.0,30.479038,60.008378,17.4,32.0,146021.0,79.64,76.88,74.37,71.56,71.05,68.53,68.82,69.7,70.13,70.15,68.76,66.73,65.46,63.31,60.54,59.01,0,1,10
918,255292.0,90.3,18.0,30.303382,59.997644,4.11,61.0,122146.0,117.0,114.19,111.43,108.99,108.31,105.82,105.65,105.94,105.91,105.53,104.31,102.52,101.41,99.48,97.2,95.47,2,22,52
919,298834.6,90.3,25.0,30.37133,59.955471,5.02,30.0,199999.0,67.25,65.44,64.09,61.89,61.78,60.22,60.91,62.12,62.88,63.34,62.33,60.89,59.99,58.56,56.56,56.04,0,22,53
920,300111.0,90.37,25.0,30.300489,59.999093,4.37,77.0,143609.4,63.82,62.19,61.05,59.0,58.95,57.59,58.32,59.53,60.31,60.82,59.9,58.6,57.79,56.53,54.73,54.39,2,22,50
921,322513.2,90.5,7.0,30.320018,59.911141,1.48,39.0,250000.0,288.36,290.92,293.15,295.88,296.27,298.57,298.12,297.07,296.49,296.3,297.61,299.53,300.73,302.72,305.35,306.56,7,32,55
922,299002.0,90.5,20.0,30.302142,59.999458,4.26,71.0,300000.0,79.55,78.17,77.26,75.38,75.39,74.2,74.95,76.15,76.95,77.49,76.64,75.43,74.67,73.49,71.78,71.49,2,23,50
923,315000.0,90.7,1.0,30.320899,59.902298,1.84,51.0,249559.0,254.48,257.31,259.92,262.73,263.28,265.85,265.65,264.87,264.52,264.58,265.97,268.01,269.29,271.46,274.21,275.84,4,31,55
924,214003.0,90.8,15.0,30.255618,60.06975,10.24,10.0,150800.0,149.45,146.62,143.98,141.18,140.61,138.03,138.2,138.94,139.25,139.16,137.77,135.73,134.46,132.29,129.56,127.9,0,3,26
925,351649.0,91.0,2.0,30.345162,59.748423,9.99,1.0,146480.0,67.01,69.1,71.41,72.95,73.62,75.54,76.02,76.27,76.66,77.28,78.06,79.25,80.0,81.37,82.89,84.43,0,1,27
926,253125.4,91.0,8.0,30.405978,59.719555,14.78,21.0,118300.0,266.52,268.68,270.98,272.39,273.05,274.77,275.33,275.7,276.14,276.77,277.47,278.48,279.08,280.14,281.12,282.4,0,0,7
927,275887.0,91.0,16.0,30.200363,59.934109,14.11,24.0,110000.0,283.07,285.84,288.36,291.17,291.67,294.19,293.9,293.02,292.58,292.55,293.93,295.96,297.23,299.38,302.14,303.65,0,3,13
928,311530.2,91.0,23.0,30.432721,59.883137,12.09,24.0,100000.0,136.08,136.06,136.45,135.69,136.0,135.89,136.69,137.75,138.55,139.23,138.89,138.42,138.11,137.7,136.87,137.19,0,10,29
929,132531.0,91.3,1.0,30.373172,59.935232,5.1,54.0,261160.0,26.23,24.12,22.56,20.31,20.21,18.78,19.51,20.72,21.51,22.03,21.17,20.04,19.38,18.52,17.42,17.75,0,21,53
930,259374.2,91.6,12.0,30.311826,60.069068,7.0,57.0,90000.0,320.06,317.19,314.45,311.72,311.11,308.5,308.56,309.13,309.3,309.05,307.72,305.76,304.53,302.41,299.8,298.07,0,6,41
931,250000.0,91.6,25.0,30.207702,60.004708,13.66,106.0,251580.0,284.39,286.84,289.36,291.14,291.82,293.82,294.29,294.47,294.79,295.36,296.25,297.53,298.3,299.63,300.96,302.39,1,3,15
932,350191.0,91.75,18.0,30.194542,59.942894,14.76,20.0,170600.0,225.41,228.26,231.04,233.58,234.25,236.79,236.9,236.51,236.47,236.79,238.07,239.94,241.1,243.11,245.52,247.27,0,3,12
933,450000.0,91.8,11.0,30.338083,59.880582,3.1,19.0,165800.0,114.45,116.88,119.01,121.72,122.09,124.4,123.96,122.93,122.38,122.23,123.58,125.55,126.79,128.86,131.59,132.98,0,30,56
934,179348.0,92.0,1.0,30.387931,59.946626,6.77,24.0,143298.0,223.55,225.06,226.82,227.51,228.09,229.24,229.93,230.59,231.2,231.9,232.24,232.74,233.03,233.59,233.96,234.94,0,19,52
935,209742.6,92.0,2.0,30.201315,59.855597,14.46,31.0,190000.0,254.33,256.65,258.61,261.22,261.53,263.65,263.12,262.01,261.37,261.1,262.36,264.2,265.35,267.26,269.82,270.93,0,1,12
936,218257.8,92.0,3.0,30.219614,59.959278,12.02,82.0,250000.0,180.32,177.62,175.19,172.38,171.9,169.42,169.73,170.63,171.07,171.09,169.71,167.68,166.4,164.25,161.49,159.94,1,6,17
937,280174.0,92.0,20.0,30.102177,59.838638,25.3,23.0,138000.0,140.28,142.99,145.71,148.0,148.69,151.09,151.33,151.17,151.28,151.73,152.86,154.54,155.59,157.41,159.55,161.26,0,0,0
938,172225.4,92.0,1.0,30.320953,59.877398,3.06,79.0,95000.0,249.79,246.97,244.34,241.54,240.98,238.39,238.56,239.3,239.61,239.49,238.11,236.07,234.8,232.64,229.92,228.24,3,24,54
939,400000.0,92.1,11.0,30.338083,59.880582,3.1,19.0,165800.0,114.45,116.88,119.01,121.72,122.09,124.4,123.96,122.93,122.38,122.23,123.58,125.55,126.79,128.86,131.59,132.98,0,30,56
940,322513.2,92.5,8.0,30.320018,59.911141,1.48,39.0,200000.0,288.36,290.92,293.15,295.88,296.27,298.57,298.12,297.07,296.49,296.3,297.61,299.53,300.73,302.72,305.35,306.56,7,32,55
941,340000.0,92.88,11.0,30.378714,60.018349,7.26,41.0,211400.0,217.61,220.2,222.5,225.27,225.69,228.09,227.7,226.72,226.2,226.09,227.45,229.45,230.7,232.8,235.53,236.96,0,8,44
942,264016.8,93.0,6.0,30.313631,59.906025,2.13,69.0,350000.0,224.76,227.13,229.16,231.82,232.15,234.35,233.85,232.77,232.16,231.93,233.23,235.12,236.31,238.28,240.92,242.14,4,28,55
943,222407.8,93.0,1.0,30.405978,59.719555,14.78,21.0,195500.0,266.52,268.68,270.98,272.39,273.05,274.77,275.33,275.7,276.14,276.77,277.47,278.48,279.08,280.14,281.12,282.4,0,0,7
944,268241.0,93.2,15.0,30.252896,59.955939,8.33,52.0,176750.0,258.51,261.23,263.95,266.21,266.9,269.27,269.54,269.4,269.52,269.97,271.1,272.76,273.79,275.57,277.6,279.28,0,11,36
945,336910.0,93.2,19.0,30.313398,59.887178,2.9,91.0,257180.0,258.7,257.05,255.75,253.49,253.35,251.62,252.27,253.45,254.18,254.56,253.42,251.74,250.68,248.93,246.5,245.51,2,26,55
946,175000.0,93.3,14.0,30.362015,59.807106,7.84,23.0,210460.0,281.65,284.39,286.86,289.67,290.16,292.65,292.33,291.42,290.96,290.9,292.28,294.3,295.56,297.69,300.45,301.92,0,6,39
947,336547.6,93.3,14.0,30.367162,59.812392,7.93,33.0,125000.0,279.63,282.45,285.05,287.86,288.4,290.97,290.75,289.94,289.57,289.6,290.99,293.03,294.31,296.48,299.24,300.84,0,6,39
948,310000.0,93.5,25.0,30.220988,59.861973,12.29,35.0,161787.8,77.81,80.64,83.26,86.06,86.62,89.21,89.04,88.3,88.01,88.13,89.51,91.54,92.81,94.98,97.69,99.37,0,5,15
949,362704.0,93.52,18.0,30.194542,59.942894,14.76,20.0,150600.0,225.41,228.26,231.04,233.58,234.25,236.79,236.9,236.51,236.47,236.79,238.07,239.94,241.1,243.11,245.52,247.27,0,3,12
950,222407.8,93.9,4.0,30.405978,59.719555,14.78,21.0,420000.0,266.52,268.68,270.98,272.39,273.05,274.77,275.33,275.7,276.14,276.77,277.47,278.48,279.08,280.14,281.12,282.4,0,0,7
951,310070.8,94.0,8.0,30.317961,60.069598,6.93,47.0,169000.0,185.9,188.08,189.91,192.46,192.74,194.8,194.25,193.13,192.47,192.2,193.45,195.28,196.43,198.34,200.9,202.05,0,6,41
952,333955.4,94.0,8.0,30.363209,59.831865,6.81,38.0,188000.0,299.48,296.87,294.5,291.71,291.24,288.77,289.08,289.97,290.4,290.4,289.01,286.98,285.7,283.54,280.78,279.2,0,10,42
953,321128.0,94.0,9.0,30.288622,59.903823,4.58,42.0,235400.0,77.34,74.51,71.88,69.08,68.52,65.94,66.13,66.91,67.25,67.19,65.8,63.76,62.48,60.31,57.56,55.93,0,26,50
954,250990.0,94.0,16.0,30.134337,59.849071,21.74,25.0,200000.0,143.73,145.69,147.29,149.72,149.93,151.84,151.25,150.09,149.4,149.07,150.27,152.02,153.13,154.96,157.46,158.52,0,0,2
955,250010.8,94.0,25.0,30.367162,59.812392,7.93,33.0,130000.0,279.63,282.45,285.05,287.86,288.4,290.97,290.75,289.94,289.57,289.6,290.99,293.03,294.31,296.48,299.24,300.84,0,6,39
956,339533.0,94.1,19.0,30.184849,59.942245,15.84,15.0,145680.0,192.53,192.05,191.96,190.71,190.9,190.27,191.07,192.22,193.04,193.67,193.05,192.17,191.6,190.71,189.28,189.16,0,2,9
957,339533.0,94.1,19.0,30.184849,59.942245,15.84,15.0,145680.0,192.53,192.05,191.96,190.71,190.9,190.27,191.07,192.22,193.04,193.67,193.05,192.17,191.6,190.71,189.28,189.16,0,2,9
958,338733.4,94.2,8.0,30.249581,59.843078,9.69,35.0,130000.0,211.41,208.61,206.03,203.22,202.68,200.12,200.33,201.12,201.47,201.4,200.01,197.96,196.69,194.52,191.77,190.13,1,6,31
959,305000.0,94.2,25.0,30.220961,59.862483,12.29,34.0,157620.8,109.31,109.56,109.46,110.56,110.35,110.86,110.07,108.92,108.11,107.47,108.04,108.88,109.43,110.3,111.72,111.86,0,5,15
960,264582.0,94.3,25.0,30.196985,59.994346,14.72,71.0,143609.4,257.22,259.73,262.3,264.2,264.9,267.01,267.42,267.52,267.79,268.34,269.29,270.69,271.53,273.02,274.62,276.16,1,3,12
961,190000.0,94.4,25.0,30.479038,60.008378,17.4,32.0,209821.0,79.64,76.88,74.37,71.56,71.05,68.53,68.82,69.7,70.13,70.15,68.76,66.73,65.46,63.31,60.54,59.01,0,1,10
962,319226.0,94.56,9.0,30.288622,59.903823,4.58,42.0,235400.0,77.34,74.51,71.88,69.08,68.52,65.94,66.13,66.91,67.25,67.19,65.8,63.76,62.48,60.31,57.56,55.93,0,26,50
963,205074.0,94.6,1.0,30.342261,59.925435,1.75,76.0,212000.0,263.43,266.21,268.75,271.56,272.08,274.61,274.35,273.5,273.09,273.09,274.48,276.51,277.79,279.95,282.71,284.27,3,33,55
964,265923.4,95.0,5.0,30.41594,59.847268,11.01,41.0,140000.0,64.88,62.15,59.69,56.88,56.4,53.93,54.25,55.18,55.65,55.72,54.34,52.33,51.07,48.95,46.2,44.75,1,9,28
965,322555.2,95.0,10.0,30.305798,59.965566,2.83,42.0,370000.0,250.01,247.86,245.54,243.99,243.32,241.42,240.92,240.66,240.28,239.66,238.88,237.7,236.97,235.63,234.18,232.67,1,26,53
966,311078.6,95.0,16.0,30.360002,59.99948,4.98,67.0,115000.0,46.39,44.31,42.7,40.33,40.16,38.43,39.1,40.29,41.04,41.46,40.41,38.91,37.98,36.52,34.52,34.04,1,19,52
967,359307.2,95.1,6.0,30.285891,59.921646,4.65,62.0,104610.0,64.17,61.36,58.77,55.96,55.43,52.87,53.11,53.94,54.33,54.32,52.93,50.89,49.61,47.45,44.68,43.11,0,25,51
968,180000.0,95.2,14.0,30.485928,60.005072,18.11,30.0,175400.0,97.18,97.18,97.63,96.96,97.29,97.31,98.11,99.14,99.92,100.62,100.35,99.99,99.77,99.51,98.9,99.37,0,0,10
969,286803.6,95.44,9.0,30.459545,59.897063,14.87,40.0,200424.0,269.08,270.83,272.77,273.66,274.26,275.54,276.21,276.81,277.38,278.08,278.5,279.09,279.43,280.04,280.43,281.4,0,7,18
970,253362.2,95.47,1.0,30.304693,59.967628,2.99,38.0,95000.0,125.2,127.87,130.27,133.07,133.54,136.02,135.7,134.79,134.35,134.32,135.7,137.73,139.01,141.16,143.92,145.46,2,25,53
971,206774.0,95.5,1.0,30.319848,59.855304,4.18,55.0,152800.0,100.64,97.92,95.19,92.91,92.21,89.83,89.57,89.73,89.62,89.18,88.04,86.36,85.32,83.52,81.45,79.76,2,20,52
972,210000.0,95.55,5.0,30.387724,60.026051,8.34,50.0,251799.0,235.21,237.49,239.41,242.01,242.3,244.41,243.87,242.76,242.11,241.85,243.11,244.94,246.1,248.01,250.57,251.7,0,4,40
973,193515.0,95.6,10.0,30.49413,59.896973,18.69,27.0,182660.0,163.97,162.67,161.08,160.57,160.02,159.01,158.3,157.58,156.94,156.23,155.97,155.57,155.34,154.87,154.59,153.64,0,4,11
974,264432.2,95.8,5.0,30.230627,59.938257,10.75,59.0,150000.0,83.04,80.75,78.84,76.25,75.96,73.89,74.44,75.57,76.23,76.51,75.27,73.48,72.35,70.49,67.99,66.94,1,9,26
975,370000.0,95.8,7.0,30.304226,59.910343,2.86,65.0,326322.0,215.24,216.07,217.21,217.18,217.64,218.15,218.93,219.82,220.55,221.27,221.25,221.22,221.18,221.2,220.86,221.45,1,27,54
976,229002.6,95.8,9.0,30.318752,59.889846,2.52,74.0,191000.0,241.66,241.41,240.73,241.18,240.79,240.58,239.79,238.81,238.04,237.34,237.51,237.72,237.86,237.98,238.41,237.84,3,27,55
977,367200.0,95.82,7.0,30.268635,59.943372,6.53,33.0,209600.0,218.91,217.57,215.94,215.34,214.77,213.65,212.96,212.29,211.67,210.96,210.64,210.14,209.83,209.21,208.72,207.64,0,16,45
978,228125.0,96.0,1.0,30.307235,59.928952,2.25,39.0,191800.0,224.72,227.5,230.26,232.64,233.32,235.77,235.98,235.74,235.8,236.2,237.39,239.15,240.23,242.12,244.33,246.05,1,28,54
979,261309.8,96.0,1.0,30.390105,59.939329,6.99,25.0,166000.0,302.84,302.32,302.04,300.52,300.61,299.57,300.33,301.53,302.33,302.88,302.02,300.72,299.87,298.47,296.39,295.69,0,19,51
980,199278.8,96.0,3.0,30.201315,59.855597,14.46,31.0,65000.0,254.33,256.65,258.61,261.22,261.53,263.65,263.12,262.01,261.37,261.1,262.36,264.2,265.35,267.26,269.82,270.93,0,1,12
981,304864.8,96.0,11.0,30.447813,59.95593,13.45,16.0,100000.0,206.58,209.26,211.68,214.48,214.95,217.42,217.09,216.17,215.71,215.66,217.05,219.07,220.34,222.48,225.24,226.75,0,5,22
982,268014.0,96.0,16.0,30.358107,59.806174,7.66,15.0,144000.0,270.49,272.87,274.89,277.53,277.85,280.01,279.49,278.38,277.75,277.5,278.77,280.61,281.77,283.68,286.23,287.35,0,6,39
983,329899.8,96.0,23.0,30.302142,59.999458,4.26,71.0,135000.0,79.55,78.17,77.26,75.38,75.39,74.2,74.95,76.15,76.95,77.49,76.64,75.43,74.67,73.49,71.78,71.49,2,23,50
984,241941.4,96.0,25.0,30.351549,59.942043,2.72,23.0,336000.0,268.53,266.22,263.76,262.0,261.31,259.24,258.82,258.67,258.35,257.78,256.89,255.56,254.73,253.23,251.53,249.94,5,30,53
985,256006.4,96.14,25.0,30.312392,60.06927,7.0,58.0,288420.0,267.11,266.48,265.44,265.46,265.0,264.37,263.62,262.76,262.05,261.33,261.28,261.16,261.09,260.82,260.76,259.89,0,6,41
986,330587.6,96.4,5.0,30.235388,60.069036,11.97,33.0,230000.0,140.08,137.75,135.3,133.6,132.92,130.95,130.48,130.28,129.93,129.34,128.49,127.24,126.47,125.11,123.66,122.16,0,4,18
987,350000.0,96.43,5.0,30.387724,60.026051,8.34,50.0,175800.0,235.21,237.49,239.41,242.01,242.3,244.41,243.87,242.76,242.11,241.85,243.11,244.94,246.1,248.01,250.57,251.7,0,4,40
988,198000.0,96.57,5.0,30.308322,59.754121,9.41,12.0,148480.0,137.78,138.46,138.76,140.2,140.07,140.9,140.12,138.94,138.13,137.53,138.25,139.3,139.97,141.04,142.69,142.99,0,0,29
989,269178.6,96.6,24.0,30.314341,59.93319,1.44,33.0,150000.0,286.52,288.94,291.0,293.66,293.99,296.16,295.64,294.54,293.91,293.65,294.92,296.75,297.9,299.79,302.32,303.39,6,32,55
990,178904.0,96.7,4.0,30.158834,59.998405,18.92,17.0,192240.0,143.53,145.82,148.24,149.93,150.61,152.6,153.06,153.26,153.61,154.2,155.04,156.31,157.08,158.48,160.0,161.53,0,1,3
991,246588.0,96.93,24.0,30.303382,59.997644,4.11,61.0,171684.0,117.0,114.19,111.43,108.99,108.31,105.82,105.65,105.94,105.91,105.53,104.31,102.52,101.41,99.48,97.2,95.47,2,22,52
992,290104.0,96.93,25.0,30.300489,59.999093,4.37,77.0,163600.0,63.82,62.19,61.05,59.0,58.95,57.59,58.32,59.53,60.31,60.82,59.9,58.6,57.79,56.53,54.73,54.39,2,22,50
993,292422.0,97.0,13.0,30.379523,60.017063,7.29,42.0,211940.0,231.49,234.35,237.13,239.71,240.37,242.92,243.01,242.59,242.52,242.83,244.12,246.02,247.19,249.22,251.67,253.42,0,8,43
994,278010.8,97.0,18.0,30.371842,59.956349,5.08,29.0,149000.0,31.43,29.51,28.14,26.01,25.95,24.61,25.35,26.56,27.36,27.89,27.04,25.9,25.23,24.29,23.02,23.17,0,21,53
995,123702.0,97.0,26.0,30.428607,60.033185,12.54,52.0,189684.0,184.46,183.06,181.38,180.74,180.17,179.04,178.35,177.69,177.07,176.37,176.04,175.53,175.24,174.64,174.19,173.15,0,3,17
996,307930.0,97.1,1.0,30.405727,60.032919,10.25,65.0,308522.0,114.17,113.17,112.61,111.01,111.1,110.16,110.93,112.12,112.93,113.51,112.77,111.7,111.03,109.98,108.4,108.2,0,5,29
997,321051.0,97.3,9.0,30.31082,59.904775,2.4,54.0,129800.0,318.63,315.9,313.16,310.78,310.1,307.63,307.44,307.68,307.6,307.17,306.01,304.28,303.19,301.28,298.98,297.23,1,26,55
998,198790.0,97.3,1.0,30.395028,59.831444,9.44,80.0,48553.0,201.91,199.97,197.83,196.57,195.92,194.27,193.7,193.29,192.82,192.16,191.52,190.57,189.98,188.9,187.81,186.45,0,6,38
999,350000.0,97.36,5.0,30.387724,60.026051,8.34,50.0,175800.0,235.21,237.49,239.41,242.01,242.3,244.41,243.87,242.76,242.11,241.85,243.11,244.94,246.1,248.01,250.57,251.7,0,4,40
1000,170000.0,97.5,2.0,30.082621,59.724677,28.29,47.0,202884.8,230.98,229.15,227.68,225.33,225.15,223.32,223.94,225.11,225.82,226.17,225.0,223.28,222.19,220.4,217.94,216.91,0,0,0
1001,170000.0,97.5,2.0,30.084013,59.724491,28.15,48.0,202884.8,244.58,241.84,239.11,236.77,236.08,233.65,233.43,233.64,233.55,233.12,231.96,230.24,229.18,227.31,225.1,223.37,0,0,0
1002,293000.0,97.5,8.0,30.413371,59.942187,9.58,48.0,230000.0,215.11,212.29,209.52,207.05,206.37,203.86,203.72,204.03,204.02,203.64,202.42,200.61,199.48,197.52,195.18,193.44,1,6,36
1003,263490.4,97.5,26.0,30.406787,59.956219,8.92,19.0,100000.0,165.56,168.07,170.29,173.03,173.43,175.77,175.36,174.35,173.82,173.68,175.04,177.02,178.26,180.35,183.08,184.48,0,7,40
1004,244227.4,97.6,26.0,30.206381,60.036016,14.19,21.0,131400.0,283.96,286.76,289.33,292.14,292.67,295.21,294.97,294.12,293.72,293.73,295.12,297.15,298.43,300.59,303.35,304.91,0,3,12
1005,340000.0,97.62,13.0,30.378714,60.018349,7.26,41.0,213940.0,217.61,220.2,222.5,225.27,225.69,228.09,227.7,226.72,226.2,226.09,227.45,229.45,230.7,232.8,235.53,236.96,0,8,44
