,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,Pushkinsky,Primorsky,Tsentralny,Kalininsky,Krasnogvardeysky,Admiralteysky,Vyborgsky,Frunzensky,Nevsky,Petrogradsky,Vasileostrovsky,Krasnoselsky,Kirovsky,Moskovsky,population,mean_distr_pps,metro_1km,metro_5km,metro_10km
496,252961.0,60.0,23.0,30.366407,59.932915,4.35,44.0,120000.0,31.2,28.33,25.55,23.0,22.33,19.8,19.68,20.1,20.2,19.94,18.62,16.68,15.49,13.47,11.15,9.43,2,20,54
497,350000.0,60.0,25.0,30.199195,60.038573,14.97,9.0,128408.0,287.8,288.39,289.22,288.77,289.14,289.17,289.97,291.01,291.8,292.49,292.19,291.72,291.37,290.82,289.73,289.79,0,2,10
498,322802.8,60.1,13.0,30.326307,60.009606,3.82,84.0,108000.0,134.53,133.52,132.95,131.31,131.39,130.4,131.17,132.36,133.17,133.74,132.96,131.85,131.14,130.03,128.37,128.08,0,25,51
499,270202.8,60.3,9.0,30.381095,59.924835,6.01,63.0,150000.0,209.58,207.08,204.87,202.13,201.74,199.39,199.8,200.81,201.34,201.47,200.11,198.13,196.88,194.79,192.06,190.64,2,18,52
500,296986.6,60.3,12.0,30.305636,59.904712,2.86,57.0,120600.0,139.8,142.6,145.19,148.01,148.55,151.11,150.91,150.12,149.78,149.86,151.25,153.29,154.56,156.74,159.48,161.12,1,28,54
501,268805.4,60.4,5.0,30.306229,59.900448,2.93,54.0,151000.0,262.28,259.4,256.65,253.94,253.31,250.72,250.74,251.29,251.45,251.2,249.87,247.9,246.68,244.57,241.98,240.24,1,26,54
502,225000.0,60.4,5.0,30.442773,59.885616,13.15,17.0,291002.0,194.31,196.94,199.61,201.75,202.44,204.74,205.05,204.99,205.17,205.66,206.73,208.31,209.28,210.99,212.94,214.6,1,10,23
503,337757.2,60.5,12.0,30.302142,59.999458,4.26,71.0,151250.0,79.55,78.17,77.26,75.38,75.39,74.2,74.95,76.15,76.95,77.49,76.64,75.43,74.67,73.49,71.78,71.49,2,23,50
504,319994.0,60.77,14.0,30.417396,59.936206,10.02,47.0,120336.0,168.98,166.82,165.02,162.48,162.21,160.17,160.73,161.85,162.51,162.8,161.55,159.73,158.58,156.68,154.12,152.99,1,6,36
505,229581.0,60.85,19.0,30.184849,59.942245,15.84,15.0,110200.0,192.53,192.05,191.96,190.71,190.9,190.27,191.07,192.22,193.04,193.67,193.05,192.17,191.6,190.71,189.28,189.16,0,2,9
506,259017.0,61.0,1.0,30.217601,59.835134,13.03,48.0,120920.0,167.11,169.97,172.75,175.33,175.99,178.54,178.62,178.21,178.15,178.47,179.75,181.64,182.81,184.84,187.29,189.04,0,1,15
507,155738.0,61.0,1.0,30.317521,59.859985,4.0,73.0,142810.0,142.58,139.71,136.99,134.23,133.63,131.03,131.11,131.75,131.97,131.8,130.43,128.42,127.17,125.02,122.36,120.65,3,21,53
508,278689.0,61.0,7.0,30.304792,59.954628,2.68,46.0,136802.4,221.88,223.34,225.04,225.67,226.24,227.34,228.03,228.71,229.34,230.05,230.35,230.81,231.07,231.59,231.89,232.84,1,27,53
509,277050.0,61.0,8.0,30.39651,59.944292,7.71,20.0,109800.0,293.14,295.59,297.68,300.35,300.68,302.86,302.35,301.25,300.62,300.36,301.62,303.45,304.6,306.48,309.0,310.04,0,15,53
510,298658.2,61.0,8.0,30.429873,59.931612,11.41,28.0,90000.0,38.97,36.38,33.77,31.83,31.14,29.06,28.62,28.51,28.25,27.72,26.74,25.36,24.56,23.22,21.99,20.67,0,6,32
511,188525.0,61.0,18.0,30.244308,60.072444,11.27,21.0,138376.0,65.99,63.15,60.37,57.86,57.18,54.66,54.53,54.89,54.93,54.6,53.33,51.46,50.31,48.33,45.98,44.24,0,3,21
512,252202.0,61.2,18.0,30.369282,59.806821,8.32,31.0,146880.0,240.52,242.68,244.46,246.97,247.22,249.21,248.64,247.49,246.81,246.5,247.71,249.48,250.59,252.41,254.89,255.91,0,6,38
513,376685.0,61.59,19.0,30.184849,59.942245,15.84,15.0,136200.0,192.53,192.05,191.96,190.71,190.9,190.27,191.07,192.22,193.04,193.67,193.05,192.17,191.6,190.71,189.28,189.16,0,2,9
514,176056.6,61.6,5.0,30.481095,60.007389,17.61,32.0,230000.0,102.64,99.84,97.27,94.46,93.92,91.37,91.6,92.42,92.79,92.76,91.37,89.32,88.05,85.88,83.12,81.52,0,0,10
515,304000.0,61.63,13.0,30.377394,60.017499,7.12,42.0,117436.0,214.56,217.38,220.16,222.63,223.31,225.81,225.96,225.65,225.65,226.02,227.25,229.07,230.2,232.15,234.47,236.21,1,8,45
516,177420.0,62.0,4.0,30.443096,59.885002,13.19,17.0,291002.0,198.26,200.91,203.59,205.76,206.46,208.78,209.08,209.0,209.16,209.64,210.72,212.32,213.31,215.04,217.03,218.7,1,10,23
517,165968.0,62.0,5.0,30.344336,60.072094,7.4,53.0,126820.0,241.49,243.67,245.47,248.0,248.26,250.27,249.7,248.56,247.88,247.58,248.8,250.57,251.69,253.53,256.01,257.05,0,7,40
518,183291.0,62.0,5.0,30.405978,59.719555,14.78,21.0,60000.0,266.52,268.68,270.98,272.39,273.05,274.77,275.33,275.7,276.14,276.77,277.47,278.48,279.08,280.14,281.12,282.4,0,0,7
519,263362.0,62.0,9.0,30.36329,59.835179,6.68,43.0,120000.0,224.97,226.02,227.35,227.54,228.03,228.74,229.49,230.32,231.02,231.74,231.82,231.95,232.0,232.16,232.01,232.7,0,10,42
520,298388.0,62.0,22.0,30.160765,59.861973,18.77,89.0,135200.0,217.06,214.41,211.72,209.54,208.84,206.5,206.22,206.32,206.16,205.68,204.59,202.98,201.98,200.22,198.18,196.48,0,0,3
521,378406.0,62.1,5.0,30.381742,59.872471,6.95,90.0,106400.0,228.47,228.91,228.91,230.04,229.81,230.26,229.46,228.33,227.52,226.87,227.38,228.1,228.55,229.22,230.35,230.23,1,17,47
522,197263.0,62.1,6.0,30.317117,59.924722,1.26,31.0,239824.4,301.78,304.6,307.37,309.79,310.48,312.94,313.13,312.86,312.87,313.23,314.47,316.28,317.38,319.28,321.45,323.15,7,35,56
523,278477.4,62.3,9.0,30.402672,60.011356,9.37,40.0,87220.0,202.59,202.72,203.22,202.52,202.84,202.74,203.55,204.61,205.4,206.09,205.74,205.24,204.91,204.43,203.49,203.71,1,5,34
524,430770.0,62.4,5.0,30.30172,59.990165,3.96,65.0,119290.0,114.75,113.76,113.22,111.63,111.72,110.79,111.57,112.76,113.57,114.15,113.41,112.35,111.68,110.64,109.08,108.87,2,23,52
525,191561.8,62.4,25.0,30.279998,59.844669,6.89,23.0,180000.0,186.17,189.0,191.77,194.27,194.95,197.46,197.6,197.26,197.25,197.61,198.85,200.69,201.82,203.8,206.16,207.9,0,11,42
526,184714.0,62.8,10.0,30.364799,60.043848,7.13,53.0,131420.0,214.56,216.47,217.99,220.35,220.53,222.32,221.69,220.51,219.79,219.42,220.56,222.21,223.26,224.97,227.33,228.22,0,9,42
527,220351.0,62.8,23.0,30.319785,60.077463,7.31,26.0,149376.0,318.55,318.64,318.09,318.47,318.05,317.57,316.81,315.92,315.18,314.47,314.48,314.38,314.27,313.9,313.56,312.5,0,5,40
528,420000.0,62.98,9.0,30.307568,59.985804,3.36,61.0,136250.0,190.35,187.97,185.47,183.68,183.0,180.93,180.5,180.36,180.05,179.47,178.58,177.24,176.42,174.95,173.34,171.78,1,24,53
529,123810.0,63.0,1.0,30.350444,59.838055,5.74,69.0,156560.0,174.78,172.64,170.85,168.31,168.05,166.01,166.56,167.69,168.35,168.64,167.39,165.57,164.43,162.53,159.97,158.83,1,15,47
530,103175.0,63.0,1.0,30.369282,59.806821,8.32,31.0,196404.4,240.52,242.68,244.46,246.97,247.22,249.21,248.64,247.49,246.81,246.5,247.71,249.48,250.59,252.41,254.89,255.91,0,6,38
531,103175.0,63.0,1.0,30.370072,59.806975,8.37,31.0,196404.4,235.6,237.71,239.43,241.92,242.15,244.1,243.51,242.35,241.67,241.34,242.54,244.28,245.37,247.17,249.62,250.61,0,6,38
532,238130.2,63.0,5.0,30.328175,59.931833,0.21,24.0,202000.0,198.8,199.87,201.24,201.49,201.99,202.77,203.51,204.32,205.01,205.73,205.85,206.05,206.14,206.4,206.38,207.17,4,33,56
533,193701.0,63.0,6.0,30.443869,59.900128,13.12,22.0,189000.0,173.04,175.37,177.38,180.03,180.36,182.56,182.07,180.99,180.39,180.17,181.48,183.39,184.59,186.59,189.24,190.51,0,8,24
534,309397.8,63.0,16.0,30.310128,59.987226,3.25,84.0,70000.0,188.28,188.12,188.34,187.38,187.64,187.31,188.12,189.22,190.03,190.7,190.23,189.56,189.13,188.47,187.33,187.41,0,25,54
535,342556.0,63.0,22.0,30.450517,59.903986,13.82,41.0,138600.0,248.12,250.77,253.12,255.91,256.35,258.77,258.4,257.44,256.93,256.84,258.2,260.2,261.46,263.56,266.3,267.73,0,8,20
536,204869.6,63.0,24.0,30.33723,59.934605,1.11,32.0,130000.0,329.68,331.27,332.11,333.66,333.49,333.92,333.12,332.03,331.22,330.55,330.94,331.31,331.45,331.37,331.23,330.18,2,32,57
537,301110.0,63.1,9.0,30.386458,59.874277,7.37,52.0,134220.0,274.66,275.79,276.44,278.09,278.0,278.94,278.16,276.98,276.16,275.58,276.31,277.33,277.97,278.93,280.38,280.46,1,16,47
538,219303.0,63.1,23.0,30.321285,60.081722,7.52,11.0,117640.0,263.55,266.41,269.19,271.76,272.42,274.97,275.06,274.65,274.58,274.89,276.18,278.08,279.25,281.28,283.71,285.46,0,5,39
539,233086.2,63.3,22.0,30.309041,59.928492,2.06,38.0,101280.0,228.56,231.25,233.68,236.48,236.96,239.43,239.11,238.19,237.73,237.68,239.06,241.09,242.36,244.49,247.25,248.76,2,29,54
540,373011.0,63.5,1.0,30.434006,59.934285,11.87,39.0,207310.4,143.57,140.89,138.19,135.97,135.27,132.92,132.64,132.76,132.62,132.15,131.05,129.41,128.4,126.63,124.6,122.91,1,5,32
541,329650.0,63.54,1.0,30.35128,59.967502,3.16,57.0,140900.0,106.5,109.31,111.93,114.73,115.28,117.86,117.68,116.92,116.6,116.7,118.09,120.13,121.4,123.57,126.3,127.96,2,30,53
542,243711.0,63.6,6.0,30.352726,59.931846,2.84,20.0,112720.0,159.91,162.53,165.2,167.35,168.04,170.35,170.66,170.59,170.77,171.26,172.32,173.91,174.88,176.61,178.59,180.26,6,32,53
543,160126.0,63.7,25.0,30.375507,59.802929,8.92,26.0,149376.0,171.27,174.13,176.91,179.51,180.17,182.73,182.8,182.36,182.29,182.59,183.88,185.79,186.97,189.01,191.49,193.24,0,6,37
544,300670.8,63.86,8.0,30.241901,60.041251,10.72,63.0,159650.0,36.78,33.94,31.31,28.51,27.96,25.39,25.61,26.43,26.84,26.84,25.45,23.42,22.15,20.0,17.23,15.73,0,6,23
545,150000.0,63.9,1.0,30.418779,59.87924,10.65,21.0,307640.0,82.64,80.74,79.27,76.96,76.81,75.11,75.77,76.96,77.71,78.12,77.04,75.48,74.5,72.93,70.74,70.03,0,11,33
546,387600.0,63.92,7.0,30.268635,59.943372,6.53,33.0,217404.4,218.91,217.57,215.94,215.34,214.77,213.65,212.96,212.29,211.67,210.96,210.64,210.14,209.83,209.21,208.72,207.64,0,16,45
547,359942.6,64.0,12.0,30.36674,59.998409,5.53,70.0,100000.0,151.11,148.24,145.46,142.81,142.17,139.58,139.56,140.06,140.18,139.92,138.6,136.65,135.44,133.36,130.82,129.07,2,16,51
548,241434.0,64.2,9.0,30.233529,59.949956,10.45,63.0,129130.0,12.89,10.84,8.96,8.81,8.42,8.69,7.9,6.74,5.93,5.3,6.09,7.55,8.59,10.44,13.05,14.36,1,9,28
549,236387.4,64.3,9.0,30.186466,59.861593,15.99,45.0,110000.0,94.85,97.29,99.84,101.76,102.46,104.63,105.01,105.07,105.33,105.88,106.84,108.27,109.16,110.76,112.57,114.2,0,0,11
550,277680.0,64.3,11.0,30.360038,59.938356,3.65,23.0,30000.0,173.47,170.66,167.89,165.43,164.75,162.26,162.1,162.4,162.38,162.0,160.78,158.98,157.86,155.91,153.6,151.86,3,27,54
551,177423.8,64.4,4.0,30.098341,59.839918,25.72,18.0,83720.0,249.55,250.69,252.09,252.33,252.83,253.56,254.31,255.14,255.83,256.55,256.65,256.78,256.83,256.98,256.79,257.45,0,0,0
552,162423.8,64.45,3.0,30.469489,59.952006,15.84,23.0,116010.0,212.72,210.02,207.31,205.04,204.35,201.96,201.71,201.86,201.74,201.29,200.16,198.49,197.46,195.65,193.53,191.82,0,3,16
553,139035.0,64.66,1.0,30.425723,59.883882,11.32,21.0,293042.0,67.24,64.45,61.69,59.31,58.62,56.18,55.97,56.21,56.16,55.77,54.56,52.8,51.72,49.84,47.68,45.97,1,8,31
554,84877.0,64.8,1.0,30.472355,59.929687,16.14,39.0,181462.0,96.41,98.06,100.0,100.99,101.61,103.09,103.71,104.21,104.74,105.42,105.94,106.75,107.25,108.21,109.16,110.46,1,5,17
555,115385.0,65.0,1.0,30.304873,59.926607,2.53,48.0,104315.0,293.22,290.92,288.46,286.67,285.98,283.87,283.46,283.34,283.04,282.46,281.56,280.2,279.34,277.8,276.02,274.4,0,26,54
556,166419.0,65.0,1.0,30.362015,59.807106,7.84,23.0,130000.0,281.65,284.39,286.86,289.67,290.16,292.65,292.33,291.42,290.96,290.9,292.28,294.3,295.56,297.69,300.45,301.92,0,6,39
557,346283.4,65.0,1.0,30.385784,59.924406,6.53,60.0,140000.0,135.75,138.43,140.85,143.65,144.13,146.61,146.3,145.4,144.96,144.93,146.32,148.35,149.62,151.78,154.54,156.09,2,18,53
558,221723.6,65.0,2.0,30.307298,60.000294,3.96,68.0,46800.0,97.4,95.32,93.09,91.77,91.12,89.46,88.88,88.48,88.02,87.37,86.71,85.76,85.2,84.18,83.24,81.97,0,23,53
559,187007.4,65.0,5.0,30.08112,59.729413,28.4,45.0,100000.0,110.53,113.09,115.72,117.79,118.49,120.75,121.08,121.06,121.27,121.78,122.81,124.34,125.29,126.98,128.92,130.58,0,0,0
560,189257.2,65.0,5.0,30.108294,59.837237,24.65,32.0,65000.0,186.05,183.19,180.51,177.72,177.14,174.54,174.67,175.36,175.62,175.48,174.11,172.08,170.82,168.66,165.96,164.27,0,0,0
561,160110.8,65.0,5.0,30.319111,59.90815,1.67,40.0,190000.0,286.15,288.99,291.64,294.44,295.01,297.59,297.42,296.66,296.32,296.39,297.78,299.82,301.1,303.27,306.01,307.65,7,33,55
562,223637.6,65.0,5.0,30.334275,59.934758,0.78,24.0,65000.0,247.99,250.02,252.21,253.48,254.12,255.74,256.33,256.75,257.23,257.89,258.51,259.43,259.97,260.95,261.84,263.08,3,32,55
563,223077.0,65.0,5.0,30.354559,59.943791,3.07,27.0,120820.0,177.29,178.46,179.94,180.33,180.86,181.76,182.49,183.25,183.91,184.62,184.82,185.14,185.31,185.71,185.87,186.77,4,30,53
564,153077.0,65.0,7.0,30.283187,59.983265,5.44,41.0,191442.0,19.89,21.18,22.38,24.68,24.87,26.79,26.22,25.08,24.43,24.17,25.45,27.34,28.54,30.56,33.25,34.6,0,17,50
565,284048.0,65.0,9.0,30.270656,60.055767,8.6,30.0,130000.0,258.57,258.81,258.58,259.46,259.17,259.35,258.54,257.47,256.67,255.99,256.36,256.86,257.17,257.57,258.34,257.98,0,5,36
566,341598.8,65.0,13.0,30.316443,59.977084,2.44,106.0,65000.0,216.53,217.59,218.22,219.9,219.84,220.87,220.11,218.91,218.1,217.54,218.34,219.48,220.21,221.35,223.05,223.36,1,30,54
567,333111.2,65.0,17.0,30.347174,59.909084,2.61,70.0,150000.0,174.61,177.47,180.25,182.84,183.5,186.06,186.13,185.71,185.64,185.94,187.23,189.13,190.31,192.35,194.81,196.56,2,32,54
568,342643.2,65.0,24.0,30.313047,59.907988,2.11,67.0,105488.0,309.49,309.71,309.35,309.97,309.61,309.42,308.63,307.65,306.89,306.18,306.34,306.47,306.53,306.44,306.5,305.66,4,27,55
569,282759.0,65.4,9.0,30.237427,60.033976,11.01,96.0,130000.0,66.75,64.0,61.52,58.71,58.21,55.72,56.02,56.93,57.38,57.43,56.05,54.03,52.77,50.63,47.87,46.39,0,6,22
570,297710.0,65.5,5.0,30.396699,59.85365,8.93,42.0,171444.0,266.94,265.08,262.97,261.72,261.07,259.39,258.83,258.44,257.97,257.31,256.67,255.68,255.06,253.91,252.69,251.27,1,11,43
571,218011.2,65.5,8.0,30.198647,60.032322,14.94,10.0,196000.0,321.89,319.16,316.42,314.05,313.36,310.89,310.71,310.95,310.87,310.43,309.28,307.54,306.46,304.54,302.23,300.48,0,2,10
572,237725.6,65.7,17.0,30.368294,60.040177,7.23,55.0,200000.0,241.03,243.68,246.36,248.51,249.21,251.5,251.82,251.75,251.93,252.41,253.49,255.07,256.04,257.74,259.66,261.32,0,8,41
573,235563.0,65.8,1.0,30.368141,59.935367,4.54,42.0,178072.0,80.84,77.99,75.32,72.53,71.96,69.37,69.52,70.26,70.57,70.47,69.08,67.04,65.77,63.6,60.87,59.21,1,21,54
574,132678.2,65.8,4.0,30.405978,59.719555,14.78,21.0,390000.0,266.52,268.68,270.98,272.39,273.05,274.77,275.33,275.7,276.14,276.77,277.47,278.48,279.08,280.14,281.12,282.4,0,0,7
575,224148.2,66.0,1.0,30.114672,59.834917,23.97,30.0,210000.0,70.75,69.34,68.4,66.52,66.52,65.33,66.08,67.29,68.09,68.63,67.78,66.59,65.84,64.69,63.03,62.77,0,0,0
576,293323.0,66.0,1.0,30.312392,60.06927,7.0,58.0,138500.0,267.11,266.48,265.44,265.46,265.0,264.37,263.62,262.76,262.05,261.33,261.28,261.16,261.09,260.82,260.76,259.89,0,6,41
577,315967.8,66.0,19.0,30.203112,59.930791,13.81,20.0,140000.0,301.82,303.53,304.73,306.79,306.84,308.17,307.44,306.23,305.44,304.92,305.81,307.04,307.8,308.95,310.58,310.75,0,3,14
578,294562.0,66.2,16.0,30.329397,60.075151,7.22,25.0,118696.0,317.66,318.69,319.83,319.58,319.96,320.03,320.83,321.87,322.65,323.35,323.03,322.46,322.01,321.23,319.76,319.49,1,4,39
579,317645.0,66.27,9.0,30.404316,59.938175,8.57,17.0,156800.0,286.37,285.91,284.99,285.12,284.67,284.11,283.34,282.47,281.75,281.03,281.02,280.92,280.86,280.6,280.51,279.61,1,11,46
580,120664.0,66.3,1.0,30.474753,59.873202,16.79,26.0,166522.0,31.23,30.57,30.56,29.63,29.92,29.9,30.7,31.72,32.51,33.2,32.95,32.7,32.58,32.6,32.5,33.34,1,6,12
581,241003.0,66.4,15.0,30.255618,60.06975,10.24,10.0,148840.0,149.45,146.62,143.98,141.18,140.61,138.03,138.2,138.94,139.25,139.16,137.77,135.73,134.46,132.29,129.56,127.9,0,3,26
582,264454.8,66.6,5.0,30.383655,59.872042,7.15,91.0,127000.0,209.13,211.43,213.4,216.02,216.34,218.49,217.97,216.88,216.25,216.01,217.3,219.17,220.35,222.3,224.92,226.12,1,17,47
583,285107.8,66.7,1.0,30.321456,59.928041,0.75,29.0,152100.0,194.69,197.57,200.3,203.04,203.65,206.25,206.18,205.56,205.34,205.53,206.89,208.89,210.14,212.28,214.93,216.65,6,34,56
584,150000.0,66.75,2.0,30.082621,59.724677,28.29,47.0,154000.0,230.98,229.15,227.68,225.33,225.15,223.32,223.94,225.11,225.82,226.17,225.0,223.28,222.19,220.4,217.94,216.91,0,0,0
585,150000.0,66.75,2.0,30.084013,59.724491,28.15,48.0,154000.0,244.58,241.84,239.11,236.77,236.08,233.65,233.43,233.64,233.55,233.12,231.96,230.24,229.18,227.31,225.1,223.37,0,0,0
586,298232.8,66.9,14.0,30.375265,59.989976,6.09,80.0,250000.0,127.81,129.49,131.42,132.41,133.02,134.47,135.09,135.61,136.15,136.83,137.34,138.11,138.59,139.49,140.35,141.61,0,14,53
587,340808.0,66.9,24.0,30.302843,59.997019,4.12,64.0,154297.6,49.42,49.43,49.98,49.49,49.88,50.16,50.94,51.9,52.65,53.36,53.24,53.15,53.11,53.2,53.11,53.92,2,24,52
588,335000.0,66.9,25.0,30.302843,59.997019,4.12,64.0,154297.6,49.42,49.43,49.98,49.49,49.88,50.16,50.94,51.9,52.65,53.36,53.24,53.15,53.11,53.2,53.11,53.92,2,24,52
589,321595.2,67.0,25.0,30.328373,60.040964,5.45,106.0,70000.0,120.81,119.53,118.69,116.84,116.86,115.65,116.4,117.6,118.4,118.93,118.06,116.8,116.01,114.75,112.92,112.5,2,11,48
590,205971.0,67.0,25.0,30.374088,59.807138,8.64,31.0,135632.0,208.56,210.4,211.85,214.16,214.32,216.06,215.41,214.22,213.49,213.1,214.22,215.84,216.87,218.55,220.86,221.72,0,6,38
591,358209.0,67.0,26.0,30.340985,60.075016,7.44,51.0,170060.0,320.92,322.5,323.45,325.21,325.14,325.99,325.2,324.03,323.22,322.6,323.22,324.01,324.44,324.95,325.66,325.13,1,7,41
592,252177.6,67.3,15.0,30.488947,59.841089,18.81,31.0,168250.0,216.65,215.54,214.81,213.01,213.03,211.83,212.57,213.77,214.57,215.09,214.19,212.88,212.04,210.69,208.71,208.15,0,4,10
593,143917.0,67.4,5.0,30.302663,59.968633,3.21,40.0,264404.4,191.02,190.96,191.28,190.42,190.71,190.46,191.27,192.36,193.16,193.83,193.41,192.81,192.41,191.83,190.76,190.9,2,26,53
594,160238.0,67.4,6.0,30.324591,59.918435,0.92,38.0,292402.4,342.29,340.26,338.17,335.4,334.96,332.49,332.77,333.61,333.96,333.86,332.48,330.44,329.17,327.0,324.26,322.61,7,31,56
595,350000.0,67.46,5.0,30.387724,60.026051,8.34,50.0,114303.0,235.21,237.49,239.41,242.01,242.3,244.41,243.87,242.76,242.11,241.85,243.11,244.94,246.1,248.01,250.57,251.7,0,4,40
596,367408.0,67.5,24.0,30.302079,59.997514,4.2,72.0,140297.6,117.02,114.76,112.85,110.26,109.97,107.87,108.41,109.53,110.17,110.44,109.18,107.35,106.2,104.3,101.74,100.61,2,24,51
597,424055.0,67.68,19.0,30.184849,59.942245,15.84,15.0,131200.0,192.53,192.05,191.96,190.71,190.9,190.27,191.07,192.22,193.04,193.67,193.05,192.17,191.6,190.71,189.28,189.16,0,2,9
598,112221.6,68.0,2.0,30.207648,60.034474,14.03,23.0,129200.0,273.1,275.91,278.49,281.31,281.84,284.4,284.17,283.34,282.96,282.98,284.37,286.42,287.69,289.86,292.62,294.21,0,3,14
599,163832.0,68.0,2.0,30.207711,60.030578,13.97,26.0,37400.0,298.44,300.93,303.06,305.75,306.1,308.3,307.8,306.71,306.08,305.83,307.1,308.94,310.09,311.98,314.49,315.52,0,3,14
600,188487.2,68.0,5.0,30.098341,59.839918,25.72,18.0,150000.0,249.55,250.69,252.09,252.33,252.83,253.56,254.31,255.14,255.83,256.55,256.65,256.78,256.83,256.98,256.79,257.45,0,0,0
601,322581.0,68.2,3.0,30.328453,59.999948,3.33,78.0,211196.4,195.79,194.82,194.24,192.57,192.64,191.58,192.34,193.54,194.34,194.9,194.07,192.88,192.11,190.89,189.07,188.64,0,28,52
602,291517.4,68.3,11.0,30.321698,59.929096,0.7,24.0,136600.0,241.59,243.48,245.54,246.64,247.27,248.75,249.37,249.87,250.39,251.07,251.61,252.4,252.86,253.71,254.44,255.61,6,34,57
603,109300.0,68.5,23.0,30.360434,60.042779,6.79,51.0,174800.0,289.6,286.88,284.14,281.82,281.13,278.69,278.48,278.68,278.58,278.14,277.0,275.29,274.22,272.35,270.12,268.39,0,9,44
604,323666.0,68.7,1.0,30.35128,59.967502,3.16,57.0,128862.0,106.5,109.31,111.93,114.73,115.28,117.86,117.68,116.92,116.6,116.7,118.09,120.13,121.4,123.57,126.3,127.96,2,30,53
605,250000.0,68.79,13.0,30.377394,60.017499,7.12,42.0,119244.0,214.56,217.38,220.16,222.63,223.31,225.81,225.96,225.65,225.65,226.02,227.25,229.07,230.2,232.15,234.47,236.21,1,8,45
606,174419.0,68.8,2.0,30.317961,60.069598,6.93,47.0,131515.0,185.9,188.08,189.91,192.46,192.74,194.8,194.25,193.13,192.47,192.2,193.45,195.28,196.43,198.34,200.9,202.05,0,6,41
607,333189.0,69.0,5.0,30.420351,59.895678,10.59,31.0,123480.0,45.32,42.73,40.11,38.15,37.46,35.34,34.92,34.84,34.59,34.06,33.07,31.66,30.83,29.4,28.01,26.59,1,10,36
608,335000.0,69.0,25.0,30.303983,59.99669,4.03,59.0,164297.6,120.88,119.32,118.19,116.12,116.05,114.59,115.3,116.51,117.28,117.76,116.77,115.34,114.44,112.99,110.93,110.33,2,23,52
609,279273.0,69.1,19.0,30.321159,59.936323,0.68,17.0,138200.0,203.81,206.49,209.19,211.41,212.1,214.45,214.73,214.62,214.76,215.22,216.33,217.97,218.97,220.74,222.77,224.46,4,34,56
610,335000.0,69.4,25.0,30.302843,59.997019,4.12,64.0,150297.6,49.42,49.43,49.98,49.49,49.88,50.16,50.94,51.9,52.65,53.36,53.24,53.15,53.11,53.2,53.11,53.92,2,24,52
611,107759.0,69.6,4.0,30.318572,59.915183,1.42,41.0,138115.0,266.41,269.09,271.49,274.28,274.74,277.18,276.83,275.88,275.39,275.3,276.67,278.68,279.94,282.05,284.79,286.23,6,34,55
612,235295.0,69.7,11.0,30.249204,59.937639,8.68,50.0,185200.0,199.91,201.94,203.6,206.05,206.27,208.19,207.59,206.43,205.74,205.41,206.6,208.34,209.44,211.24,213.7,214.72,0,13,35
613,332897.0,69.77,9.0,30.404316,59.938175,8.57,17.0,67052.0,286.37,285.91,284.99,285.12,284.67,284.11,283.34,282.47,281.75,281.03,281.02,280.92,280.86,280.6,280.51,279.61,1,11,46
614,128429.0,70.0,1.0,30.222183,59.958386,11.73,93.0,93800.0,99.23,98.67,98.57,97.38,97.58,97.08,97.89,99.02,99.83,100.48,99.95,99.21,98.74,98.07,96.95,97.08,0,6,18
615,295570.2,70.0,1.0,30.317692,59.977481,2.4,115.0,175000.0,239.0,241.1,243.36,244.73,245.39,247.1,247.66,248.03,248.48,249.12,249.8,250.8,251.4,252.48,253.52,254.83,1,31,54
616,35715.0,70.0,1.0,30.32133,59.912797,1.34,39.0,158074.0,294.45,296.57,298.25,300.67,300.87,302.69,302.05,300.87,300.14,299.75,300.86,302.45,303.44,305.02,307.19,307.85,6,32,56
617,284336.4,70.0,1.0,30.433026,59.939374,11.76,37.0,100000.0,128.18,126.76,125.76,123.79,123.76,122.41,123.13,124.34,125.13,125.63,124.68,123.33,122.47,121.09,119.12,118.58,1,5,31
618,295570.2,70.0,3.0,30.264215,60.006017,7.8,105.0,85000.0,279.34,282.13,284.68,287.49,288.01,290.55,290.29,289.43,289.02,289.02,290.41,292.44,293.72,295.88,298.64,300.19,1,10,40
619,114849.8,70.0,4.0,30.338353,60.007722,3.96,39.0,320000.0,65.79,66.38,67.42,67.41,67.88,68.54,69.3,70.13,70.84,71.56,71.63,71.8,71.91,72.24,72.42,73.35,0,25,51
620,159935.8,70.0,4.0,30.360173,59.821245,7.08,36.0,140000.0,221.25,223.89,226.56,228.7,229.39,231.69,232.0,231.94,232.12,232.61,233.68,235.25,236.22,237.92,239.85,241.51,0,8,41
621,242858.0,70.0,5.0,30.323324,59.878762,2.94,77.0,186436.4,173.27,175.16,177.25,178.42,179.06,180.64,181.23,181.68,182.18,182.84,183.43,184.32,184.85,185.85,186.81,188.11,3,25,55
622,207399.0,70.0,12.0,30.344677,59.873735,3.77,35.0,110000.0,171.07,168.28,165.73,162.91,162.38,159.83,160.07,160.88,161.25,161.21,159.82,157.78,156.5,154.33,151.57,149.96,0,27,53
