,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,population,mean_distr_pps,pub_trans_1km
259,338889.0,72.0,4.0,30.313128,59.93594,1.57,30.0,279369.4,200654,244764.85882352944,55.0
260,257500.0,72.0,24.0,30.28149,60.059418,7.95,24.0,134190.0,699243,270866.037,9.0
261,267500.0,20.0,5.0,30.321033,59.94179,0.77,15.0,130704.0,200654,244764.85882352944,52.0
262,319615.0,76.78,20.0,30.434311,59.931134,11.9,39.0,148160.0,366971,234417.04901960783,27.0
263,82823.0,130.4,1.0,30.48715,59.964341,17.86,25.0,262996.4,366971,234417.04901960783,35.0
264,235295.0,69.7,11.0,30.249204,59.937639,8.68,50.0,185200.0,206680,261018.50256410256,55.0
265,372192.0,71.2,5.0,30.27875,59.917745,5.47,28.0,135472.0,155981,249123.5042857144,66.0
266,312500.0,112.0,5.0,30.314161,59.935858,1.46,29.0,231635.2,200654,244764.85882352944,54.0
267,312500.0,112.0,5.0,30.314161,59.935858,1.46,29.0,231635.2,200654,244764.85882352944,54.0
268,380000.0,110.96,10.0,30.341533,59.966953,2.29,56.0,224492.0,541590,234626.65405405403,67.0
269,325000.0,79.75,10.0,30.341533,59.966953,2.29,56.0,160628.0,541590,234626.65405405403,67.0
270,250000.0,165.45,10.0,30.341533,59.966953,2.29,56.0,327050.0,541590,234626.65405405403,67.0
271,300000.0,83.0,10.0,30.341533,59.966953,2.29,56.0,160628.0,541590,234626.65405405403,67.0
272,280787.0,89.0,7.0,30.437913,59.867692,12.89,19.0,216760.0,547896,236967.59302325585,26.0
273,298528.0,102.0,10.0,30.288416,59.911538,4.48,47.0,163840.0,155981,249123.5042857144,56.0
274,293940.0,33.0,5.0,30.297237,59.966493,3.68,43.0,55806.0,115757,266189.33541666664,73.0
275,420000.0,62.98,9.0,30.307568,59.985804,3.36,61.0,136250.0,699243,270866.037,60.0
276,57126.0,166.3,1.0,30.22883,59.960179,11.01,75.0,239000.0,206680,261018.50256410256,49.0
277,283334.0,30.0,1.0,30.246536,59.930264,8.98,44.0,74278.0,206680,261018.50256410256,53.0
278,348400.0,53.1,1.0,30.2973,59.952331,3.44,46.0,96331.8,115757,266189.33541666664,60.0
279,156863.0,153.0,1.0,30.289188,60.003637,5.42,70.0,304253.4,699243,270866.037,52.0
280,320592.0,81.1,9.0,30.096589,59.84277,25.89,18.0,157000.0,431546,252564.08800000005,25.0
281,110481.0,104.0,1.0,30.326441,60.002279,3.44,77.0,147264.0,541590,234626.65405405403,69.0
282,234623.0,157.7,11.0,30.26938,59.850595,7.64,27.0,325200.0,335774,234788.32222222225,32.0
283,264706.0,17.0,1.0,30.288919,59.921615,4.32,67.0,42930.0,155981,249123.5042857144,68.0
284,239200.0,115.5,14.0,30.407442,59.984908,9.32,13.0,291140.0,536794,264184.3025,27.0
285,178732.0,111.9,1.0,30.281606,59.918733,5.14,30.0,184791.2,155981,249123.5042857144,70.0
286,389151.0,42.4,5.0,30.33087,59.843693,4.76,80.0,92000.0,335221,282621.4952380953,77.0
287,242858.0,70.0,5.0,30.323324,59.878762,2.94,77.0,186436.4,335221,282621.4952380953,72.0
288,378406.0,62.1,5.0,30.381742,59.872471,6.95,90.0,106400.0,413983,257039.7413333333,54.0
289,212766.0,141.0,26.0,30.153722,59.853442,19.6,91.0,262965.0,431546,252564.08800000005,66.0
290,303572.0,112.0,26.0,30.236304,60.034915,11.13,83.0,211000.0,699243,270866.037,48.0
291,216280.0,43.0,5.0,30.304792,59.954628,2.68,46.0,93207.8,115757,266189.33541666664,73.0
292,74263.0,98.3,1.0,30.359356,59.957796,3.76,41.0,199800.0,536794,264184.3025,52.0
293,206553.0,42.12,28.0,30.372291,59.831173,7.51,26.0,84780.0,335221,282621.4952380953,29.0
294,210500.0,38.0,5.0,30.406849,59.927644,8.86,19.0,73721.8,366971,234417.04901960783,54.0
295,170000.0,47.65,2.0,30.082621,59.724677,28.29,47.0,173411.6,431546,252564.08800000005,37.0
296,170000.0,47.65,2.0,30.082621,59.724677,28.29,47.0,173411.6,431546,252564.08800000005,37.0
297,97754.0,138.0,1.0,30.361503,59.946211,3.85,40.0,238910.0,200654,244764.85882352944,53.0
298,261865.0,59.0,27.0,30.340985,60.075016,7.44,51.0,142392.0,541590,234626.65405405403,27.0
299,231708.0,164.0,1.0,30.41126,59.928217,9.35,42.0,275998.6,366971,234417.04901960783,64.0
300,316667.0,18.0,4.0,30.103452,59.836486,25.18,23.0,54310.0,431546,252564.08800000005,15.0
301,263158.0,152.0,1.0,30.303399,59.9201,2.77,65.0,268653.4,155981,249123.5042857144,82.0
302,310422.0,90.2,20.0,30.22804,60.03327,11.93,76.0,143609.4,699243,270866.037,43.0
303,269300.0,55.7,3.0,30.279935,59.942376,5.28,52.0,107120.0,206680,261018.50256410256,45.0
304,174419.0,68.8,2.0,30.317961,60.069598,6.93,47.0,131515.0,541590,234626.65405405403,39.0
305,294521.0,73.0,5.0,30.344408,59.926715,1.96,63.0,119451.0,200654,244764.85882352944,89.0
306,294521.0,73.0,5.0,30.344408,59.926715,1.96,63.0,119451.0,200654,244764.85882352944,89.0
307,346402.0,150.6,3.0,30.316165,59.92832,1.29,32.0,270210.0,155981,249123.5042857144,79.0
308,280000.0,150.6,3.0,30.316165,59.92832,1.29,32.0,270210.0,155981,249123.5042857144,79.0
309,388158.0,76.0,4.0,30.294955,59.922787,3.65,60.0,134256.0,155981,249123.5042857144,79.0
310,170910.0,110.0,4.0,30.323504,59.917042,1.03,38.0,246800.0,155981,249123.5042857144,69.0
311,189000.0,115.63,5.0,30.308322,59.754121,9.41,12.0,313288.0,335221,282621.4952380953,1.0
312,270000.0,26.08,5.0,30.308322,59.754121,9.41,12.0,93200.0,335221,282621.4952380953,1.0
313,198000.0,96.57,5.0,30.308322,59.754121,9.41,12.0,148480.0,335221,282621.4952380953,1.0
314,225000.0,128.32,5.0,30.308322,59.754121,9.41,12.0,236002.0,335221,282621.4952380953,1.0
315,420000.0,40.67,10.0,30.429685,59.881358,11.79,23.0,47034.0,547896,236967.59302325585,20.0
316,400000.0,57.1,10.0,30.429685,59.881358,11.79,23.0,96378.8,547896,236967.59302325585,20.0
317,420000.0,136.1,7.0,30.325013,59.858073,3.99,41.0,185290.0,335221,282621.4952380953,95.0
318,273168.0,80.5,12.0,30.322264,59.981276,2.42,115.0,225640.0,699243,270866.037,35.0
319,370063.0,128.6,6.0,30.30552,59.906639,2.82,58.0,280440.0,155981,249123.5042857144,54.0
320,340016.0,128.7,6.0,30.30552,59.906639,2.82,58.0,280440.0,155981,249123.5042857144,54.0
321,300081.0,123.69,25.0,30.300489,59.999093,4.37,77.0,209600.0,699243,270866.037,62.0
322,290090.0,112.32,17.0,30.303211,59.999147,4.18,65.0,206680.0,699243,270866.037,56.0
323,35715.0,70.0,1.0,30.32133,59.912797,1.34,39.0,158074.0,155981,249123.5042857144,69.0
324,292241.0,159.8,25.0,30.330511,60.028928,4.85,65.0,241348.0,541590,234626.65405405403,48.0
325,167884.0,137.0,1.0,30.349959,59.929182,2.54,27.0,246190.0,200654,244764.85882352944,95.0
326,231783.0,129.0,13.0,30.41594,59.847268,11.01,41.0,189148.0,413983,257039.7413333333,34.0
327,283951.0,40.5,5.0,30.359912,59.938928,3.63,22.0,41201.0,200654,244764.85882352944,48.0
328,307251.0,37.1,14.0,30.316183,59.857003,4.19,76.0,91400.0,335221,282621.4952380953,71.0
329,295000.0,125.4,18.0,30.443869,59.900128,13.12,22.0,151458.0,547896,236967.59302325585,40.0
330,380000.0,101.33,10.0,30.341533,59.966953,2.29,56.0,156660.0,541590,234626.65405405403,67.0
331,280000.0,111.32,10.0,30.341533,59.966953,2.29,56.0,189092.0,541590,234626.65405405403,67.0
332,400000.0,92.1,11.0,30.338083,59.880582,3.1,19.0,165800.0,335221,282621.4952380953,32.0
333,400000.0,51.3,11.0,30.338083,59.880582,3.1,19.0,80000.0,335221,282621.4952380953,32.0
334,450000.0,91.8,11.0,30.338083,59.880582,3.1,19.0,165800.0,335221,282621.4952380953,32.0
335,450000.0,75.4,11.0,30.338083,59.880582,3.1,19.0,93352.0,335221,282621.4952380953,32.0
336,350000.0,57.6,11.0,30.338083,59.880582,3.1,19.0,76000.0,335221,282621.4952380953,32.0
337,450000.0,99.8,11.0,30.338083,59.880582,3.1,19.0,235184.0,335221,282621.4952380953,32.0
338,450000.0,103.4,11.0,30.338083,59.880582,3.1,19.0,276384.0,335221,282621.4952380953,32.0
339,310000.0,151.93,9.0,30.307568,59.985804,3.36,61.0,291150.0,699243,270866.037,60.0
340,343200.0,121.5,9.0,30.307568,59.985804,3.36,61.0,281500.0,699243,270866.037,60.0
341,365000.0,105.58,10.0,30.308116,59.986506,3.35,61.0,142060.0,699243,270866.037,52.0
342,291500.0,199.59,9.0,30.307568,59.985804,3.36,61.0,379000.0,699243,270866.037,60.0
343,346500.0,98.76,9.0,30.307568,59.985804,3.36,61.0,125322.0,699243,270866.037,60.0
344,360000.0,137.87,9.0,30.307568,59.985804,3.36,61.0,252652.0,699243,270866.037,60.0
345,346500.0,90.17,9.0,30.307568,59.985804,3.36,61.0,108818.0,699243,270866.037,60.0
346,380000.0,102.71,9.0,30.264862,59.93502,6.94,31.0,242143.0,206680,261018.50256410256,65.0
347,390000.0,103.11,9.0,30.264862,59.93502,6.94,31.0,242143.0,206680,261018.50256410256,65.0
348,151516.0,165.0,4.0,30.314521,59.914434,1.78,57.0,329650.0,155981,249123.5042857144,76.0
349,234783.0,115.0,14.0,30.41594,59.847268,11.01,41.0,178376.8,413983,257039.7413333333,34.0
350,159883.0,149.9,2.0,30.082621,59.724677,28.29,47.0,310998.6,431546,252564.08800000005,37.0
351,155738.0,61.0,1.0,30.317521,59.859985,4.0,73.0,142810.0,335221,282621.4952380953,76.0
352,170000.0,97.5,2.0,30.082621,59.724677,28.29,47.0,202884.8,431546,252564.08800000005,37.0
353,110000.0,200.0,5.0,30.112121,59.846201,24.18,29.0,290448.8,431546,252564.08800000005,12.0
354,309483.0,116.0,5.0,30.300956,59.956674,3.12,35.0,236075.2,115757,266189.33541666664,76.0
355,285000.0,187.5,5.0,30.271976,59.884668,6.63,23.0,325770.0,335774,234788.32222222225,74.0
356,257549.0,112.6,14.0,30.317521,59.855398,4.23,68.0,187380.0,335221,282621.4952380953,70.0
357,244091.0,110.0,13.0,30.2026,60.030245,14.5,18.0,152640.0,699243,270866.037,10.0
358,358491.0,53.0,13.0,30.2026,60.030245,14.5,18.0,108848.0,699243,270866.037,10.0
359,368600.0,42.06,10.0,30.318985,59.906504,1.74,47.0,63907.8,335221,282621.4952380953,58.0
360,134147.0,164.0,5.0,30.442773,59.885616,13.15,17.0,284560.0,547896,236967.59302325585,47.0
361,322581.0,18.6,1.0,30.26444,59.942827,7.0,35.0,49808.0,206680,261018.50256410256,65.0
362,173630.0,184.3,12.0,30.49413,59.896973,18.69,27.0,322176.0,547896,236967.59302325585,18.0
363,290074.0,136.46,17.0,30.303211,59.999147,4.18,65.0,292452.0,699243,270866.037,56.0
364,204082.0,98.0,12.0,30.286565,60.020381,6.18,58.0,120162.0,699243,270866.037,41.0
365,315287.0,157.0,5.0,30.369551,59.931693,4.71,58.0,237350.0,200654,244764.85882352944,41.0
366,139594.0,157.6,2.0,30.345432,59.973577,2.84,58.0,250550.0,541590,234626.65405405403,79.0
367,216366.0,127.1,18.0,30.365814,59.988185,5.13,61.0,272512.0,536794,264184.3025,45.0
368,259221.0,192.5,24.0,30.356625,59.839642,6.03,71.0,411746.0,335221,282621.4952380953,38.0
369,185984.0,37.1,5.0,30.375651,59.860486,6.73,84.0,81996.0,413983,257039.7413333333,54.0
370,323000.0,88.1,10.0,30.432721,59.883137,12.09,24.0,152604.4,547896,236967.59302325585,32.0
371,202000.0,105.4,25.0,30.479038,60.008378,17.4,32.0,148280.0,366971,234417.04901960783,5.0
372,211000.0,90.2,25.0,30.479038,60.008378,17.4,32.0,146021.0,366971,234417.04901960783,5.0
373,213000.0,72.5,25.0,30.479038,60.008378,17.4,32.0,117640.0,366971,234417.04901960783,5.0
374,294321.0,89.1,23.0,30.443869,59.900128,13.12,22.0,224421.0,547896,236967.59302325585,40.0
375,225000.0,200.0,7.0,30.327555,59.972811,1.93,74.0,351946.0,115757,266189.33541666664,47.0
376,168225.0,160.5,13.0,30.433565,59.935205,11.82,38.0,249998.6,366971,234417.04901960783,29.0
377,111174.0,179.0,1.0,30.343132,60.036488,5.57,59.0,281624.0,541590,234626.65405405403,53.0
378,360361.0,55.5,1.0,30.318725,59.885936,2.7,75.0,146000.0,335221,282621.4952380953,63.0
379,281145.0,59.4,1.0,30.330403,59.957043,1.17,22.0,119400.0,115757,266189.33541666664,48.0
380,333189.0,69.0,5.0,30.420351,59.895678,10.59,31.0,123480.0,547896,236967.59302325585,31.0
381,407835.0,43.4,11.0,30.338991,59.876928,3.32,18.0,88488.0,335221,282621.4952380953,35.0
382,250640.0,143.63,18.0,30.303382,59.997644,4.11,61.0,311940.0,699243,270866.037,58.0
383,246563.0,136.46,18.0,30.303382,59.997644,4.11,61.0,292652.0,699243,270866.037,58.0
384,347108.0,121.0,26.0,30.340985,60.075016,7.44,51.0,220000.0,541590,234626.65405405403,27.0
385,358209.0,67.0,26.0,30.340985,60.075016,7.44,51.0,170060.0,541590,234626.65405405403,27.0
386,315000.0,90.7,1.0,30.320899,59.902298,1.84,51.0,249559.0,335221,282621.4952380953,61.0
387,186545.0,98.1,23.0,30.447813,59.95593,13.45,16.0,143680.0,366971,234417.04901960783,16.0
388,200000.0,168.0,1.0,30.345764,59.908561,2.49,76.0,258000.0,413983,257039.7413333333,60.0
389,277137.0,86.6,9.0,30.248189,59.936846,8.79,49.0,269849.0,206680,261018.50256410256,54.0
390,213904.0,187.0,4.0,30.322255,60.014652,4.1,70.0,417800.0,541590,234626.65405405403,62.0
391,311415.0,80.6,15.0,30.201737,59.929804,13.96,17.0,157944.4,206680,261018.50256410256,10.0
392,179900.0,100.0,8.0,30.304379,59.919107,2.68,69.0,175000.0,155981,249123.5042857144,78.0
393,330084.0,119.59,17.0,30.303211,59.999147,4.18,65.0,214900.0,699243,270866.037,56.0
394,330099.0,101.72,17.0,30.303211,59.999147,4.18,65.0,149400.0,699243,270866.037,56.0
395,184105.0,134.0,12.0,30.30755,59.897952,2.9,54.0,217240.0,155981,249123.5042857144,26.0
396,300111.0,90.37,25.0,30.300489,59.999093,4.37,77.0,143609.4,699243,270866.037,62.0
397,300101.0,99.92,25.0,30.300489,59.999093,4.37,77.0,173300.0,699243,270866.037,62.0
398,290104.0,96.93,25.0,30.300489,59.999093,4.37,77.0,163600.0,699243,270866.037,62.0
399,420070.0,144.6,25.0,30.304289,60.000857,4.17,65.0,249498.0,699243,270866.037,51.0
400,420075.0,133.7,25.0,30.304289,60.000857,4.17,65.0,260712.0,699243,270866.037,51.0
401,294562.0,66.2,16.0,30.329397,60.075151,7.22,25.0,118696.0,541590,234626.65405405403,22.0
402,178344.0,157.0,4.0,30.345854,59.917209,2.28,74.0,188800.0,200654,244764.85882352944,86.0
403,171429.0,105.0,4.0,30.345854,59.917209,2.28,74.0,123264.0,200654,244764.85882352944,86.0
404,432433.0,185.0,6.0,30.315913,59.851562,4.46,66.0,340024.0,335221,282621.4952380953,77.0
405,421297.0,21.6,9.0,30.383323,59.869142,7.19,94.0,56810.0,413983,257039.7413333333,57.0
406,288819.0,47.4,9.0,30.23581,59.982154,10.4,42.0,93411.6,699243,270866.037,25.0
407,189951.0,101.6,25.0,30.367872,59.810098,8.08,32.0,150800.0,263732,214227.69361702123,15.0
408,283334.0,60.0,3.0,30.288119,59.984373,4.98,43.0,137022.4,699243,270866.037,29.0
409,340808.0,66.9,24.0,30.302843,59.997019,4.12,64.0,154297.6,699243,270866.037,61.0
410,367408.0,67.5,24.0,30.302079,59.997514,4.2,72.0,140297.6,699243,270866.037,61.0
411,95000.0,123.9,1.0,30.41153,59.951132,9.41,25.0,257190.8,366971,234417.04901960783,76.0
412,230000.0,50.0,23.0,30.205447,60.002638,13.88,98.0,98600.0,699243,270866.037,39.0
413,149650.0,199.8,10.0,30.411682,59.9507,9.42,27.0,362764.0,366971,234417.04901960783,76.0
414,350000.0,10.0,20.0,30.215787,60.003327,12.78,95.0,53414.0,699243,270866.037,45.0
415,274510.0,30.6,9.0,30.386071,59.86823,7.49,74.0,83600.0,413983,257039.7413333333,53.0
416,247253.0,182.0,9.0,30.173844,59.82921,17.67,38.0,270776.0,431546,252564.08800000005,50.0
417,300000.0,24.0,1.0,30.350857,59.9358,2.62,20.0,126304.0,200654,244764.85882352944,80.0
418,210982.0,196.7,5.0,30.237598,59.930408,9.98,36.0,418384.8,206680,261018.50256410256,62.0
419,59032.0,169.4,4.0,30.434949,59.960877,12.06,35.0,248999.8,366971,234417.04901960783,41.0
420,255086.0,99.92,25.0,30.303382,59.997644,4.11,61.0,165675.2,699243,270866.037,58.0
421,235976.0,112.3,25.0,30.312185,60.056481,6.37,77.0,196500.0,541590,234626.65405405403,64.0
422,250000.0,200.0,7.0,30.232891,59.952074,10.52,63.0,375000.0,206680,261018.50256410256,68.0
423,113961.0,105.3,1.0,30.474753,59.873202,16.79,26.0,237543.0,547896,236967.59302325585,46.0
424,223500.0,156.6,16.0,30.409338,60.006125,9.93,33.0,268320.0,536794,264184.3025,31.0
425,261430.0,155.3,3.0,30.328489,59.999597,3.31,77.0,214000.0,541590,234626.65405405403,75.0
426,355103.0,111.0,19.0,30.311502,59.899081,2.55,64.0,206680.0,155981,249123.5042857144,42.0
427,114886.0,174.0,4.0,30.288838,59.985034,4.93,48.0,340300.0,699243,270866.037,29.0
428,234967.0,147.0,10.0,30.276378,60.057011,8.21,29.0,410090.0,699243,270866.037,11.0
429,172675.0,172.0,1.0,30.330996,59.957079,1.19,24.0,300552.0,115757,266189.33541666664,45.0
430,296483.0,99.5,23.0,30.196428,59.938491,14.55,17.0,143680.0,206680,261018.50256410256,9.0
431,214916.0,53.5,9.0,30.25304,59.908868,8.35,26.0,89000.0,335774,234788.32222222225,46.0
432,177726.0,42.2,16.0,30.32486,60.053701,6.09,94.0,94800.0,541590,234626.65405405403,55.0
433,264228.0,24.6,4.0,30.29094,60.01074,5.51,84.0,59810.0,699243,270866.037,42.0
434,142370.0,87.8,5.0,30.167826,59.830572,18.29,38.0,137044.8,431546,252564.08800000005,37.0
435,181559.0,77.0,26.0,30.371653,59.812193,8.25,33.0,142990.0,263732,214227.69361702123,19.0
436,393024.0,172.0,5.0,30.340563,59.925628,1.56,70.0,201000.0,200654,244764.85882352944,71.0
437,259896.0,192.0,25.0,30.356625,59.839642,6.03,71.0,411746.0,335221,282621.4952380953,38.0
438,205074.0,94.6,1.0,30.342261,59.925435,1.75,76.0,212000.0,200654,244764.85882352944,81.0
439,250000.0,81.8,12.0,30.205959,60.029508,14.14,28.0,196288.8,699243,270866.037,14.0
440,250000.0,154.5,12.0,30.205959,60.029508,14.14,28.0,350000.0,699243,270866.037,14.0
441,205172.0,162.9,4.0,30.368985,59.751533,10.88,72.0,232200.0,263732,214227.69361702123,8.0
442,205759.0,185.53,4.0,30.368985,59.751533,10.88,72.0,273424.0,263732,214227.69361702123,8.0
443,271740.0,110.4,23.0,30.447022,59.899211,13.48,26.0,284710.0,547896,236967.59302325585,29.0
444,192814.0,114.1,5.0,30.330591,59.923054,0.74,33.0,215475.2,155981,249123.5042857144,59.0
445,322581.0,68.2,3.0,30.328453,59.999948,3.33,78.0,211196.4,541590,234626.65405405403,75.0
446,132357.0,151.1,4.0,30.254271,59.89765,8.32,20.0,385885.0,335774,234788.32222222225,47.0
447,107816.0,143.3,15.0,30.235388,60.069036,11.97,33.0,308320.0,541590,234626.65405405403,20.0
448,103175.0,63.0,1.0,30.369282,59.806821,8.32,31.0,196404.4,263732,214227.69361702123,16.0
449,267858.0,179.2,5.0,30.373612,59.936589,5.15,42.0,256000.0,200654,244764.85882352944,57.0
450,124200.0,156.2,1.0,30.398801,59.844981,9.38,42.0,261798.6,413983,257039.7413333333,44.0
451,189809.0,157.0,19.0,30.236304,60.034915,11.13,83.0,216650.0,699243,270866.037,48.0
452,176924.0,39.0,12.0,30.358287,59.810505,7.47,18.0,91740.0,263732,214227.69361702123,8.0
453,198556.0,55.4,9.0,30.489503,59.906309,18.12,36.0,128102.0,547896,236967.59302325585,33.0
454,120000.0,159.2,1.0,30.418779,59.87924,10.65,21.0,334560.0,547896,236967.59302325585,20.0
455,150000.0,63.9,1.0,30.418779,59.87924,10.65,21.0,190842.0,547896,236967.59302325585,20.0
456,150000.0,89.0,1.0,30.418779,59.87924,10.65,21.0,203100.0,547896,236967.59302325585,20.0
457,215518.0,11.6,4.0,30.305502,59.929623,2.44,43.0,44553.8,155981,249123.5042857144,69.0
458,291667.0,7.2,5.0,30.377268,59.933068,5.56,55.0,48799.8,200654,244764.85882352944,63.0
459,164336.0,85.8,1.0,30.32221,59.916649,1.12,36.0,125886.0,155981,249123.5042857144,67.0
460,230137.0,73.0,11.0,30.269317,60.052339,8.59,30.0,164944.4,699243,270866.037,6.0
461,351649.0,91.0,2.0,30.345162,59.748423,9.99,1.0,146480.0,263732,214227.69361702123,2.0
462,420084.0,119.5,25.0,30.295422,59.999638,4.78,69.0,209800.0,699243,270866.037,52.0
463,123967.0,36.3,19.0,30.213846,59.95229,12.64,69.0,72400.0,206680,261018.50256410256,27.0
464,235000.0,133.3,10.0,30.336574,59.988469,2.95,66.0,272452.0,541590,234626.65405405403,74.0
465,170000.0,80.2,1.0,30.334391,59.987753,2.83,71.0,110477.0,541590,234626.65405405403,73.0
466,283019.0,116.6,13.0,30.450526,60.002697,14.23,9.0,280100.0,366971,234417.04901960783,5.0
467,266525.0,140.7,9.0,30.262823,60.110679,11.08,6.0,274649.8,541590,234626.65405405403,8.0
468,321101.0,54.5,25.0,30.251773,60.029458,9.52,75.0,145347.6,699243,270866.037,41.0
469,280000.0,200.0,7.0,30.371662,59.93827,4.94,42.0,393600.0,200654,244764.85882352944,50.0
470,303215.0,115.1,5.0,30.300956,59.956674,3.12,35.0,236075.2,115757,266189.33541666664,76.0
471,309989.0,87.1,5.0,30.373612,59.936589,5.15,42.0,209399.0,200654,244764.85882352944,57.0
472,111608.0,33.6,25.0,30.369282,59.806821,8.32,31.0,85860.0,263732,214227.69361702123,16.0
473,176974.0,152.0,16.0,30.3223,60.029413,4.85,89.0,236965.0,541590,234626.65405405403,69.0
474,298667.0,187.5,1.0,30.362949,59.931824,3.97,40.0,246200.0,200654,244764.85882352944,42.0
475,243711.0,63.6,6.0,30.352726,59.931846,2.84,20.0,112720.0,200654,244764.85882352944,91.0
476,198916.0,82.95,18.0,30.15083,59.793487,20.49,18.0,158200.0,431546,252564.08800000005,5.0
477,237180.0,15.6,13.0,30.251845,60.015404,9.21,120.0,54488.0,699243,270866.037,86.0
478,53776.0,196.0,1.0,30.358287,59.810505,7.47,18.0,268370.0,263732,214227.69361702123,8.0
479,88289.0,111.0,1.0,30.369471,59.932184,4.7,54.0,216700.0,200654,244764.85882352944,39.0
480,219719.0,71.0,14.0,30.41594,59.847268,11.01,41.0,111744.0,413983,257039.7413333333,34.0
481,135000.0,137.0,2.0,30.084013,59.724491,28.15,48.0,207716.0,431546,252564.08800000005,36.0
482,135000.0,137.0,2.0,30.084013,59.724491,28.15,48.0,207716.0,431546,252564.08800000005,36.0
483,402577.0,186.3,22.0,30.313955,59.851598,4.52,76.0,344832.0,335221,282621.4952380953,63.0
484,246588.0,96.93,24.0,30.303382,59.997644,4.11,61.0,171684.0,699243,270866.037,58.0
485,420102.0,98.6,25.0,30.304289,60.000857,4.17,65.0,199684.0,699243,270866.037,51.0
486,255292.0,90.3,18.0,30.303382,59.997644,4.11,61.0,122146.0,699243,270866.037,58.0
487,335000.0,69.0,25.0,30.303983,59.99669,4.03,59.0,164297.6,699243,270866.037,58.0
488,335000.0,69.4,25.0,30.302843,59.997019,4.12,64.0,150297.6,699243,270866.037,61.0
489,335000.0,66.9,25.0,30.302843,59.997019,4.12,64.0,154297.6,699243,270866.037,61.0
490,335000.0,51.0,25.0,30.303983,59.99669,4.03,59.0,147700.0,699243,270866.037,58.0
491,253334.0,15.0,1.0,30.350274,59.916618,2.74,56.0,38800.0,200654,244764.85882352944,107.0
492,316392.0,78.7,24.0,30.344614,59.85332,4.71,35.0,151330.0,335221,282621.4952380953,46.0
493,197263.0,62.1,6.0,30.317117,59.924722,1.26,31.0,239824.4,155981,249123.5042857144,77.0
494,226485.0,128.0,5.0,30.357137,59.918201,3.44,32.0,197514.0,200654,244764.85882352944,74.0
495,188334.0,18.0,6.0,30.355502,59.936819,3.14,22.0,66264.0,200654,244764.85882352944,86.0
496,189286.0,42.0,5.0,30.29739,59.95402,3.45,48.0,79655.8,115757,266189.33541666664,62.0
497,212766.0,141.0,22.0,30.153722,59.853442,19.6,91.0,290315.0,431546,252564.08800000005,66.0
498,310208.0,125.4,23.0,30.402879,60.006246,9.27,36.0,195048.0,536794,264184.3025,34.0
499,301110.0,63.1,9.0,30.386458,59.874277,7.37,52.0,134220.0,413983,257039.7413333333,44.0
500,343116.0,88.6,13.0,30.264044,59.949474,7.06,38.0,170948.0,206680,261018.50256410256,57.0
501,336910.0,93.2,19.0,30.313398,59.887178,2.9,91.0,257180.0,335221,282621.4952380953,50.0
502,225000.0,200.0,26.0,30.223467,59.940366,11.55,71.0,390946.0,206680,261018.50256410256,37.0
503,350000.0,147.9,8.0,30.333816,59.918467,1.14,54.0,354500.0,155981,249123.5042857144,55.0
504,245834.0,168.0,17.0,30.481796,60.007636,17.69,32.0,253319.8,366971,234417.04901960783,4.0
505,166367.0,111.2,1.0,30.213846,59.95229,12.64,69.0,175664.0,206680,261018.50256410256,27.0
506,393637.0,110.0,5.0,30.380062,59.941493,5.88,40.0,209276.8,200654,244764.85882352944,50.0
507,353151.0,50.46,19.0,30.184849,59.942245,15.84,15.0,97008.0,206680,261018.50256410256,5.0
508,353151.0,50.46,19.0,30.184849,59.942245,15.84,15.0,97008.0,206680,261018.50256410256,5.0
509,339533.0,94.1,19.0,30.184849,59.942245,15.84,15.0,145680.0,206680,261018.50256410256,5.0
510,339533.0,94.1,19.0,30.184849,59.942245,15.84,15.0,145680.0,206680,261018.50256410256,5.0
511,383191.0,131.71,19.0,30.184849,59.942245,15.84,15.0,195024.0,206680,261018.50256410256,5.0
512,383191.0,131.71,19.0,30.184849,59.942245,15.84,15.0,195024.0,206680,261018.50256410256,5.0
513,424055.0,67.68,19.0,30.184849,59.942245,15.84,15.0,131200.0,206680,261018.50256410256,5.0
514,376685.0,61.59,19.0,30.184849,59.942245,15.84,15.0,136200.0,206680,261018.50256410256,5.0
515,369015.0,106.5,19.0,30.184849,59.942245,15.84,15.0,227640.0,206680,261018.50256410256,5.0
516,229581.0,60.85,19.0,30.184849,59.942245,15.84,15.0,110200.0,206680,261018.50256410256,5.0
517,350197.0,17.79,19.0,30.184849,59.942245,15.84,15.0,51440.0,206680,261018.50256410256,5.0
518,236342.0,41.0,19.0,30.184849,59.942245,15.84,15.0,107408.0,206680,261018.50256410256,5.0
519,232887.0,43.97,19.0,30.184849,59.942245,15.84,15.0,107408.0,206680,261018.50256410256,5.0
520,350191.0,91.75,18.0,30.194542,59.942894,14.76,20.0,170600.0,206680,261018.50256410256,10.0
521,360993.0,72.91,18.0,30.194542,59.942894,14.76,20.0,104940.0,206680,261018.50256410256,10.0
522,406596.0,47.91,18.0,30.194542,59.942894,14.76,20.0,97008.0,206680,261018.50256410256,10.0
523,362704.0,93.52,18.0,30.194542,59.942894,14.76,20.0,150600.0,206680,261018.50256410256,10.0
524,292316.0,75.09,9.0,30.288622,59.903823,4.58,42.0,157136.0,155981,249123.5042857144,39.0
