,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,population
815,170000.0,80.2,1.0,30.334391,59.987753,2.83,71.0,172000.0,200654
816,273168.0,80.5,12.0,30.322264,59.981276,2.42,115.0,164638.8,200654
817,311415.0,80.6,15.0,30.201737,59.929804,13.96,17.0,202564.2,200654
823,418519.0,81.0,20.0,30.308223,59.904247,2.64,55.0,138030.0,200654
827,129470.0,81.1,4.0,30.263056,59.942913,7.15,36.0,222095.2,200654
828,70284.0,81.1,5.0,30.30755,59.958224,2.48,42.0,190489.4,200654
829,320592.0,81.1,9.0,30.096589,59.84277,25.89,18.0,190062.0,200654
831,250000.0,81.1,12.0,30.229064,59.936206,10.92,55.0,164638.8,200654
833,327575.0,81.27,9.0,30.288622,59.903823,4.58,42.0,190062.0,200654
836,75461.0,81.5,1.0,30.244308,60.072444,11.27,21.0,171952.0,200654
837,202454.0,81.5,4.0,30.34253,59.908222,2.21,79.0,211063.2,200654
843,250000.0,81.8,12.0,30.205959,60.029508,14.14,28.0,156152.4,200654
845,250915.0,82.0,5.0,30.267494,59.962724,6.78,27.0,172007.6,200654
850,254879.0,82.0,25.0,30.225039,60.035495,12.27,68.0,142800.0,200654
851,332895.0,82.1,1.0,30.245728,59.962048,9.16,41.0,165931.2,200654
852,218636.0,82.1,5.0,30.351684,59.924167,2.78,41.0,172007.6,200654
853,223237.0,82.2,13.0,30.41594,59.847268,11.01,41.0,156152.4,200654
855,364952.0,82.2,16.0,30.418851,59.970303,10.37,23.0,213379.8,200654
856,306897.0,82.24,9.0,30.404316,59.938175,8.57,17.0,191162.0,200654
857,425274.0,82.3,25.0,30.426684,59.902826,11.2,28.0,142800.0,200654
858,387879.0,82.5,6.0,30.35693,59.953822,3.44,38.0,164944.4,200654
859,198916.0,82.95,18.0,30.15083,59.793487,20.49,18.0,142589.8,200654
860,235000.0,82.99,5.0,30.387724,60.026051,8.34,50.0,193979.2,200654
861,307229.0,83.0,5.0,30.437455,59.880356,12.64,25.0,193979.2,200654
862,300000.0,83.0,10.0,30.341533,59.966953,2.29,56.0,163912.0,200654
863,447848.0,83.0,11.0,30.322264,59.981276,2.42,115.0,160214.4,200654
865,198796.0,83.0,25.0,30.377618,59.802418,9.1,22.0,124809.4,200654
866,263856.0,83.0,25.0,30.452511,59.861711,14.55,25.0,124809.4,200654
870,332895.0,83.8,1.0,30.245728,59.962048,9.16,41.0,129178.0,200654
871,321429.0,84.0,15.0,30.103587,59.843326,25.12,23.0,173105.8,200654
872,305615.0,84.01,1.0,30.35128,59.967502,3.16,57.0,129178.0,200654
873,450000.0,84.02,11.0,30.338083,59.880582,3.1,19.0,168308.0,200654
874,100592.0,84.5,1.0,30.297354,59.856795,5.15,39.0,129178.0,200654
883,195000.0,85.2,25.0,30.479038,60.008378,17.4,32.0,124249.4,200654
885,169474.0,85.5,5.0,30.29739,59.95402,3.45,48.0,152800.0,200654
887,164336.0,85.8,1.0,30.32221,59.916649,1.12,36.0,129178.0,200654
890,261628.0,86.0,4.0,30.087049,59.849609,26.9,12.0,156000.0,200654
891,166280.0,86.0,5.0,30.268482,59.937675,6.54,27.0,152800.0,200654
897,166474.0,86.2,1.0,30.346276,59.932374,2.12,31.0,136178.0,200654
900,277137.0,86.6,9.0,30.248189,59.936846,8.79,49.0,135650.0,200654
901,222756.0,87.0,13.0,30.336987,60.029162,4.99,58.0,179038.0,200654
902,339081.0,87.0,24.0,30.344947,59.906359,2.49,71.0,139870.4,200654
903,309989.0,87.1,5.0,30.373612,59.936589,5.15,42.0,181800.0,200654
904,234554.0,87.4,27.0,30.311826,60.069068,7.0,57.0,167220.8,200654
905,285063.0,87.7,1.0,30.373612,59.936589,5.15,42.0,116178.0,200654
906,142370.0,87.8,5.0,30.167826,59.830572,18.29,38.0,248999.0,200654
909,323000.0,88.1,10.0,30.432721,59.883137,12.09,24.0,183510.0,200654
912,299726.0,88.35,1.0,30.35128,59.967502,3.16,57.0,126580.0,200654
914,417662.0,88.5,12.0,30.326262,59.985057,2.56,86.0,176350.0,200654
915,343116.0,88.6,13.0,30.264044,59.949474,7.06,38.0,157038.0,200654
917,150000.0,89.0,1.0,30.418779,59.87924,10.65,21.0,123760.0,200654
919,280787.0,89.0,7.0,30.437913,59.867692,12.89,19.0,264659.0,200654
920,168540.0,89.0,12.0,30.49413,59.896973,18.69,27.0,157038.0,200654
921,287064.0,89.0,16.0,30.258906,60.070796,10.0,12.0,170038.0,200654
922,295332.0,89.0,23.0,30.443869,59.900128,13.12,22.0,173820.8,200654
923,294321.0,89.1,23.0,30.443869,59.900128,13.12,22.0,168008.8,200654
926,218610.0,89.2,8.0,30.287922,60.019972,6.06,68.0,264659.0,200654
927,166667.0,89.4,5.0,30.325543,59.926372,0.5,26.0,248999.0,200654
930,155618.0,89.9,1.0,30.21664,59.958814,12.35,82.0,131580.0,200654
932,443334.0,90.0,4.0,30.325821,59.925723,0.53,27.0,190599.0,200654
935,322223.0,90.0,5.0,30.363694,59.930872,4.06,38.0,224599.0,200654
936,214003.0,90.0,15.0,30.255618,60.06975,10.24,10.0,167350.0,200654
942,343300.0,90.09,9.0,30.404316,59.938175,8.57,17.0,231659.0,200654
943,346500.0,90.17,9.0,30.307568,59.985804,3.36,61.0,165460.0,200654
944,310422.0,90.2,20.0,30.22804,60.03327,11.93,76.0,265588.0,200654
945,211000.0,90.2,25.0,30.479038,60.008378,17.4,32.0,166220.8,200654
946,255292.0,90.3,18.0,30.303382,59.997644,4.11,61.0,255800.0,200654
948,300111.0,90.37,25.0,30.300489,59.999093,4.37,77.0,166220.8,200654
951,315000.0,90.7,1.0,30.320899,59.902298,1.84,51.0,169100.0,200654
952,214003.0,90.8,15.0,30.255618,60.06975,10.24,10.0,174350.0,200654
953,351649.0,91.0,2.0,30.345162,59.748423,9.99,1.0,169100.0,200654
957,132531.0,91.3,1.0,30.373172,59.935232,5.1,54.0,169100.0,200654
959,250000.0,91.6,25.0,30.207702,60.004708,13.66,106.0,164599.8,200654
960,350191.0,91.75,18.0,30.194542,59.942894,14.76,20.0,255800.0,200654
961,450000.0,91.8,11.0,30.338083,59.880582,3.1,19.0,200610.0,200654
962,179348.0,92.0,1.0,30.387931,59.946626,6.77,24.0,169100.0,200654
967,400000.0,92.1,11.0,30.338083,59.880582,3.1,19.0,200610.0,200654
969,340000.0,92.88,11.0,30.378714,60.018349,7.26,41.0,177000.0,200654
972,268241.0,93.2,15.0,30.252896,59.955939,8.33,52.0,138800.0,200654
973,336910.0,93.2,19.0,30.313398,59.887178,2.9,91.0,256800.0,200654
974,175000.0,93.3,14.0,30.362015,59.807106,7.84,23.0,128000.0,200654
976,310000.0,93.5,25.0,30.220988,59.861973,12.29,35.0,217883.8,200654
977,362704.0,93.52,18.0,30.194542,59.942894,14.76,20.0,141400.0,200654
981,321128.0,94.0,9.0,30.288622,59.903823,4.58,42.0,211484.8,200654
984,339533.0,94.1,19.0,30.184849,59.942245,15.84,15.0,149200.0,200654
985,339533.0,94.1,19.0,30.184849,59.942245,15.84,15.0,149200.0,200654
987,305000.0,94.2,25.0,30.220961,59.862483,12.29,34.0,207884.0,200654
988,264582.0,94.3,25.0,30.196985,59.994346,14.72,71.0,207884.0,200654
989,190000.0,94.4,25.0,30.479038,60.008378,17.4,32.0,207884.0,200654
990,319226.0,94.56,9.0,30.288622,59.903823,4.58,42.0,211484.8,200654
991,205074.0,94.6,1.0,30.342261,59.925435,1.75,76.0,227460.0,200654
997,180000.0,95.2,14.0,30.485928,60.005072,18.11,30.0,136800.0,200654
1001,210000.0,95.55,5.0,30.387724,60.026051,8.34,50.0,208922.0,200654
1002,193515.0,95.6,10.0,30.49413,59.896973,18.69,27.0,198284.8,200654
1004,370000.0,95.8,7.0,30.304226,59.910343,2.86,65.0,161122.0,200654
1006,367200.0,95.82,7.0,30.268635,59.943372,6.53,33.0,161122.0,200654
1008,228125.0,96.0,1.0,30.307235,59.928952,2.25,39.0,198070.6,200654
1017,350000.0,96.43,5.0,30.387724,60.026051,8.34,50.0,150402.0,200654
1018,198000.0,96.57,5.0,30.308322,59.754121,9.41,12.0,150402.0,200654
1020,178904.0,96.7,4.0,30.158834,59.998405,18.92,17.0,224480.0,200654
1021,246588.0,96.93,24.0,30.303382,59.997644,4.11,61.0,201884.0,200654
1022,290104.0,96.93,25.0,30.300489,59.999093,4.37,77.0,201164.0,200654
1023,292422.0,97.0,13.0,30.379523,60.017063,7.29,42.0,165400.0,200654
1025,123702.0,97.0,26.0,30.428607,60.033185,12.54,52.0,201164.0,200654
1026,307930.0,97.1,1.0,30.405727,60.032919,10.25,65.0,198070.6,200654
1027,321051.0,97.3,9.0,30.31082,59.904775,2.4,54.0,194284.8,200654
1029,350000.0,97.36,5.0,30.387724,60.026051,8.34,50.0,142480.0,200654
1030,170000.0,97.5,2.0,30.082621,59.724677,28.29,47.0,186990.6,200654
1031,170000.0,97.5,2.0,30.084013,59.724491,28.15,48.0,186990.6,200654
1035,340000.0,97.62,13.0,30.378714,60.018349,7.26,41.0,165400.0,200654
1037,366327.0,98.0,8.0,30.317844,59.907338,1.78,53.0,174000.0,200654
1039,204082.0,98.0,12.0,30.286565,60.020381,6.18,58.0,202000.0,200654
1040,206619.0,98.0,13.0,30.194928,60.03625,15.38,5.0,192400.0,200654
1042,198006.0,98.0,24.0,30.511773,59.866274,20.93,17.0,201164.0,200654
1043,255103.0,98.0,25.0,30.375507,59.802929,8.92,26.0,201164.0,200654
1044,186545.0,98.1,23.0,30.447813,59.95593,13.45,16.0,215884.0,200654
1045,74263.0,98.3,1.0,30.359356,59.957796,3.76,41.0,126710.6,200654
1046,301830.0,98.4,5.0,30.318985,59.906504,1.74,47.0,182288.0,200654
1047,420102.0,98.6,25.0,30.304289,60.000857,4.17,65.0,188504.0,200654
1048,346500.0,98.76,9.0,30.307568,59.985804,3.36,61.0,155600.0,200654
1049,353536.0,99.0,9.0,30.370782,59.925096,4.87,58.0,155600.0,200654
1051,76613.0,99.2,1.0,30.29138,59.918296,4.08,59.0,134800.0,200654
1052,275000.0,99.2,4.0,30.359356,59.921692,3.64,44.0,234888.0,200654
1053,450000.0,99.27,11.0,30.338083,59.880582,3.1,19.0,176600.0,200654
1054,296483.0,99.5,23.0,30.196428,59.938491,14.55,17.0,179540.0,200654
1056,450000.0,99.8,11.0,30.338083,59.880582,3.1,19.0,177140.0,200654
1057,300101.0,99.92,25.0,30.300489,59.999093,4.37,77.0,188504.0,200654
1058,255086.0,99.92,25.0,30.303382,59.997644,4.11,61.0,188504.0,200654
1071,179900.0,100.0,8.0,30.304379,59.919107,2.68,69.0,131600.0,200654
1073,380000.0,100.0,9.0,30.370782,59.925096,4.87,58.0,150400.0,200654
1074,285000.0,100.0,19.0,30.196428,59.938491,14.55,17.0,171480.0,200654
1082,175000.0,101.2,14.0,30.479038,60.008378,17.4,32.0,169020.0,200654
1083,350000.0,101.3,5.0,30.387724,60.026051,8.34,50.0,209000.0,200654
1084,380000.0,101.33,10.0,30.341533,59.966953,2.29,56.0,121040.0,200654
1085,205000.0,101.49,5.0,30.387724,60.026051,8.34,50.0,209000.0,200654
1086,350000.0,101.58,5.0,30.387724,60.026051,8.34,50.0,209000.0,200654
1087,189951.0,101.6,25.0,30.367872,59.810098,8.08,32.0,164820.0,200654
1088,330099.0,101.72,17.0,30.303211,59.999147,4.18,65.0,173680.0,200654
1090,146079.0,102.0,5.0,30.288658,59.912589,4.44,52.0,194800.0,200654
1092,298528.0,102.0,10.0,30.288416,59.911538,4.48,47.0,121580.0,200654
1093,285839.0,102.0,26.0,30.451577,59.899004,13.98,34.0,164820.0,200654
1094,107213.0,102.6,1.0,30.38167,59.933947,6.05,63.0,172881.4,200654
1095,380000.0,102.71,9.0,30.264862,59.93502,6.94,31.0,178740.0,200654
1097,197554.0,103.0,13.0,30.194928,60.03625,15.38,5.0,168980.0,200654
1098,204973.0,103.0,13.0,30.19579,60.036443,15.29,6.0,168980.0,200654
1100,390000.0,103.11,9.0,30.264862,59.93502,6.94,31.0,205624.0,200654
1103,450000.0,103.4,11.0,30.338083,59.880582,3.1,19.0,181664.0,200654
1106,110481.0,104.0,1.0,30.326441,60.002279,3.44,77.0,118281.4,200654
1109,423077.0,104.0,8.0,30.297219,59.960309,3.57,44.0,258967.0,200654
1110,315608.0,104.0,11.0,30.306768,59.903927,2.78,54.0,181664.0,200654
1113,171429.0,105.0,4.0,30.345854,59.917209,2.28,74.0,181143.0,200654
1115,260477.0,105.0,8.0,30.248189,59.936846,8.79,49.0,209244.0,200654
1120,113961.0,105.3,1.0,30.474753,59.873202,16.79,26.0,110281.4,200654
1121,202000.0,105.4,25.0,30.479038,60.008378,17.4,32.0,221040.0,200654
1122,365000.0,105.58,10.0,30.308116,59.986506,3.35,61.0,195524.0,200654
1128,225353.0,106.5,6.0,30.255079,59.947306,8.05,57.0,234384.0,200654
1129,369015.0,106.5,19.0,30.184849,59.942245,15.84,15.0,251571.2,200654
1131,201500.0,106.7,13.0,30.336574,59.988469,2.95,66.0,183900.0,200654
1135,242000.0,107.5,12.0,30.229064,59.936206,10.92,55.0,215900.0,200654
1136,277882.0,107.6,1.0,30.349869,59.928541,2.54,27.0,190300.0,200654
1144,197798.0,108.0,13.0,30.194928,60.03625,15.38,5.0,178100.0,200654
1146,319445.0,108.0,13.0,30.207711,60.030578,13.97,26.0,178100.0,200654
1147,295274.0,108.0,26.0,30.451577,59.899004,13.98,34.0,216840.0,200654
1148,351348.0,108.1,1.0,30.310128,59.987226,3.25,84.0,190300.0,200654
1156,280514.0,109.0,13.0,30.379523,60.017063,7.29,42.0,169500.0,200654
1159,225625.0,109.33,1.0,30.288496,59.911759,4.47,46.0,189100.0,200654
1162,211800.0,109.8,12.0,30.344551,59.902406,2.59,65.0,219300.0,200654
1164,124546.0,110.0,1.0,30.297974,59.9308,3.27,53.0,176900.0,200654
1165,227273.0,110.0,2.0,30.364781,60.052272,7.5,41.0,215900.0,200654
1167,170910.0,110.0,4.0,30.323504,59.917042,1.03,38.0,255400.0,200654
1169,263637.0,110.0,5.0,30.244138,59.932392,9.25,44.0,268300.0,200654
1172,393637.0,110.0,5.0,30.380062,59.941493,5.88,40.0,268300.0,200654
1173,107273.0,110.0,5.0,30.428894,59.716433,16.71,13.0,276800.0,200654
1175,122728.0,110.0,9.0,30.41153,59.951132,9.41,25.0,217640.0,200654
1176,244091.0,110.0,13.0,30.2026,60.030245,14.5,18.0,204100.0,200654
1182,271740.0,110.4,23.0,30.447022,59.899211,13.48,26.0,228300.0,200654
1185,325204.0,110.7,25.0,30.269021,60.057774,8.79,34.0,228300.0,200654
1186,380000.0,110.96,10.0,30.341533,59.966953,2.29,56.0,253160.0,200654
1187,338375.0,111.0,1.0,30.245728,59.962048,9.16,41.0,179300.0,200654
1189,88289.0,111.0,1.0,30.369471,59.932184,4.7,54.0,179300.0,200654
1191,355103.0,111.0,19.0,30.311502,59.899081,2.55,64.0,243100.0,200654
1192,141442.0,111.0,20.0,30.317961,60.069598,6.93,47.0,240000.0,200654
1194,166367.0,111.2,1.0,30.213846,59.95229,12.64,69.0,179300.0,200654
1195,280000.0,111.32,10.0,30.341533,59.966953,2.29,56.0,232040.0,200654
1196,223614.0,111.8,6.0,30.289224,59.922914,4.28,71.0,212198.4,200654
1197,222720.0,111.8,6.0,30.289224,59.922914,4.28,71.0,212198.4,200654
1198,178732.0,111.9,1.0,30.281606,59.918733,5.14,30.0,179300.0,200654
1199,178723.0,111.9,1.0,30.314817,59.904189,2.11,72.0,179300.0,200654
1201,312500.0,112.0,4.0,30.314161,59.935858,1.46,29.0,301398.4,200654
1203,312500.0,112.0,5.0,30.314161,59.935858,1.46,29.0,263198.4,200654
1204,312500.0,112.0,5.0,30.314161,59.935858,1.46,29.0,263198.4,200654
1208,303572.0,112.0,26.0,30.236304,60.034915,11.13,83.0,180800.0,200654
1211,235976.0,112.3,25.0,30.312185,60.056481,6.37,77.0,180800.0,200654
1212,290090.0,112.32,17.0,30.303211,59.999147,4.18,65.0,256440.0,200654
1213,322432.0,112.4,1.0,30.245728,59.962048,9.16,41.0,200388.0,200654
1214,257549.0,112.6,14.0,30.317521,59.855398,4.23,68.0,159440.0,200654
1219,286597.0,113.4,2.0,30.382685,59.851973,7.64,75.0,175904.0,200654
1221,270000.0,113.45,11.0,30.378714,60.018349,7.26,41.0,221040.0,200654
1224,393058.0,113.8,10.0,30.15012,59.861038,19.94,73.0,203232.0,200654
1226,197483.0,114.0,13.0,30.194928,60.03625,15.38,5.0,213710.0,200654
1228,192814.0,114.1,5.0,30.330591,59.923054,0.74,33.0,232675.2,200654
1234,234783.0,115.0,14.0,30.41594,59.847268,11.01,41.0,231710.0,200654
1237,303215.0,115.1,5.0,30.300956,59.956674,3.12,35.0,167754.8,200654
1240,164788.0,115.3,1.0,30.358852,59.943012,3.53,34.0,182744.8,200654
1241,294500.0,115.3,4.0,30.109642,59.83328,24.52,31.0,142338.8,200654
1243,239200.0,115.5,14.0,30.407442,59.984908,9.32,13.0,231710.0,200654
1244,189000.0,115.63,5.0,30.308322,59.754121,9.41,12.0,172878.0,200654
1245,309483.0,116.0,5.0,30.300956,59.956674,3.12,35.0,172878.0,200654
1247,310880.0,116.09,19.0,30.184849,59.942245,15.84,15.0,202820.0,200654
1248,180018.0,116.1,14.0,30.361844,59.809202,7.74,24.0,231710.0,200654
1251,283019.0,116.6,13.0,30.450526,60.002697,14.23,9.0,244410.0,200654
1255,275941.0,117.0,13.0,30.379523,60.017063,7.29,42.0,316150.0,200654
1256,258823.0,117.0,16.0,30.258906,60.070796,10.0,12.0,262690.0,200654
1265,199500.0,118.7,4.0,30.109642,59.83328,24.52,31.0,322742.4,200654
1267,239094.0,119.2,6.0,30.346096,59.918652,2.27,73.0,467100.0,200654
1269,420084.0,119.5,25.0,30.295422,59.999638,4.78,69.0,210000.0,200654
1270,330084.0,119.59,17.0,30.303211,59.999147,4.18,65.0,215244.0,200654
1271,112500.0,120.0,1.0,30.297974,59.9308,3.27,53.0,121606.0,200654
1281,182197.0,120.2,1.0,30.359104,59.921295,3.62,44.0,121606.0,200654
1282,275500.0,120.4,4.0,30.109642,59.83328,24.52,31.0,264600.0,200654
1286,372943.0,121.0,3.0,30.245566,59.963066,9.18,40.0,160808.0,200654
1287,250000.0,121.0,4.0,30.430933,59.925335,11.54,27.0,264600.0,200654
1289,231603.0,121.0,13.0,30.19579,60.036443,15.29,6.0,232869.0,200654
1290,256199.0,121.0,24.0,30.316856,59.855877,4.22,71.0,210000.0,200654
1292,347108.0,121.0,26.0,30.340985,60.075016,7.44,51.0,200000.0,200654
1294,343200.0,121.5,9.0,30.307568,59.985804,3.36,61.0,401240.0,200654
1295,198100.0,121.7,13.0,30.341578,59.902217,2.35,66.0,232869.0,200654
1298,40164.0,122.0,5.0,30.342692,59.91692,1.97,79.0,486676.8,200654
1302,134365.0,122.8,1.0,30.325211,59.91784,0.93,38.0,96146.0,200654
1306,300081.0,123.69,25.0,30.300489,59.999093,4.37,77.0,198000.0,200654
1307,209800.0,123.7,13.0,30.341578,59.902217,2.35,66.0,206897.0,200654
1308,95000.0,123.9,1.0,30.41153,59.951132,9.41,25.0,141914.0,200654
1310,135000.0,124.0,27.0,30.317961,60.069598,6.93,47.0,200000.0,200654
1311,368623.0,124.7,1.0,30.310128,59.987226,3.25,84.0,118108.0,200654
1312,144231.0,124.8,1.0,30.278363,59.915269,5.53,28.0,118108.0,200654
1319,295000.0,125.4,18.0,30.443869,59.900128,13.12,22.0,230624.0,200654
1320,310208.0,125.4,23.0,30.402879,60.006246,9.27,36.0,210068.0,200654
1323,161000.0,126.0,12.0,30.485775,60.003943,18.08,29.0,187892.0,200654
1325,296678.0,126.4,1.0,30.289467,59.95584,4.32,74.0,118108.0,200654
1326,196019.0,126.4,2.0,30.362284,60.043413,6.94,52.0,118108.0,200654
1327,450000.0,126.47,11.0,30.338083,59.880582,3.1,19.0,187892.0,200654
1331,216366.0,127.1,18.0,30.365814,59.988185,5.13,61.0,289800.0,200654
1334,357085.0,127.6,1.0,30.310128,59.987226,3.25,84.0,139594.0,200654
1336,226485.0,128.0,5.0,30.357137,59.918201,3.44,32.0,159202.0,200654
1337,320225.0,128.0,5.0,30.387724,60.026051,8.34,50.0,159202.0,200654
1338,404510.0,128.0,10.0,30.370387,59.940776,4.8,31.0,257948.0,200654
1340,330000.0,128.09,5.0,30.387724,60.026051,8.34,50.0,159202.0,200654
1341,301457.0,128.1,1.0,30.245728,59.962048,9.16,41.0,145802.0,200654
1342,225000.0,128.32,5.0,30.308322,59.754121,9.41,12.0,159202.0,200654
1343,370063.0,128.6,6.0,30.30552,59.906639,2.82,58.0,228000.0,200654
1344,340016.0,128.7,6.0,30.30552,59.906639,2.82,58.0,228000.0,200654
1346,231783.0,129.0,13.0,30.41594,59.847268,11.01,41.0,242834.0,200654
1348,178019.0,129.2,1.0,30.341578,59.923369,1.71,79.0,222600.0,200654
1349,230355.0,129.8,13.0,30.41594,59.847268,11.01,41.0,242834.0,200654
1350,230355.0,129.8,13.0,30.41594,59.847268,11.01,41.0,242834.0,200654
1352,65385.0,130.0,1.0,30.334275,59.851896,4.4,50.0,217100.0,200654
1358,262998.0,130.1,26.0,30.363012,60.044469,7.04,52.0,263416.0,200654
1360,301457.0,130.4,1.0,30.245728,59.962048,9.16,41.0,217100.0,200654
1361,82823.0,130.4,1.0,30.48715,59.964341,17.86,25.0,217100.0,200654
1363,206900.0,130.7,12.0,30.229064,59.936206,10.92,55.0,249046.0,200654
1367,110000.0,131.0,14.0,30.2374,60.06923,11.8,33.0,253046.0,200654
1370,311480.0,131.63,2.0,30.082621,59.724677,28.29,47.0,220500.0,200654
1371,383191.0,131.71,19.0,30.184849,59.942245,15.84,15.0,250600.0,200654
1372,383191.0,131.71,19.0,30.184849,59.942245,15.84,15.0,250600.0,200654
1374,331819.0,132.0,5.0,30.322066,59.926805,0.73,30.0,198998.4,200654
1379,174007.0,132.7,15.0,30.255618,60.06975,10.24,10.0,223046.0,200654
1383,235000.0,133.3,10.0,30.336574,59.988469,2.95,66.0,179746.0,200654
1384,420075.0,133.7,25.0,30.304289,60.000857,4.17,65.0,324772.0,200654
1388,184105.0,134.0,12.0,30.30755,59.897952,2.9,54.0,179746.0,200654
1391,88815.0,135.0,1.0,30.21664,59.958814,12.35,82.0,173000.0,200654
1397,317110.0,135.6,25.0,30.24624,60.009593,9.67,100.0,286846.0,200654
1399,420000.0,136.1,7.0,30.325013,59.858073,3.99,41.0,202260.0,200654
1400,227774.0,136.1,10.0,30.264044,59.949474,7.06,38.0,215060.0,200654
1402,290074.0,136.46,17.0,30.303211,59.999147,4.18,65.0,297012.0,200654
1403,246563.0,136.46,18.0,30.303382,59.997644,4.11,61.0,294800.0,200654
1404,167884.0,137.0,1.0,30.349959,59.929182,2.54,27.0,184190.0,200654
1405,135000.0,137.0,2.0,30.084013,59.724491,28.15,48.0,207544.0,200654
1406,135000.0,137.0,2.0,30.084013,59.724491,28.15,48.0,207544.0,200654
1408,235344.0,137.0,16.0,30.334391,59.987753,2.83,71.0,280600.0,200654
1410,235000.0,137.2,17.0,30.334391,59.987753,2.83,71.0,318649.8,200654
1412,260000.0,137.5,4.0,30.267494,59.962724,6.78,27.0,247544.0,200654
1414,360000.0,137.87,9.0,30.307568,59.985804,3.36,61.0,384120.0,200654
1416,97754.0,138.0,1.0,30.361503,59.946211,3.85,40.0,217990.0,200654
1423,368623.0,139.8,1.0,30.310128,59.987226,3.25,84.0,233800.0,200654
1424,55715.0,140.0,1.0,30.353795,59.946302,3.0,29.0,233800.0,200654
1432,266525.0,140.7,9.0,30.262823,60.110679,11.08,6.0,412000.0,200654
1433,212766.0,141.0,22.0,30.153722,59.853442,19.6,91.0,237540.0,200654
1434,212766.0,141.0,26.0,30.153722,59.853442,19.6,91.0,272540.0,200654
1437,161268.0,142.0,14.0,30.361844,59.809202,7.74,24.0,369464.8,200654
1439,276871.0,142.63,9.0,30.288622,59.903823,4.58,42.0,407680.0,200654
1440,237763.0,143.0,2.0,30.364781,60.052272,7.5,41.0,239800.0,200654
1441,250000.0,143.0,4.0,30.430933,59.925335,11.54,27.0,322005.0,200654
1442,261146.0,143.0,13.0,30.379523,60.017063,7.29,42.0,362664.8,200654
1444,107816.0,143.3,15.0,30.235388,60.069036,11.97,33.0,362664.8,200654
1446,250640.0,143.63,18.0,30.303382,59.997644,4.11,61.0,277664.8,200654
1447,246700.0,143.9,6.0,30.326998,59.956444,1.08,33.0,454005.0,200654
1449,229167.0,144.0,8.0,30.327079,59.961854,1.36,38.0,473005.0,200654
1450,420070.0,144.6,25.0,30.304289,60.000857,4.17,65.0,216678.0,200654
1452,332414.0,145.0,5.0,30.322066,59.926805,0.73,30.0,449005.0,200654
1453,254997.0,145.1,5.0,30.316138,59.911854,1.73,55.0,449005.0,200654
1454,350000.0,145.3,21.0,30.306849,59.998058,3.9,62.0,249449.8,200654
1457,74075.0,145.8,8.0,30.25551,59.937269,7.98,48.0,473005.0,200654
1458,165000.0,145.8,9.0,30.157064,59.840438,19.34,87.0,473005.0,200654
1461,297946.0,146.0,14.0,30.41594,59.847268,11.01,41.0,237322.2,200654
1464,300000.0,147.0,6.0,30.302869,59.960877,3.0,43.0,473005.0,200654
1465,234967.0,147.0,10.0,30.276378,60.057011,8.21,29.0,369820.0,200654
1468,193054.0,147.3,2.0,30.362284,60.043413,6.94,52.0,265253.4,200654
1469,194977.0,147.3,5.0,30.362284,60.043413,6.94,52.0,441885.0,200654
1470,350000.0,147.9,8.0,30.333816,59.918467,1.14,54.0,492000.0,200654
1472,210284.0,148.0,16.0,30.258906,60.070796,10.0,12.0,254507.2,200654
1474,133827.0,148.7,4.0,30.263056,59.942913,7.15,36.0,410000.0,200654
1475,300000.0,148.8,11.0,30.331741,59.977012,2.21,75.0,361500.0,200654
1477,187827.0,149.0,13.0,30.194928,60.03625,15.38,5.0,360207.2,200654
1478,200804.0,149.4,3.0,30.378984,59.858367,7.1,90.0,385000.0,200654
1479,160000.0,149.79,2.0,30.084013,59.724491,28.15,48.0,287253.4,200654
1480,159883.0,149.9,2.0,30.082621,59.724677,28.29,47.0,287253.4,200654
1481,55334.0,150.0,1.0,30.383466,59.991187,6.94,82.0,269653.4,200654
1482,340000.0,150.0,2.0,30.257136,60.028474,8.98,70.0,287253.4,200654
1498,229389.0,150.4,13.0,30.41594,59.847268,11.01,41.0,342207.2,200654
1499,346402.0,150.6,3.0,30.316165,59.92832,1.29,32.0,385000.0,200654
1500,280000.0,150.6,3.0,30.316165,59.92832,1.29,32.0,385000.0,200654
1501,75597.0,150.8,1.0,30.244308,60.072444,11.27,21.0,269653.4,200654
1503,135431.0,151.0,1.0,30.358493,59.918151,3.59,36.0,195400.0,200654
1506,209431.0,151.1,1.0,30.333556,59.984922,2.66,69.0,195400.0,200654
1507,132357.0,151.1,4.0,30.254271,59.89765,8.32,20.0,438090.0,200654
1508,125579.0,151.3,1.0,30.319309,59.931265,0.91,18.0,195400.0,200654
1509,155218.0,151.4,4.0,30.307675,59.922088,2.28,57.0,438090.0,200654
1512,310000.0,151.93,9.0,30.307568,59.985804,3.36,61.0,319600.0,200654
1513,263158.0,152.0,1.0,30.303399,59.9201,2.77,65.0,195400.0,200654
1516,226974.0,152.0,13.0,30.41594,59.847268,11.01,41.0,360700.0,200654
1518,176974.0,152.0,16.0,30.3223,60.029413,4.85,89.0,273507.2,200654
1519,226959.0,152.01,13.0,30.41594,59.847268,11.01,41.0,360700.0,200654
1520,75509.0,152.3,7.0,30.413299,59.958809,9.65,26.0,317690.0,200654
1521,98033.0,152.5,1.0,30.41374,59.721193,15.29,17.0,195400.0,200654
