,0,1,2,3,4,5,6,7,8
106,257366.8,20.0,5.0,30.218563,59.85111,12.69,57.0,30000.0,2.0
107,267500.0,20.0,5.0,30.321033,59.94179,0.77,15.0,93864.0,1.0
108,228474.0,20.0,6.0,30.405978,59.719555,14.78,21.0,50000.0,2.0
109,212033.4,20.0,9.0,30.230627,59.938257,10.75,59.0,65000.0,2.0
110,260778.2,20.0,9.0,30.321536,59.985831,2.66,99.0,80000.0,2.0
111,220366.2,20.0,9.0,30.347462,59.853885,4.84,48.0,49999.0,2.0
112,264513.4,20.0,9.0,30.405978,59.719555,14.78,21.0,30000.0,2.0
113,282600.0,20.0,1.0,30.32018,59.925155,0.95,30.0,40000.0,2.0
114,306551.0,20.0,1.0,30.365868,59.938861,4.3,31.0,23000.0,2.0
115,228885.8,20.0,1.0,30.414521,60.036097,11.2,63.0,20000.0,2.0
116,118933.0,20.6,9.0,30.367467,60.051167,7.63,39.0,343536.0,1.0
117,298044.6,21.0,2.0,30.257532,59.984467,8.1,91.0,63000.0,2.0
118,385289.2,21.0,9.0,30.326441,60.002279,3.44,77.0,45000.0,2.0
120,269682.4,21.9,2.0,30.093041,59.825407,26.37,14.0,60000.0,2.0
121,262179.4,22.0,25.0,30.204962,60.033908,14.3,19.0,65000.0,2.0
122,191387.8,22.0,25.0,30.363209,59.831865,6.81,38.0,55000.0,2.0
123,357141.0,22.0,1.0,30.159606,59.866761,18.87,80.0,28000.0,2.0
124,198238.0,22.7,1.0,30.361898,59.944111,3.88,37.0,47762.0,1.0
125,262179.4,22.7,25.0,30.394453,59.939956,7.47,22.0,45000.0,2.0
126,195560.8,22.9,3.0,30.343905,59.965966,2.44,44.0,29770.0,2.0
127,227262.4,23.0,1.0,30.334275,59.934758,0.78,24.0,118320.0,2.0
128,218389.2,23.0,2.0,30.335685,60.030204,5.01,57.0,1000.0,2.0
129,247254.0,23.0,3.0,30.488947,59.841089,18.81,31.0,42550.0,2.0
130,285052.8,23.1,3.0,30.318312,59.95694,1.48,68.0,34650.0,2.0
131,208133.4,23.6,6.0,30.252896,59.955939,8.33,52.0,75000.0,2.0
132,304055.0,23.68,12.0,30.312446,59.902154,2.36,67.0,54930.0,1.0
133,325443.0,23.9,3.0,30.235397,60.03567,11.24,81.0,31070.0,2.0
134,300000.0,24.0,1.0,30.350857,59.9358,2.62,20.0,157904.0,1.0
135,249272.6,24.0,3.0,30.177447,59.838019,17.19,62.0,90000.0,2.0
136,300000.0,24.0,7.0,30.319848,59.855304,4.18,55.0,49280.0,1.0
137,262179.4,24.0,25.0,30.381194,59.802576,9.36,15.0,67200.0,2.0
138,279890.8,24.4,21.0,30.275094,59.994868,6.49,56.0,65000.0,2.0
139,290086.2,24.6,3.0,30.256894,59.990012,8.25,115.0,34440.0,2.0
140,264228.0,24.6,4.0,30.29094,60.01074,5.51,84.0,59810.0,1.0
141,272358.0,24.6,16.0,30.312446,59.905998,2.23,68.0,62000.0,1.0
142,218389.2,25.0,1.0,30.317314,59.909788,1.72,54.0,45000.0,2.0
143,244349.0,25.0,5.0,30.204962,60.033908,14.3,19.0,89000.0,2.0
144,218389.2,25.0,6.0,30.453346,60.03567,15.15,56.0,32500.0,2.0
145,218054.2,25.0,9.0,30.38246,59.92497,6.16,62.0,66000.0,2.0
146,214892.2,25.4,1.0,30.41126,59.928217,9.35,42.0,66040.0,2.0
147,236221.0,25.4,5.0,30.297156,59.956899,3.52,48.0,53504.0,1.0
149,208133.4,26.0,1.0,30.306094,59.896946,3.05,50.0,50000.0,2.0
150,208133.4,26.0,2.0,30.346644,59.928194,2.19,49.0,60000.0,2.0
151,201152.4,26.0,10.0,30.343905,59.965966,2.44,44.0,55000.0,2.0
152,221154.0,26.0,14.0,30.333619,59.982059,2.52,66.0,59930.0,1.0
153,270000.0,26.08,5.0,30.308322,59.754121,9.41,12.0,122800.0,1.0
154,204046.0,26.1,9.0,30.373693,59.812197,8.4,32.0,69500.0,2.0
155,178334.0,27.0,1.0,30.275992,59.94431,5.72,50.0,60950.0,1.0
156,178334.0,27.0,1.0,30.275992,59.94431,5.72,50.0,60950.0,1.0
157,208133.4,27.0,1.0,30.317539,59.840659,4.96,53.0,59400.0,2.0
158,147778.0,27.0,5.0,30.350274,59.916618,2.74,56.0,49604.0,1.0
159,440741.0,27.0,7.0,30.346016,59.92023,2.23,73.0,55730.0,1.0
160,222987.6,27.0,9.0,30.362311,59.924984,3.94,41.0,95000.0,2.0
161,231617.0,27.0,27.0,30.26382,59.852565,8.11,27.0,60000.0,2.0
162,379920.0,27.19,19.0,30.184849,59.942245,15.84,15.0,70840.0,1.0
163,225887.0,27.6,3.0,30.376918,59.926359,5.54,61.0,67620.0,2.0
164,361011.0,27.7,1.0,30.319722,59.87131,3.39,77.0,65800.0,1.0
165,290437.6,28.0,5.0,30.312419,59.864064,3.99,86.0,49980.0,2.0
166,428572.0,28.0,9.0,30.374124,59.869562,6.3,82.0,57210.0,1.0
167,201230.8,28.0,15.0,30.470702,59.894897,16.12,31.0,81200.0,2.0
168,236858.0,28.2,6.0,30.326055,59.933041,0.18,20.0,100000.0,2.0
169,351000.0,28.96,5.0,30.308322,59.754121,9.41,12.0,113200.0,1.0
170,99656.0,29.0,1.0,30.388748,59.945855,6.86,24.0,148464.0,1.0
171,234032.6,29.0,2.0,30.289512,59.908502,4.41,47.0,72750.0,2.0
172,185017.4,29.0,18.0,30.35887,59.928442,3.53,34.0,130000.0,2.0
173,202541.4,29.0,25.0,30.389737,59.938703,6.95,26.0,85000.0,2.0
174,280822.0,29.2,5.0,30.357586,59.930962,3.38,23.0,131504.0,1.0
175,200344.6,29.5,2.0,30.207648,60.034474,14.03,23.0,70800.0,2.0
176,256604.4,30.0,1.0,30.092349,59.842327,26.36,14.0,70000.0,2.0
177,283334.0,30.0,1.0,30.246536,59.930264,8.98,44.0,74278.0,1.0
178,265785.8,30.0,1.0,30.264583,60.012273,7.9,100.0,15000.0,2.0
179,226280.2,30.0,1.0,30.318096,59.788416,7.58,16.0,180000.0,2.0
180,235524.8,30.0,1.0,30.379954,59.810849,8.92,28.0,180000.0,2.0
181,184346.0,30.0,3.0,30.368294,60.040177,7.23,55.0,75000.0,2.0
182,345668.0,30.0,5.0,30.313955,59.851598,4.52,76.0,110000.0,2.0
183,315137.8,30.0,5.0,30.334598,59.987258,2.81,70.0,69000.0,2.0
184,259275.0,30.0,15.0,30.331454,59.93525,0.46,23.0,150000.0,2.0
185,248367.0,30.0,23.0,30.254926,60.040923,9.49,55.0,45000.0,2.0
186,431894.0,30.1,5.0,30.31002,59.851467,4.67,80.0,70210.0,1.0
187,197369.0,30.4,5.0,30.442773,59.885616,13.15,17.0,87336.0,1.0
188,274510.0,30.6,9.0,30.386071,59.86823,7.49,74.0,83600.0,1.0
189,276873.0,30.7,1.0,30.357397,59.838607,6.13,67.0,55158.0,1.0
190,244349.0,31.0,3.0,30.381194,59.802576,9.36,15.0,62000.0,2.0
191,330196.0,31.0,5.0,30.22883,59.960179,11.01,75.0,50000.0,2.0
192,271720.2,31.0,9.0,30.362311,59.924984,3.94,41.0,70000.0,2.0
193,265785.8,31.0,1.0,30.262535,60.011941,8.09,101.0,60000.0,2.0
194,209862.6,31.1,16.0,30.330717,59.8977,1.99,38.0,60000.0,2.0
195,181406.0,31.3,3.0,30.259966,59.969957,7.67,51.0,62600.0,2.0
196,215530.4,31.3,10.0,30.4072,59.935935,8.89,29.0,88900.0,2.0
197,182180.2,31.3,1.0,30.405978,59.719555,14.78,21.0,150000.0,2.0
198,213376.0,31.4,5.0,30.442773,59.885616,13.15,17.0,87336.0,1.0
199,216653.4,31.4,25.0,30.343922,59.923978,1.95,76.0,95000.0,2.0
200,247933.4,31.6,9.0,30.381095,59.924835,6.01,63.0,60000.0,2.0
201,283692.6,31.8,3.0,30.336763,59.982748,2.68,65.0,44520.0,2.0
202,141510.0,31.8,5.0,30.33149,60.037063,5.28,83.0,70210.0,1.0
203,182180.2,32.0,1.0,30.405978,59.719555,14.78,21.0,64880.0,2.0
204,247030.4,32.0,18.0,30.302124,59.912414,3.03,58.0,70000.0,2.0
205,283240.6,32.0,20.0,30.209391,60.003232,13.46,109.0,48000.0,2.0
206,185185.6,32.0,1.0,30.295755,59.986902,4.35,58.0,24000.0,2.0
207,281142.8,32.0,1.0,30.304621,59.960435,2.82,43.0,50000.0,2.0
208,281142.8,32.2,6.0,30.340617,59.958417,1.91,39.0,48300.0,2.0
209,248094.2,32.2,6.0,30.354855,59.929632,3.08,21.0,193200.0,2.0
210,281142.8,32.4,4.0,30.26479,59.960007,7.05,35.0,80000.0,2.0
211,117284.0,32.4,6.0,30.373836,59.933645,5.18,60.0,54228.0,1.0
212,220184.0,32.7,1.0,30.345854,59.917209,2.28,74.0,76704.0,1.0
213,158537.0,32.8,18.0,30.331535,60.017292,4.26,75.0,85400.0,1.0
214,267621.6,33.0,1.0,30.459545,59.897063,14.87,40.0,120000.0,2.0
215,161122.6,33.0,3.0,30.224815,59.853211,12.01,56.0,49500.0,2.0
216,293940.0,33.0,5.0,30.297237,59.966493,3.68,43.0,55806.0,1.0
217,213179.2,33.0,5.0,30.414476,59.951285,9.74,32.0,60000.0,2.0
218,170000.0,33.27,2.0,30.084013,59.724491,28.15,48.0,84250.0,1.0
219,111608.0,33.6,25.0,30.369282,59.806821,8.32,31.0,85860.0,1.0
220,282206.2,33.7,12.0,29.767554,59.915702,62.24,23.0,85000.0,2.0
221,190000.0,33.9,9.0,30.449978,59.956836,13.7,15.0,92376.0,1.0
222,219831.0,34.0,1.0,30.470324,59.740321,19.52,28.0,5000.0,2.0
223,276422.6,34.0,9.0,30.247381,60.010124,9.56,109.0,70000.0,2.0
224,257226.0,34.6,18.0,30.421196,59.890681,10.74,34.0,94620.0,1.0
225,236312.0,34.7,3.0,30.337787,59.946946,1.31,21.0,124208.0,1.0
226,284953.2,35.0,4.0,30.319425,59.929989,0.92,18.0,194000.0,2.0
227,267619.4,35.0,5.0,30.263173,60.005549,7.89,108.0,40000.0,2.0
228,281142.8,35.0,6.0,30.402672,60.011356,9.37,40.0,70000.0,2.0
229,295379.2,35.0,15.0,30.279298,59.939974,5.34,48.0,30000.0,2.0
230,284953.2,35.4,5.0,30.329738,59.955741,1.08,20.0,52000.0,2.0
231,267606.0,35.5,5.0,30.323279,59.913447,1.21,40.0,55256.0,1.0
232,363381.0,35.5,6.0,30.37566,59.925453,5.41,73.0,83800.0,1.0
233,281142.8,36.0,1.0,30.332999,60.075344,7.28,36.0,80000.0,2.0
234,277500.0,36.0,2.0,30.276163,59.939027,5.69,37.0,63256.0,1.0
235,283334.0,36.0,2.0,30.276163,59.939027,5.69,37.0,63256.0,1.0
236,281142.8,36.0,4.0,30.276639,59.903241,5.85,39.0,37980.0,2.0
237,237896.2,36.0,10.0,30.358107,59.806174,7.66,15.0,85000.0,2.0
238,123967.0,36.3,19.0,30.213846,59.95229,12.64,69.0,72400.0,1.0
239,398681.0,36.37,12.0,30.338083,59.880582,3.1,19.0,104528.0,1.0
240,77028.0,37.0,1.0,30.375516,59.936282,5.36,50.0,77370.0,1.0
241,259089.6,37.0,7.0,30.375507,59.802929,8.92,26.0,48100.0,2.0
242,205406.0,37.0,10.0,30.372291,59.831173,7.51,26.0,95120.0,1.0
243,245529.2,37.0,14.0,30.299321,60.001671,4.55,74.0,79000.0,2.0
244,266183.4,37.0,17.0,30.321536,59.985831,2.66,99.0,65000.0,2.0
245,185984.0,37.1,5.0,30.375651,59.860486,6.73,84.0,81996.0,1.0
246,307251.0,37.1,14.0,30.316183,59.857003,4.19,76.0,91400.0,1.0
247,291533.0,37.2,5.0,30.322561,59.937486,0.53,17.0,81840.0,2.0
248,190000.0,37.28,5.0,30.387724,60.026051,8.34,50.0,77720.0,1.0
249,292459.6,37.5,25.0,30.2026,60.030245,14.5,18.0,132000.0,2.0
250,234542.0,37.52,14.0,30.372291,59.831173,7.51,26.0,95120.0,1.0
251,200000.0,37.7,4.0,30.29094,60.01074,5.51,84.0,81996.0,1.0
252,343240.2,37.7,5.0,30.109211,59.835894,24.55,32.0,94250.0,2.0
253,224844.0,37.8,14.0,30.371653,59.812193,8.25,33.0,113000.0,2.0
254,286584.4,38.0,4.0,30.439701,59.935209,12.5,36.0,57000.0,2.0
255,245781.2,38.0,5.0,30.328561,60.002099,3.44,78.0,110000.0,2.0
256,210500.0,38.0,5.0,30.406849,59.927644,8.86,19.0,73721.8,1.0
257,278079.4,38.0,1.0,30.096697,59.841563,25.89,18.0,46000.0,2.0
258,312178.0,38.4,9.0,30.335083,60.011441,4.04,58.0,77192.0,1.0
259,312178.0,38.4,9.0,30.335083,60.011441,4.04,58.0,77192.0,1.0
260,90390.0,38.5,3.0,30.315679,59.959228,1.77,76.0,87800.0,1.0
261,160018.4,39.0,1.0,30.299429,59.985908,4.0,60.0,60000.0,2.0
262,141026.0,39.0,5.0,30.338254,59.927806,1.28,55.0,97492.0,1.0
263,200000.0,39.0,9.0,30.474008,59.862352,16.86,34.0,92950.0,1.0
264,176924.0,39.0,12.0,30.358287,59.810505,7.47,18.0,91740.0,1.0
265,206112.6,39.0,18.0,30.315105,59.852908,4.42,77.0,78000.0,2.0
266,242967.0,39.1,6.0,30.294192,59.920303,3.76,56.0,97492.0,1.0
267,293096.4,39.5,15.0,30.35181,59.932468,2.73,21.0,110600.0,2.0
268,293240.2,40.0,1.0,30.107827,59.834189,24.72,32.0,125000.0,2.0
269,155270.0,40.0,1.0,30.241901,60.041251,10.72,63.0,120000.0,2.0
270,252621.2,40.0,1.0,30.31523,59.851209,4.5,74.0,50000.0,2.0
271,313917.6,40.0,1.0,30.482685,60.00751,17.79,32.0,69000.0,2.0
272,313917.6,40.0,2.0,30.480889,59.9229,17.1,31.0,36000.0,2.0
273,252878.0,40.0,4.0,30.336808,59.937616,1.07,26.0,60000.0,2.0
274,203217.6,40.0,5.0,30.438434,59.905276,12.48,15.0,100000.0,2.0
275,225000.0,40.0,6.0,30.35269,59.926381,2.87,23.0,41201.0,1.0
276,265079.6,40.0,9.0,30.382918,59.924172,6.22,68.0,80000.0,2.0
277,215430.8,40.0,25.0,30.347228,59.910762,2.57,74.0,65000.0,2.0
278,261884.8,40.0,25.0,30.49218,59.94613,18.35,22.0,60000.0,2.0
279,228044.6,40.4,6.0,30.350148,59.830739,6.07,61.0,201960.0,2.0
281,158844.0,40.5,2.0,30.387428,59.858349,7.89,54.0,40000.0,2.0
282,283951.0,40.5,5.0,30.359912,59.938928,3.63,22.0,41201.0,1.0
283,420000.0,40.67,10.0,30.429685,59.881358,11.79,23.0,47034.0,1.0
284,388754.0,40.9,5.0,30.509186,59.831548,21.15,31.0,80850.0,1.0
285,315175.8,41.0,1.0,30.490617,59.900064,18.28,28.0,80000.0,2.0
286,365610.0,41.0,8.0,30.094478,59.84273,26.12,18.0,43414.0,1.0
287,97318.0,41.0,8.0,30.371456,59.922201,4.96,60.0,100392.0,1.0
288,236342.0,41.0,19.0,30.184849,59.942245,15.84,15.0,107408.0,1.0
289,260899.6,41.1,2.0,30.358529,59.804961,7.74,13.0,20509.0,2.0
290,185522.8,41.3,26.0,30.26514,59.931057,6.91,26.0,41300.0,2.0
291,251043.8,41.4,6.0,30.245566,59.963066,9.18,40.0,70000.0,2.0
292,287681.4,41.7,6.0,30.216272,60.034146,13.14,34.0,208500.0,2.0
293,141613.0,41.7,1.0,30.305205,59.924041,2.52,51.0,161500.0,2.0
294,143199.0,41.9,1.0,30.316326,59.909779,1.79,58.0,117592.0,1.0
295,189286.0,42.0,5.0,30.29739,59.95402,3.45,48.0,79655.8,1.0
296,368600.0,42.06,10.0,30.318985,59.906504,1.74,47.0,63907.8,1.0
297,206553.0,42.12,28.0,30.372291,59.831173,7.51,26.0,84780.0,1.0
298,177726.0,42.2,16.0,30.32486,60.053701,6.09,94.0,94800.0,1.0
299,389151.0,42.4,5.0,30.33087,59.843693,4.76,80.0,92000.0,1.0
300,246511.0,42.8,5.0,30.323288,59.994652,3.07,88.0,90000.0,2.0
301,175582.0,43.0,1.0,30.349249,59.917493,2.62,62.0,121292.0,1.0
302,216280.0,43.0,5.0,30.304792,59.954628,2.68,46.0,93207.8,1.0
303,313721.0,43.0,5.0,30.348297,59.945544,2.4,23.0,40801.0,1.0
304,299796.8,43.0,1.0,30.323683,59.929037,0.52,23.0,45000.0,2.0
305,294385.6,43.3,2.0,30.405978,59.719555,14.78,21.0,23815.0,2.0
306,322009.4,43.4,10.0,30.379909,59.805052,9.16,20.0,115000.0,2.0
307,407835.0,43.4,11.0,30.338991,59.876928,3.32,18.0,88488.0,1.0
308,263877.6,43.4,25.0,30.258565,59.999282,8.23,125.0,135000.0,2.0
309,225288.0,43.5,5.0,30.442773,59.885616,13.15,17.0,46062.0,1.0
310,232887.0,43.97,19.0,30.184849,59.942245,15.84,15.0,107408.0,1.0
311,225924.0,44.0,1.0,30.205681,60.002324,13.85,100.0,375000.0,2.0
312,231475.0,44.0,2.0,30.360191,59.924758,3.7,44.0,24200.0,2.0
313,294385.6,44.0,2.0,30.405978,59.719555,14.78,21.0,24000.0,2.0
314,315910.0,44.0,5.0,30.379343,59.857418,7.16,90.0,157000.0,1.0
315,227046.0,44.0,17.0,30.200542,59.852606,14.57,28.0,75460.0,1.0
316,263877.6,44.0,18.0,30.263568,60.004307,7.83,112.0,110000.0,2.0
317,241448.4,44.0,25.0,30.377618,59.802418,9.1,22.0,48000.0,2.0
318,294385.6,44.1,2.0,30.405978,59.719555,14.78,21.0,24255.0,2.0
319,294385.6,44.1,2.0,30.405978,59.719555,14.78,21.0,24255.0,2.0
320,180996.0,44.2,1.0,30.329819,59.915156,1.09,35.0,49616.0,1.0
321,276208.0,44.3,2.0,30.335496,59.935732,0.91,25.0,24365.0,2.0
322,294385.6,44.4,2.0,30.405978,59.719555,14.78,21.0,24420.0,2.0
323,254803.0,44.4,4.0,30.362949,59.931824,3.97,40.0,53280.0,2.0
324,267175.8,44.8,1.0,30.424142,59.864873,11.47,17.0,58240.0,2.0
325,299751.4,44.8,2.0,30.321698,59.929096,0.7,24.0,24640.0,2.0
326,84445.0,45.0,1.0,30.297156,59.956899,3.52,48.0,68244.0,1.0
327,188283.2,45.0,3.0,30.367162,59.812392,7.93,33.0,63000.0,2.0
328,207865.6,45.0,4.0,30.355681,59.958224,3.38,39.0,70000.0,2.0
329,281161.8,45.0,13.0,30.359805,59.944959,3.65,40.0,65000.0,2.0
330,166298.0,45.1,16.0,30.238577,60.010789,10.48,81.0,91400.0,1.0
331,247500.0,45.2,16.0,30.368563,59.885142,5.32,17.0,74720.0,1.0
332,259895.4,45.5,1.0,30.342404,59.905357,2.3,77.0,100000.0,2.0
333,235914.8,46.2,2.0,30.194811,60.033665,15.36,5.0,78540.0,2.0
334,233303.2,46.4,2.0,30.27998,59.958246,5.38,52.0,25520.0,2.0
