,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,Primorsky,Tsentralny,Kalininsky,Krasnogvardeysky,Admiralteysky,Vyborgsky,Frunzensky,Nevsky,Petrogradsky,Vasileostrovsky,Krasnoselsky,Moskovsky,population,mean_distr_price_per_square
189,250000.0,60.0,5.0,30.379343,59.857418,7.16,90.0,193598.0,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
190,350000.0,60.0,25.0,30.199195,60.038573,14.97,9.0,133976.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
191,225000.0,60.4,5.0,30.442773,59.885616,13.15,17.0,193598.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
192,319994.0,60.77,14.0,30.417396,59.936206,10.02,47.0,120170.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
193,229581.0,60.85,19.0,30.184849,59.942245,15.84,15.0,104168.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
195,155738.0,61.0,1.0,30.317521,59.859985,4.0,73.0,282602.0,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
196,278689.0,61.0,7.0,30.304792,59.954628,2.68,46.0,143400.0,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
197,277050.0,61.0,8.0,30.39651,59.944292,7.71,20.0,108644.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
198,188525.0,61.0,18.0,30.244308,60.072444,11.27,21.0,90376.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
199,376685.0,61.59,19.0,30.184849,59.942245,15.84,15.0,88096.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
200,304000.0,61.63,13.0,30.377394,60.017499,7.12,42.0,109970.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
201,298388.0,62.0,22.0,30.160765,59.861973,18.77,89.0,112976.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
202,197263.0,62.1,6.0,30.317117,59.924722,1.26,31.0,166400.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
203,184714.0,62.8,10.0,30.364799,60.043848,7.13,53.0,101374.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
204,220351.0,62.8,23.0,30.319785,60.077463,7.31,26.0,131073.6,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
205,420000.0,62.98,9.0,30.307568,59.985804,3.36,61.0,121374.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
206,123810.0,63.0,1.0,30.350444,59.838055,5.74,69.0,226562.0,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
209,301110.0,63.1,9.0,30.386458,59.874277,7.37,52.0,121374.0,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
210,219303.0,63.1,23.0,30.321285,60.081722,7.52,11.0,131073.6,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
211,373011.0,63.5,1.0,30.434006,59.934285,11.87,39.0,114262.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
212,329650.0,63.54,1.0,30.35128,59.967502,3.16,57.0,114262.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
213,243711.0,63.6,6.0,30.352726,59.931846,2.84,20.0,142200.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
215,150000.0,63.9,1.0,30.418779,59.87924,10.65,21.0,114262.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
216,387600.0,63.92,7.0,30.268635,59.943372,6.53,33.0,171330.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
217,241434.0,64.2,9.0,30.233529,59.949956,10.45,63.0,145130.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
218,139035.0,64.66,1.0,30.425723,59.883882,11.32,21.0,133060.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
219,84877.0,64.8,1.0,30.472355,59.929687,16.14,39.0,133060.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
220,115385.0,65.0,1.0,30.304873,59.926607,2.53,48.0,133060.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
221,223077.0,65.0,5.0,30.354559,59.943791,3.07,27.0,100744.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
222,153077.0,65.0,7.0,30.283187,59.983265,5.44,41.0,148130.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
223,297710.0,65.5,5.0,30.396699,59.85365,8.93,42.0,162000.0,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
224,235563.0,65.8,1.0,30.368141,59.935367,4.54,42.0,154120.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
225,294562.0,66.2,16.0,30.329397,60.075151,7.22,25.0,181650.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
226,317645.0,66.27,9.0,30.404316,59.938175,8.57,17.0,145130.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
227,120664.0,66.3,1.0,30.474753,59.873202,16.79,26.0,154120.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
228,241003.0,66.4,15.0,30.255618,60.06975,10.24,10.0,166650.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
229,150000.0,66.75,2.0,30.082621,59.724677,28.29,47.0,220144.4,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
230,150000.0,66.75,2.0,30.084013,59.724491,28.15,48.0,220144.4,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
231,340808.0,66.9,24.0,30.302843,59.997019,4.12,64.0,124297.6,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
232,335000.0,66.9,25.0,30.302843,59.997019,4.12,64.0,124297.6,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
234,358209.0,67.0,26.0,30.340985,60.075016,7.44,51.0,124297.6,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
235,143917.0,67.4,5.0,30.302663,59.968633,3.21,40.0,184400.0,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
236,160238.0,67.4,6.0,30.324591,59.918435,0.92,38.0,184400.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
237,350000.0,67.46,5.0,30.387724,60.026051,8.34,50.0,184400.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
238,367408.0,67.5,24.0,30.302079,59.997514,4.2,72.0,124297.6,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
239,424055.0,67.68,19.0,30.184849,59.942245,15.84,15.0,159290.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
240,322581.0,68.2,3.0,30.328453,59.999948,3.33,78.0,144320.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
241,109300.0,68.5,23.0,30.360434,60.042779,6.79,51.0,125937.6,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
242,323666.0,68.7,1.0,30.35128,59.967502,3.16,57.0,104320.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
243,250000.0,68.79,13.0,30.377394,60.017499,7.12,42.0,168320.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
244,174419.0,68.8,2.0,30.317961,60.069598,6.93,47.0,101320.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
245,333189.0,69.0,5.0,30.420351,59.895678,10.59,31.0,164400.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
246,335000.0,69.0,25.0,30.303983,59.99669,4.03,59.0,131297.6,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
247,335000.0,69.4,25.0,30.302843,59.997019,4.12,64.0,131297.6,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
248,107759.0,69.6,4.0,30.318572,59.915183,1.42,41.0,168803.4,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
249,235295.0,69.7,11.0,30.249204,59.937639,8.68,50.0,156320.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
250,332897.0,69.77,9.0,30.404316,59.938175,8.57,17.0,145320.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
251,128429.0,70.0,1.0,30.222183,59.958386,11.73,93.0,103000.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
252,35715.0,70.0,1.0,30.32133,59.912797,1.34,39.0,103000.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
253,242858.0,70.0,5.0,30.323324,59.878762,2.94,77.0,168803.4,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
254,358572.0,70.0,25.0,30.21558,59.984278,12.62,101.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
256,292858.0,70.0,26.0,30.407065,59.858381,9.84,45.0,130000.0,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
257,253562.0,70.2,28.0,30.312392,60.06927,7.0,58.0,130000.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
258,287340.0,70.3,14.0,30.334957,60.035535,5.27,65.0,136450.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
259,323666.0,70.75,1.0,30.35128,59.967502,3.16,57.0,124000.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
260,76272.0,70.8,1.0,30.244308,60.072444,11.27,21.0,105000.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
261,220339.0,70.8,13.0,30.41594,59.847268,11.01,41.0,130120.0,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
262,225989.0,70.8,14.0,30.41594,59.847268,11.01,41.0,132800.0,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
263,126620.0,71.0,8.0,30.325812,59.854716,4.16,37.0,163320.0,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
264,219719.0,71.0,14.0,30.41594,59.847268,11.01,41.0,132800.0,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
266,372192.0,71.2,5.0,30.27875,59.917745,5.47,28.0,217803.4,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
267,323665.0,71.45,1.0,30.35128,59.967502,3.16,57.0,139400.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
268,263300.0,71.7,5.0,30.37654,59.925128,5.51,67.0,242803.4,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
269,263300.0,71.7,5.0,30.37654,59.925128,5.51,67.0,242803.4,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
270,257900.0,71.9,24.0,30.277061,60.059683,8.26,28.0,131020.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
271,338889.0,72.0,4.0,30.313128,59.93594,1.57,30.0,251203.4,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
272,255556.0,72.0,20.0,30.230537,60.035962,11.73,82.0,142140.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
273,257500.0,72.0,24.0,30.28149,60.059418,7.95,24.0,131020.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
274,334928.0,72.0,25.0,30.220988,59.861503,12.3,36.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
275,128988.0,72.1,9.0,30.447813,59.95593,13.45,16.0,181240.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
276,172992.0,72.2,1.0,30.344812,59.939825,1.96,22.0,194880.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
277,334000.0,72.2,25.0,30.220988,59.861973,12.29,35.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
278,339000.0,72.4,25.0,30.220961,59.862483,12.29,34.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
279,329000.0,72.5,25.0,30.220961,59.862483,12.29,34.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
280,334000.0,72.5,25.0,30.220979,59.863007,12.28,34.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
281,334000.0,72.5,25.0,30.220979,59.863007,12.28,34.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
282,213000.0,72.5,25.0,30.479038,60.008378,17.4,32.0,131020.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
283,324000.0,72.6,25.0,30.220979,59.863007,12.28,34.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
284,327000.0,72.8,25.0,30.220988,59.861973,12.29,35.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
285,270000.0,72.82,11.0,30.378714,60.018349,7.26,41.0,121800.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
286,360993.0,72.91,18.0,30.194542,59.942894,14.76,20.0,158500.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
287,294521.0,73.0,5.0,30.344408,59.926715,1.96,63.0,201000.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
288,294521.0,73.0,5.0,30.344408,59.926715,1.96,63.0,201000.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
289,230137.0,73.0,11.0,30.269317,60.052339,8.59,30.0,145040.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
290,216473.0,73.0,25.0,30.449376,60.002517,14.11,10.0,131020.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
291,294118.0,73.1,5.0,30.313326,59.936724,1.55,31.0,206240.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
292,287737.0,73.1,9.0,30.335083,60.011441,4.04,58.0,204480.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
293,75137.0,73.2,1.0,30.244308,60.072444,11.27,21.0,118967.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
294,317000.0,73.2,25.0,30.220979,59.863007,12.28,34.0,131020.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
295,353742.0,73.5,7.0,30.301127,59.912368,3.13,55.0,182480.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
296,319728.0,73.5,7.0,30.302124,59.912414,3.03,58.0,182480.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
297,271371.0,73.7,1.0,30.323306,59.964205,1.54,72.0,119088.0,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
298,109295.0,73.7,23.0,30.360434,60.042779,6.79,51.0,108760.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
299,53379.0,74.0,1.0,30.307675,59.922088,2.28,57.0,175962.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
300,75574.0,74.1,1.0,30.244308,60.072444,11.27,21.0,97541.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
301,265000.0,74.7,12.0,30.204962,60.033908,14.3,19.0,165040.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
302,292316.0,75.09,9.0,30.288622,59.903823,4.58,42.0,202480.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
303,450000.0,75.4,11.0,30.338083,59.880582,3.1,19.0,157040.0,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
304,324000.0,75.7,25.0,30.220988,59.861973,12.29,35.0,108760.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
305,190000.0,75.8,12.0,30.479038,60.008378,17.4,32.0,139040.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
306,250330.0,75.9,2.0,30.364781,60.052272,7.5,41.0,96442.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
307,246053.0,76.0,2.0,30.363075,60.052483,7.4,42.0,96442.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
308,388158.0,76.0,4.0,30.294955,59.922787,3.65,60.0,127000.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
309,220869.0,76.0,24.0,30.511773,59.866274,20.93,17.0,99010.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
310,249541.0,76.1,4.0,30.321698,59.929096,0.7,24.0,127000.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
311,317585.0,76.13,1.0,30.35128,59.967502,3.16,57.0,135186.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
312,319000.0,76.2,25.0,30.220961,59.862483,12.29,34.0,126010.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
313,298000.0,76.2,25.0,30.220979,59.863007,12.28,34.0,126010.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
314,350000.0,76.4,6.0,30.305546,59.907532,2.8,59.0,141240.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
315,194772.0,76.5,16.0,30.51878,59.831282,22.19,18.0,142500.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
316,332895.0,76.7,1.0,30.245728,59.962048,9.16,41.0,168656.0,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
317,319615.0,76.78,20.0,30.434311,59.931134,11.9,39.0,129440.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
318,384115.0,76.8,4.0,30.306912,59.924555,2.33,45.0,126338.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
319,384115.0,76.8,5.0,30.306912,59.924555,2.33,45.0,116358.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
320,310000.0,77.0,25.0,30.220979,59.863007,12.28,34.0,142990.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
321,194806.0,77.0,25.0,30.312392,60.06927,7.0,58.0,142990.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
322,200000.0,77.0,25.0,30.474367,60.018102,17.05,18.0,142990.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
323,200000.0,77.0,25.0,30.479038,60.008378,17.4,32.0,142990.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
325,340000.0,77.3,13.0,30.378714,60.018349,7.26,41.0,141688.8,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
326,337000.0,77.3,25.0,30.220988,59.861973,12.29,35.0,142990.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
327,332000.0,77.4,25.0,30.220961,59.862483,12.29,34.0,142990.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
328,340000.0,77.92,11.0,30.378714,60.018349,7.26,41.0,186184.4,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
329,281924.0,78.0,5.0,30.306912,59.924555,2.33,45.0,147883.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
330,250000.0,78.0,13.0,30.327043,59.991804,2.91,84.0,141688.8,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
331,364357.0,78.22,9.0,30.404316,59.938175,8.57,17.0,201302.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
332,209000.0,78.3,4.0,30.107827,59.834189,24.72,32.0,155883.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
334,316392.0,78.7,24.0,30.344614,59.85332,4.71,35.0,131050.0,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
335,378482.0,79.0,4.0,30.287562,59.985512,5.07,40.0,155883.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
336,209054.0,79.0,24.0,30.511773,59.866274,20.93,17.0,131050.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
337,161917.0,79.3,1.0,30.275992,59.94431,5.72,50.0,169000.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
339,232121.0,79.7,1.0,30.377268,59.933068,5.56,55.0,169000.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
340,325000.0,79.75,10.0,30.341533,59.966953,2.29,56.0,175006.4,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
341,187500.0,80.0,1.0,30.290868,59.940005,4.06,76.0,169000.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
342,131250.0,80.0,1.0,30.307065,59.919725,2.38,66.0,169000.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
343,125000.0,80.0,1.0,30.307065,59.919725,2.38,66.0,169000.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
344,143625.0,80.0,4.0,30.298665,59.923581,3.24,54.0,210525.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
345,143625.0,80.0,6.0,30.298665,59.923581,3.24,54.0,197489.4,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
346,170000.0,80.2,1.0,30.334391,59.987753,2.83,71.0,172000.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
347,273168.0,80.5,12.0,30.322264,59.981276,2.42,115.0,164638.8,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
348,311415.0,80.6,15.0,30.201737,59.929804,13.96,17.0,202564.2,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
349,418519.0,81.0,20.0,30.308223,59.904247,2.64,55.0,138030.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
350,129470.0,81.1,4.0,30.263056,59.942913,7.15,36.0,222095.2,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
351,70284.0,81.1,5.0,30.30755,59.958224,2.48,42.0,190489.4,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
352,320592.0,81.1,9.0,30.096589,59.84277,25.89,18.0,190062.0,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
353,250000.0,81.1,12.0,30.229064,59.936206,10.92,55.0,164638.8,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
354,327575.0,81.27,9.0,30.288622,59.903823,4.58,42.0,190062.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
355,75461.0,81.5,1.0,30.244308,60.072444,11.27,21.0,171952.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
356,202454.0,81.5,4.0,30.34253,59.908222,2.21,79.0,211063.2,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
357,250000.0,81.8,12.0,30.205959,60.029508,14.14,28.0,156152.4,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
358,250915.0,82.0,5.0,30.267494,59.962724,6.78,27.0,172007.6,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
359,254879.0,82.0,25.0,30.225039,60.035495,12.27,68.0,142800.0,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
360,332895.0,82.1,1.0,30.245728,59.962048,9.16,41.0,165931.2,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
361,218636.0,82.1,5.0,30.351684,59.924167,2.78,41.0,172007.6,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
362,223237.0,82.2,13.0,30.41594,59.847268,11.01,41.0,156152.4,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
363,364952.0,82.2,16.0,30.418851,59.970303,10.37,23.0,213379.8,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
364,306897.0,82.24,9.0,30.404316,59.938175,8.57,17.0,191162.0,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
365,425274.0,82.3,25.0,30.426684,59.902826,11.2,28.0,142800.0,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
366,387879.0,82.5,6.0,30.35693,59.953822,3.44,38.0,164944.4,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
367,198916.0,82.95,18.0,30.15083,59.793487,20.49,18.0,142589.8,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
368,235000.0,82.99,5.0,30.387724,60.026051,8.34,50.0,193979.2,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
369,307229.0,83.0,5.0,30.437455,59.880356,12.64,25.0,193979.2,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
370,300000.0,83.0,10.0,30.341533,59.966953,2.29,56.0,163912.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
371,447848.0,83.0,11.0,30.322264,59.981276,2.42,115.0,160214.4,1,0,0,0,0,0,0,0,0,0,0,0,699243,289144.3595505618
373,263856.0,83.0,25.0,30.452511,59.861711,14.55,25.0,124809.4,0,0,0,0,0,0,0,1,0,0,0,0,547896,229456.3777777778
374,332895.0,83.8,1.0,30.245728,59.962048,9.16,41.0,129178.0,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
375,321429.0,84.0,15.0,30.103587,59.843326,25.12,23.0,173105.8,0,0,0,0,0,0,0,0,0,0,1,0,431546,260245.32727272727
376,305615.0,84.01,1.0,30.35128,59.967502,3.16,57.0,129178.0,0,0,1,0,0,0,0,0,0,0,0,0,536794,273406.70454545453
377,450000.0,84.02,11.0,30.338083,59.880582,3.1,19.0,168308.0,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
378,100592.0,84.5,1.0,30.297354,59.856795,5.15,39.0,129178.0,0,0,0,0,0,0,0,0,0,0,0,1,335221,314777.01785714284
379,195000.0,85.2,25.0,30.479038,60.008378,17.4,32.0,124249.4,0,0,0,1,0,0,0,0,0,0,0,0,366971,228121.51162790696
380,169474.0,85.5,5.0,30.29739,59.95402,3.45,48.0,152800.0,0,0,0,0,0,0,0,0,1,0,0,0,115757,268974.5714285714
381,164336.0,85.8,1.0,30.32221,59.916649,1.12,36.0,129178.0,0,0,0,0,1,0,0,0,0,0,0,0,155981,239806.10465116278
383,166280.0,86.0,5.0,30.268482,59.937675,6.54,27.0,152800.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
384,166474.0,86.2,1.0,30.346276,59.932374,2.12,31.0,136178.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
385,277137.0,86.6,9.0,30.248189,59.936846,8.79,49.0,135650.0,0,0,0,0,0,0,0,0,0,1,0,0,206680,277233.406779661
386,222756.0,87.0,13.0,30.336987,60.029162,4.99,58.0,179038.0,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
387,339081.0,87.0,24.0,30.344947,59.906359,2.49,71.0,139870.4,0,0,0,0,0,0,1,0,0,0,0,0,413983,242403.375
388,309989.0,87.1,5.0,30.373612,59.936589,5.15,42.0,181800.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
389,234554.0,87.4,27.0,30.311826,60.069068,7.0,57.0,167220.8,0,0,0,0,0,1,0,0,0,0,0,0,541590,213930.27160493826
390,285063.0,87.7,1.0,30.373612,59.936589,5.15,42.0,116178.0,0,1,0,0,0,0,0,0,0,0,0,0,200654,235314.1
