,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,Pushkinsky,Primorsky,Tsentralny,Kalininsky,Krasnogvardeysky,Admiralteysky,Vyborgsky,Frunzensky,Nevsky,Petrogradsky,Vasileostrovsky,Krasnoselsky,Kirovsky,Moskovsky,population,mean_distr_pps
417,147558.6,54.0,3.0,30.230627,59.938257,10.75,59.0,108000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
418,199181.0,54.1,13.0,30.40137,60.038542,10.0,61.0,135000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
419,327829.2,54.2,24.0,30.512222,59.862587,21.02,17.0,90000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
420,315083.8,54.38,8.0,30.375031,59.98958,6.06,80.0,100000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
421,106618.0,54.4,1.0,30.336026,59.873261,3.38,18.0,86740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
422,322735.0,54.41,9.0,30.288622,59.903823,4.58,42.0,112604.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
423,321101.0,54.5,25.0,30.251773,60.029458,9.52,75.0,145347.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
424,317646.0,54.59,9.0,30.404316,59.938175,8.57,17.0,84440.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
425,302878.2,54.6,10.0,30.302142,59.999458,4.26,71.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
426,103637.0,55.0,1.0,30.311278,59.911475,2.16,57.0,116700.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
427,134546.0,55.0,1.0,30.349627,59.932202,2.49,28.0,91000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
428,52546.0,55.0,1.0,30.356346,59.940875,3.25,31.0,123000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
429,89091.0,55.0,1.0,30.386727,59.947041,6.64,27.0,89000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
430,145455.0,55.0,1.0,30.41126,59.928217,9.35,42.0,132320.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
431,245455.0,55.0,4.0,30.345396,59.939167,2.02,20.0,128400.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
432,59091.0,55.0,4.0,30.360766,59.920086,3.81,47.0,96331.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
433,272018.4,55.0,6.0,30.274258,59.880983,6.47,24.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335774,235598.56981132075
434,279760.2,55.0,6.0,30.317961,60.069598,6.93,47.0,90600.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
435,214827.6,55.0,7.0,30.230627,59.938257,10.75,59.0,80000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
436,263945.0,55.0,10.0,30.1677,59.866734,17.99,60.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
437,294324.8,55.0,25.0,30.402672,60.011356,9.37,40.0,137500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
438,181014.8,55.0,1.0,30.469669,59.93218,15.84,34.0,55000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
439,399275.0,55.1,7.0,30.296402,59.952123,3.53,52.0,113920.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
440,301664.4,55.1,24.0,30.349375,59.841844,5.5,68.0,240000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
441,170000.0,55.24,2.0,30.084013,59.724491,28.15,48.0,173000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
442,415163.0,55.4,5.0,30.330232,59.854567,4.19,35.0,163920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
443,433213.0,55.4,5.0,30.330232,59.854567,4.19,35.0,163920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
444,198556.0,55.4,9.0,30.489503,59.906309,18.12,36.0,128102.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
445,360361.0,55.5,1.0,30.318725,59.885936,2.7,75.0,146000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
446,269300.0,55.7,3.0,30.279935,59.942376,5.28,52.0,107120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
447,230801.4,55.9,3.0,30.444687,60.036034,14.26,24.0,27894.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
448,248880.0,56.0,4.0,30.477466,59.947027,16.71,28.0,67200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
449,315046.8,56.0,10.0,30.326307,60.009606,3.82,84.0,70000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
450,372542.2,56.0,13.0,30.307765,59.956557,2.42,39.0,112000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
451,400000.0,56.04,11.0,30.338083,59.880582,3.1,19.0,76000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
452,344969.2,56.2,10.0,30.315275,59.879353,3.15,85.0,123000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
453,380000.0,56.2,25.0,30.220961,59.862483,12.29,34.0,126796.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
454,326578.0,56.25,19.0,30.184849,59.942245,15.84,15.0,107408.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
455,385000.0,56.3,25.0,30.220988,59.861973,12.29,35.0,126796.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
456,245302.4,57.0,5.0,30.260262,59.866061,8.16,24.0,65000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335774,235598.56981132075
457,237237.8,57.0,6.0,30.276782,59.942831,5.63,49.0,114000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
458,357054.0,57.0,8.0,30.324142,59.923482,0.71,34.0,250000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
459,372542.2,57.0,8.0,30.393563,59.859922,8.45,40.0,171000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
460,389262.2,57.0,9.0,30.332999,60.075344,7.28,36.0,159600.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
461,300092.0,57.0,14.0,30.361413,60.042586,6.85,52.0,85500.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
462,219299.0,57.0,25.0,30.317961,60.069598,6.93,47.0,128412.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
463,400000.0,57.1,10.0,30.429685,59.881358,11.79,23.0,96378.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
464,312856.2,57.2,10.0,30.408233,59.702404,15.71,47.0,170000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
465,350000.0,57.6,11.0,30.338083,59.880582,3.1,19.0,76000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
466,387600.0,57.61,7.0,30.268635,59.943372,6.53,33.0,137920.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
467,225460.0,57.66,25.0,30.317961,60.069598,6.93,47.0,128412.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
468,134316.0,57.7,1.0,30.32495,59.917213,0.97,38.0,167022.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
469,266123.6,57.9,18.0,30.414584,59.946324,9.73,45.0,138960.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
470,317646.0,57.91,9.0,30.404316,59.938175,8.57,17.0,94800.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
471,136207.0,58.0,1.0,30.32495,59.917213,0.97,38.0,167022.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
472,162000.0,58.0,3.0,30.083303,59.729255,28.18,48.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
473,147117.4,58.0,3.0,30.373405,60.073283,9.01,30.0,55000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
474,318130.4,58.0,7.0,30.332244,59.896097,2.11,40.0,119422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
475,368409.0,58.0,8.0,30.358655,59.946694,3.54,39.0,70000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
476,234335.0,58.0,1.0,30.35048,59.94974,2.69,32.0,70000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
477,350231.2,58.1,15.0,30.465483,59.895772,15.54,33.0,151000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
478,257254.8,58.2,17.0,30.26382,59.852565,8.11,27.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335774,235598.56981132075
479,296986.6,58.27,12.0,30.341847,59.987357,3.16,58.0,100000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
480,299389.2,58.8,18.0,30.385074,59.83068,8.58,58.0,10000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
481,317646.0,58.88,9.0,30.404316,59.938175,8.57,17.0,94800.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
482,135000.0,58.9,1.0,30.376316,59.924943,5.48,69.0,148560.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
483,225000.0,58.9,5.0,30.442773,59.885616,13.15,17.0,273378.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
484,280446.6,59.0,1.0,30.320018,59.911141,1.48,39.0,135700.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
485,181014.8,59.0,1.0,30.474825,59.938685,16.41,36.0,137310.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
486,261865.0,59.0,27.0,30.340985,60.075016,7.44,51.0,104392.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
487,281145.0,59.4,1.0,30.330403,59.957043,1.17,22.0,119400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
488,420169.0,59.5,6.0,30.346546,59.910009,2.52,75.0,160250.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
489,254181.0,59.8,28.0,30.340985,60.075016,7.44,51.0,104392.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
490,269531.2,60.0,1.0,30.216829,59.937873,12.28,60.0,90000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
491,239015.6,60.0,2.0,30.313739,59.959093,1.93,74.0,350000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
492,283334.0,60.0,3.0,30.288119,59.984373,4.98,43.0,137022.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
493,279065.2,60.0,4.0,30.382514,59.996803,6.98,92.0,72000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
494,204032.0,60.0,5.0,30.083303,59.729255,28.18,48.0,350000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
495,181223.6,60.0,5.0,30.267494,59.962724,6.78,27.0,155000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
496,280446.6,60.0,5.0,30.305996,59.949636,2.47,39.0,239990.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
497,179834.0,60.0,5.0,30.344336,60.072094,7.4,53.0,114820.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
498,250000.0,60.0,5.0,30.379343,59.857418,7.16,90.0,104400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
499,217350.4,60.0,6.0,30.213846,59.95229,12.64,69.0,96000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
501,266800.4,60.0,20.0,30.481985,59.953376,17.24,27.0,75000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
502,252961.0,60.0,23.0,30.366407,59.932915,4.35,44.0,120000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
503,350000.0,60.0,25.0,30.199195,60.038573,14.97,9.0,128408.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
504,322802.8,60.1,13.0,30.326307,60.009606,3.82,84.0,108000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
505,270202.8,60.3,9.0,30.381095,59.924835,6.01,63.0,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
506,296986.6,60.3,12.0,30.305636,59.904712,2.86,57.0,120600.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
507,268805.4,60.4,5.0,30.306229,59.900448,2.93,54.0,151000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
508,225000.0,60.4,5.0,30.442773,59.885616,13.15,17.0,291002.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
509,337757.2,60.5,12.0,30.302142,59.999458,4.26,71.0,151250.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
510,319994.0,60.77,14.0,30.417396,59.936206,10.02,47.0,120336.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
511,229581.0,60.85,19.0,30.184849,59.942245,15.84,15.0,110200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
512,259017.0,61.0,1.0,30.217601,59.835134,13.03,48.0,120920.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335774,235598.56981132075
513,155738.0,61.0,1.0,30.317521,59.859985,4.0,73.0,142810.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
514,278689.0,61.0,7.0,30.304792,59.954628,2.68,46.0,136802.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
515,277050.0,61.0,8.0,30.39651,59.944292,7.71,20.0,109800.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
516,298658.2,61.0,8.0,30.429873,59.931612,11.41,28.0,90000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
517,188525.0,61.0,18.0,30.244308,60.072444,11.27,21.0,138376.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
518,252202.0,61.2,18.0,30.369282,59.806821,8.32,31.0,146880.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
519,376685.0,61.59,19.0,30.184849,59.942245,15.84,15.0,136200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
520,176056.6,61.6,5.0,30.481095,60.007389,17.61,32.0,230000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
521,304000.0,61.63,13.0,30.377394,60.017499,7.12,42.0,117436.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
522,177420.0,62.0,4.0,30.443096,59.885002,13.19,17.0,291002.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
523,165968.0,62.0,5.0,30.344336,60.072094,7.4,53.0,126820.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
524,183291.0,62.0,5.0,30.405978,59.719555,14.78,21.0,60000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
525,263362.0,62.0,9.0,30.36329,59.835179,6.68,43.0,120000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
526,298388.0,62.0,22.0,30.160765,59.861973,18.77,89.0,135200.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
527,378406.0,62.1,5.0,30.381742,59.872471,6.95,90.0,106400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
528,197263.0,62.1,6.0,30.317117,59.924722,1.26,31.0,239824.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
529,278477.4,62.3,9.0,30.402672,60.011356,9.37,40.0,87220.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
530,430770.0,62.4,5.0,30.30172,59.990165,3.96,65.0,119290.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
531,191561.8,62.4,25.0,30.279998,59.844669,6.89,23.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335774,235598.56981132075
532,184714.0,62.8,10.0,30.364799,60.043848,7.13,53.0,131420.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
533,220351.0,62.8,23.0,30.319785,60.077463,7.31,26.0,149376.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
534,420000.0,62.98,9.0,30.307568,59.985804,3.36,61.0,136250.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
535,123810.0,63.0,1.0,30.350444,59.838055,5.74,69.0,156560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
536,103175.0,63.0,1.0,30.369282,59.806821,8.32,31.0,196404.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
537,103175.0,63.0,1.0,30.370072,59.806975,8.37,31.0,196404.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
538,238130.2,63.0,5.0,30.328175,59.931833,0.21,24.0,202000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
539,193701.0,63.0,6.0,30.443869,59.900128,13.12,22.0,189000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
540,309397.8,63.0,16.0,30.310128,59.987226,3.25,84.0,70000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
541,342556.0,63.0,22.0,30.450517,59.903986,13.82,41.0,138600.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
542,204869.6,63.0,24.0,30.33723,59.934605,1.11,32.0,130000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
543,301110.0,63.1,9.0,30.386458,59.874277,7.37,52.0,134220.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
544,219303.0,63.1,23.0,30.321285,60.081722,7.52,11.0,117640.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
545,233086.2,63.3,22.0,30.309041,59.928492,2.06,38.0,101280.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
546,373011.0,63.5,1.0,30.434006,59.934285,11.87,39.0,207310.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
547,329650.0,63.54,1.0,30.35128,59.967502,3.16,57.0,140900.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
548,243711.0,63.6,6.0,30.352726,59.931846,2.84,20.0,112720.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
549,160126.0,63.7,25.0,30.375507,59.802929,8.92,26.0,149376.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
550,300670.8,63.86,8.0,30.241901,60.041251,10.72,63.0,159650.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
551,150000.0,63.9,1.0,30.418779,59.87924,10.65,21.0,307640.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
552,387600.0,63.92,7.0,30.268635,59.943372,6.53,33.0,217404.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
553,359942.6,64.0,12.0,30.36674,59.998409,5.53,70.0,100000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
554,241434.0,64.2,9.0,30.233529,59.949956,10.45,63.0,129130.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
555,236387.4,64.3,9.0,30.186466,59.861593,15.99,45.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
556,277680.0,64.3,11.0,30.360038,59.938356,3.65,23.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
557,177423.8,64.4,4.0,30.098341,59.839918,25.72,18.0,83720.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
558,162423.8,64.45,3.0,30.469489,59.952006,15.84,23.0,116010.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
559,139035.0,64.66,1.0,30.425723,59.883882,11.32,21.0,293042.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
560,84877.0,64.8,1.0,30.472355,59.929687,16.14,39.0,181462.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
561,115385.0,65.0,1.0,30.304873,59.926607,2.53,48.0,104315.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
562,166419.0,65.0,1.0,30.362015,59.807106,7.84,23.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
563,346283.4,65.0,1.0,30.385784,59.924406,6.53,60.0,140000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
564,221723.6,65.0,2.0,30.307298,60.000294,3.96,68.0,46800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
565,187007.4,65.0,5.0,30.08112,59.729413,28.4,45.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
566,189257.2,65.0,5.0,30.108294,59.837237,24.65,32.0,65000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
567,160110.8,65.0,5.0,30.319111,59.90815,1.67,40.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335221,276841.92173913046
568,223637.6,65.0,5.0,30.334275,59.934758,0.78,24.0,65000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
569,223077.0,65.0,5.0,30.354559,59.943791,3.07,27.0,120820.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
570,153077.0,65.0,7.0,30.283187,59.983265,5.44,41.0,191442.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
571,284048.0,65.0,9.0,30.270656,60.055767,8.6,30.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
572,341598.8,65.0,13.0,30.316443,59.977084,2.44,106.0,65000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115757,263780.52452830196
573,333111.2,65.0,17.0,30.347174,59.909084,2.61,70.0,150000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
574,342643.2,65.0,24.0,30.313047,59.907988,2.11,67.0,105488.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
575,282759.0,65.4,9.0,30.237427,60.033976,11.01,96.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
576,297710.0,65.5,5.0,30.396699,59.85365,8.93,42.0,171444.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
577,218011.2,65.5,8.0,30.198647,60.032322,14.94,10.0,196000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
578,237725.6,65.7,17.0,30.368294,60.040177,7.23,55.0,200000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
579,235563.0,65.8,1.0,30.368141,59.935367,4.54,42.0,178072.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200654,241670.61921397378
580,132678.2,65.8,4.0,30.405978,59.719555,14.78,21.0,390000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
581,224148.2,66.0,1.0,30.114672,59.834917,23.97,30.0,210000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
582,293323.0,66.0,1.0,30.312392,60.06927,7.0,58.0,138500.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
583,315967.8,66.0,19.0,30.203112,59.930791,13.81,20.0,140000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206680,259361.0213114754
584,294562.0,66.2,16.0,30.329397,60.075151,7.22,25.0,118696.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
585,317645.0,66.27,9.0,30.404316,59.938175,8.57,17.0,156800.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366971,235136.75221238937
586,120664.0,66.3,1.0,30.474753,59.873202,16.79,26.0,166522.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547896,233645.41980198017
587,241003.0,66.4,15.0,30.255618,60.06975,10.24,10.0,148840.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
588,264454.8,66.6,5.0,30.383655,59.872042,7.15,91.0,127000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413983,254696.63902439023
589,285107.8,66.7,1.0,30.321456,59.928041,0.75,29.0,152100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155981,248729.14379084966
590,150000.0,66.75,2.0,30.082621,59.724677,28.29,47.0,154000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
591,150000.0,66.75,2.0,30.084013,59.724491,28.15,48.0,154000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431546,251833.7180952381
592,298232.8,66.9,14.0,30.375265,59.989976,6.09,80.0,250000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536794,262758.3340659341
593,340808.0,66.9,24.0,30.302843,59.997019,4.12,64.0,154297.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
594,335000.0,66.9,25.0,30.302843,59.997019,4.12,64.0,154297.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,699243,269920.7057777778
595,321595.2,67.0,25.0,30.328373,60.040964,5.45,106.0,70000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,541590,236507.11325301204
596,205971.0,67.0,25.0,30.374088,59.807138,8.64,31.0,135632.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,216441.6716981132
