,squares,rent_per_month,max_floor,latitude,longitude
846,61.0,90000.0,8.0,30.429873,59.931612
847,118.0,236000.0,3.0,30.297704,59.985912
849,110.0,357500.0,5.0,30.098341,59.839918
850,53.7,270000.0,1.0,30.363209,59.831865
857,75.0,225000.0,1.0,30.296402,59.955885
858,70.5,95000.0,,30.359041,59.808794
861,199.8,299000.0,9.0,30.414099,59.94102
865,109.0,196000.0,8.0,30.317009,59.925344
866,200.0,240000.0,2.0,30.359805,59.944959
867,88.3,158940.0,20.0,30.274698,59.852285
869,137.9,179270.0,4.0,29.86371,59.880712
871,85.0,300000.0,4.0,30.252896,59.955939
874,159.4,190000.0,15.0,30.447094,60.036452
875,162.0,324000.0,9.0,30.264215,60.006017
876,32.4,80000.0,4.0,30.26479,59.960007
877,100.0,100000.0,7.0,30.292386,59.939609
878,106.0,150000.0,3.0,30.232891,59.952074
879,107.0,300000.0,3.0,30.260415,59.869648
880,150.0,450000.0,4.0,30.429873,59.931612
881,40.0,60000.0,4.0,30.336808,59.937616
882,180.0,324000.0,,30.299321,60.001671
883,102.0,204000.0,9.0,30.343186,59.92828
884,100.0,100000.0,,30.273737,59.967155
885,168.0,252000.0,3.0,30.31682,59.893768
887,58.27,100000.0,12.0,30.341847,59.987357
889,150.0,150000.0,,30.319839,59.862321
891,115.0,184000.0,5.0,30.412877,59.944877
892,189.0,472500.0,19.0,30.282828,59.923247
894,150.0,450000.0,,30.402816,59.962967
896,81.3,260160.0,2.0,30.321536,59.985831
899,65.0,190000.0,5.0,30.319111,59.90815
904,78.6,180000.0,9.0,30.098341,59.839918
906,86.12,188000.0,24.0,30.368563,59.885142
907,52.0,110000.0,5.0,30.374124,59.869562
908,107.7,172320.0,7.0,30.299321,60.001671
909,70.0,196000.0,25.0,30.371195,59.926463
910,83.7,142290.0,13.0,30.335083,60.011441
916,76.0,90000.0,16.0,30.319416,59.984733
918,108.2,236000.0,9.0,30.414584,59.946324
920,79.0,190000.0,8.0,30.37981,59.963534
921,130.0,360000.0,12.0,30.087049,59.849609
922,57.9,138960.0,18.0,30.414584,59.946324
923,60.3,150000.0,9.0,30.381095,59.924835
926,31.6,60000.0,9.0,30.381095,59.924835
928,49.3,98600.0,26.0,30.389737,59.938703
929,29.0,85000.0,25.0,30.389737,59.938703
930,47.0,90000.0,9.0,30.388138,59.938293
931,48.0,80000.0,10.0,30.362724,59.900173
932,66.9,250000.0,14.0,30.375265,59.989976
936,50.0,85000.0,5.0,30.443258,59.877696
937,109.0,187000.0,5.0,30.322327,59.925696
941,150.9,400000.0,15.0,30.267494,59.962724
943,197.0,214730.0,7.0,30.29173,60.003313
944,117.0,175500.0,5.0,30.437635,59.930751
947,60.0,96000.0,6.0,30.213846,59.95229
952,195.0,429000.0,5.0,30.368411,59.938392
954,161.5,299990.0,24.0,30.290113,59.959332
955,49.0,147057.0,14.0,30.290113,59.959332
956,80.0,184722.0,14.0,30.006129,60.053638
957,95.0,370000.0,10.0,30.305798,59.965566
958,131.4,155000.0,4.0,30.321536,59.985831
959,20.0,80000.0,9.0,30.321536,59.985831
960,81.3,260160.0,2.0,30.368563,59.885142
961,135.0,280000.0,9.0,30.368563,59.885142
963,80.0,110000.0,19.0,30.338658,59.930737
964,27.6,67620.0,3.0,30.376918,59.926359
965,164.0,350000.0,9.0,30.328175,59.931833
966,182.5,550000.0,9.0,30.335191,59.972528
967,70.5,100000.0,,30.352528,59.919121
968,100.0,260000.0,5.0,30.359805,59.94111
969,71.0,90000.0,,30.383179,59.947077
972,55.0,55000.0,,30.469669,59.93218
973,52.0,260000.0,5.0,30.562824,59.750785
974,49.2,182040.0,16.0,30.199195,60.038573
975,80.7,242100.0,16.0,30.350148,59.830739
976,39.0,78000.0,18.0,30.315105,59.852908
977,143.1,399249.0,18.0,30.20242,60.037427
978,106.0,140000.0,,30.330717,59.8977
979,81.8,155420.0,3.0,30.328822,59.840261
980,110.3,200000.0,6.0,30.355637,59.957845
981,150.0,450000.0,4.0,30.232891,59.952074
982,160.0,268800.0,4.0,30.207711,60.030578
983,200.0,590000.0,5.0,30.312392,60.06927
984,150.0,240000.0,5.0,30.362284,60.043413
985,127.0,300000.0,5.0,30.20242,60.037427
987,108.0,216000.0,9.0,30.296402,59.955885
990,24.0,67200.0,25.0,30.381194,59.802576
993,47.0,118000.0,26.0,30.331616,60.050125
994,111.0,278000.0,12.0,30.19597,60.033216
995,138.0,209000.0,11.0,30.19721,60.032825
996,117.2,175000.0,5.0,30.19597,60.033216
997,65.5,196000.0,8.0,30.198647,60.032322
998,108.0,216000.0,13.0,30.201054,60.03153
999,22.0,65000.0,25.0,30.204962,60.033908
1000,97.6,131400.0,26.0,30.206381,60.036016
1002,111.0,140000.0,25.0,30.33096,60.068628
1003,125.0,550000.0,7.0,30.363012,60.044469
1005,74.0,99000.0,25.0,30.483359,59.892135
1006,142.0,215000.0,3.0,30.263083,60.084006
1007,100.5,99000.0,7.0,30.290113,59.959332
1009,116.9,584500.0,9.0,30.204962,60.033908
1010,103.0,102700.0,13.0,30.261897,59.960368
1011,120.0,119700.0,12.0,30.187679,59.942065
1012,131.0,170170.0,13.0,30.187679,59.942065
1013,121.0,120800.0,1.0,30.103587,59.843326
1014,121.0,194240.0,1.0,30.145673,59.861824
1015,106.0,265000.0,12.0,30.145673,59.861824
1016,101.0,272700.0,25.0,30.07176,59.731786
1017,170.0,500000.0,10.0,30.384993,59.839104
1018,85.0,270000.0,1.0,30.276001,59.942025
1019,135.0,297000.0,25.0,30.468689,59.910708
1020,129.0,60000.0,4.0,30.22362,59.859271
1021,121.1,250000.0,16.0,30.205285,59.933731
1024,100.0,120000.0,6.0,30.412141,59.850979
1025,80.0,200000.0,18.0,30.241901,60.041251
1026,181.75,454375.0,8.0,30.257532,59.984467
1027,83.5,75150.0,20.0,30.356526,59.955728
1028,85.38,76842.0,20.0,30.327852,59.93342
1029,152.0,310000.0,15.0,30.372291,59.831173
1030,116.6,139920.0,8.0,30.320953,59.877398
1031,112.8,135360.0,8.0,30.300597,59.91134
1032,50.0,100000.0,5.0,30.347659,59.904053
1034,107.4,161100.0,8.0,30.329001,59.849162
1035,26.0,50000.0,1.0,30.306094,59.896946
1036,76.0,150000.0,,30.405978,59.719555
1037,44.0,110000.0,18.0,30.263568,60.004307
1041,43.4,115000.0,10.0,30.379909,59.805052
1044,157.0,370000.0,5.0,30.263568,60.004307
1045,105.0,367500.0,21.0,30.202896,59.990507
1047,122.0,205000.0,8.0,30.310128,59.987226
1048,112.9,147000.0,15.0,30.2026,60.030245
1049,150.0,150000.0,25.0,30.230537,60.035962
1050,20.0,20000.0,,30.414521,60.036097
1051,96.0,144000.0,16.0,30.358107,59.806174
1052,41.1,20509.0,2.0,30.358529,59.804961
1054,126.0,231840.0,3.0,30.145404,59.8604
1055,113.0,225800.0,12.0,30.318842,59.927942
1056,72.2,200000.0,19.0,30.230627,59.938257
1061,110.0,440000.0,17.0,30.250192,59.907352
1062,74.0,170000.0,10.0,30.575661,59.736081
1063,112.0,290000.0,10.0,30.318617,59.855927
1064,51.8,114000.0,14.0,30.295243,59.919121
1065,96.6,150000.0,24.0,30.314341,59.93319
1067,64.3,30000.0,11.0,30.360038,59.938356
1068,83.5,103750.0,12.0,30.306687,59.998018
1069,50.0,100000.0,1.0,30.467899,59.921538
1070,63.3,101280.0,22.0,30.309041,59.928492
1072,40.4,201960.0,6.0,30.350148,59.830739
1075,54.38,100000.0,8.0,30.375031,59.98958
1076,46.2,78540.0,2.0,30.194811,60.033665
1079,114.0,135000.0,16.0,30.202896,59.990507
1080,95.8,150000.0,5.0,30.230627,59.938257
1082,133.0,180000.0,5.0,30.41471,60.007717
1083,108.0,320000.0,4.0,30.300597,59.91134
1084,145.3,275000.0,21.0,30.41639,59.961584
1088,88.0,170000.0,2.0,30.087049,59.849609
1089,80.0,240000.0,7.0,30.230627,59.938257
1090,96.0,336000.0,25.0,30.351549,59.942043
1092,123.0,159025.0,13.0,30.322066,59.926805
1093,168.0,270000.0,12.0,30.322066,59.926805
1095,82.0,287000.0,16.0,30.322066,59.926805
1097,85.0,195500.0,9.0,30.242637,59.938572
1099,94.2,130000.0,8.0,30.249581,59.843078
1100,42.8,90000.0,5.0,30.323288,59.994652
1101,36.0,85000.0,10.0,30.358107,59.806174
1103,105.0,388500.0,7.0,30.359041,59.808794
1104,88.8,180000.0,4.0,30.359409,59.935011
1107,76.0,185000.0,,30.365868,59.938861
1108,145.55,509425.0,5.0,30.395019,59.885787
1109,104.49,365715.0,5.0,30.243015,60.073876
1111,79.35,277725.0,5.0,30.37133,59.955471
1112,118.0,236000.0,9.0,30.369641,59.955854
1113,165.0,200000.0,5.0,30.243015,60.073876
1117,127.55,64000.0,12.0,30.405978,59.719555
1118,112.3,65000.0,12.0,30.405978,59.719555
1119,107.9,105000.0,12.0,30.405978,59.719555
1121,93.0,195500.0,,30.405978,59.719555
1122,110.0,229500.0,6.0,30.405978,59.719555
1126,32.0,70000.0,18.0,30.302124,59.912414
1129,150.0,180000.0,23.0,30.2026,60.030245
1130,86.2,103440.0,15.0,30.304684,60.000884
1139,52.0,104000.0,25.0,30.37133,59.955471
1140,132.21,396630.0,25.0,30.351226,59.810138
1141,136.4,450000.0,25.0,30.19986,60.032011
1142,86.0,129000.0,7.0,30.276001,59.942025
1144,170.0,434999.0,4.0,30.201315,59.855597
1145,109.0,163500.0,12.0,30.103587,59.843326
1146,96.14,288420.0,25.0,30.312392,60.06927
1147,66.0,138500.0,1.0,30.312392,60.06927
1149,96.4,230000.0,5.0,30.235388,60.069036
1152,189.4,160000.0,,30.22954,59.856311
1153,103.8,120000.0,3.0,30.284625,59.924122
1155,114.8,97580.0,3.0,30.25366,59.852366
1156,115.2,100224.0,3.0,30.103587,59.843326
1157,150.0,260000.0,5.0,30.394731,59.703407
1158,69.1,138200.0,19.0,30.321159,59.936323
1160,179.2,400000.0,8.0,30.317844,59.907338
1162,152.0,304000.0,8.0,30.317961,60.069598
1165,30.0,75000.0,3.0,30.368294,60.040177
1166,73.6,59000.0,14.0,30.280061,59.940988
1167,78.5,109900.0,4.0,30.352528,59.932374
1169,58.0,55000.0,3.0,30.373405,60.073283
1170,126.0,120000.0,6.0,30.388138,59.938293
1172,167.0,150000.0,9.0,30.273917,59.913036
1173,152.0,304000.0,9.0,30.329001,59.849162
1174,90.0,58000.0,4.0,30.391354,59.848782
1176,55.0,90600.0,6.0,30.317961,60.069598
1178,72.0,252000.0,2.0,30.416533,59.937373
1180,125.1,87570.0,2.0,30.37133,59.955471
1181,76.6,61280.0,2.0,30.30172,59.911358
1183,138.0,262200.0,9.0,30.30313,59.853695
1184,127.4,450000.0,8.0,30.37133,59.955471
1190,100.5,150000.0,5.0,30.411458,59.943927
1191,20.0,23000.0,,30.365868,59.938861
1192,65.0,65000.0,13.0,30.316443,59.977084
1193,83.0,132800.0,16.0,30.368932,59.87603
1194,47.0,37600.0,2.0,30.368932,59.87603
1195,60.0,120000.0,23.0,30.366407,59.932915
1196,30.0,150000.0,15.0,30.331454,59.93525
1197,140.0,280000.0,23.0,30.319839,59.862321
1199,41.4,70000.0,6.0,30.245566,59.963066
1203,110.0,143000.0,14.0,30.381014,59.928654
1204,182.52,182000.0,,30.216829,59.937873
1205,95.47,95000.0,,30.304693,59.967628
1207,82.0,100000.0,18.0,30.350417,60.086416
1210,144.0,345600.0,7.0,30.34827,59.873162
1216,94.0,130000.0,25.0,30.367162,59.812392
1217,190.0,450000.0,9.0,30.367162,59.812392
1219,73.3,120000.0,17.0,30.337482,59.935295
1220,48.0,120000.0,8.0,30.239197,59.933036
1225,27.0,60000.0,27.0,30.26382,59.852565
1226,90.0,115000.0,,30.096589,59.84277
1228,121.0,181500.0,9.0,30.229163,59.938748
1231,92.0,190000.0,2.0,30.201315,59.855597
1233,20.0,20000.0,2.0,30.299321,60.001671
1234,134.3,147730.0,26.0,30.204962,60.033908
1235,75.1,75100.0,26.0,30.326262,59.985057
1237,170.0,450000.0,5.0,29.913872,59.870072
1238,112.0,145000.0,7.0,30.270297,59.946018
1240,123.5,250000.0,20.0,30.318617,59.855927
1241,146.0,550000.0,5.0,30.259454,59.867145
1242,60.0,75000.0,20.0,30.481985,59.953376
1244,81.1,170310.0,9.0,30.359742,59.94412
1245,54.0,108000.0,3.0,30.230627,59.938257
1248,153.0,300000.0,10.0,30.229845,60.034394
1249,37.0,48100.0,7.0,30.375507,59.802929
1252,60.3,120600.0,12.0,30.305636,59.904712
1253,49.2,147059.0,6.0,30.306642,59.962224
1256,35.4,52000.0,5.0,30.329738,59.955741
1257,51.94,112200.0,5.0,30.469489,59.952006
1258,147.0,180000.0,18.0,29.913872,59.870072
1260,64.45,116010.0,3.0,30.469489,59.952006
1261,115.0,180000.0,5.0,30.469489,59.952006
1264,93.3,125000.0,14.0,30.367162,59.812392
1266,90.0,243000.0,24.0,30.379577,59.802544
1267,53.6,107000.0,26.0,30.273737,59.967155
1268,80.7,184722.0,6.0,30.243015,60.073876
1269,180.0,300000.0,6.0,30.216829,59.937873
1272,115.1,230200.0,16.0,30.457883,59.94691
1275,38.0,46000.0,,30.096697,59.841563
1277,96.0,65000.0,3.0,30.201315,59.855597
1278,45.0,63000.0,3.0,30.367162,59.812392
1279,22.0,28000.0,,30.159606,59.866761
1280,182.3,180477.0,16.0,30.354244,59.946752
1282,150.0,150000.0,26.0,30.340985,60.075016
1287,30.0,45000.0,23.0,30.254926,60.040923
1290,85.0,200000.0,13.0,30.405978,59.719555
1292,137.0,160000.0,,30.243015,60.073876
1293,20.0,30000.0,9.0,30.405978,59.719555
1294,98.0,250000.0,9.0,30.400804,59.929646
1296,155.8,200000.0,7.0,30.473397,59.91789
1298,142.0,213000.0,24.0,30.35048,59.94974
1300,92.0,138000.0,20.0,30.102177,59.838638
1301,121.0,150000.0,26.0,30.191775,59.853247
1302,110.2,110200.0,10.0,30.347462,59.853885
1306,200.0,280000.0,2.0,30.232172,59.951236
1307,102.0,190000.0,1.0,30.265589,59.852312
1309,95.5,152800.0,,30.319848,59.855304
1310,200.0,280000.0,2.0,30.145512,59.858896
1312,68.0,37400.0,2.0,30.207711,60.030578
1313,160.0,200000.0,5.0,30.471618,59.757362
1314,94.0,200000.0,16.0,30.134337,59.849071
1316,50.0,60000.0,2.0,30.405978,59.719555
1318,60.0,90000.0,1.0,30.216829,59.937873
1319,103.2,103200.0,9.0,30.30755,59.897952
1321,140.0,220000.0,2.0,30.307011,59.930764
1324,150.0,265000.0,12.0,30.507551,59.831924
1328,162.0,291600.0,20.0,30.260523,59.928834
1329,112.0,150000.0,5.0,30.249204,59.937639
1330,20.0,65000.0,9.0,30.230627,59.938257
