,price_per_square,full_price,rent_per_month,squares,max_floor,latitude,longitude,metro_250m,metro_500m,metro_1km,parkings_1km,rent_per_square_m,distance_to_center,population,mean_distr_pps,pop_per_park
359,277050.0,16900000.0,58052.0,61.0,8.0,30.39651,59.944292,0.0,0.0,0.0,20.0,951.672131147541,9.36,200654,254919.1581632653,13795.212210469943
360,257409.2,15738239.6,90000.0,61.0,8.0,30.429873,59.931612,0.0,0.0,0.0,28.0,1475.4098360655737,13.06,366971,222474.55818181817,19313.29709465792
361,188525.0,11500000.0,166552.4,61.0,18.0,30.244308,60.072444,0.0,0.0,0.0,21.0,2730.367213114754,9.86,541590,225573.17423312887,14484.97282099344
362,151056.6,9360000.0,146880.0,61.2,18.0,30.369282,59.806821,0.0,0.0,0.0,31.0,2400.0,9.32,263732,189180.75698924728,21382.578926228412
363,376685.0,23199999.0,149316.0,61.59,19.0,30.184849,59.942245,0.0,0.0,0.0,15.0,2424.3546030199705,14.19,206680,261970.0192,10346.409157852457
364,205654.0,12618900.0,230000.0,61.6,5.0,30.481095,60.007389,0.0,0.0,0.0,32.0,3733.7662337662337,19.2,366971,222474.55818181817,22072.339536751908
365,304000.0,18735500.0,103000.0,61.63,13.0,30.377394,60.017499,0.0,0.0,1.0,42.0,1671.2639948077235,8.41,536794,261699.96749999997,28969.94564198688
366,177420.0,11000000.0,85766.8,62.0,4.0,30.443096,59.885002,0.0,1.0,1.0,17.0,1383.335483870968,14.82,547896,218420.79166666666,11725.930378899451
367,165968.0,10290000.0,131320.0,62.0,5.0,30.344336,60.072094,0.0,0.0,0.0,53.0,2118.064516129032,7.84,541590,225573.17423312887,36557.312357745344
368,166655.6,11178000.0,60000.0,62.0,5.0,30.405978,59.719555,0.0,0.0,0.0,21.0,967.741935483871,15.73,263732,189180.75698924728,14484.97282099344
369,227173.2,14099800.0,120000.0,62.0,9.0,30.36329,59.835179,0.0,0.0,0.0,43.0,1935.483870967742,7.77,335221,284126.8703125,29659.706252510376
370,298388.0,18500000.0,141116.0,62.0,22.0,30.160765,59.861973,0.0,0.0,0.0,89.0,2276.064516129032,17.15,431546,282094.2408163265,61388.694336591245
371,378406.0,23499000.0,103032.0,62.1,5.0,30.381742,59.872471,0.0,1.0,1.0,90.0,1659.1304347826087,8.43,413983,245996.38888888888,62078.45494711474
372,197263.0,12250000.0,128360.0,62.1,6.0,30.317117,59.924722,2.0,5.0,7.0,31.0,2066.988727858293,0.79,155981,277500.88611111115,21382.578926228412
373,321165.6,20164049.6,87220.0,62.3,9.0,30.402672,60.011356,0.0,0.0,1.0,40.0,1400.0,10.83,536794,261699.96749999997,27590.424420939886
374,430770.0,26880000.0,127960.0,62.4,5.0,30.30172,59.990165,1.0,1.0,2.0,65.0,2050.641025641026,2.91,699243,279766.9102439024,44834.43968402731
375,190750.0,13938500.0,180000.0,62.4,25.0,30.279998,59.844669,0.0,0.0,0.0,23.0,2884.6153846153848,5.73,335774,239969.54054054053,15864.494042040435
376,184714.0,11600000.0,116920.0,62.8,10.0,30.364799,60.043848,0.0,0.0,0.0,53.0,1861.783439490446,8.11,541590,225573.17423312887,36557.312357745344
377,220351.0,13838000.0,151920.0,62.8,23.0,30.319785,60.077463,0.0,0.0,0.0,26.0,2419.108280254777,7.15,541590,225573.17423312887,17933.775873610924
378,420000.0,26451600.0,146360.0,62.98,9.0,30.307568,59.985804,0.0,0.0,1.0,61.0,2323.912353127977,2.51,699243,279766.9102439024,42075.39724193332
379,280119.4,16235200.0,202000.0,63.0,5.0,30.328175,59.931833,1.0,1.0,5.0,24.0,3206.3492063492063,1.77,200654,254919.1581632653,16554.25465256393
380,123810.0,7800000.0,116640.0,63.0,5.0,30.350444,59.838055,0.0,1.0,1.0,69.0,1851.4285714285716,6.64,335221,284126.8703125,47593.4821261213
381,103175.0,6500000.0,113400.0,63.0,5.0,30.369282,59.806821,0.0,0.0,0.0,31.0,1800.0,9.32,263732,189180.75698924728,21382.578926228412
382,103175.0,6500000.0,113400.0,63.0,5.0,30.370072,59.806975,0.0,0.0,0.0,31.0,1800.0,9.38,263732,189180.75698924728,21382.578926228412
383,225883.8,14165739.6,189000.0,63.0,6.0,30.443869,59.900128,0.0,0.0,0.0,22.0,3000.0,14.76,547896,218420.79166666666,15174.733431516937
384,344999.2,19713200.0,70000.0,63.0,16.0,30.310128,59.987226,0.0,0.0,0.0,84.0,1111.111111111111,2.54,699243,279766.9102439024,57939.89128397376
385,223015.2,15296999.8,138600.0,63.0,22.0,30.450517,59.903986,0.0,0.0,0.0,41.0,2200.0,15.47,547896,218420.79166666666,28280.18503146338
386,342671.8,20123200.0,130000.0,63.0,24.0,30.33723,59.934605,0.0,1.0,2.0,32.0,2063.492063492064,2.76,200654,254919.1581632653,22072.339536751908
387,301110.0,19000000.0,69000.0,63.1,9.0,30.386458,59.874277,0.0,0.0,1.0,52.0,1093.502377179081,8.88,413983,245996.38888888888,35867.55174722185
388,219303.0,13838000.0,151920.0,63.1,23.0,30.321285,60.081722,0.0,0.0,0.0,11.0,2407.606973058637,7.39,541590,225573.17423312887,7587.366715758469
389,345324.0,21203200.0,101280.0,63.3,22.0,30.309041,59.928492,0.0,0.0,2.0,38.0,1600.0,0.55,155981,277500.88611111115,26210.90319989289
390,373011.0,23686198.0,116996.4,63.5,1.0,30.434006,59.934285,0.0,0.0,1.0,39.0,1842.462992125984,13.52,366971,222474.55818181817,26900.663810416387
391,329650.0,20945961.0,111040.0,63.54,1.0,30.35128,59.967502,0.0,1.0,2.0,57.0,1747.5605917532264,4.61,536794,261699.96749999997,39316.35479983933
392,243711.0,15500000.0,128360.0,63.6,6.0,30.352726,59.931846,0.0,1.0,6.0,20.0,2018.238993710692,4.49,200654,254919.1581632653,13795.212210469943
393,160126.0,10200000.0,113400.0,63.7,25.0,30.375507,59.802929,0.0,0.0,0.0,26.0,1780.2197802197802,9.98,263732,189180.75698924728,17933.775873610924
394,233517.6,15640106.8,159650.0,63.86,8.0,30.241901,60.041251,0.0,0.0,0.0,63.0,2500.0,9.22,699243,279766.9102439024,43454.91846298032
395,150000.0,9585000.0,109000.0,63.9,5.0,30.418779,59.87924,0.0,0.0,0.0,21.0,1705.790297339593,12.24,547896,218420.79166666666,14484.97282099344
396,387600.0,24775392.0,106000.0,63.92,7.0,30.268635,59.943372,0.0,0.0,0.0,33.0,1658.3229036295368,4.88,206680,261970.0192,22762.100147275403
397,239654.6,16041744.0,100000.0,64.0,12.0,30.36674,59.998409,1.0,1.0,2.0,70.0,1562.5,6.86,536794,261699.96749999997,48283.242736644796
398,241434.0,15500000.0,133944.4,64.2,9.0,30.233529,59.949956,1.0,1.0,1.0,63.0,2086.361370716511,8.79,206680,261970.0192,43454.91846298032
399,303276.8,18331999.4,110000.0,64.3,9.0,30.186466,59.861593,0.0,0.0,0.0,45.0,1710.7309486780716,14.38,431546,282094.2408163265,31039.22747355737
400,144617.0,9640400.0,116010.0,64.45,3.0,30.469489,59.952006,0.0,0.0,0.0,23.0,1800.0,17.49,366971,222474.55818181817,15864.494042040435
401,139035.0,8990000.0,109000.0,64.66,1.0,30.425723,59.883882,0.0,0.0,1.0,21.0,1685.7407980204146,12.93,547896,218420.79166666666,14484.97282099344
402,84877.0,5500000.0,150780.8,64.8,5.0,30.472355,59.929687,0.0,0.0,1.0,39.0,2326.864197530864,17.79,547896,218420.79166666666,26900.663810416387
403,226493.2,14199800.0,130000.0,65.0,1.0,30.362015,59.807106,0.0,0.0,0.0,23.0,2000.0,8.75,263732,189180.75698924728,15864.494042040435
404,300855.2,18779800.0,140000.0,65.0,1.0,30.385784,59.924406,1.0,2.0,2.0,60.0,2153.846153846154,8.18,200654,254919.1581632653,41385.63663140983
405,274718.4,16498000.0,46800.0,65.0,2.0,30.307298,60.000294,0.0,0.0,0.0,68.0,720.0,3.23,699243,279766.9102439024,46903.721515597805
406,115385.0,7500000.0,151360.0,65.0,5.0,30.304873,59.926607,0.0,0.0,0.0,48.0,2328.6153846153848,0.97,155981,277500.88611111115,33108.50930512786
407,286322.8,16390000.0,190000.0,65.0,5.0,30.319111,59.90815,1.0,3.0,7.0,40.0,2923.076923076923,1.62,335221,284126.8703125,27590.424420939886
408,280119.4,16235200.0,65000.0,65.0,5.0,30.334275,59.934758,1.0,1.0,4.0,24.0,1000.0,2.43,200654,254919.1581632653,16554.25465256393
409,223077.0,14500000.0,123020.0,65.0,5.0,30.354559,59.943791,0.0,0.0,4.0,27.0,1892.6153846153843,4.7,200654,254919.1581632653,18623.536484134424
410,153077.0,9950000.0,106000.0,65.0,7.0,30.283187,59.983265,0.0,0.0,0.0,41.0,1630.7692307692307,3.96,699243,279766.9102439024,28280.18503146338
411,256165.4,17135200.0,130000.0,65.0,9.0,30.270656,60.055767,0.0,0.0,0.0,30.0,2000.0,7.36,699243,279766.9102439024,20692.818315704913
412,286647.6,18259200.0,65000.0,65.0,13.0,30.316443,59.977084,0.0,0.0,1.0,106.0,1000.0,2.09,115757,288191.65576923074,73114.62471549069
413,287433.8,17579200.0,150000.0,65.0,17.0,30.347174,59.909084,0.0,1.0,2.0,70.0,2307.692307692308,4.12,413983,245996.38888888888,48283.242736644796
414,328602.4,22079200.0,105488.0,65.0,24.0,30.313047,59.907988,0.0,0.0,4.0,67.0,1622.8923076923077,1.44,155981,277500.88611111115,46213.96090507431
415,233517.6,15640106.8,130000.0,65.4,9.0,30.237427,60.033976,0.0,0.0,0.0,96.0,1987.767584097859,9.47,699243,279766.9102439024,66217.01861025572
416,297710.0,19500000.0,109000.0,65.5,5.0,30.396699,59.85365,1.0,1.0,1.0,42.0,1664.12213740458,10.39,413983,245996.38888888888,28969.94564198688
417,298798.2,19712640.0,196000.0,65.5,8.0,30.198647,60.032322,0.0,0.0,0.0,10.0,2992.3664122137407,13.33,699243,279766.9102439024,6897.606105234971
418,269742.8,18695280.0,200000.0,65.7,17.0,30.368294,60.040177,0.0,0.0,0.0,55.0,3044.1400304414,8.27,541590,225573.17423312887,37936.83357879234
419,235563.0,15500000.0,109020.0,65.8,5.0,30.368141,59.935367,0.0,0.0,1.0,42.0,1656.838905775076,6.2,200654,254919.1581632653,28969.94564198688
420,193322.4,12576000.0,138500.0,66.0,1.0,30.312392,60.06927,0.0,0.0,0.0,58.0,2098.4848484848485,6.64,541590,225573.17423312887,40006.115410362836
421,332785.6,24086260.0,140000.0,66.0,19.0,30.203112,59.930791,0.0,0.0,0.0,20.0,2121.212121212121,12.16,206680,261970.0192,13795.212210469943
422,294562.0,19500000.0,126920.0,66.2,16.0,30.329397,60.075151,0.0,0.0,1.0,25.0,1917.2205438066464,7.3,541590,225573.17423312887,17244.01526308743
423,317645.0,21050334.0,71052.0,66.27,9.0,30.404316,59.938175,0.0,0.0,1.0,17.0,1072.159348121322,10.22,366971,222474.55818181817,11725.930378899451
424,120664.0,8000000.0,157578.8,66.3,5.0,30.474753,59.873202,0.0,0.0,1.0,26.0,2376.7541478129715,18.41,547896,218420.79166666666,17933.775873610924
425,241003.0,16002534.0,133944.4,66.4,15.0,30.255618,60.06975,0.0,0.0,0.0,10.0,2017.234939759036,8.9,541590,225573.17423312887,6897.606105234971
426,266080.2,16699800.0,127000.0,66.6,5.0,30.383655,59.872042,0.0,1.0,1.0,91.0,1906.9069069069071,8.64,413983,245996.38888888888,62768.215557638236
427,269253.0,18144000.0,152100.0,66.7,1.0,30.321456,59.928041,1.0,3.0,7.0,29.0,2280.359820089955,1.09,155981,277500.88611111115,20003.057705181418
428,296633.2,19431244.0,250000.0,66.9,14.0,30.375265,59.989976,0.0,0.0,0.0,80.0,3736.920777279521,7.54,536794,261699.96749999997,55180.84884187977
429,340808.0,22800000.0,147640.0,66.9,24.0,30.302843,59.997019,0.0,0.0,2.0,64.0,2206.875934230194,3.18,699243,279766.9102439024,44144.679073503816
430,335000.0,22411500.0,147640.0,66.9,25.0,30.302843,59.997019,0.0,0.0,2.0,64.0,2206.875934230194,3.18,699243,279766.9102439024,44144.679073503816
431,200465.4,14648400.0,70000.0,67.0,25.0,30.328373,60.040964,0.0,0.0,2.0,106.0,1044.7761194029852,5.6,541590,225573.17423312887,73114.62471549069
432,205971.0,13800000.0,113400.0,67.0,25.0,30.374088,59.807138,0.0,0.0,0.0,31.0,1692.5373134328358,9.7,263732,189180.75698924728,21382.578926228412
433,358209.0,24000000.0,136920.0,67.0,26.0,30.340985,60.075016,0.0,0.0,1.0,51.0,2043.5820895522388,7.8,541590,225573.17423312887,35177.79113669835
434,143917.0,9700000.0,141960.0,67.4,5.0,30.302663,59.968633,0.0,0.0,2.0,40.0,2106.2314540059347,1.92,115757,288191.65576923074,27590.424420939886
435,160238.0,10800000.0,151360.0,67.4,6.0,30.324591,59.918435,0.0,0.0,8.0,38.0,2245.697329376854,1.64,155981,277500.88611111115,26210.90319989289
436,350000.0,23611000.0,95052.0,67.46,5.0,30.387724,60.026051,0.0,0.0,0.0,50.0,1409.0127482952862,9.65,536794,261699.96749999997,34488.03052617486
437,367408.0,24800000.0,147640.0,67.5,24.0,30.302079,59.997514,0.0,0.0,2.0,72.0,2187.259259259259,3.23,699243,279766.9102439024,49662.76395769179
438,424055.0,28699999.0,141847.0,67.68,19.0,30.184849,59.942245,0.0,0.0,0.0,15.0,2095.8481087470445,14.19,206680,261970.0192,10346.409157852457
439,164185.6,11282960.0,129200.0,68.0,2.0,30.207648,60.034474,0.0,0.0,0.0,23.0,1900.0,12.44,699243,279766.9102439024,15864.494042040435
440,164185.6,11282960.0,37400.0,68.0,2.0,30.207711,60.030578,0.0,0.0,0.0,26.0,550.0,12.37,699243,279766.9102439024,17933.775873610924
441,322581.0,22000000.0,137040.0,68.2,3.0,30.328453,59.999948,0.0,0.0,0.0,78.0,2009.3841642228736,3.68,541590,225573.17423312887,53801.32762083277
442,313895.6,20499200.0,136600.0,68.3,11.0,30.321698,59.929096,1.0,3.0,7.0,24.0,2000.0,1.1,200654,254919.1581632653,16554.25465256393
443,109300.0,7487000.0,103000.0,68.5,23.0,30.360434,60.042779,0.0,0.0,0.0,51.0,1503.6496350364964,7.71,541590,225573.17423312887,35177.79113669835
444,323666.0,22235786.0,123020.0,68.7,1.0,30.35128,59.967502,0.0,1.0,2.0,57.0,1790.6841339155749,4.61,536794,261699.96749999997,39316.35479983933
445,250000.0,17197500.0,103000.0,68.79,13.0,30.377394,60.017499,0.0,0.0,1.0,42.0,1497.3106556185492,8.41,536794,261699.96749999997,28969.94564198688
446,174419.0,12000000.0,146920.0,68.8,2.0,30.317961,60.069598,0.0,0.0,0.0,47.0,2135.4651162790697,6.72,541590,225573.17423312887,32418.748694604365
447,333189.0,22990000.0,99052.0,69.0,5.0,30.420351,59.895678,0.0,1.0,1.0,31.0,1435.536231884058,12.21,547896,218420.79166666666,21382.578926228412
448,335000.0,23115000.0,147640.0,69.0,25.0,30.303983,59.99669,0.0,0.0,2.0,59.0,2139.710144927536,3.13,699243,279766.9102439024,40695.87602088633
449,328602.4,22079200.0,138200.0,69.1,19.0,30.321159,59.936323,0.0,1.0,5.0,17.0,2000.0,0.97,200654,254919.1581632653,11725.930378899451
450,335000.0,23249000.0,147640.0,69.4,25.0,30.302843,59.997019,0.0,0.0,2.0,64.0,2127.377521613833,3.18,699243,279766.9102439024,44144.679073503816
451,107759.0,7500000.0,151360.0,69.6,4.0,30.318572,59.915183,2.0,3.0,6.0,41.0,2174.712643678161,1.28,155981,277500.88611111115,28280.18503146338
452,235295.0,16400000.0,114000.0,69.7,11.0,30.249204,59.937639,0.0,0.0,0.0,50.0,1635.5810616929698,7.03,206680,261970.0192,34488.03052617486
453,332897.0,23226154.0,113084.0,69.77,9.0,30.404316,59.938175,0.0,0.0,1.0,17.0,1620.811236921313,10.22,366971,222474.55818181817,11725.930378899451
454,281704.0,20584000.0,175000.0,70.0,1.0,30.317692,59.977481,0.0,0.0,1.0,115.0,2500.0,2.14,115757,288191.65576923074,79322.47021020217
455,230328.6,15193239.6,100000.0,70.0,1.0,30.433026,59.939374,0.0,0.0,1.0,37.0,1428.571428571429,13.41,366971,222474.55818181817,25521.142589369392
456,296166.6,22614399.6,85000.0,70.0,3.0,30.264215,60.006017,0.0,0.0,1.0,105.0,1214.2857142857142,6.3,699243,279766.9102439024,72424.8641049672
457,161270.0,11126500.0,140000.0,70.0,4.0,30.360173,59.821245,0.0,0.0,0.0,36.0,2000.0,8.04,335221,284126.8703125,24831.381978845897
458,128429.0,8990000.0,141903.4,70.0,5.0,30.222183,59.958386,0.0,0.0,0.0,93.0,2027.1914285714288,10.08,206680,261970.0192,64147.736778685234
459,242858.0,17000000.0,151360.0,70.0,5.0,30.323324,59.878762,0.0,0.0,3.0,77.0,2162.285714285714,3.17,335221,284126.8703125,53111.56701030928
460,288721.6,20766300.0,110000.0,70.0,12.0,30.344677,59.873735,0.0,0.0,0.0,35.0,1571.428571428571,4.84,335221,284126.8703125,24141.621368322398
461,358572.0,25100000.0,141847.0,70.0,25.0,30.21558,59.984278,0.0,0.0,1.0,101.0,2026.3857142857144,10.98,699243,279766.9102439024,69665.8216628732
462,180000.0,12600000.0,120600.0,70.0,25.0,30.364045,59.811609,0.0,0.0,0.0,31.0,1722.857142857143,8.72,263732,189180.75698924728,21382.578926228412
463,249409.2,16575800.0,196000.0,70.0,25.0,30.371195,59.926463,0.0,0.0,0.0,62.0,2800.0,6.56,200654,254919.1581632653,42765.157852456825
464,249409.2,16575800.0,120000.0,70.0,25.0,30.373863,59.927455,0.0,0.0,0.0,67.0,1714.2857142857142,6.85,200654,254919.1581632653,46213.96090507431
465,292858.0,20500000.0,101000.0,70.0,26.0,30.407065,59.858381,0.0,0.0,0.0,45.0,1442.857142857143,11.36,413983,245996.38888888888,31039.22747355737
466,332785.6,24086260.0,60000.0,70.0,6.8,30.221482,60.000726,0.0,0.0,0.0,82.0,857.1428571428571,10.52,699243,279766.9102439024,56560.37006292676
467,237954.8,18100774.0,80000.0,70.0,7.2,30.241443,60.030056,0.0,0.0,0.0,88.0,1142.857142857143,9.0,699243,279766.9102439024,60698.93372606775
468,253562.0,17800000.0,130000.0,70.2,28.0,30.312392,60.06927,0.0,0.0,0.0,58.0,1851.851851851852,6.64,541590,225573.17423312887,40006.115410362836
469,287340.0,20200000.0,137560.0,70.3,14.0,30.334957,60.035535,0.0,0.0,1.0,65.0,1956.7567567567569,5.65,541590,225573.17423312887,44834.43968402731
470,240473.0,17191444.0,100000.0,70.5,7.2,30.352528,59.919121,0.0,2.0,5.0,44.0,1418.4397163120568,4.55,200654,254919.1581632653,30349.466863033875
471,154776.0,10676000.0,95000.0,70.5,17.2,30.359041,59.808794,0.0,0.0,0.0,19.0,1347.517730496454,8.46,263732,189180.75698924728,13105.451599946446
472,147270.0,10646500.0,190000.0,70.7,9.0,30.334445,59.770851,0.0,0.0,0.0,4.0,2687.4115983026877,8.82,335221,284126.8703125,2759.0424420939885
473,283360.4,20877444.0,265000.0,70.7,14.0,30.347659,59.904053,0.0,0.0,1.0,55.0,3748.231966053748,4.27,413983,245996.38888888888,37936.83357879234
474,323666.0,22899299.0,123020.0,70.75,1.0,30.35128,59.967502,0.0,1.0,2.0,57.0,1738.798586572438,4.61,536794,261699.96749999997,39316.35479983933
475,76272.0,5400000.0,159664.4,70.8,5.0,30.244308,60.072444,0.0,0.0,0.0,21.0,2255.146892655367,9.86,541590,225573.17423312887,14484.97282099344
476,147270.0,10646500.0,80000.0,70.8,13.0,30.358529,59.804961,0.0,0.0,0.0,13.0,1129.9435028248588,8.58,263732,189180.75698924728,8966.887936805462
477,220339.0,15600000.0,109000.0,70.8,13.0,30.41594,59.847268,0.0,0.0,1.0,41.0,1539.54802259887,12.51,413983,245996.38888888888,28280.18503146338
478,225989.0,16000000.0,109000.0,70.8,14.0,30.41594,59.847268,0.0,0.0,1.0,41.0,1539.54802259887,12.51,413983,245996.38888888888,28280.18503146338
479,147453.2,10320000.0,160000.0,71.0,1.0,30.405978,59.719555,0.0,0.0,0.0,21.0,2253.521126760563,15.73,263732,189180.75698924728,14484.97282099344
480,126620.0,8990000.0,151360.0,71.0,8.0,30.325812,59.854716,0.0,1.0,2.0,37.0,2131.830985915493,4.41,335221,284126.8703125,25521.142589369392
481,219719.0,15600000.0,109000.0,71.0,14.0,30.41594,59.847268,0.0,0.0,1.0,41.0,1535.2112676056338,12.51,413983,245996.38888888888,28280.18503146338
482,307802.6,20696474.8,90000.0,71.0,6.6,30.383179,59.947077,0.0,0.0,0.0,21.0,1267.605633802817,7.89,200654,254919.1581632653,14484.97282099344
483,246237.0,17500000.0,106000.0,71.07,8.0,30.25304,59.908868,0.0,0.0,0.0,26.0,1491.4872660757,6.73,335774,239969.54054054053,17933.775873610924
484,372192.0,26500000.0,121998.0,71.2,5.0,30.27875,59.917745,0.0,0.0,1.0,28.0,1713.4550561797753,3.85,155981,277500.88611111115,19313.29709465792
485,275300.2,18344000.0,149017.0,71.3,3.0,30.32098,59.876174,0.0,2.0,3.0,77.0,2090.0,3.2,335221,284126.8703125,53111.56701030928
486,323665.0,23125864.0,123020.0,71.45,1.0,30.35128,59.967502,0.0,1.0,2.0,57.0,1721.7634709587123,4.61,536794,261699.96749999997,39316.35479983933
487,263300.0,18878610.0,134012.0,71.7,5.0,30.37654,59.925128,0.0,0.0,2.0,67.0,1869.065550906555,7.16,200654,254919.1581632653,46213.96090507431
488,263300.0,18878610.0,134012.0,71.7,5.0,30.37654,59.925128,0.0,0.0,2.0,67.0,1869.065550906555,7.16,200654,254919.1581632653,46213.96090507431
489,257900.0,18543010.0,130000.0,71.9,24.0,30.277061,60.059683,0.0,0.0,0.0,28.0,1808.0667593880387,7.12,699243,279766.9102439024,19313.29709465792
490,164185.6,11282960.0,158400.0,72.0,2.0,30.206381,60.036016,0.0,0.0,0.0,21.0,2200.0,12.59,699243,279766.9102439024,14484.97282099344
491,265626.4,17695470.4,252000.0,72.0,2.0,30.416533,59.937373,0.0,0.0,1.0,49.0,3500.0,11.58,366971,222474.55818181817,33798.269915651355
492,338889.0,24400000.0,151360.0,72.0,4.0,30.313128,59.93594,1.0,1.0,4.0,30.0,2102.222222222222,0.09,200654,254919.1581632653,20692.818315704913
493,255556.0,18400000.0,165824.4,72.0,20.0,30.230537,60.035962,0.0,0.0,0.0,82.0,2303.116666666667,10.18,699243,279766.9102439024,56560.37006292676
494,257500.0,18540000.0,130000.0,72.0,24.0,30.28149,60.059418,0.0,0.0,0.0,24.0,1805.555555555556,6.88,699243,279766.9102439024,16554.25465256393
495,334928.0,24114800.0,141847.0,72.0,25.0,30.220988,59.861503,0.0,0.0,0.0,36.0,1970.0972222222224,10.72,431546,282094.2408163265,24831.381978845897
496,128988.0,9300000.0,117263.2,72.1,9.0,30.447813,59.95593,0.0,0.0,0.0,16.0,1626.3966712898753,15.1,366971,222474.55818181817,11036.169768375954
497,172992.0,12490000.0,128360.0,72.2,5.0,30.344812,59.939825,0.0,0.0,2.0,22.0,1777.8393351800553,3.61,200654,254919.1581632653,15174.733431516937
498,288033.0,21731212.0,200000.0,72.2,19.0,30.230627,59.938257,0.0,0.0,1.0,59.0,2770.083102493075,9.1,206680,261970.0192,40695.87602088633
499,334000.0,24114800.0,141847.0,72.2,25.0,30.220988,59.861973,0.0,0.0,0.0,35.0,1964.639889196676,10.71,431546,282094.2408163265,24141.621368322398
500,339000.0,24543600.0,141847.0,72.4,25.0,30.220961,59.862483,0.0,0.0,0.0,34.0,1959.2127071823204,10.71,431546,282094.2408163265,23451.860757798902
501,329000.0,23852500.0,141847.0,72.5,25.0,30.220961,59.862483,0.0,0.0,0.0,34.0,1956.510344827586,10.71,431546,282094.2408163265,23451.860757798902
502,334000.0,24215000.0,141847.0,72.5,25.0,30.220979,59.863007,0.0,0.0,0.0,34.0,1956.510344827586,10.7,431546,282094.2408163265,23451.860757798902
503,334000.0,24215000.0,141847.0,72.5,25.0,30.220979,59.863007,0.0,0.0,0.0,34.0,1956.510344827586,10.7,431546,282094.2408163265,23451.860757798902
504,213000.0,15442500.0,151721.0,72.5,25.0,30.479038,60.008378,0.0,0.0,0.0,32.0,2092.7034482758622,18.98,366971,222474.55818181817,22072.339536751908
505,324000.0,23522400.0,141847.0,72.6,25.0,30.220979,59.863007,0.0,0.0,0.0,34.0,1953.8154269972451,10.7,431546,282094.2408163265,23451.860757798902
506,287647.4,19751244.0,210000.0,72.8,7.0,30.37133,59.955471,0.0,0.0,0.0,30.0,2884.6153846153848,6.63,536794,261699.96749999997,20692.818315704913
507,327000.0,23805600.0,142383.4,72.8,25.0,30.220988,59.861973,0.0,0.0,0.0,35.0,1955.815934065934,10.71,431546,282094.2408163265,24141.621368322398
508,270000.0,19661400.0,100052.0,72.82,11.0,30.378714,60.018349,0.0,0.0,0.0,41.0,1373.9631969239222,8.56,536794,261699.96749999997,28280.18503146338
509,360993.0,26319999.0,126439.0,72.91,18.0,30.194542,59.942894,0.0,0.0,0.0,20.0,1734.1791249485668,13.11,206680,261970.0192,13795.212210469943
510,310450.8,22900240.8,144000.0,73.0,1.0,30.389593,60.047083,0.0,0.0,0.0,57.0,1972.6027397260275,10.43,536794,261699.96749999997,39316.35479983933
511,294521.0,21500000.0,128360.0,73.0,5.0,30.344408,59.926715,1.0,2.0,4.0,63.0,1758.3561643835617,3.59,200654,254919.1581632653,43454.91846298032
512,294521.0,21500000.0,128360.0,73.0,5.0,30.344408,59.926715,1.0,2.0,4.0,63.0,1758.3561643835617,3.59,200654,254919.1581632653,43454.91846298032
513,230137.0,16800000.0,129000.0,73.0,11.0,30.269317,60.052339,0.0,0.0,0.0,30.0,1767.123287671233,7.33,699243,279766.9102439024,20692.818315704913
514,216473.0,15802500.0,112518.8,73.0,25.0,30.449376,60.002517,0.0,0.0,0.0,10.0,1541.3534246575343,15.68,366971,222474.55818181817,6897.606105234971
515,274538.0,19051244.0,40205.0,73.1,2.0,30.36126,59.923302,0.0,1.0,3.0,46.0,550.0,5.48,200654,254919.1581632653,31728.98808408087
516,294118.0,21500000.0,151360.0,73.1,5.0,30.313326,59.936724,1.0,1.0,4.0,31.0,2070.588235294118,0.1,200654,254919.1581632653,21382.578926228412
517,287737.0,21033505.0,130960.0,73.1,9.0,30.335083,60.011441,0.0,0.0,0.0,58.0,1791.5184678522571,4.59,541590,225573.17423312887,40006.115410362836
518,328014.0,22620752.8,40260.0,73.2,2.0,30.385281,59.944143,0.0,0.0,0.0,22.0,550.0,8.11,200654,254919.1581632653,15174.733431516937
519,75137.0,5500000.0,111256.4,73.2,5.0,30.244308,60.072444,0.0,0.0,0.0,21.0,1519.8961748633878,9.86,541590,225573.17423312887,14484.97282099344
520,317000.0,23204400.0,142383.4,73.2,25.0,30.220979,59.863007,0.0,0.0,0.0,34.0,1945.1284153005463,10.7,431546,282094.2408163265,23451.860757798902
521,381094.6,29259800.0,120000.0,73.3,17.0,30.337482,59.935295,0.0,0.0,2.0,31.0,1637.1077762619373,2.79,200654,254919.1581632653,21382.578926228412
522,285043.2,21445800.0,40370.0,73.4,2.0,30.303983,59.957683,0.0,0.0,1.0,43.0,550.0,1.41,115757,288191.65576923074,29659.706252510376
523,353742.0,26000000.0,124960.0,73.5,7.0,30.301127,59.912368,0.0,1.0,1.0,55.0,1700.136054421769,1.74,155981,277500.88611111115,37936.83357879234
524,319728.0,23500000.0,131958.0,73.5,7.0,30.302124,59.912414,0.0,1.0,1.0,58.0,1795.34693877551,1.66,155981,277500.88611111115,40006.115410362836
525,189107.2,13498000.0,59000.0,73.6,14.0,30.280061,59.940988,1.0,1.0,1.0,49.0,801.6304347826087,3.6,206680,261970.0192,33798.269915651355
526,271371.0,20000000.0,151360.0,73.7,5.0,30.323306,59.964205,0.0,0.0,1.0,72.0,2053.731343283582,1.85,115757,288191.65576923074,49662.76395769179
