,squares,full_price,price_per_square,free,max_floor,latitude,longitude
422,90.37,27121000.0,300111.0,0,25.0,30.300489,59.999093
423,99.92,29986000.0,300101.0,0,25.0,30.300489,59.999093
424,96.93,28119700.0,290104.0,0,25.0,30.300489,59.999093
425,112.0,35000000.0,312500.0,0,5.0,30.314161,59.935858
426,144.6,60742000.0,420070.0,0,25.0,30.304289,60.000857
427,133.7,56164000.0,420075.0,0,25.0,30.304289,60.000857
428,280.0,11500000.0,41072.0,0,1.0,30.302834,59.9871
429,66.2,19500000.0,294562.0,0,16.0,30.329397,60.075151
430,157.0,28000000.0,178344.0,0,4.0,30.345854,59.917209
431,105.0,17999999.0,171429.0,0,4.0,30.345854,59.917209
432,185.0,80000000.0,432433.0,0,6.0,30.315913,59.851562
433,222.0,38960000.0,175496.0,0,5.0,30.360739,59.946207
434,21.6,9100000.0,421297.0,1,9.0,30.383323,59.869142
435,47.4,13690000.0,288819.0,0,9.0,30.23581,59.982154
436,101.6,19299000.0,189951.0,1,25.0,30.367872,59.810098
437,60.0,17000000.0,283334.0,0,3.0,30.288119,59.984373
438,66.9,22800000.0,340808.0,1,24.0,30.302843,59.997019
439,67.5,24800000.0,367408.0,1,24.0,30.302079,59.997514
440,123.9,11770500.0,95000.0,0,5.0,30.41153,59.951132
441,50.0,11500000.0,230000.0,0,23.0,30.205447,60.002638
442,199.8,29900000.0,149650.0,0,10.0,30.411682,59.9507
443,30.6,8400000.0,274510.0,1,9.0,30.386071,59.86823
444,182.0,45000000.0,247253.0,1,9.0,30.173844,59.82921
445,24.0,7200000.0,300000.0,1,1.0,30.350857,59.9358
446,196.7,41500000.0,210982.0,0,5.0,30.237598,59.930408
447,169.4,10000000.0,59032.0,0,4.0,30.434949,59.960877
448,99.92,25488100.0,255086.0,1,25.0,30.303382,59.997644
449,112.3,26500000.0,235976.0,0,25.0,30.312185,60.056481
450,200.0,50000000.0,250000.0,0,7.0,30.232891,59.952074
451,105.3,12000000.0,113961.0,0,5.0,30.474753,59.873202
452,156.6,35000000.0,223500.0,1,16.0,30.409338,60.006125
453,155.3,40600000.0,261430.0,0,3.0,30.328489,59.999597
454,111.0,39416386.0,355103.0,0,19.0,30.311502,59.899081
455,174.0,19990000.0,114886.0,0,4.0,30.288838,59.985034
456,147.0,34540009.0,234967.0,0,10.0,30.276378,60.057011
457,172.0,29700000.0,172675.0,0,5.0,30.330996,59.957079
458,99.5,29500000.0,296483.0,0,23.0,30.196428,59.938491
459,53.5,11498000.0,214916.0,0,9.0,30.25304,59.908868
460,186.0,17100000.0,91936.0,0,5.0,29.767554,59.915702
461,87.9,8500000.0,96701.0,0,5.0,29.767554,59.915702
462,97.9,9500000.0,97038.0,0,5.0,29.767554,59.915702
463,42.2,7500000.0,177726.0,0,16.0,30.32486,60.053701
464,24.6,6500000.0,264228.0,0,4.0,30.29094,60.01074
465,87.8,12500000.0,142370.0,0,5.0,30.167826,59.830572
466,77.0,13980000.0,181559.0,0,26.0,30.371653,59.812193
467,172.0,67600000.0,393024.0,1,5.0,30.340563,59.925628
468,192.0,49899999.0,259896.0,0,25.0,30.356625,59.839642
469,94.6,19400000.0,205074.0,1,1.0,30.342261,59.925435
470,81.8,20450000.0,250000.0,0,12.0,30.205959,60.029508
471,154.5,38625000.0,250000.0,0,12.0,30.205959,60.029508
472,162.9,33422400.0,205172.0,0,4.0,30.368985,59.751533
473,185.53,38174400.0,205759.0,0,4.0,30.368985,59.751533
474,110.4,30000000.0,271740.0,0,23.0,30.447022,59.899211
475,202.0,36000000.0,178218.0,1,4.0,30.443096,59.885002
476,114.1,22000000.0,192814.0,0,5.0,30.330591,59.923054
477,68.2,22000000.0,322581.0,0,3.0,30.328453,59.999948
478,151.1,19999000.0,132357.0,0,4.0,30.254271,59.89765
479,266.0,79800000.0,300000.0,0,10.0,30.272201,59.959246
480,143.3,15450000.0,107816.0,1,15.0,30.235388,60.069036
481,63.0,6500000.0,103175.0,0,5.0,30.369282,59.806821
482,179.2,48000000.0,267858.0,0,5.0,30.373612,59.936589
483,156.2,19400000.0,124200.0,0,5.0,30.398801,59.844981
484,157.0,29800000.0,189809.0,0,19.0,30.236304,60.034915
485,39.0,6900000.0,176924.0,0,12.0,30.358287,59.810505
486,55.4,11000000.0,198556.0,1,9.0,30.489503,59.906309
487,159.2,19104000.0,120000.0,0,5.0,30.418779,59.87924
488,63.9,9585000.0,150000.0,0,5.0,30.418779,59.87924
489,89.0,13350000.0,150000.0,0,5.0,30.418779,59.87924
490,85.8,14100000.0,164336.0,0,5.0,30.32221,59.916649
491,73.0,16800000.0,230137.0,0,11.0,30.269317,60.052339
492,91.0,32000000.0,351649.0,0,2.0,30.345162,59.748423
493,119.5,50200000.0,420084.0,0,25.0,30.295422,59.999638
494,36.3,4500000.0,123967.0,0,19.0,30.213846,59.95229
495,205.0,31000000.0,151220.0,0,6.0,30.327474,59.914818
496,133.3,31325500.0,235000.0,0,10.0,30.336574,59.988469
497,80.2,13634000.0,170000.0,0,5.0,30.334391,59.987753
498,116.6,33000000.0,283019.0,1,13.0,30.450526,60.002697
499,140.7,37500000.0,266525.0,1,9.0,30.262823,60.110679
500,54.5,17500000.0,321101.0,1,25.0,30.251773,60.029458
501,200.0,56000000.0,280000.0,0,7.0,30.371662,59.93827
502,115.1,34900000.0,303215.0,0,5.0,30.300956,59.956674
503,87.1,27000000.0,309989.0,0,5.0,30.373612,59.936589
504,33.6,3750000.0,111608.0,0,25.0,30.369282,59.806821
505,152.0,26900000.0,176974.0,0,16.0,30.3223,60.029413
506,237.9,71300000.0,299706.0,0,5.0,30.291353,59.961917
507,187.5,56000000.0,298667.0,0,5.0,30.362949,59.931824
508,63.6,15500000.0,243711.0,0,6.0,30.352726,59.931846
509,82.95,16500000.0,198916.0,0,18.0,30.15083,59.793487
510,80.0,10000000.0,125000.0,0,5.0,30.307065,59.919725
511,196.0,10540000.0,53776.0,0,5.0,30.358287,59.810505
512,111.0,9800000.0,88289.0,0,5.0,30.369471,59.932184
513,71.0,15600000.0,219719.0,0,14.0,30.41594,59.847268
514,226.0,78999990.0,349558.0,1,1.0,30.142529,60.028788
515,137.0,18495000.0,135000.0,1,2.0,30.084013,59.724491
516,186.3,75000000.0,402577.0,0,22.0,30.313955,59.851598
517,96.93,23901745.0,246588.0,0,24.0,30.303382,59.997644
518,98.6,41422000.0,420102.0,0,25.0,30.304289,60.000857
519,90.3,23052850.0,255292.0,0,18.0,30.303382,59.997644
520,69.0,23115000.0,335000.0,0,25.0,30.303983,59.99669
521,69.4,23249000.0,335000.0,0,25.0,30.302843,59.997019
522,66.9,22411500.0,335000.0,0,25.0,30.302843,59.997019
523,51.0,17085000.0,335000.0,0,25.0,30.303983,59.99669
524,292.0,100000000.0,342466.0,0,5.0,30.323818,59.940389
525,78.7,24900000.0,316392.0,0,24.0,30.344614,59.85332
526,62.1,12250000.0,197263.0,0,6.0,30.317117,59.924722
527,128.0,28990000.0,226485.0,0,5.0,30.357137,59.918201
528,42.0,7950000.0,189286.0,0,5.0,30.29739,59.95402
529,141.0,30000000.0,212766.0,0,22.0,30.153722,59.853442
530,125.4,38900000.0,310208.0,1,23.0,30.402879,60.006246
531,63.1,19000000.0,301110.0,0,9.0,30.386458,59.874277
532,88.6,30400000.0,343116.0,1,13.0,30.264044,59.949474
533,93.2,31400000.0,336910.0,0,19.0,30.313398,59.887178
534,73.0,21500000.0,294521.0,0,5.0,30.344408,59.926715
535,200.0,45000000.0,225000.0,0,26.0,30.223467,59.940366
536,147.9,51765000.0,350000.0,0,8.0,30.333816,59.918467
537,168.0,41300000.0,245834.0,0,17.0,30.481796,60.007636
538,111.2,18500000.0,166367.0,0,5.0,30.213846,59.95229
539,110.0,43300000.0,393637.0,0,5.0,30.380062,59.941493
540,50.46,17819999.0,353151.0,0,19.0,30.184849,59.942245
541,94.1,31949999.0,339533.0,0,19.0,30.184849,59.942245
542,131.71,50469999.0,383191.0,0,19.0,30.184849,59.942245
543,67.68,28699999.0,424055.0,0,19.0,30.184849,59.942245
544,61.59,23199999.0,376685.0,0,19.0,30.184849,59.942245
545,106.5,39299999.0,369015.0,0,19.0,30.184849,59.942245
546,60.85,13969999.0,229581.0,0,19.0,30.184849,59.942245
547,41.0,9689999.0,236342.0,0,19.0,30.184849,59.942245
548,43.97,10239999.0,232887.0,0,19.0,30.184849,59.942245
549,211.54,72149999.0,341071.0,0,18.0,30.194542,59.942894
550,91.75,32129999.0,350191.0,0,18.0,30.194542,59.942894
551,72.91,26319999.0,360993.0,0,18.0,30.194542,59.942894
552,47.91,19479999.0,406596.0,0,18.0,30.194542,59.942894
553,93.52,33919999.0,362704.0,0,18.0,30.194542,59.942894
554,75.09,21949999.0,292316.0,0,9.0,30.288622,59.903823
555,81.27,26621999.0,327575.0,0,9.0,30.288622,59.903823
556,94.56,30185999.0,319226.0,0,9.0,30.288622,59.903823
557,54.41,17559999.0,322735.0,0,9.0,30.288622,59.903823
558,142.63,39489999.0,276871.0,0,9.0,30.288622,59.903823
559,27.19,10329999.0,379920.0,0,19.0,30.184849,59.942245
560,56.25,18369999.0,326578.0,0,19.0,30.184849,59.942245
561,116.09,36089999.0,310880.0,0,19.0,30.184849,59.942245
562,50.0,22000000.0,440000.0,0,5.0,30.358134,59.932495
563,159.0,23700000.0,149057.0,0,15.0,30.359041,59.808794
564,82.2,18350000.0,223237.0,0,13.0,30.41594,59.847268
565,80.0,11490000.0,143625.0,0,6.0,30.298665,59.923581
566,178.6,52500000.0,293953.0,0,5.0,30.289467,59.95584
567,126.4,37500000.0,296678.0,0,5.0,30.289467,59.95584
568,108.0,34500000.0,319445.0,0,13.0,30.207711,60.030578
569,66.3,8000000.0,120664.0,0,5.0,30.474753,59.873202
570,99.2,27280000.0,275000.0,0,4.0,30.359356,59.921692
571,44.0,9990000.0,227046.0,0,17.0,30.200542,59.852606
572,54.4,5800000.0,106618.0,0,5.0,30.336026,59.873261
573,31.8,4500000.0,141510.0,0,5.0,30.33149,60.037063
574,137.5,35750000.0,260000.0,0,4.0,30.267494,59.962724
575,30.7,8500000.0,276873.0,0,5.0,30.357397,59.838607
576,82.2,29999000.0,364952.0,0,16.0,30.418851,59.970303
577,167.0,31456704.0,188364.0,0,13.0,30.194928,60.03625
578,149.0,27986154.0,187827.0,0,13.0,30.194928,60.03625
579,121.0,28023888.0,231603.0,0,13.0,30.19579,60.036443
580,89.0,26284499.0,295332.0,0,23.0,30.443869,59.900128
581,41.0,3990000.0,97318.0,0,8.0,30.371456,59.922201
582,62.0,18500000.0,298388.0,0,22.0,30.160765,59.861973
583,114.0,22512954.0,197483.0,0,13.0,30.194928,60.03625
584,55.0,8000000.0,145455.0,0,5.0,30.41126,59.928217
585,108.0,21362105.0,197798.0,0,13.0,30.194928,60.03625
586,67.4,10800000.0,160238.0,0,6.0,30.324591,59.918435
587,103.0,21112204.0,204973.0,0,13.0,30.19579,60.036443
588,164.5,67000000.0,407295.0,0,19.0,30.203112,59.930791
589,103.0,20348054.0,197554.0,0,13.0,30.194928,60.03625
590,98.0,20248604.0,206619.0,0,13.0,30.194928,60.03625
591,97.0,11999000.0,123702.0,0,26.0,30.428607,60.033185
592,79.6,13930000.0,175000.0,0,14.0,30.362015,59.807106
593,36.37,14500000.0,398681.0,0,12.0,30.338083,59.880582
594,88.5,36963000.0,417662.0,0,12.0,30.326262,59.985057
595,47.0,12200000.0,259575.0,1,6.0,30.349043,59.91683
596,48.0,10050000.0,209375.0,1,5.0,30.3253,59.91466
597,74.0,3950000.0,53379.0,0,5.0,30.307675,59.922088
598,99.0,35000000.0,353536.0,0,9.0,30.370782,59.925096
599,191.8,25893000.0,135000.0,0,6.0,30.464324,59.962093
600,285.16,68438400.0,240000.0,0,4.0,30.430933,59.925335
601,66.75,10012500.0,150000.0,0,2.0,30.082621,59.724677
602,47.65,8100500.0,170000.0,0,2.0,30.082621,59.724677
603,153.0,38000000.0,248367.0,0,5.0,30.306247,59.929037
604,199.0,50970000.0,256131.0,0,5.0,30.319848,59.855304
605,152.5,14950000.0,98033.0,0,5.0,30.41374,59.721193
606,70.8,16000000.0,225989.0,0,14.0,30.41594,59.847268
607,227.8,36008027.0,158069.0,0,26.0,30.363012,60.044469
608,53.3,20262528.0,380160.0,0,9.0,30.145673,59.861824
609,63.5,23686198.0,373011.0,0,1.0,30.434006,59.934285
610,37.7,7540000.0,200000.0,0,4.0,30.29094,60.01074
611,63.0,6500000.0,103175.0,0,5.0,30.370072,59.806975
612,73.2,5500000.0,75137.0,0,5.0,30.244308,60.072444
613,81.5,6150000.0,75461.0,0,5.0,30.244308,60.072444
614,214.3,34500000.0,160990.0,0,17.0,30.406787,59.956219
615,91.3,12100000.0,132531.0,0,5.0,30.373172,59.935232
616,78.0,21990000.0,281924.0,0,5.0,30.306912,59.924555
617,50.45,8900000.0,176413.0,0,13.0,30.329891,60.006116
618,92.0,16500000.0,179348.0,1,5.0,30.387931,59.946626
619,244.0,35999999.0,147541.0,0,5.0,30.27663,59.959859
620,188.9,45500000.0,240869.0,0,24.0,30.459545,59.897063
621,130.7,27041830.0,206900.0,0,12.0,30.229064,59.936206
622,76.1,18990000.0,249541.0,0,4.0,30.321698,59.929096
623,74.7,19795500.0,265000.0,0,12.0,30.204962,60.033908
624,90.0,39900000.0,443334.0,0,4.0,30.325821,59.925723
625,187.5,29990000.0,159947.0,0,23.0,30.312113,60.053813
626,131.0,14410000.0,110000.0,0,14.0,30.2374,60.06923
627,89.2,19500000.0,218610.0,0,8.0,30.287922,60.019972
628,126.0,20286000.0,161000.0,0,12.0,30.485775,60.003943
629,101.2,17710000.0,175000.0,0,14.0,30.479038,60.008378
630,95.2,17136000.0,180000.0,0,14.0,30.485928,60.005072
631,75.8,14402000.0,190000.0,0,12.0,30.479038,60.008378
632,55.0,5700000.0,103637.0,0,5.0,30.311278,59.911475
633,64.66,8990000.0,139035.0,0,1.0,30.425723,59.883882
634,74.1,5600000.0,75574.0,0,5.0,30.244308,60.072444
635,290.2,34500000.0,118884.0,0,7.0,29.960773,60.094084
636,150.8,11400000.0,75597.0,0,5.0,30.244308,60.072444
637,70.8,5400000.0,76272.0,0,5.0,30.244308,60.072444
638,27.0,4815000.0,178334.0,0,5.0,30.275992,59.94431
639,152.0,34499999.0,226974.0,0,13.0,30.41594,59.847268
640,117.0,32284999.0,275941.0,0,13.0,30.379523,60.017063
641,72.5,24215000.0,334000.0,0,25.0,30.220979,59.863007
642,72.5,24215000.0,334000.0,0,25.0,30.220979,59.863007
643,77.0,23870000.0,310000.0,0,25.0,30.220979,59.863007
644,72.6,23522400.0,324000.0,0,25.0,30.220979,59.863007
645,73.2,23204400.0,317000.0,0,25.0,30.220979,59.863007
646,76.2,22707600.0,298000.0,0,25.0,30.220979,59.863007
647,93.5,28985000.0,310000.0,0,25.0,30.220988,59.861973
648,77.3,26050100.0,337000.0,0,25.0,30.220988,59.861973
649,75.7,24526800.0,324000.0,0,25.0,30.220988,59.861973
650,72.2,24114800.0,334000.0,0,25.0,30.220988,59.861973
651,72.8,23805600.0,327000.0,0,25.0,30.220988,59.861973
652,56.3,21675500.0,385000.0,0,25.0,30.220988,59.861973
653,94.2,28731000.0,305000.0,0,25.0,30.220961,59.862483
654,77.4,25696800.0,332000.0,0,25.0,30.220961,59.862483
655,72.4,24543600.0,339000.0,0,25.0,30.220961,59.862483
656,76.2,24307800.0,319000.0,0,25.0,30.220961,59.862483
657,72.5,23852500.0,329000.0,0,25.0,30.220961,59.862483
658,56.2,21356000.0,380000.0,0,25.0,30.220961,59.862483
659,49.0,5799999.0,118368.0,0,5.0,30.382047,59.965912
660,94.3,24950000.0,264582.0,0,25.0,30.196985,59.994346
662,82.0,20575000.0,250915.0,0,5.0,30.267494,59.962724
663,40.0,8999999.0,225000.0,0,6.0,30.35269,59.926381
664,232.2,37860000.0,163050.0,0,5.0,30.362284,60.043413
665,147.3,28720000.0,194977.0,0,5.0,30.362284,60.043413
666,181.0,37999000.0,209940.0,0,4.0,30.297372,59.919491
667,82.5,32000000.0,387879.0,0,6.0,30.35693,59.953822
668,241.9,79000000.0,326582.0,0,4.0,30.295755,59.931923
669,59.5,25000000.0,420169.0,0,6.0,30.346546,59.910009
670,95.6,18500000.0,193515.0,0,10.0,30.49413,59.896973
671,260.0,41980000.0,161462.0,0,12.0,30.134337,59.849071
672,107.5,26015000.0,242000.0,0,12.0,30.229064,59.936206
673,95.8,35446000.0,370000.0,0,7.0,30.304226,59.910343
674,123.7,25952260.0,209800.0,0,13.0,30.341578,59.902217
675,121.7,24108770.0,198100.0,0,13.0,30.341578,59.902217
676,109.8,23255640.0,211800.0,0,12.0,30.344551,59.902406
677,81.1,20275000.0,250000.0,0,12.0,30.229064,59.936206
678,71.0,8990000.0,126620.0,1,8.0,30.325812,59.854716
679,41.0,14990000.0,365610.0,1,8.0,30.094478,59.84273
680,38.5,3480000.0,90390.0,0,3.0,30.315679,59.959228
681,236.2,37770000.0,159907.0,0,23.0,29.961743,60.092945
682,58.9,7951500.0,135000.0,0,5.0,30.376316,59.924943
683,87.4,20500000.0,234554.0,0,27.0,30.311826,60.069068
684,61.0,16900000.0,277050.0,0,8.0,30.39651,59.944292
685,99.2,7600000.0,76613.0,0,5.0,30.29138,59.918296
686,209.7,74737080.0,356400.0,0,5.0,30.318617,59.855927
687,278.4,51409710.0,184662.0,0,5.0,30.318572,59.856469
688,195.8,50695000.0,258913.0,0,5.0,30.318572,59.856469
689,199.4,50464000.0,253080.0,0,5.0,30.319848,59.855304
690,170.5,44344000.0,260083.0,0,5.0,30.318617,59.855927
691,73.1,21033505.0,287737.0,0,9.0,30.335083,60.011441
692,38.4,11987629.0,312178.0,0,9.0,30.335083,60.011441
693,38.4,11987629.0,312178.0,0,9.0,30.335083,60.011441
694,245.2,43694640.0,178200.0,0,2.0,30.35861,60.042447
695,231.7,55051920.0,237600.0,0,2.0,30.35861,60.042447
696,214.8,51036480.0,237600.0,0,2.0,30.362266,60.042577
697,227.8,37523970.0,164724.0,0,2.0,30.362284,60.043413
698,126.4,24776730.0,196019.0,0,2.0,30.362284,60.043413
699,259.3,41858190.0,161428.0,0,2.0,30.362284,60.043413
700,147.3,28436760.0,193054.0,0,2.0,30.362284,60.043413
701,232.3,43465950.0,187112.0,0,2.0,30.362284,60.043413
702,140.0,7800000.0,55715.0,0,5.0,30.353795,59.946302
703,232.2,37484370.0,161432.0,0,2.0,30.362284,60.043413
704,50.46,17819999.0,353151.0,0,19.0,30.184849,59.942245
705,94.1,31949999.0,339533.0,0,19.0,30.184849,59.942245
706,131.71,50469999.0,383191.0,0,19.0,30.184849,59.942245
707,75.9,19000000.0,250330.0,0,2.0,30.364781,60.052272
708,72.2,12490000.0,172992.0,0,5.0,30.344812,59.939825
709,243.0,53000000.0,218107.0,0,5.0,30.297192,59.917781
710,94.4,17936000.0,190000.0,0,25.0,30.479038,60.008378
711,85.2,16614000.0,195000.0,0,25.0,30.479038,60.008378
712,77.0,15400000.0,200000.0,0,25.0,30.479038,60.008378
713,55.0,13500000.0,245455.0,0,4.0,30.345396,59.939167
714,84.0,27000000.0,321429.0,0,15.0,30.103587,59.843326
715,83.0,21900000.0,263856.0,0,25.0,30.452511,59.861711
716,57.66,13000000.0,225460.0,0,25.0,30.317961,60.069598
717,100.0,28500000.0,285000.0,0,19.0,30.196428,59.938491
718,205.0,15500000.0,75610.0,0,5.0,30.223234,59.856162
719,212.4,53100000.0,250000.0,0,4.0,30.267494,59.962724
720,73.1,21500000.0,294118.0,0,5.0,30.313326,59.936724
721,147.0,44100000.0,300000.0,0,6.0,30.302869,59.960877
722,219.0,64500000.0,294521.0,0,4.0,30.329801,59.93158
723,199.8,29900000.0,149650.0,0,9.0,30.411682,59.9507
724,47.9,6000000.0,125261.0,0,5.0,30.369327,59.927346
725,104.0,44000000.0,423077.0,0,8.0,30.297219,59.960309
726,245.0,51990000.0,212205.0,0,5.0,30.363173,59.935191
727,218.0,62130000.0,285000.0,0,2.0,30.30552,59.902912
728,29.2,8200000.0,280822.0,0,5.0,30.357586,59.930962
729,135.6,43000000.0,317110.0,0,25.0,30.24624,60.009593
730,196.9,29500000.0,149823.0,0,5.0,30.301675,59.959138
731,61.0,11500000.0,188525.0,0,18.0,30.244308,60.072444
732,217.0,80000000.0,368664.0,0,7.0,30.355762,59.939014
733,284.0,42000000.0,147888.0,0,5.0,30.211888,59.953606
734,27.0,4815000.0,178334.0,0,5.0,30.275992,59.94431
735,91.6,22900000.0,250000.0,1,25.0,30.207702,60.004708
736,71.7,18878610.0,263300.0,0,5.0,30.37654,59.925128
737,81.1,5700000.0,70284.0,0,5.0,30.30755,59.958224
738,34.6,8900000.0,257226.0,0,18.0,30.421196,59.890681
739,152.01,34500000.0,226959.0,0,13.0,30.41594,59.847268
740,57.0,12500000.0,219299.0,0,25.0,30.317961,60.069598
741,129.8,29900000.0,230355.0,0,13.0,30.41594,59.847268
742,115.3,19000000.0,164788.0,0,5.0,30.358852,59.943012
743,150.4,34500000.0,229389.0,0,13.0,30.41594,59.847268
744,129.8,29900000.0,230355.0,0,13.0,30.41594,59.847268
745,228.9,52647000.0,230000.0,0,11.0,30.249204,59.937639
746,70.0,20500000.0,292858.0,0,26.0,30.407065,59.858381
747,86.0,22500000.0,261628.0,0,4.0,30.087049,59.849609
748,110.0,11800000.0,107273.0,0,5.0,30.428894,59.716433
749,136.1,31000000.0,227774.0,0,10.0,30.264044,59.949474
750,79.0,29900000.0,378482.0,0,4.0,30.287562,59.985512
751,153.2,33000000.0,215405.0,0,18.0,30.159633,59.865325
752,78.3,13702500.0,175000.0,0,14.0,30.359041,59.808794
753,219.0,51200000.0,233790.0,0,5.0,30.322066,59.926805
754,27.7,10000000.0,361011.0,1,5.0,30.319722,59.87131
755,121.0,35590000.0,294133.0,0,2.0,29.94428,59.874612
756,113.45,30631500.0,270000.0,0,11.0,30.378714,60.018349
757,72.82,19661400.0,270000.0,0,11.0,30.378714,60.018349
758,115.3,33955850.0,294500.0,0,4.0,30.109642,59.83328
759,51.8,15300000.0,295367.0,0,16.0,30.40552,59.84819
760,120.4,33170200.0,275500.0,0,4.0,30.109642,59.83328
761,300.0,60000000.0,200000.0,0,3.0,30.263568,60.004307
762,43.0,7550000.0,175582.0,0,5.0,30.349249,59.917493
763,118.7,23680650.0,199500.0,0,4.0,30.109642,59.83328
764,87.0,29500000.0,339081.0,1,24.0,30.344947,59.906359
765,197.0,65641485.0,333206.0,0,3.0,30.245566,59.963066
766,170.0,55703849.0,327670.0,0,3.0,30.245566,59.963066
767,105.0,27350000.0,260477.0,0,8.0,30.248189,59.936846
768,107.6,29900000.0,277882.0,0,5.0,30.349869,59.928541
769,288.0,75000000.0,260417.0,0,5.0,30.232891,59.952074
770,193.5,34300000.0,177261.0,0,14.0,30.359041,59.808794
771,121.0,31000000.0,256199.0,0,24.0,30.316856,59.855877
772,94.0,30185999.0,321128.0,0,9.0,30.288622,59.903823
773,97.0,28364900.0,292422.0,0,13.0,30.379523,60.017063
774,148.0,31121999.0,210284.0,0,16.0,30.258906,60.070796
775,179.0,24165000.0,135000.0,0,27.0,30.317961,60.069598
776,210.0,27300000.0,130000.0,0,5.0,30.464324,59.962093
777,189.6,17000000.0,89663.0,0,3.0,29.786841,59.988244
778,149.79,23966400.0,160000.0,0,2.0,30.084013,59.724491
779,79.3,12840000.0,161917.0,0,5.0,30.275992,59.94431
780,150.0,51000000.0,340000.0,0,2.0,30.257136,60.028474
781,294.0,70000000.0,238096.0,0,10.0,30.232891,59.952074
782,289.6,90000000.0,310774.0,1,5.0,30.323818,59.940389
783,55.24,9390800.0,170000.0,0,2.0,30.084013,59.724491
784,97.5,16575000.0,170000.0,0,2.0,30.084013,59.724491
785,47.65,8100500.0,170000.0,0,2.0,30.084013,59.724491
786,33.27,5655900.0,170000.0,0,2.0,30.084013,59.724491
787,66.75,10012500.0,150000.0,0,2.0,30.084013,59.724491
788,82.99,19502650.0,235000.0,0,5.0,30.387724,60.026051
789,101.49,20805450.0,205000.0,0,5.0,30.387724,60.026051
790,37.28,7083200.0,190000.0,0,5.0,30.387724,60.026051
791,97.36,34076000.0,350000.0,0,5.0,30.387724,60.026051
792,128.09,42269700.0,330000.0,0,5.0,30.387724,60.026051
793,101.3,35455000.0,350000.0,0,5.0,30.387724,60.026051
794,101.58,35553000.0,350000.0,0,5.0,30.387724,60.026051
795,67.46,23611000.0,350000.0,0,5.0,30.387724,60.026051
796,96.43,33750500.0,350000.0,0,5.0,30.387724,60.026051
797,80.0,15000000.0,187500.0,0,1.0,30.290868,59.940005
798,187.92,38523000.0,204997.0,0,5.0,30.387724,60.026051
799,95.55,20065500.0,210000.0,0,5.0,30.387724,60.026051
800,183.9,40458000.0,220000.0,0,5.0,30.387724,60.026051
801,128.0,40988800.0,320225.0,0,5.0,30.387724,60.026051
802,109.0,30575999.0,280514.0,0,13.0,30.379523,60.017063
803,218.0,32700000.0,150000.0,0,5.0,30.323737,59.993293
804,58.0,7900000.0,136207.0,0,5.0,30.32495,59.917213
805,49.0,11500000.0,234694.0,0,6.0,30.345863,59.925146
806,30.4,6000000.0,197369.0,1,5.0,30.442773,59.885616
807,31.4,6700000.0,213376.0,1,5.0,30.442773,59.885616
808,43.5,9800000.0,225288.0,0,5.0,30.442773,59.885616
809,60.4,13590000.0,225000.0,0,5.0,30.442773,59.885616
810,58.9,13252500.0,225000.0,1,5.0,30.442773,59.885616
811,61.2,6120000.0,100000.0,0,9.0,30.642972,59.780568
812,52.2,6500000.0,124522.0,1,9.0,30.642972,59.780568
813,57.7,7750000.0,134316.0,0,5.0,30.32495,59.917213
814,124.8,18000000.0,144231.0,0,5.0,30.278363,59.915269
815,143.0,37343799.0,261146.0,0,13.0,30.379523,60.017063
816,167.0,43474600.0,260327.0,0,13.0,30.379523,60.017063
817,49.6,4000000.0,80646.0,0,5.0,30.356822,59.94417
818,130.0,8500000.0,65385.0,0,5.0,30.334275,59.851896
819,242.0,96800000.0,400000.0,0,8.0,30.271348,59.957012
820,96.0,21900000.0,228125.0,0,5.0,30.307235,59.928952
821,83.0,37171379.0,447848.0,0,11.0,30.322264,59.981276
822,108.0,31889500.0,295274.0,0,26.0,30.451577,59.899004
823,137.0,18495000.0,135000.0,0,2.0,30.084013,59.724491
824,201.0,32074374.0,159574.0,0,5.0,30.323737,59.993293
825,124.0,16740000.0,135000.0,0,27.0,30.317961,60.069598
826,226.0,35045499.0,155069.0,0,27.0,30.317961,60.069598
827,77.0,15000000.0,194806.0,0,25.0,30.312392,60.06927
828,289.0,119000000.0,411765.0,0,8.0,30.390096,59.951731
829,148.7,19900000.0,133827.0,0,4.0,30.263056,59.942913
830,81.1,10500000.0,129470.0,0,4.0,30.263056,59.942913
831,86.2,14350000.0,166474.0,0,5.0,30.346276,59.932374
832,84.5,8500000.0,100592.0,0,5.0,30.297354,59.856795
833,90.0,29000000.0,322223.0,0,5.0,30.363694,59.930872
834,215.0,25000000.0,116280.0,0,5.0,30.583916,59.749747
835,33.1,3500000.0,105741.0,1,9.0,30.642972,59.780568
836,50.0,5000000.0,100000.0,1,9.0,30.642972,59.780568
837,84.7,8470000.0,100000.0,1,9.0,30.642972,59.780568
838,67.7,6770000.0,100000.0,1,9.0,30.642972,59.780568
839,86.0,14300000.0,166280.0,0,5.0,30.268482,59.937675
840,55.1,22000000.0,399275.0,0,7.0,30.296402,59.952123
841,48.0,16000000.0,333334.0,0,3.0,30.359679,59.918526
842,97.3,31238200.0,321051.0,0,9.0,30.31082,59.904775
843,149.4,30000000.0,200804.0,0,3.0,30.378984,59.858367
844,104.0,32823210.0,315608.0,0,11.0,30.306768,59.903927
845,300.0,89500000.0,298334.0,0,6.0,30.344515,59.929357
