,price_per_square,full_price,rent_per_month,squares,max_floor,latitude,longitude,metro_250m,metro_500m,metro_1km,parkings_1km,rent_per_square_m,distance_to_center,Pushkinsky,Kolpinsky,Primorsky,Tsentralny,Kalininsky,Krasnogvardeysky,Admiralteysky,Vyborgsky,Frunzensky,Nevsky,Petrogradsky,Vasileostrovsky,Krasnoselsky,Kirovsky,Moskovsky,Kronshtadtsky,Kurortny,Petrodvortsovy,population,mean_distr_pps
303,380000.0,21356000.0,145716.0,56.2,25.0,30.220961,59.862483,0.0,0.0,0.0,0.0,2592.811387900356,10.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,431546,282094.2408163265
304,326578.0,18369999.0,149316.0,56.25,19.0,30.184849,59.942245,0.0,0.0,0.0,0.0,2654.5066666666667,14.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
305,385000.0,21675500.0,145716.0,56.3,25.0,30.220988,59.861973,0.0,0.0,0.0,0.0,2588.206039076377,10.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,431546,282094.2408163265
306,335569.8,16844991.8,65000.0,57.0,5.0,30.260262,59.866061,1.0,1.0,2.0,24.0,1140.3508771929824,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,335774,239969.54054054053
307,298219.0,17098000.0,114000.0,57.0,6.0,30.276782,59.942831,1.0,1.0,1.0,49.0,2000.0,3.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
308,249472.4,15060000.0,171000.0,57.0,8.0,30.393563,59.859922,0.0,1.0,1.0,40.0,3000.0,9.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
309,191665.2,11843100.0,159600.0,57.0,9.0,30.332999,60.075344,0.0,1.0,1.0,36.0,2800.0,7.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
310,189234.6,11646599.8,85500.0,57.0,14.0,30.361413,60.042586,0.0,0.0,0.0,52.0,1500.0,7.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
311,219299.0,12500000.0,151920.0,57.0,25.0,30.317961,60.069598,0.0,0.0,0.0,0.0,2665.2631578947367,6.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
312,400000.0,22840000.0,91101.8,57.1,10.0,30.429685,59.881358,0.0,0.0,0.0,0.0,1595.478108581436,13.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
313,194250.2,11810000.0,170000.0,57.2,10.0,30.408233,59.702404,0.0,0.0,0.0,47.0,2972.027972027972,16.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,189180.75698924728
314,350000.0,20160000.0,118360.0,57.6,11.0,30.338083,59.880582,0.0,0.0,0.0,0.0,2054.861111111111,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335221,284126.8703125
315,387600.0,22329636.0,128000.0,57.61,7.0,30.268635,59.943372,0.0,0.0,0.0,0.0,2221.8364867210557,4.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
316,225460.0,13000000.0,151920.0,57.66,25.0,30.317961,60.069598,0.0,0.0,0.0,0.0,2634.7554630593136,6.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
317,134316.0,7750000.0,116656.0,57.7,5.0,30.32495,59.917213,0.0,0.0,8.0,0.0,2021.7677642980932,1.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
318,292467.8,16527946.0,138960.0,57.9,18.0,30.414584,59.946324,0.0,0.0,0.0,45.0,2400.0,11.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
319,317646.0,18394822.0,56153.8,57.91,9.0,30.404316,59.938175,0.0,0.0,1.0,0.0,969.6736314971508,10.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
320,209012.8,13389300.0,55000.0,58.0,3.0,30.373405,60.073283,0.0,0.0,0.0,30.0,948.2758620689656,9.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
321,136207.0,7900000.0,116656.0,58.0,5.0,30.32495,59.917213,0.0,0.0,8.0,0.0,2011.3103448275865,1.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
322,276085.6,15339200.0,119422.0,58.0,7.0,30.332244,59.896097,0.0,0.0,0.0,40.0,2059.0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335221,284126.8703125
323,188945.0,10664100.0,70000.0,58.0,8.0,30.358655,59.946694,1.0,1.0,4.0,39.0,1206.896551724138,5.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
324,165151.6,8384676.0,70000.0,58.0,8.2,30.35048,59.94974,0.0,0.0,1.0,32.0,1206.896551724138,4.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
325,157428.4,10020500.0,151000.0,58.1,15.0,30.465483,59.895772,0.0,0.0,0.0,33.0,2598.967297762478,17.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
326,335569.8,16844991.8,150000.0,58.2,17.0,30.26382,59.852565,0.0,0.0,2.0,27.0,2577.319587628866,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,335774,239969.54054054053
327,295245.4,16689200.0,100000.0,58.27,12.0,30.341847,59.987357,0.0,1.0,1.0,58.0,1716.148961729878,4.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
328,317646.0,18702938.0,71052.0,58.88,9.0,30.404316,59.938175,0.0,0.0,1.0,0.0,1206.7255434782608,10.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
329,135000.0,7951500.0,68980.0,58.9,5.0,30.376316,59.924943,0.0,0.0,2.0,0.0,1171.137521222411,7.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
330,225000.0,13252500.0,79388.0,58.9,5.0,30.442773,59.885616,0.0,0.0,1.0,0.0,1347.8438030560271,14.77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
331,340998.8,19075200.0,135700.0,59.0,1.0,30.320018,59.911141,0.0,3.0,7.0,39.0,2300.0,1.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
332,187186.8,11130400.0,137310.0,59.0,1.0,30.474825,59.938685,0.0,0.0,0.0,36.0,2327.2881355932204,18.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
333,261865.0,15450000.0,136920.0,59.0,27.0,30.340985,60.075016,0.0,0.0,1.0,0.0,2320.677966101695,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
334,281145.0,16700000.0,118360.0,59.4,5.0,30.330403,59.957043,0.0,0.0,0.0,0.0,1992.5925925925928,2.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115757,288191.65576923074
335,420169.0,25000000.0,118360.0,59.5,6.0,30.346546,59.910009,0.0,1.0,3.0,0.0,1989.243697478992,4.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
336,254181.0,15200000.0,136920.0,59.8,28.0,30.340985,60.075016,0.0,0.0,1.0,0.0,2289.632107023412,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
337,268344.6,15946300.0,90000.0,60.0,1.0,30.216829,59.937873,0.0,0.0,0.0,60.0,1500.0,10.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
338,283334.0,17000000.0,106000.0,60.0,3.0,30.288119,59.984373,0.0,0.0,0.0,0.0,1766.6666666666667,3.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
339,275967.8,16479352.0,72000.0,60.0,4.0,30.382514,59.996803,0.0,0.0,0.0,92.0,1200.0,8.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,536794,261699.96749999997
340,290693.8,16609999.8,155000.0,60.0,5.0,30.267494,59.962724,0.0,0.0,1.0,27.0,2583.333333333333,5.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115757,288191.65576923074
341,292146.4,16492000.0,239990.0,60.0,5.0,30.305996,59.949636,0.0,0.0,0.0,39.0,3999.8333333333335,0.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115757,288191.65576923074
342,179834.0,10790000.0,131320.0,60.0,5.0,30.344336,60.072094,0.0,0.0,0.0,0.0,2188.6666666666665,7.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
343,250000.0,15000000.0,87101.8,60.0,5.0,30.379343,59.857418,0.0,0.0,1.0,0.0,1451.6966666666667,8.55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
344,338589.0,21412220.0,96000.0,60.0,6.0,30.213846,59.95229,0.0,0.0,1.0,69.0,1600.0,10.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
345,228967.4,15478900.0,75000.0,60.0,20.0,30.481985,59.953376,0.0,0.0,0.0,27.0,1250.0,18.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
346,261796.6,14851500.0,120000.0,60.0,23.0,30.366407,59.932915,0.0,0.0,2.0,44.0,2000.0,6.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
347,350000.0,21000000.0,149316.0,60.0,25.0,30.199195,60.038573,0.0,0.0,0.0,0.0,2488.6,13.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
348,337966.2,18579200.0,108000.0,60.1,13.0,30.326307,60.009606,0.0,0.0,0.0,84.0,1797.0049916805324,4.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
349,300855.2,18779800.0,150000.0,60.3,9.0,30.381095,59.924835,0.0,2.0,2.0,63.0,2487.5621890547263,7.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
350,340998.8,19075200.0,120600.0,60.3,12.0,30.305636,59.904712,0.0,0.0,1.0,57.0,2000.0,1.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
351,247470.4,14258000.0,151000.0,60.4,5.0,30.306229,59.900448,0.0,0.0,1.0,54.0,2500.0,1.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
352,225000.0,13590000.0,100188.0,60.4,5.0,30.442773,59.885616,0.0,0.0,1.0,0.0,1658.7417218543046,14.77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
353,296146.8,17130000.0,151250.0,60.5,12.0,30.302142,59.999458,0.0,0.0,2.0,71.0,2500.0,3.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
354,319994.0,19446000.0,71052.0,60.77,14.0,30.417396,59.936206,0.0,0.0,1.0,0.0,1169.1953266414348,11.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
355,229581.0,13969999.0,149316.0,60.85,19.0,30.184849,59.942245,0.0,0.0,0.0,0.0,2453.8373048479866,14.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
356,259017.0,15800000.0,142428.0,61.0,1.0,30.217601,59.835134,0.0,0.0,0.0,0.0,2334.88524590164,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,335774,239969.54054054053
357,155738.0,9500000.0,128360.0,61.0,5.0,30.317521,59.859985,0.0,0.0,3.0,0.0,2104.2622950819677,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335221,284126.8703125
358,278689.0,17000000.0,125360.0,61.0,7.0,30.304792,59.954628,0.0,0.0,1.0,0.0,2055.0819672131147,1.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115757,288191.65576923074
359,277050.0,16900000.0,58052.0,61.0,8.0,30.39651,59.944292,0.0,0.0,0.0,0.0,951.672131147541,9.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
360,257409.2,15738239.6,90000.0,61.0,8.0,30.429873,59.931612,0.0,0.0,0.0,28.0,1475.4098360655737,13.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
361,188525.0,11500000.0,166552.4,61.0,18.0,30.244308,60.072444,0.0,0.0,0.0,0.0,2730.367213114754,9.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
362,151056.6,9360000.0,146880.0,61.2,18.0,30.369282,59.806821,0.0,0.0,0.0,31.0,2400.0,9.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,189180.75698924728
363,376685.0,23199999.0,149316.0,61.59,19.0,30.184849,59.942245,0.0,0.0,0.0,0.0,2424.3546030199705,14.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
364,205654.0,12618900.0,230000.0,61.6,5.0,30.481095,60.007389,0.0,0.0,0.0,32.0,3733.7662337662337,19.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
365,304000.0,18735500.0,103000.0,61.63,13.0,30.377394,60.017499,0.0,0.0,1.0,0.0,1671.2639948077235,8.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,536794,261699.96749999997
366,177420.0,11000000.0,85766.8,62.0,4.0,30.443096,59.885002,0.0,1.0,1.0,0.0,1383.335483870968,14.82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
367,165968.0,10290000.0,131320.0,62.0,5.0,30.344336,60.072094,0.0,0.0,0.0,0.0,2118.064516129032,7.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
368,166655.6,11178000.0,60000.0,62.0,5.0,30.405978,59.719555,0.0,0.0,0.0,21.0,967.741935483871,15.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,189180.75698924728
369,227173.2,14099800.0,120000.0,62.0,9.0,30.36329,59.835179,0.0,0.0,0.0,43.0,1935.483870967742,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335221,284126.8703125
370,298388.0,18500000.0,141116.0,62.0,22.0,30.160765,59.861973,0.0,0.0,0.0,0.0,2276.064516129032,17.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,431546,282094.2408163265
371,378406.0,23499000.0,103032.0,62.1,5.0,30.381742,59.872471,0.0,1.0,1.0,0.0,1659.1304347826087,8.43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
372,197263.0,12250000.0,128360.0,62.1,6.0,30.317117,59.924722,2.0,5.0,7.0,0.0,2066.988727858293,0.79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
373,321165.6,20164049.6,87220.0,62.3,9.0,30.402672,60.011356,0.0,0.0,1.0,40.0,1400.0,10.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,536794,261699.96749999997
374,430770.0,26880000.0,127960.0,62.4,5.0,30.30172,59.990165,1.0,1.0,2.0,0.0,2050.641025641026,2.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
375,190750.0,13938500.0,180000.0,62.4,25.0,30.279998,59.844669,0.0,0.0,0.0,23.0,2884.6153846153848,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,335774,239969.54054054053
376,184714.0,11600000.0,116920.0,62.8,10.0,30.364799,60.043848,0.0,0.0,0.0,0.0,1861.783439490446,8.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
377,220351.0,13838000.0,151920.0,62.8,23.0,30.319785,60.077463,0.0,0.0,0.0,0.0,2419.108280254777,7.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
378,420000.0,26451600.0,146360.0,62.98,9.0,30.307568,59.985804,0.0,0.0,1.0,0.0,2323.912353127977,2.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
379,280119.4,16235200.0,202000.0,63.0,5.0,30.328175,59.931833,1.0,1.0,5.0,24.0,3206.3492063492063,1.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
380,123810.0,7800000.0,116640.0,63.0,5.0,30.350444,59.838055,0.0,1.0,1.0,0.0,1851.4285714285716,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335221,284126.8703125
381,103175.0,6500000.0,113400.0,63.0,5.0,30.369282,59.806821,0.0,0.0,0.0,0.0,1800.0,9.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,189180.75698924728
382,103175.0,6500000.0,113400.0,63.0,5.0,30.370072,59.806975,0.0,0.0,0.0,0.0,1800.0,9.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,189180.75698924728
383,225883.8,14165739.6,189000.0,63.0,6.0,30.443869,59.900128,0.0,0.0,0.0,22.0,3000.0,14.76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
384,344999.2,19713200.0,70000.0,63.0,16.0,30.310128,59.987226,0.0,0.0,0.0,84.0,1111.111111111111,2.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
385,223015.2,15296999.8,138600.0,63.0,22.0,30.450517,59.903986,0.0,0.0,0.0,41.0,2200.0,15.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
386,342671.8,20123200.0,130000.0,63.0,24.0,30.33723,59.934605,0.0,1.0,2.0,32.0,2063.492063492064,2.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
387,301110.0,19000000.0,69000.0,63.1,9.0,30.386458,59.874277,0.0,0.0,1.0,0.0,1093.502377179081,8.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
388,219303.0,13838000.0,151920.0,63.1,23.0,30.321285,60.081722,0.0,0.0,0.0,0.0,2407.606973058637,7.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
389,345324.0,21203200.0,101280.0,63.3,22.0,30.309041,59.928492,0.0,0.0,2.0,38.0,1600.0,0.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
390,373011.0,23686198.0,116996.4,63.5,1.0,30.434006,59.934285,0.0,0.0,1.0,0.0,1842.462992125984,13.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
391,329650.0,20945961.0,111040.0,63.54,1.0,30.35128,59.967502,0.0,1.0,2.0,0.0,1747.5605917532264,4.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,536794,261699.96749999997
392,243711.0,15500000.0,128360.0,63.6,6.0,30.352726,59.931846,0.0,1.0,6.0,0.0,2018.238993710692,4.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
393,160126.0,10200000.0,113400.0,63.7,25.0,30.375507,59.802929,0.0,0.0,0.0,0.0,1780.2197802197802,9.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,189180.75698924728
394,233517.6,15640106.8,159650.0,63.86,8.0,30.241901,60.041251,0.0,0.0,0.0,63.0,2500.0,9.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
395,150000.0,9585000.0,109000.0,63.9,5.0,30.418779,59.87924,0.0,0.0,0.0,0.0,1705.790297339593,12.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
396,387600.0,24775392.0,106000.0,63.92,7.0,30.268635,59.943372,0.0,0.0,0.0,0.0,1658.3229036295368,4.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
397,239654.6,16041744.0,100000.0,64.0,12.0,30.36674,59.998409,1.0,1.0,2.0,70.0,1562.5,6.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,536794,261699.96749999997
398,241434.0,15500000.0,133944.4,64.2,9.0,30.233529,59.949956,1.0,1.0,1.0,0.0,2086.361370716511,8.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
399,303276.8,18331999.4,110000.0,64.3,9.0,30.186466,59.861593,0.0,0.0,0.0,45.0,1710.7309486780716,14.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,431546,282094.2408163265
400,144617.0,9640400.0,116010.0,64.45,3.0,30.469489,59.952006,0.0,0.0,0.0,23.0,1800.0,17.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
401,139035.0,8990000.0,109000.0,64.66,1.0,30.425723,59.883882,0.0,0.0,1.0,0.0,1685.7407980204146,12.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
402,84877.0,5500000.0,150780.8,64.8,5.0,30.472355,59.929687,0.0,0.0,1.0,0.0,2326.864197530864,17.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
403,226493.2,14199800.0,130000.0,65.0,1.0,30.362015,59.807106,0.0,0.0,0.0,23.0,2000.0,8.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263732,189180.75698924728
404,300855.2,18779800.0,140000.0,65.0,1.0,30.385784,59.924406,1.0,2.0,2.0,60.0,2153.846153846154,8.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
405,274718.4,16498000.0,46800.0,65.0,2.0,30.307298,60.000294,0.0,0.0,0.0,68.0,720.0,3.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
406,115385.0,7500000.0,151360.0,65.0,5.0,30.304873,59.926607,0.0,0.0,0.0,0.0,2328.6153846153848,0.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
407,286322.8,16390000.0,190000.0,65.0,5.0,30.319111,59.90815,1.0,3.0,7.0,40.0,2923.076923076923,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335221,284126.8703125
408,280119.4,16235200.0,65000.0,65.0,5.0,30.334275,59.934758,1.0,1.0,4.0,24.0,1000.0,2.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
409,223077.0,14500000.0,123020.0,65.0,5.0,30.354559,59.943791,0.0,0.0,4.0,0.0,1892.6153846153843,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
410,153077.0,9950000.0,106000.0,65.0,7.0,30.283187,59.983265,0.0,0.0,0.0,0.0,1630.7692307692307,3.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
411,256165.4,17135200.0,130000.0,65.0,9.0,30.270656,60.055767,0.0,0.0,0.0,30.0,2000.0,7.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
412,286647.6,18259200.0,65000.0,65.0,13.0,30.316443,59.977084,0.0,0.0,1.0,106.0,1000.0,2.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115757,288191.65576923074
413,287433.8,17579200.0,150000.0,65.0,17.0,30.347174,59.909084,0.0,1.0,2.0,70.0,2307.692307692308,4.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
414,328602.4,22079200.0,105488.0,65.0,24.0,30.313047,59.907988,0.0,0.0,4.0,67.0,1622.8923076923077,1.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155981,277500.88611111115
415,233517.6,15640106.8,130000.0,65.4,9.0,30.237427,60.033976,0.0,0.0,0.0,96.0,1987.767584097859,9.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
416,297710.0,19500000.0,109000.0,65.5,5.0,30.396699,59.85365,1.0,1.0,1.0,0.0,1664.12213740458,10.39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
417,298798.2,19712640.0,196000.0,65.5,8.0,30.198647,60.032322,0.0,0.0,0.0,10.0,2992.3664122137407,13.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699243,279766.9102439024
418,269742.8,18695280.0,200000.0,65.7,17.0,30.368294,60.040177,0.0,0.0,0.0,55.0,3044.1400304414,8.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
419,235563.0,15500000.0,109020.0,65.8,5.0,30.368141,59.935367,0.0,0.0,1.0,0.0,1656.838905775076,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200654,254919.1581632653
420,193322.4,12576000.0,138500.0,66.0,1.0,30.312392,60.06927,0.0,0.0,0.0,58.0,2098.4848484848485,6.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
421,332785.6,24086260.0,140000.0,66.0,19.0,30.203112,59.930791,0.0,0.0,0.0,20.0,2121.212121212121,12.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,206680,261970.0192
422,294562.0,19500000.0,126920.0,66.2,16.0,30.329397,60.075151,0.0,0.0,1.0,0.0,1917.2205438066464,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
423,317645.0,21050334.0,71052.0,66.27,9.0,30.404316,59.938175,0.0,0.0,1.0,0.0,1072.159348121322,10.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366971,222474.55818181817
424,120664.0,8000000.0,157578.8,66.3,5.0,30.474753,59.873202,0.0,0.0,1.0,0.0,2376.7541478129715,18.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547896,218420.79166666666
425,241003.0,16002534.0,133944.4,66.4,15.0,30.255618,60.06975,0.0,0.0,0.0,0.0,2017.234939759036,8.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,541590,225573.17423312887
426,266080.2,16699800.0,127000.0,66.6,5.0,30.383655,59.872042,0.0,1.0,1.0,91.0,1906.9069069069071,8.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413983,245996.38888888888
