latitude;longitude
30.2330294;60.0144931
30.4550758;60.0369653
30.4578004;60.0374692
30.3997413;59.8266784
30.4158571;59.8344884
30.4059868;59.8319413
30.3568326;59.7280123
30.4254046;59.8321921
30.4252819;59.8325203
30.3428301;59.7249932
30.3460673;59.7295603
30.4459402;60.034489
30.4461344;60.0349968
30.4097813;59.7142999
30.3685482;59.7313484
30.4440686;59.7324209
30.4433938;59.7322529
30.4398496;59.732859
30.4393965;59.7235484
30.4052096;59.7153808
30.353383;59.7288367
30.398631;59.7188025
30.356005;59.7288353
30.4059268;59.8322928
30.4045524;59.8322824
30.1821068;59.8319731
30.1812347;59.8316253
30.1734017;59.8435178
30.1760757;59.8430534
30.1772668;59.8432282
30.182496;59.8355469
30.1844344;59.8346803
30.2658579;59.9506976
30.4481544;60.0349579
30.4479733;60.0339335
30.4476706;60.0341503
30.4476695;60.034322
30.4477936;60.0344847
30.1835776;59.8370641
30.1826506;59.832426
30.1841002;59.833897
30.1795406;59.833803
30.3086428;59.9183718
30.1824334;59.8338076
30.1751662;59.8380951
30.2264829;59.9825321
30.3390399;59.8122105
30.4399456;59.6818376
30.431045;59.6841055
30.424328;59.7319046
30.4335368;59.7218266
30.4315643;59.7226891
30.4315177;59.6900188
30.4292516;59.6895621
30.2499345;59.9890964
30.2507292;59.9887815
30.2857645;59.985308
30.4215536;59.7281435
30.4164816;59.7223066
30.4177322;59.7222026
29.9647473;60.0793853
29.9621851;60.0821478
29.9628486;60.0813444
30.425129;59.7279484
30.2031241;59.9386578
30.4019939;59.8339138
30.2290371;60.0172711
30.453668;60.0357966
30.4499187;60.0364194
30.4496742;60.0348796
30.3171815;60.0386495
29.9190685;59.8682983
30.1160862;59.8444079
30.1752514;59.8566796
30.5451492;59.8303479
30.3797158;59.9147325
30.3937458;59.9430773
30.4170609;59.6946781
30.1667831;59.8473437
30.1750757;59.8517702
30.1750226;59.8495293
29.9425597;60.1273246
30.5096264;59.867309
30.5110732;59.8662428
30.165496;59.857966
30.17476;59.8538308
30.1692282;59.8580675
30.1701106;59.8585864
30.1772349;59.8564684
30.1783529;59.8567658
30.1773801;59.8474657
30.1773767;59.8474112
30.3117789;59.8956451
30.1569829;59.851649
30.1577879;59.847831
30.1568957;59.8478314
30.1674914;59.8589265
30.1674217;59.8587531
30.1655616;59.8584682
30.1685687;59.8593803
30.1707862;59.8581564
30.1707292;59.8582137
30.1704486;59.8592743
29.951165;59.8494731
29.9458498;59.8589524
29.9456795;59.8589696
29.9446475;59.8591332
29.9419183;59.8580759
29.9430615;59.8579056
29.9462632;59.8586046
29.9464352;59.8588985
29.9432852;59.859158
29.9421477;59.8595507
29.9415582;59.8596399
29.9435437;59.8578386
29.9442793;59.857722
29.9450035;59.8576146
29.9457606;59.8575533
29.9384143;59.857916
29.9352958;59.8575491
29.9362149;59.858962
29.9358186;59.8601196
29.9357378;59.8598562
29.9356577;59.8596091
29.9355766;59.8593694
29.9355739;59.8593485
29.935425;59.8588795
29.935411;59.8588611
29.935312;59.858534
29.9352279;59.8582879
29.9351552;59.8580425
29.9350143;59.8575776
29.9348745;59.8571478
29.937669;59.8566839
29.9358431;59.8568862
29.9368297;59.8567539
29.935955;59.8570707
29.9382281;59.8606667
29.938007;59.8606796
29.9377824;59.8592292
29.939004;59.8600153
29.9389485;59.8600252
29.9395058;59.8601838
29.9362166;59.8605807
29.9434667;59.8595205
29.9429141;59.8593908
29.9428558;59.8594002
29.9442264;59.8592416
29.9436846;59.8583325
29.9431776;59.8583692
29.9421983;59.8585125
29.9414429;59.8598241
29.9367836;59.8555026
29.9363209;59.8553989
29.9371182;59.8554351
29.9375577;59.8554385
29.9368052;59.8553966
30.1467419;59.9895069
30.4403479;59.7025044
29.982446;60.1255721
30.3642697;59.8517438
30.3908511;59.855516
30.389227;59.8541095
30.4109535;59.8429429
30.4118212;59.8422892
30.4173065;59.8446412
30.3529246;59.7205645
30.4363588;60.0318039
30.2774194;59.9629678
30.3651427;59.9334983
30.309403;59.9706766
30.3092331;59.9706909
30.2389941;60.0266741
30.2389941;60.0266741
30.393809;59.7431761
30.2689804;59.9968769
30.2756834;59.9939597
30.2759951;59.9959616
30.2531492;59.9957813
30.2544411;59.9973217
30.2546669;59.9999818
30.4533324;59.7306913
30.4526392;59.7306969
30.4533161;59.7313472
30.3886327;60.0114179
30.3890044;60.0119635
30.4062483;59.7373443
30.4627484;59.6848261
30.4645085;59.6848658
30.2000713;59.9304984
30.3059988;59.9346557
30.3080229;59.9355994
30.3071341;59.9352576
30.3084169;59.9352748
30.3083837;59.9346437
30.3083672;59.9343179
30.3069188;59.9349112
30.306676;59.9349916
30.3064904;59.9335937
30.3073861;59.9341864
30.3626952;59.9304558
30.4310087;59.9658985
30.4625024;59.681548
30.4638011;59.6809963
30.3208152;60.0324944
30.4746164;59.6836832
30.4711902;59.6842511
30.463844;59.6820934
29.9979704;60.1447037
30.4370732;60.0116093
30.3216661;59.8538462
30.444235;59.8710118
30.3201705;59.8822967
30.3156276;59.8421158
30.3162789;59.8416605
30.3165029;59.842128
30.3182954;59.8410374
30.3188234;59.8409474
30.3360086;59.8311488
30.3408171;59.8312284
30.3517381;59.8328517
30.3518008;59.8328465
30.2558275;59.8706436
30.469248;59.989908
30.3935145;59.7029904
30.4099292;60.0368783
30.4041117;60.0081914
30.2463201;60.0371246
30.3371661;59.9875179
30.2173006;60.0346769
30.3501012;59.8274594
30.4342149;59.9355833
30.4051793;60.0460123
30.4347787;59.8680255
30.3849815;59.933761
29.946438;59.8752657
29.9247944;59.8772256
29.6947925;60.020672
30.3545815;59.8526082
30.0566061;59.7326983
30.4182478;59.9555712
30.4431152;59.9757272
30.4380566;60.003122
30.437624;60.0030973
30.3254536;59.9795077
30.2472603;59.8438171
30.2143144;59.8434346
30.2257035;59.8410536
30.2253763;59.8408244
30.2264792;59.8399649
30.2267508;59.840051
30.2279498;59.8392695
30.2288722;59.838216
30.2279278;59.8387993
30.0898817;59.719051
30.4205701;60.0363346
30.3904602;60.0503759
30.3868208;60.0512685
30.2575986;60.0006242
30.2627731;59.9999484
30.267419;59.9998774
30.264456;59.9996645
30.2683271;59.9992279
30.3052795;59.9344403
30.3089488;59.9312381
30.3096539;59.9314001
30.285106;60.0343313
30.3639979;59.9494178
30.347628;59.8805116
30.32095;59.9122518
30.3208636;59.9123802
30.3208608;59.9127876
30.2874144;59.940846
30.2898523;59.9415337
30.2291192;60.0330042
30.2277108;60.0341899
30.2349405;60.0293097
30.233409;60.0306094
30.2324401;60.0314209
30.2323267;60.0315159
30.2297392;60.0337139
30.2294761;60.0339324
30.2312459;60.0311931
30.2322225;60.0303674
30.2332103;60.0296131
30.4351483;59.930462
30.4350927;60.0263664
30.2477003;59.9867784
30.506095;59.9440913
30.5055165;59.9441333
30.4810645;59.8770114
30.4805191;59.8771841
30.480324;59.87697
30.4297869;60.0165121
30.4297869;60.0165121
30.4838294;60.0156136
30.2528724;60.0520819
30.2808958;60.0591017
30.2036059;59.9309553
30.2511563;59.9214171
30.1584611;59.865889
30.1633823;59.8654939
30.1593757;59.8663095
30.1539947;59.8679331
30.1539693;59.867554
30.155098;59.8671733
30.3853131;59.8919221
30.4573711;59.9796428
30.4567664;59.9709557
30.4586144;59.9631783
30.458554;59.9787014
30.31269;60.0660149
30.2445174;59.8767034
30.2456523;59.8769716
30.2462967;59.8768912
30.2443079;59.8746988
30.2449348;59.876356
30.2452138;59.8754589
30.245594;59.875976
30.3869995;60.0535965
30.3439477;59.9385151
30.3379855;60.0122606
30.1612988;59.8210418
30.2255473;59.9855053
30.4333206;60.0278769
30.239663;59.9554596
30.2138761;59.9407247
30.2161805;59.9368826
30.4133724;59.9947824
30.4112759;60.0392246
30.3716121;59.9492007
30.4202242;59.8683811
30.3246627;60.0004224
30.3755617;60.0078989
30.3103002;60.0585714
30.3003569;59.9670516
30.3872449;59.8652092
30.4313494;59.9254359
30.4143375;59.9689213
30.4113096;59.9744154
30.3865874;59.9812314
30.2893043;59.9591903
30.3323956;60.0374632
30.3392284;60.0360412
30.3166167;60.0450814
30.2784611;60.0107778
30.2763495;60.0071958
30.2647769;60.0040902
30.4606722;59.9889871
30.2575182;59.9897979
30.3197432;60.0371722
30.328313;60.0262607
30.2116125;59.9937072
30.4406262;60.0012889
30.4628341;59.9194212
30.3424803;60.0485621
30.343876;60.0482782
30.3424892;60.0493951
30.3436438;60.049154
30.3688323;60.0078516
30.3699405;60.0083244
30.262848;60.0011286
30.4273452;59.9937536
30.3982186;59.8505853
30.3446637;60.0318598
30.3230957;59.989231
30.4299253;59.9318899
30.2060013;59.8616036
30.2314671;59.9694967
30.4023025;59.8755951
30.2399962;59.944632
30.3874154;59.8532066
30.4658704;59.8528456
30.3569502;59.8616631
30.2586574;59.9878586
30.3003354;60.003425
30.2999379;59.999246
30.4066917;60.016502
30.4418466;59.9325515
30.2277474;59.8423512
30.2272077;59.8407109
30.4173009;59.8705349
30.2723591;60.0756295
30.2457582;59.9560211
30.3448424;60.0533116
30.3238102;59.9801421
30.3620806;60.0083088
30.3978248;60.0088688
30.4647771;59.9215542
30.4706347;59.9226494
30.4807;59.9127547
30.2928469;59.8500403
30.3179026;60.040672
30.2704171;59.9681477
30.4804822;59.90934
30.4350318;59.8682407
30.4410525;59.8685859
30.4946786;59.8948981
30.5753853;59.8154078
30.3177381;60.0439564
30.2584745;60.1025165
30.4196551;59.9941964
30.5054259;59.8327581
30.4968973;59.8354569
30.4276282;59.8490932
30.4642235;59.9208616
30.2002261;59.8547891
30.1988337;59.8553476
30.4032769;59.8626647
30.3822962;60.0022252
30.3440913;59.956881
30.3255768;60.0301773
30.3278116;60.0302731
30.3440765;59.9945123
30.5628959;59.8141795
30.4761245;59.9365423
30.3480294;59.8718397
30.47512;59.9158317
30.4638166;59.9185358
30.4614445;59.9185142
30.4589847;59.9146413
30.3406195;60.0142116
30.3879445;59.9262799
30.4622696;59.9110786
30.196389;59.8527055
30.197897;59.8522167
30.4606897;59.906761
30.194384;59.8501139
30.1962618;59.850124
30.4099458;59.9535538
30.1937044;59.8512075
30.4705565;59.8860034
30.2584541;60.0161544
30.3794981;59.8282443
30.4225709;59.8582948
30.4217929;59.8927014
30.2655854;60.0068232
30.2285207;59.9857918
30.2274167;59.986459
30.2257437;59.9883878
30.3014543;59.9081055
30.21066;60.0284325
30.4776398;59.8839373
30.2187158;59.8530347
30.2280336;59.8592283
30.2388858;59.8545159
30.400922;59.7985546
30.3092434;60.0573844
30.0672093;59.8546669
30.065989;59.8564969
30.3781644;59.7088866
30.3544231;59.8690758
30.3540833;59.8696915
30.0660734;59.8571284
30.3092593;59.8804599
30.3191356;59.881963
30.3450964;59.9287736
30.3319829;60.0587355
30.2032716;59.8575055
30.4767254;59.8766203
30.3445097;59.8440036
30.3536586;59.8457219
30.3382516;59.8491427
30.3304397;59.937891
30.3350796;59.9737686
30.4097541;59.9225152
30.3177175;59.8255444
30.3175941;59.824901
30.3176492;59.8231679
30.3174101;59.8293443
30.317445;59.8282025
30.4212064;59.912867
30.4225381;59.9022817
30.3974516;59.9084926
29.9020281;59.884659
30.341901;59.9139767
29.6859434;60.2315154
29.8929239;59.8721494
30.037789;59.855292
30.0707402;59.8524949
29.9764407;59.86724
30.0467599;59.8607506
30.0454777;59.8603598
29.8624952;59.8788
30.2568021;59.9850823
30.2580463;59.9850853
30.2812276;59.8535281
30.2806987;59.852691
30.2814083;59.8522524
30.267873;59.854159
30.3945563;59.8392068
30.3898743;60.0264657
30.2990714;59.9667973
30.3239734;59.8220786
30.3240434;59.8209627
30.5953342;59.7468446
30.3227789;59.9060562
30.4140429;59.8265894
30.4230462;59.8285478
30.2986951;59.8395586
30.0947628;59.852281
30.097417;59.8525173
30.0920916;59.851622
29.9191768;59.8709859
30.4542629;59.9409522
30.4389954;59.8366447
30.4413841;59.8341327
30.4396411;59.8341822
30.4394246;59.8364796
30.4363621;59.84054
29.9719326;60.0958767
29.9719582;60.0959717
30.2110876;59.8633503
30.2102355;59.8621862
30.2093144;59.8609457
30.207144;59.8610003
30.4744763;59.9669866
30.4759801;59.9667199
30.0436694;59.8528762
30.4748419;59.8918243
30.2198381;59.985567
30.2157787;59.986745
30.3920764;59.9491567
30.4811657;59.9665488
30.4823268;59.9686506
30.2446895;59.8479158
30.2683746;59.7608311
30.2700106;59.7602343
30.3455813;59.8314305
30.4603624;59.8791217
30.0515839;59.7176057
30.3234975;59.7782487
30.0291055;59.8495528
29.8610274;59.8785591
30.4461877;59.9188038
30.456623;59.9037782
30.0910854;59.7448624
30.4584682;59.9223273
30.3211697;59.8075242
30.5833922;59.7352949
30.1625063;59.8037833
30.185131;59.8391183
30.1054422;59.9968382
30.3629337;59.9209134
30.4156594;60.0191219
30.4836653;59.9235207
30.4827253;59.9235882
30.2366592;59.9270373
30.4863472;59.900995
30.0070921;59.8401721
30.1999616;60.0065291
30.5001214;59.8304334
30.5015406;59.8274634
30.5037548;59.8341048
30.4630648;59.9185519
30.2875056;59.9710087
30.2547782;59.9329791
30.2539646;59.9357359
30.2530766;59.9328151
30.1998144;59.9869556
30.5639215;59.8113076
30.2549789;59.9304108
30.2587497;59.9318934
30.3269827;59.9258892
30.4137037;59.728182
30.3353505;59.9321886
30.298789;60.0289756
30.3562614;59.7278801
30.4303471;59.9257373
30.3426693;59.981675
30.3685587;59.946317
30.2457092;59.9380037
30.2457567;59.9366103
30.2103041;59.9930465
30.2003902;59.9921571
30.2067581;59.9837205
30.1933989;59.985464
30.2033055;59.9881235
30.2805507;59.8465114
30.3642449;59.8334847
30.3644952;59.8448069
30.4587621;59.9810205
30.4575251;59.9810233
30.394719;59.9413989
30.3437137;59.885388
30.3515811;59.8659327
30.4019702;59.7271201
30.3261703;59.9255765
30.2995205;59.9050829
30.3416991;59.9865246
30.4499802;59.9384444
29.8539776;59.8683313
30.3092519;59.8522457
30.376452;60.0192624
30.2841018;60.0168108
30.6101085;59.7410042
30.2674114;60.0018498
30.2883694;60.0152943
30.6120686;59.7353811
30.3754493;59.9315356
30.4179585;59.7423586
30.3234779;60.0442613
30.3585612;59.8961868
30.3497508;60.0449709
30.2853423;59.8134811
29.7750572;59.99845
30.2261214;59.8514841
30.4299315;60.0255506
30.2475597;60.0081738
30.2450059;59.9859916
30.255894;59.8411115
30.2164377;59.847908
30.31418;59.9871068
30.3199128;59.9862475
30.2163402;59.8498855
30.267919;59.8514668
30.2685819;59.8514704
30.2182748;59.8528296
30.4869623;59.9294474
30.5019256;59.9267952
30.4786035;59.9277874
30.4454669;59.9184215
30.3082555;60.0673062
30.3085421;60.0671904
30.3131594;60.0662777
