WKT	NAME	NAME_EN	NAME_RU	WATERWAY	OSM_TYPE	OSM_ID
"LINESTRING (30.510766 59.792832,30.5111098 59.7927621,30.5113917 59.7927227,30.5116959 59.7927189,30.5120841 59.7927294,30.5125076 59.7927299,30.5130195 59.7926671,30.5133257 59.7926565,30.5135493 59.7926968,30.5137244 59.7927606,30.5138199 59.7928436,30.5138455 59.792951,30.513773 59.793071,30.5135822 59.7932592,30.5132733 59.7934794,30.5131148 59.7936318,30.5130024 59.7937907,30.5129242 59.7939755,30.5129166 59.794094,30.5129509 59.7941831,30.5130444 59.7942821,30.5131913 59.7943574,30.5134687 59.794427,30.5137456 59.7944784,30.5139294 59.7945388,30.5140029 59.7945983,30.514 59.7946583,30.5139553 59.7947373,30.5138655 59.7948195,30.5136942 59.7949003,30.5134743 59.7949552,30.5131586 59.7949885,30.5128887 59.7949984,30.5125639 59.7949735,30.5122819 59.7949108,30.5119664 59.794792,30.5116625 59.7947009,30.5114646 59.7946826,30.5113076 59.7947224,30.5110546 59.7948447,30.5108508 59.7949931,30.5107896 59.7951506,30.5107572 59.7952982,30.5107869 59.7954249,30.5108544 59.7955226,30.511026 59.7956108,30.5112541 59.7956877,30.5117597 59.7957738,30.5121185 59.7958555,30.5124534 59.7960317,30.5126191 59.7961563,30.5127603 59.7962887,30.5128384 59.796443,30.5128432 59.7966483,30.5127869 59.7969615,30.5127336 59.797095,30.512644 59.7972024,30.5124935 59.7973308,30.5124167 59.7975215,30.5123901 59.7979284,30.5123963 59.7980969,30.512451 59.7982475,30.5127771 59.798678,30.5129394 59.7988821,30.51309 59.7990326,30.513453 59.799358,30.513555 59.7995282,30.5135842 59.799712,30.5135245 59.7998542,30.5134026 59.7999692,30.513241 59.8000838,30.512949 59.8001648,30.5125663 59.8002722,30.5125677 59.8002826,30.5124692 59.8003932,30.512584 59.8005748,30.51276 59.8006331,30.5131793 59.8007407,30.5135659 59.8008162,30.5139481 59.8008772,30.5142236 59.8009233,30.5144588 59.8009972,30.5146764 59.8011023,30.5148637 59.8012319,30.5150512 59.8013815,30.5154728 59.8017766,30.5157733 59.8021218,30.5159162 59.8022872,30.5161089 59.8026458,30.5162775 59.8029222,30.5163882 59.8030175,30.5165987 59.8030822,30.5169139 59.8030973,30.5172206 59.803069,30.5175333 59.8029975,30.5178281 59.8029061,30.5180965 59.8028648,30.5184141 59.8028676,30.5187419 59.8029237,30.5190835 59.8030185,30.5194551 59.8031494,30.5197322 59.8032849,30.5198782 59.8034381,30.5199696 59.803591,30.5200734 59.8038941,30.5200926 59.8045421,30.5201533 59.8051083,30.5201467 59.8053574,30.5201076 59.8055657,30.5199611 59.805752,30.5196364 59.8060548,30.5195151 59.8062441,30.5194653 59.8064096,30.5194357 59.8066323,30.5194953 59.8069032,30.5196192 59.8071933,30.5199786 59.8073878,30.5203487 59.8075332,30.5211332 59.8076738,30.5216754 59.8076676,30.5229263 59.8073796,30.5239457 59.807238,30.5248209 59.8072981,30.5252104 59.8075494,30.5248087 59.8097764,30.5248198 59.8099803,30.5249355 59.8101243,30.5251083 59.8101818,30.5253496 59.8101947,30.5256565 59.8101164,30.5266398 59.8098911,30.5269618 59.8098374,30.5272012 59.8098387,30.5274273 59.8098784,30.5276059 59.8099989,30.5277509 59.8101559,30.52786 59.8103172,30.5279676 59.8105056,30.5281283 59.8106519,30.5284499 59.8108282,30.528765 59.8109701,30.5291259 59.8110577,30.5295411 59.8111478,30.5301386 59.8112303,30.530728 59.811276,30.5314432 59.8113236,30.5319078 59.8113885,30.5321705 59.8114535,30.5324048 59.8115588,30.5325429 59.8116804,30.5325859 59.8117994,30.5325608 59.8119481,30.532461 59.8121242,30.5322367 59.8123183,30.5319659 59.8124641,30.5316214 59.812581,30.531262 59.8126593,30.5309697 59.8126808,30.530605 59.8127199,30.5300137 59.8128431,30.5295128 59.8129566,30.5291125 59.8130758,30.5288627 59.8132277,30.528668 59.8134585,30.5285705 59.8136728,30.5285736 59.8139492,30.5287521 59.8144493,30.5288434 59.8148902,30.5290077 59.8151938,30.5292093 59.8155096,30.5294184 59.8158148,30.5295187 59.8160942,30.5295168 59.8163068,30.5294379 59.8164954,30.529241 59.8167226,30.5289341 59.8170171,30.5285805 59.8173581,30.5284858 59.8174883,30.5284523 59.8176475,30.5284886 59.8178013,30.5285772 59.8179705,30.5286837 59.8180868,30.528881 59.8182001,30.5298251 59.8184806,30.5306475 59.8187305,30.5311583 59.8189588,30.5316554 59.819202,30.5322929 59.8198148,30.5328748 59.8210209,30.5328977 59.8212142,30.5328882 59.8213885,30.5327732 59.8216646,30.5324186 59.8218707,30.532076 59.8219698,30.5315141 59.8220865)"	Славянка	Slavyanka		river	way	"37436315"
"LINESTRING (30.5098153 59.7663528,30.5100674 59.7665276,30.5102061 59.7665887,30.5102702 59.7666929,30.5102383 59.7667386,30.5101447 59.7667609,30.5097756 59.766856,30.5096469 59.7669208,30.509655 59.7669881,30.5097823 59.7670168,30.5100207 59.7670205,30.5103126 59.767034,30.5104529 59.7670655,30.5105701 59.767108,30.5105996 59.7672623,30.5106565 59.7675016,30.510569 59.7676987,30.5105261 59.7683353,30.5105325 59.7684342,30.5106104 59.7685755,30.5106752 59.768661,30.510761 59.7687035,30.5108979 59.7686975,30.5110201 59.7686408,30.5112165 59.7685371,30.5113672 59.7683828,30.5115265 59.7682822,30.5117604 59.7681298,30.5118876 59.7681046,30.5119814 59.7681093,30.5120888 59.768137,30.5121542 59.7681836,30.5121531 59.7682559,30.5121456 59.7683281,30.5121488 59.7684278,30.5122068 59.768607,30.512409 59.7689302,30.5126815 59.7691594,30.5130715 59.769449,30.5131402 59.7695786,30.5130972 59.7697471,30.5129084 59.7698768,30.5127625 59.7699978,30.5120329 59.7701533,30.511784 59.7701706,30.5115523 59.7701231,30.5113806 59.7699935,30.5111403 59.7699935,30.5108571 59.770054,30.5106768 59.7701231,30.5105824 59.7702268,30.5105567 59.7703997,30.5107112 59.7705595,30.5109 59.7706589,30.5109885 59.7707597,30.5112261 59.7709485,30.511578 59.7711429,30.5120329 59.7713417,30.5123419 59.771454,30.5127797 59.771601,30.5131058 59.7716917,30.5134406 59.7717349,30.5138611 59.7717565,30.5140671 59.7717911,30.514205 59.7718478,30.5142332 59.7719027,30.5142114 59.7719726,30.5137753 59.77288,30.5136122 59.772988,30.5133891 59.7730355,30.5130801 59.7730615,30.5128655 59.7731263,30.5127368 59.773217,30.5127797 59.7733294,30.5132088 59.7736923,30.5132689 59.7737615,30.5131402 59.7738306,30.5130028 59.7738306,30.5126595 59.7736318,30.5124878 59.773567,30.5123076 59.7735886,30.5121359 59.7736966,30.5119385 59.7738695,30.511887 59.7740726,30.5119299 59.7742281,30.5120844 59.7744053,30.5122304 59.7745349,30.5124793 59.7746688,30.5127453 59.7747336,30.5130114 59.7748201,30.5132947 59.7750058,30.5134577 59.7752608,30.5135092 59.7754595,30.5134234 59.7756151,30.5133032 59.7757447,30.5131144 59.7758311,30.5129427 59.7759175,30.5128655 59.7759996,30.5128655 59.776099,30.5129685 59.7762934,30.5129599 59.7763625,30.5129771 59.7764792,30.5130887 59.7765408,30.5141141 59.7763788,30.5145049 59.776302,30.5146094 59.776156,30.514452 59.7760928,30.5142989 59.7760169,30.5144105 59.7759564,30.5146814 59.7759117,30.5150628 59.7758311,30.5153718 59.7757404,30.5158009 59.7757101,30.5162215 59.7756496,30.5164618 59.7756496,30.5165895 59.7756854,30.5166834 59.7757178,30.5167365 59.7757576,30.5169933 59.7759406,30.517229 59.7760616,30.517388 59.7761292)"	Славянка			river	way	"37436494"
"LINESTRING (30.5101945 59.7568355,30.5102924 59.7569778,30.5103276 59.7570874,30.5102945 59.7571894,30.5100533 59.7572726,30.5096684 59.7573411,30.5094325 59.7573976,30.5088221 59.7576941,30.5086029 59.7578536,30.508497 59.7580137,30.5083597 59.758115,30.5081633 59.7581798,30.508114 59.7583462,30.5081974 59.7584543,30.5083618 59.7585422,30.508447 59.7586551,30.508447 59.7587675,30.5085225 59.7589113,30.508585 59.7590308,30.5085335 59.759161,30.5083471 59.759232,30.5081014 59.7592663,30.5079474 59.7593146,30.507901 59.7594163,30.5080118 59.7595252,30.5082427 59.7596342,30.508567 59.7596051,30.5089935 59.7594068,30.509218 59.7593537,30.5094132 59.7593658,30.509583 59.7593741,30.5096969 59.7594802)"	Славянка			river	way	"37436625"
"LINESTRING (30.4843115 59.7307503,30.4844949 59.7311445,30.484718 59.7315641,30.4847009 59.7316766,30.4844949 59.7318107,30.4843146 59.7320963,30.4842647 59.7324732,30.4842808 59.7325746,30.4843125 59.7327812,30.4844949 59.7331345,30.4846665 59.7333422,30.4850924 59.7339944,30.485335 59.7344443,30.4855828 59.7347568,30.4857287 59.7350326,30.4859883 59.7352846,30.4862641 59.7358307,30.486632 59.7364157,30.4868781 59.7365049,30.4870419 59.7367959,30.4870601 59.7370121,30.4871814 59.7371327,30.4872618 59.7372462,30.4873359 59.7373782,30.4875333 59.7375382,30.4878165 59.7376637,30.4886233 59.7381308,30.4887263 59.7383514,30.4887564 59.738498,30.4885718 59.7388002,30.488177 59.739104,30.4879024 59.7393722,30.4878594 59.7396015,30.4880998 59.739822,30.4884946 59.74022,30.4889323 59.740726,30.4890611 59.7409206,30.489413 59.7412061,30.4895503 59.7413791,30.4894988 59.7414483,30.4893186 59.7414915,30.4891812 59.7414915,30.4890525 59.7415002,30.4889752 59.741604,30.4890181 59.7416689,30.4892671 59.7418765,30.4893402 59.7421116,30.4894604 59.7423263,30.4896754 59.7425332,30.4898471 59.742686,30.4901037 59.7427499,30.4903878 59.7427287,30.4905731 59.7426317,30.4910135 59.7425084,30.4913816 59.7423741,30.4918108 59.7421578,30.4921934 59.7421806,30.4926816 59.7422672,30.4931769 59.7423049,30.4934429 59.7422958,30.4937225 59.7423934,30.4944119 59.742708,30.494917 59.7433039,30.4956659 59.743671,30.4961916 59.743909,30.4966929 59.7440919,30.496878 59.7441506,30.4972288 59.7444065,30.4973984 59.7445494,30.4976337 59.7446437,30.4977612 59.7447944,30.4979391 59.7450051,30.4981162 59.7451171,30.4983606 59.7451456,30.4985368 59.7451849,30.4986827 59.7453146,30.4984939 59.7454228,30.4983136 59.7455525,30.4981334 59.7457471,30.498039 59.7459287,30.4980218 59.7461077,30.4980986 59.7462781,30.4983266 59.746427,30.4985972 59.7465353,30.4988592 59.7465795,30.4991906 59.7466384,30.4994283 59.7466811,30.4994994 59.7467338,30.499612 59.7467785)"	Славянка			river	way	"37436627"
"LINESTRING (30.559143 59.8094965,30.5592473 59.809989)"				stream	way	"37693267"
"LINESTRING (30.3439114 59.9916128,30.3437948 59.9915208,30.3437428 59.9914798,30.3437072 59.9914467,30.3436643 59.9914051,30.3436241 59.9913608,30.3435826 59.9913011,30.343565 59.9912616,30.3435611 59.9912166,30.343565 59.9911744,30.3437798 59.9905531,30.3439579 59.9900991)"				drain	way	"38118540"
"LINESTRING (30.3437561 59.9916832,30.3436181 59.9916289,30.343565 59.991605,30.3435355 59.9915875,30.3434765 59.9915567,30.3434443 59.9915352,30.343427 59.9915112,30.3433934 59.9914842,30.3433531 59.991448,30.343321 59.9913984,30.3432941 59.9913353,30.3432861 59.9912562,30.3432968 59.9912052,30.3433487 59.9910448,30.3434198 59.9908775,30.3434983 59.9906751,30.3436472 59.9902932,30.3437072 59.990132,30.3437347 59.9900875)"				drain	way	"38118541"
"LINESTRING (30.6157331 59.7477387,30.6156204 59.7477408,30.6152037 59.7477394,30.6017055 59.746827,30.6012891 59.7467991,30.5984063 59.7466435)"	Комсомольский канал		Комсомольский канал	canal	way	"40420755"
"LINESTRING (30.5547567 59.7979012,30.5548769 59.7980221,30.5549455 59.7983891,30.5551515 59.7988813,30.5552889 59.799054,30.5555807 59.799231,30.5558811 59.7993994,30.5560527 59.7995505,30.5560442 59.7998139,30.5560184 59.8002802,30.5560184 59.8005608,30.5561729 59.8008846,30.5563703 59.8010875,30.5565162 59.8012602,30.5565506 59.8015279,30.5565506 59.8018819,30.5566707 59.8022705,30.5567995 59.8026806,30.556851 59.8028921,30.5568767 59.8030864,30.5567995 59.8032548,30.5566364 59.8034274,30.5564886 59.8036395,30.5564886 59.8038563,30.5564759 59.8039775,30.5566407 59.8040476,30.556831 59.8041242,30.556869 59.8042517,30.5564886 59.8044112,30.5563744 59.8045005,30.5565139 59.8046025,30.5566915 59.8047365,30.5569324 59.804864,30.5571607 59.8050298,30.5573889 59.8051574,30.5576299 59.8052913,30.557744 59.8053742,30.5580503 59.8056484,30.5580737 59.8057824,30.5581878 59.80591,30.5584161 59.806063,30.5586443 59.8062543,30.5587204 59.8063691,30.5587086 59.8064453,30.5586521 59.8065222,30.5585685 59.8065989)"				stream	way	"41824995"
"LINESTRING (30.5936852 59.7918286,30.5943743 59.7923687,30.5945061 59.7929366,30.5942095 59.7933717,30.5924384 59.7948803,30.5920266 59.7954688,30.5918208 59.7963469)"	Ижора	Izhora	Ижора	river	way	"45094259"
"LINESTRING (30.5918208 59.7963469,30.5926032 59.7971389,30.593221 59.7975119,30.5940118 59.7976113,30.5957582 59.7975699,30.5969197 59.7976901,30.5978506 59.7980257,30.5999706 59.7992099,30.6014422 59.8000355,30.6024802 59.8006736,30.6028262 59.8012123,30.6034413 59.8041133)"	Ижора	Izhora	Ижора	river	way	"45094260"
"LINESTRING (30.5138917 59.7850241,30.5143208 59.7852789,30.514647 59.7854344,30.5148694 59.7856054,30.5150203 59.7857627,30.5150925 59.785867,30.5151706 59.7860564,30.5152974 59.7862026,30.5154556 59.7863507,30.5156678 59.7864765,30.5159844 59.7866096,30.5164659 59.7867727,30.5168712 59.7868582,30.5171426 59.7869044,30.5173049 59.786963,30.517417 59.787036,30.5174782 59.7871664,30.5174288 59.7872787,30.5171778 59.7874062,30.516824 59.7874806,30.5164681 59.7875551,30.5162737 59.7877034,30.5161685 59.7879049,30.5159961 59.788082,30.5158072 59.7882634,30.5149318 59.7888767,30.5146657 59.7889976,30.5143996 59.7891229,30.5143104 59.7892152,30.5143223 59.7892748)"	Славянка			river	way	"45094261"
"LINESTRING (30.5743542 59.7789357,30.5748263 59.7791409,30.5750531 59.7793536,30.575132 59.7795378,30.5750317 59.7796965,30.5748639 59.7798267,30.5743933 59.7799989,30.5741074 59.7801372,30.5740017 59.7803202,30.574086 59.7805476,30.5743987 59.7811923,30.5745167 59.7815865,30.5746225 59.7818652,30.5748493 59.7819321,30.5751374 59.7819435,30.5753643 59.7819618,30.5755666 59.7820083,30.5757666 59.7820968,30.5760386 59.7822324,30.5761244 59.7823134,30.5762226 59.7824234,30.5761459 59.7825186,30.5758831 59.7826455,30.5758363 59.782765,30.5756727 59.7829432,30.5754592 59.7830855,30.5752983 59.7831584,30.575198 59.7832172,30.5751589 59.7832786,30.5752355 59.7833373,30.5753804 59.7833778,30.5755263 59.7833973,30.5756566 59.7833805,30.575765 59.7833366,30.5758927 59.7833306,30.5760091 59.7833447,30.576118 59.783367,30.5762387 59.7834102,30.5763379 59.7834318,30.5764919 59.7834365,30.5768031 59.7834756,30.5769789 59.7835358,30.5770836 59.7836127,30.5771759 59.7837929,30.5776415 59.784266,30.577699 59.7844462,30.5780143 59.784536,30.578187 59.7845785,30.5782771 59.7846494,30.5785936 59.7848249,30.5787932 59.7850118,30.5789891 59.7855125,30.5785385 59.7861604,30.5792466 59.7864412,30.5798259 59.7861172,30.5803409 59.7861388,30.5806842 59.7859445,30.5810061 59.7859553,30.5812421 59.7861604,30.5813923 59.786452,30.5819073 59.7867543,30.5824223 59.7876937,30.5826583 59.7879259,30.5830067 59.7880265,30.5834738 59.788042,30.584332 59.7878449,30.5845895 59.7876829,30.5849114 59.7876829,30.5852118 59.7878665,30.5852118 59.7881472,30.5854693 59.7890218,30.5861345 59.7896372,30.5864563 59.7906521,30.5867997 59.7909005,30.5877653 59.7909976,30.5888236 59.7912178,30.589946 59.7917284,30.5900475 59.7920227,30.590718 59.7922845,30.5909541 59.7924329,30.5910882 59.7924464,30.591292 59.7923871,30.5911579 59.7922764,30.5913434 59.7922419,30.5919924 59.7923148,30.5922928 59.7920989,30.5930667 59.7919426,30.5936852 59.7918286)"	Попова Ижорка			stream	way	"45094263"
"LINESTRING (30.6181184 59.7703596,30.6181401 59.7705272,30.6182974 59.7707475,30.6186002 59.7710264,30.6189844 59.7713407,30.6190582 59.7715452,30.6189881 59.7717535,30.6187591 59.7719785,30.6185375 59.7722816,30.6184747 59.7724898,30.6186815 59.7732354,30.6188145 59.7734307,30.6189523 59.7735936)"	Малая Ижорка			river	way	"45094283"
"LINESTRING (30.6192664 59.7759962,30.6182766 59.7763272,30.6180217 59.7764834,30.6178555 59.776673,30.617874 59.7768831,30.618066 59.7771117,30.6185055 59.7774817,30.61862 59.7776918,30.6186163 59.7779167,30.6184428 59.778164,30.6176856 59.778731,30.6173901 59.7791103,30.6171796 59.779575,30.6165185 59.780235,30.6155877 59.7809097,30.6143456 59.7817494,30.6129691 59.7834006,30.612175 59.7840716,30.6113218 59.7846925,30.6107759 59.786181,30.6104787 59.7867215,30.6093225 59.788086,30.6090803 59.788559,30.608779 59.7896698,30.6085389 59.7901171,30.6079057 59.7906436,30.6070884 59.7914263,30.6062078 59.7920114,30.6058465 59.7924497,30.6056818 59.7928283,30.6058588 59.7933033,30.6059715 59.7937621,30.6057891 59.7940725,30.6054619 59.7943073,30.604743 59.7945313,30.6041637 59.7946878,30.6036702 59.7948633,30.603418 59.7951439,30.6033697 59.7953976)"	Большая Ижорка	Bolshaya Izhorka		river	way	"45094284"
"LINESTRING (30.5037906 59.7516268,30.5036318 59.7516869,30.5034462 59.7518135,30.5032745 59.7519259,30.5030031 59.7520174,30.5027349 59.7520264,30.5025391 59.7520615,30.5024076 59.752168,30.5023705 59.7522867,30.5024256 59.7524085,30.5025755 59.7525005,30.502718 59.7525265,30.5028794 59.7525249,30.5030864 59.7525018,30.5032566 59.7524859,30.5033994 59.7525153,30.5035656 59.7525644,30.5035965 59.7526955,30.5035656 59.7527994,30.5034254 59.7529286,30.5032597 59.7530111,30.5028214 59.75303,30.5026059 59.7530839,30.5024636 59.7531751,30.5024598 59.7533134,30.5026694 59.7534098,30.5029435 59.7535043,30.5032169 59.7535442,30.5034737 59.7535923,30.5036761 59.7535704,30.5038311 59.7534637,30.5040188 59.7534719,30.5042209 59.7535041,30.5045024 59.7535689,30.5048033 59.7535986,30.5050151 59.7536026,30.5051723 59.753653,30.5055179 59.7539271,30.5056013 59.7540098,30.5055845 59.7540964,30.5057116 59.7542581,30.505666 59.7544501,30.5054544 59.7545987,30.5053088 59.7547183,30.5050892 59.7548122,30.5047937 59.7548798,30.5045008 59.7549104,30.5043025 59.7549159,30.5041688 59.7549737,30.5040958 59.7550394,30.5040793 59.7551496,30.5040412 59.7552351,30.5041181 59.7553296,30.5045365 59.7553411,30.5050288 59.7553764,30.5053866 59.755435,30.5057501 59.7554549,30.5061087 59.7553768,30.5063911 59.755286,30.5066571 59.75522,30.5070517 59.7550966,30.5072286 59.7549101,30.5073062 59.7548133,30.5075162 59.7547468,30.5078354 59.7547109,30.5081787 59.7547737,30.5084122 59.7547481,30.5086396 59.7547429,30.5088896 59.7548021,30.5090991 59.7549311,30.5092394 59.7551211,30.5094028 59.7553724,30.5094073 59.7556451,30.5092082 59.7558425,30.5089832 59.7560139,30.5088547 59.7561666,30.5085967 59.7563139,30.5084069 59.7564151,30.5082695 59.7565233,30.5082261 59.7566462,30.5082582 59.7567658,30.5083638 59.7568916,30.508655 59.7569383,30.5089821 59.756929,30.5092119 59.756821,30.5095874 59.7567887,30.5098584 59.7567668,30.5100679 59.756806,30.5101945 59.7568355)"	Славянка			river	way	"45094299"
"LINESTRING (30.5211526 59.7812916,30.520965 59.7813057,30.5208074 59.7812652,30.5206045 59.7811319,30.5203813 59.780661,30.520213 59.7805007,30.5198995 59.7804088,30.5195544 59.7804403,30.5191881 59.7804721,30.5190732 59.7805083,30.5190229 59.780572,30.5190261 59.7806973,30.5191081 59.780916,30.5191537 59.7810186,30.5192453 59.7810877,30.5196566 59.7812121,30.5198336 59.7812733,30.5198803 59.7814105,30.5195469 59.7821361,30.519459 59.7823737,30.5193319 59.7825903,30.5191593 59.7826806,30.5184062 59.7826637,30.5182056 59.7826228,30.5179383 59.782375,30.5177849 59.7821287,30.5175717 59.782048,30.5173986 59.7820186,30.5168904 59.7820021,30.5166133 59.7819802,30.5165042 59.7819977,30.5164023 59.7820396,30.5163161 59.7820985,30.516256 59.7822324,30.5162732 59.7825089,30.5164314 59.7828002,30.5166701 59.7831385,30.516845 59.7834349,30.516996 59.7837153)"	Славянка			river	way	"45094300"
"LINESTRING (30.2002634 59.7996547,30.2001762 59.7997278,30.2001445 59.7998133,30.2002154 59.8000436,30.2002638 59.8001769,30.2001212 59.8008743,30.2000703 59.8010976,30.2000009 59.8012465,30.1999383 59.8013343,30.1998699 59.801385,30.1997215 59.8014109,30.1993875 59.8014132,30.1991435 59.8014813,30.1988845 59.8015212,30.1987721 59.8016053)"	Дудергофский ручей			river	way	"45205315"
"LINESTRING (30.3184052 59.9086376,30.3138954 59.9086934,30.3131569 59.9086933,30.2876704 59.9090321,30.2607731 59.9092443,30.2599408 59.9093491)"	Обводный канал	Obvodny Canal	Обводный канал	canal	way	"45205335"
"LINESTRING (30.3325755 59.9130514,30.3251527 59.9103327,30.3219512 59.9091147,30.3207753 59.9087756,30.3201317 59.9086962,30.3195008 59.908642,30.3184052 59.9086376)"	Обводный канал	Obvodny Canal	Обводный канал	canal	way	"45205336"
"LINESTRING (30.6000856 59.7511398,30.6005618 59.7513279,30.6008064 59.7516585,30.6007997 59.7520126,30.6006102 59.7522864,30.6001572 59.7527346,30.5998688 59.7528798,30.5991933 59.7531579,30.5984108 59.7536683,30.5976858 59.7545106,30.5966644 59.7554442,30.5963349 59.7559047,30.5963596 59.7563695,30.5969692 59.757137,30.5973399 59.7574233,30.5978918 59.7579959,30.5980033 59.7581783,30.5980502 59.758255,30.5982319 59.7586792,30.5982796 59.7589632,30.598113 59.759269,30.5972501 59.7605394,30.5971798 59.7607518,30.5970854 59.761443,30.5971504 59.7617072,30.5972737 59.7619762,30.5973421 59.762269,30.5972384 59.7625391,30.5970168 59.7628305,30.5963795 59.763422,30.5962313 59.7637226,30.5961218 59.7643598,30.5959031 59.7647283,30.5954716 59.765131,30.5950354 59.765454,30.5945324 59.7657473,30.5939324 59.7660362,30.5923654 59.7666809,30.5920851 59.7668551,30.5918674 59.7670225,30.591687 59.7671916,30.5916497 59.7673241,30.5916351 59.7673661,30.5916676 59.7678899,30.5918453 59.7684958,30.5920677 59.7689348,30.5921292 59.7691937,30.5920319 59.7694643,30.5918289 59.7699427,30.5920183 59.7702289,30.5924302 59.7704528,30.593081 59.7707348,30.5933693 59.7709712,30.5935258 59.7712035,30.5933199 59.7715726,30.5928668 59.7719002,30.5924632 59.7720827,30.5915982 59.7722362,30.5907827 59.772315,30.5875947 59.7722279,30.5866638 59.7722279,30.5859142 59.7723564,30.5856753 59.7725596,30.5856918 59.7728002,30.5859471 59.7730531,30.5863425 59.7733185,30.5865567 59.7735466,30.5868368 59.7742641,30.5871334 59.7746,30.5877182 59.7751183,30.5879571 59.7754666,30.5880807 59.775844,30.5880725 59.7762131,30.5879818 59.7765489,30.5876771 59.7770673,30.5872405 59.7775068,30.586705 59.7779546,30.5863178 59.7784895,30.5864579 59.7788378,30.5868945 59.779128,30.5879242 59.7795095,30.588575 59.7799158,30.5887727 59.7803056,30.588855 59.7808612,30.5892834 59.7812675,30.5899259 59.781454,30.5910051 59.7815992,30.5920348 59.7817899,30.5925455 59.782022,30.5928256 59.7823288,30.5928668 59.7826895,30.5926609 59.7835394,30.592249 59.7841862,30.5916229 59.7846298,30.5907827 59.7848287,30.5898765 59.7847914,30.5891104 59.7845966,30.5884761 59.78458,30.5881466 59.7848246,30.5881384 59.7851272,30.5884349 59.7854713,30.5891022 59.7857739,30.5902143 59.7859688,30.5912522 59.7860973,30.5923149 59.7864082,30.5936659 59.7870383,30.5948768 59.787457,30.5961124 59.7876767,30.5978259 59.7877015,30.5989133 59.7878342,30.5994487 59.7880207,30.5996217 59.788257,30.5994817 59.7886052,30.5987403 59.7888414,30.5975129 59.7892767,30.5968703 59.7896539,30.5941354 59.7909388,30.5937565 59.791258,30.5936082 59.7916268,30.5936852 59.7918286)"	Ижора	Izhora		river	way	"45584840"
"LINESTRING (30.4638276 59.706444,30.4637569 59.7065749,30.4637665 59.7066261,30.4638145 59.706682,30.4637108 59.7068293,30.463718 59.7069028,30.4637775 59.707007,30.4638447 59.707201,30.4639285 59.7073027,30.4640286 59.7073741,30.4640794 59.7074244,30.4640688 59.7074754,30.4637291 59.7075689,30.4636824 59.7076301,30.4637374 59.7077305,30.4636705 59.7077957,30.4636059 59.707875,30.4636578 59.7079398,30.4637752 59.7080303,30.4638013 59.7081598,30.4639093 59.7082681,30.4640487 59.7085617,30.4640233 59.7086712,30.4641782 59.708905,30.4641545 59.7090195,30.4642004 59.7092126,30.4643121 59.7095237,30.4644347 59.7097186,30.4646311 59.7098717,30.4649009 59.709964,30.4651051 59.7100318,30.4653715 59.7100991,30.4659165 59.7101573,30.4679524 59.7110594,30.4682191 59.7110869,30.468373 59.7111677,30.4685438 59.7113662,30.4685946 59.7114252)"	Славянка			river	way	"45600781"
"LINESTRING (30.4649577 59.7013614,30.4649028 59.7014029,30.464872 59.7014256,30.4648588 59.7014383,30.4648452 59.7014513,30.4648183 59.701521,30.4647794 59.7015616,30.4647191 59.7015886,30.4646635 59.701607,30.4646158 59.7016231,30.4645679 59.7016585,30.4645447 59.7016827,30.4645293 59.7017178,30.4645179 59.7017375,30.4645287 59.7017592,30.4645582 59.7017764,30.464595 59.7018024,30.4645997 59.7018295,30.4645776 59.7018813,30.4645481 59.7019371,30.4645005 59.7019976,30.4644596 59.7020619,30.4644093 59.7021681,30.4643485 59.7022648,30.4643221 59.7023075,30.4642953 59.7023433,30.4642571 59.7023934,30.4642223 59.7024383,30.4641958 59.7024856,30.4641873 59.7025301,30.4641893 59.7025637,30.4641954 59.7025873,30.4642023 59.7026145,30.4642262 59.7026539,30.4642645 59.7026932,30.4643161 59.7027383,30.4643336 59.7027561,30.4643661 59.7027984,30.4643894 59.7028519,30.4643881 59.7028767,30.4643516 59.7029181,30.4643168 59.7029553,30.4642913 59.7029959,30.4642826 59.7030342,30.4642437 59.7030964,30.4642148 59.7031434,30.46419 59.7031829,30.4641639 59.7032371,30.4641522 59.7032868,30.4641555 59.7033414,30.4641773 59.7034005,30.464207 59.7034487,30.464251 59.7035385,30.4642684 59.7035987,30.4642712 59.7036414,30.4642537 59.7036833,30.4642357 59.7037849,30.4642269 59.7038748,30.4642093 59.7039286,30.4641893 59.7039911,30.4641652 59.7040378,30.4641361 59.7040978,30.4641169 59.7041356,30.4640914 59.7041731,30.4640627 59.7042149,30.464041 59.704255,30.4640219 59.7042962,30.4640096 59.7043439,30.4640043 59.7043876,30.464004 59.7044377,30.4640033 59.7045005,30.4640378 59.7046074,30.4640432 59.7047367,30.4640432 59.7048368,30.4640655 59.704932,30.4640727 59.7050222,30.4640418 59.7051257,30.4640192 59.7052181,30.4639949 59.7053225,30.4639636 59.705423,30.4639547 59.7054842,30.4639627 59.7055532,30.4639694 59.7056439,30.4639622 59.7057503,30.4639386 59.7058157,30.4639167 59.7058676,30.4638916 59.7059273,30.4638839 59.7059734,30.4638836 59.7060701,30.4638674 59.7061359,30.4638608 59.7062304,30.4638397 59.7063021,30.4638286 59.7063637,30.4638286 59.7064077,30.4638303 59.7064291)"	Славянка			river	way	"45600782"
