WKT	NAME	NAME_EN	NAME_RU	WATERWAY	OSM_TYPE	OSM_ID
"LINESTRING (30.4515805 59.6871794,30.4516582 59.6871562)"				drain	way	"315616381"
"LINESTRING (30.4817172 59.7001148,30.4817293 59.7001192,30.4819848 59.700343,30.482253 59.7004459,30.4824998 59.7005596,30.4825427 59.7007219,30.4824247 59.7007923,30.4824783 59.7010251,30.4825963 59.7011983,30.4828109 59.701404,30.4829718 59.7015988,30.4830577 59.701864,30.4830125 59.7022205,30.4831075 59.7026159,30.4831768 59.7027756,30.4831887 59.7028031,30.4833302 59.7030355)"	Ручей Белой Берёзы			stream	way	"315726043"
"LINESTRING (30.4816476 59.7000751,30.4817172 59.7001148)"	Ручей Белой Берёзы			stream	way	"315726328"
"LINESTRING (30.4793415 59.6892883,30.4793505 59.6893305)"	Ручей Белой Берёзы			stream	way	"315730846"
"LINESTRING (30.4782361 59.6963521,30.4783427 59.6963889)"	Ручей Белой Берёзы			stream	way	"315730847"
"LINESTRING (30.4776224 59.6947839,30.4775623 59.6948351)"	Ручей Белой Берёзы			stream	way	"315730848"
"LINESTRING (30.4752183 59.6958747,30.4742656 59.6959401)"				drain	way	"315730850"
"LINESTRING (30.4783427 59.6963889,30.4784256 59.696479,30.4785591 59.6966418,30.4791564 59.6972962,30.4795768 59.6977549)"	Ручей Белой Берёзы			stream	way	"315730858"
"LINESTRING (30.5419814 59.7805795,30.5489321 59.7784646)"				drain	way	"316224913"
"LINESTRING (30.530663 59.7833547,30.5348129 59.7820826)"				drain	way	"316224914"
"LINESTRING (30.5319504 59.7835869,30.541638 59.7806389)"				drain	way	"316224922"
"LINESTRING (30.5121815761324 59.8618489926032,30.5121286 59.8619277)"				stream	way	"316768470"
"LINESTRING (30.4356983 59.7051011,30.4356928 59.7050921,30.4356921 59.7050827,30.435696 59.7050735,30.4357044 59.7050651,30.4357167 59.7050581,30.4357321 59.7050528,30.4357497 59.7050496,30.4357683 59.7050488,30.4357867 59.7050503,30.4358037 59.7050542)"	Тярлевский водовод			stream	way	"318846559"
"LINESTRING (30.4358218 59.7050428,30.4358131 59.7050217,30.4357981 59.7049468)"	Сброс Тярлевского водовода в Гуммолосарский ручей			drain	way	"318846561"
"LINESTRING (30.4292225 59.7067301,30.4294736 59.7068447)"				drain	way	"318846563"
"LINESTRING (30.4314648 59.705914,30.4318543 59.7060617,30.4320293 59.7060289,30.4321957 59.7061542)"				drain	way	"318846564"
"LINESTRING (30.4358218 59.7050428,30.4359322 59.7050082,30.4376917 59.7036226,30.4384857 59.7029623,30.4398053 59.7021234,30.4411827 59.7009488)"	Тярлевский водовод			stream	way	"318846565"
"LINESTRING (30.4295986 59.7068977,30.429693 59.7069366)"				drain	way	"318846570"
"LINESTRING (30.4294736 59.7068447,30.4295986 59.7068977)"				drain	way	"318846571"
"LINESTRING (30.4353203 59.7052246,30.4354407 59.7051852,30.4356166 59.7051353,30.4356983 59.7051011)"	Тярлевский водовод			stream	way	"318846572"
"LINESTRING (30.4351231 59.7051554,30.4352571 59.7051077)"				stream	way	"318846574"
"LINESTRING (30.4216731 59.710345,30.4217558 59.7103151,30.4220347 59.7101961,30.4222147 59.7102094)"				drain	way	"318846575"
"LINESTRING (30.3819951 59.709255,30.3820746 59.7092854)"	Таицкий водовод			stream	way	"318847319"
"LINESTRING (30.3820746 59.7092854,30.3835288 59.7098843,30.3842044 59.7101781)"	Таицкий водовод			stream	way	"318847322"
"LINESTRING (30.3801042 59.8239051,30.3806291 59.8239709,30.3807275 59.8239873,30.3808136 59.8239898,30.3808571 59.8239359,30.3809408 59.8238919)"				drain	way	"319782551"
"LINESTRING (30.4973014 59.9073278,30.4970538 59.9073919,30.4968564 59.9075007,30.4967515 59.9075506,30.4967124 59.9075679,30.496697 59.9076094,30.4967053 59.9076504,30.4967468 59.9076837,30.4967527 59.9077098,30.4967645 59.9077591,30.4968211 59.9077829,30.4968839 59.9077852,30.4969775 59.9077924,30.4970402 59.9078078,30.4970639 59.9078351,30.4970367 59.9078636,30.497058 59.907907,30.4970923 59.9079307,30.4971281 59.9079692,30.4971366 59.9080171,30.4971236 59.908083,30.4971331 59.9081305,30.497203 59.9081769,30.4973107 59.9082346,30.4973332 59.9082685,30.4973261 59.9083023,30.497287 59.9083374,30.4972302 59.9083665,30.4971958 59.908405,30.4971899 59.908446,30.4972344 59.9084794,30.4973161 59.9085115,30.497365 59.9085485,30.4973658 59.9085707,30.4973212 59.908616,30.4972776 59.9086588,30.4973028 59.9086966,30.4974049 59.9087461,30.4973711 59.9087744,30.497425 59.9088293,30.4974386 59.9088832,30.4974407 59.9089944,30.4974737 59.909094,30.4975311 59.9091554,30.4975606 59.909209)"				stream	way	"320725391"
"LINESTRING (30.3420439 59.8054089,30.3417827 59.8056322,30.341673 59.8057383,30.3416336 59.8058246,30.341628 59.8059604,30.3417152 59.8062108,30.3419824 59.8073241,30.3420021 59.8074443,30.3418137 59.8078659,30.341704 59.8082054,30.3416486 59.8084891,30.3415971 59.8086057,30.3415661 59.8086934,30.341538 59.8089041,30.3414631 59.8090073)"				drain	way	"320843260"
"LINESTRING (30.2600242 60.0756146,30.2559898 60.0759154)"				drain	way	"321034013"
"LINESTRING (30.5253196 59.7184816,30.527004 59.7188495,30.5274761 59.7190388,30.5276638 59.7190848,30.5280393 59.7192363,30.5287796 59.7193769,30.5288869 59.719431,30.5291444 59.7194824,30.5292785 59.7195501,30.5294287 59.7195852,30.5295145 59.7196312,30.5296433 59.7196718,30.5300081 59.7197881,30.5301046 59.7198503,30.5301154 59.7198909,30.5300188 59.7204886,30.5299652 59.7205914,30.5299115 59.7206428,30.529874 59.7207104,30.5299008 59.7208619,30.5304994 59.7210682,30.5312768 59.7213707,30.532564 59.7218686,30.5327303 59.7219246,30.5331612 59.722095,30.5332964 59.7222569,30.5334823 59.7225338,30.5338288 59.722798,30.5339555 59.7229727,30.5341837 59.7230749,30.5345217 59.7232027,30.5347076 59.7233646,30.5348512 59.7235223,30.5348306 59.7236626,30.5349979 59.7238012,30.5352897 59.7241638,30.5356244 59.7244409,30.5358096 59.7248777,30.5360127 59.7250254,30.5365864 59.7250705,30.5370883 59.7251459,30.5374886 59.7253386,30.5382328 59.7256398,30.5385523 59.7258083)"	Попова Ижорка			stream	way	"322685449"
"LINESTRING (30.392826 59.7127962,30.3916139 59.7122589,30.3923201 59.7118475)"				stream	way	"327205656"
"LINESTRING (30.4509796 59.6900228,30.4511096 59.6899818)"	Старошалейный водовод			drain	way	"327205657"
"LINESTRING (30.4493085 59.6907534,30.4494858 59.6906751)"	Старошалейный водовод			drain	way	"327205658"
"LINESTRING (30.4494858 59.6906751,30.4497755 59.6905435)"	Старошалейный водовод			drain	way	"327205663"
"LINESTRING (30.4466083 59.6918997,30.4467764 59.6918342)"	Старошалейный водовод			drain	way	"327205664"
"LINESTRING (30.4467764 59.6918342,30.4484817 59.6911149)"	Старошалейный водовод			drain	way	"327205665"
"LINESTRING (30.4589765 59.6945993,30.4591597 59.6946005,30.4592043 59.6946167,30.4592428 59.6946059,30.4592803 59.6945973,30.4593074 59.6946032,30.4593592 59.6945926,30.4593884 59.6945786,30.4594151 59.6945724,30.4594433 59.6945409,30.4595111 59.694502,30.4595478 59.6944709,30.4595943 59.6944458,30.4596329 59.6944165,30.4596648 59.6943896,30.4596907 59.6943695,30.4597465 59.6943376,30.4597828 59.6943143,30.4598148 59.6942952,30.4599733 59.6942298,30.4601185 59.6941772,30.460234 59.6941492,30.4604138 59.6941146,30.4606407 59.6940853,30.4607838 59.6940663,30.4609492 59.6940465,30.4609975 59.6940424,30.4610431 59.6940167,30.4611471 59.6940046,30.4613915 59.6939758)"	перелив Фонтанного пруда			stream	way	"328525597"
"LINESTRING (30.4588537 59.6945955,30.4589765 59.6945993)"	перелив Фонтанного пруда			stream	way	"328525598"
"LINESTRING (30.4484609 59.6962878,30.4484868 59.6962606,30.4484985 59.6962337,30.4485038 59.6962107,30.4484993 59.6961887,30.448485 59.6961606,30.4484542 59.6961152,30.4483884 59.6960652,30.4483201 59.6959654)"				stream	way	"328525601"
"LINESTRING (30.425778 59.7052431,30.4264009 59.705421,30.426648 59.7054949,30.4268003 59.7055616,30.4270071 59.7056572,30.4270502 59.7056978,30.4271766 59.705763,30.4272944 59.7058181,30.4273806 59.705876,30.4274141 59.7058933,30.4275012 59.7059383,30.4274938 59.7060099,30.4276506 59.706005)"	Белозерской ручей			stream	way	"328525603"
"LINESTRING (30.4256375 59.7052046,30.425778 59.7052431)"				stream	way	"328525604"
"LINESTRING (30.4276506 59.706005,30.4284779 59.7058601,30.4288272 59.7057514,30.4293761 59.7056014,30.4300103 59.7055547,30.4303167 59.705427,30.4315112 59.7051978,30.4320707 59.7051891,30.4332149 59.7052325)"	Галицкой ручей			stream	way	"328525605"
"LINESTRING (30.3158097 59.7885998,30.3130545 59.7901982)"				drain	way	"329340179"
"LINESTRING (30.314519 59.7877633,30.3114558 59.7895696)"				drain	way	"329340180"
"LINESTRING (30.3164106 59.788895,30.3137178 59.7904982)"				drain	way	"329340181"
"LINESTRING (30.3168247 59.7891511,30.3140664 59.7907415,30.3140198 59.7907429,30.3139994 59.7907533)"				drain	way	"329340182"
"LINESTRING (30.3025994 59.7927596,30.3039298 59.7919661)"				drain	way	"329340183"
"LINESTRING (30.3095313 59.7845068,30.309448 59.787443,30.3093804 59.7888612)"				drain	way	"329340184"
"LINESTRING (30.3152609 59.7882016,30.3131675 59.7894273,30.3123777 59.7899166)"				drain	way	"329340185"
"LINESTRING (30.2624395 59.8044058,30.2641776 59.8041425,30.269973 59.8032644)"				stream	way	"329809693"
"LINESTRING (30.0744385 59.9965669,30.074348 59.9964878,30.074335 59.996436)"				stream	way	"331358957"
"LINESTRING (30.1122693 59.9897503,30.1122328 59.9895751)"				stream	way	"331359563"
"LINESTRING (30.4617589 59.9413005,30.4620808 59.9413623,30.4622739 59.9414268,30.4623758 59.9415665,30.4623973 59.9416941,30.4623651 59.9417586,30.4622149 59.9419279)"				stream	way	"331993526"
"LINESTRING (30.4609515 59.9417922,30.461032 59.9416968,30.4611286 59.9415813,30.4612332 59.9414846,30.4613646 59.9414093,30.4614934 59.9413515,30.4616141 59.9413059)"				stream	way	"331993527"
"LINESTRING (30.1704081 59.8006995,30.172633 59.8000489)"				drain	way	"332230635"
"LINESTRING (30.2809014 60.0997409,30.2814013 60.0994185,30.2817055 60.0992587,30.281929 60.0991352)"	Старожиловка			stream	way	"333831122"
"LINESTRING (30.3681735 59.8470486,30.3683591 59.8466985,30.368421 59.8465817,30.3685974 59.846462,30.3687448 59.8464184)"				drain	way	"334598157"
"LINESTRING (30.5041586 59.9790144,30.5037966 59.9787269)"	Горелый ручей			stream	way	"338078581"
"LINESTRING (30.5037966 59.9787269,30.5035456 59.9785275,30.5027886 59.9778676,30.5024728 59.9777236,30.502159 59.9774496,30.5018142 59.9772305,30.5012321 59.9768139,30.5012964 59.97654,30.5011467 59.9761097,30.5008918 59.9759842,30.5008068 59.9758566,30.5008384 59.9757267,30.5007056 59.9754932,30.500419 59.9753291,30.5004608 59.9749212,30.5009302 59.9746418,30.5009019 59.9745143,30.5009788 59.974413,30.500825 59.9741721,30.5011998 59.9737266,30.5012112 59.9735115,30.5017683 59.9732313,30.5018475 59.9731464,30.5022095 59.9729992,30.5021042 59.9728372,30.5021172 59.9726069,30.5018927 59.9724388,30.5016169 59.9723815,30.5012988 59.9724062,30.5008803 59.9722562,30.5004674 59.9722732,30.5001337 59.9722392,30.4996975 59.9723127,30.4991192 59.9721226,30.4990052 59.9719504,30.4990943 59.9717505,30.4990633 59.9716582,30.4987245 59.9713052,30.4983087 59.9711379,30.4982485 59.9711067)"	Горелый ручей			stream	way	"338078582"
"LINESTRING (30.4768371 59.9342232,30.4759962 59.9342602,30.4759252 59.934315,30.4759188 59.9343267,30.4759232 59.9343442,30.4759446 59.9344258,30.4759609 59.9344394,30.4759842 59.9344504,30.4760687 59.9344833,30.4761197 59.9345142,30.4761706 59.9345303,30.4762632 59.9345283,30.4763289 59.9345236,30.4764174 59.9345552,30.4764107 59.9345962,30.4764482 59.9346452,30.4764187 59.9346869,30.4764455 59.9347252,30.4764241 59.9347816,30.4764482 59.9348172,30.4764737 59.9348367,30.4764616 59.9348878,30.4764603 59.9349496,30.4765086 59.9350026,30.4765475 59.9350262,30.4765582 59.9350718,30.4765502 59.9350974,30.4764925 59.9351296,30.4764321 59.935141,30.4763235 59.9351531,30.4762551 59.9351518,30.4761827 59.9351424,30.4760848 59.9351182,30.4760083 59.9351041,30.4759413 59.9351162,30.4759104 59.9351216,30.4756576 59.9351347,30.47549 59.9351458,30.4749174 59.9351894,30.4747035 59.9352072,30.4746693 59.9352156,30.4746532 59.9352351,30.4746123 59.9353026,30.4745935 59.9353167,30.4745868 59.935345,30.4745667 59.9353577,30.4745157 59.9353671,30.4744439 59.9353819,30.4744051 59.9354128,30.4743708 59.935421,30.4743393 59.9354283,30.4743115 59.9354481,30.4743125 59.9354604,30.4744503 59.9358212,30.4745567 59.9361289,30.4745879 59.9362459,30.4745638 59.9363133,30.4745522 59.9363281,30.4745405 59.9363452,30.4745501 59.9363531,30.4745702 59.9363605,30.4746009 59.9363721,30.4746129 59.9363929,30.474566 59.9364144,30.4745551 59.9364318,30.4745861 59.936456,30.4746009 59.9364748,30.4745062 59.9365392,30.4743943 59.9366771,30.4743863 59.9367261,30.4743653 59.9367742,30.4741765 59.93708)"	Нарвин ручей			stream	way	"338583324"
"LINESTRING (30.1195667 59.8268957,30.1212162 59.8265851,30.1214498 59.826579)"				stream	way	"338829747"
"LINESTRING (30.1504559178502 59.800764690523,30.1508296 59.8010633,30.1506364 59.8011672,30.1506096 59.8012252,30.1506418 59.8013061,30.1508483 59.8015207,30.1509798 59.801688,30.1554644 59.805783,30.1588571 59.8088502,30.1609896 59.8107918,30.1616764 59.8114098,30.1621485 59.8119209,30.1626366 59.8125211,30.1626849 59.8126047,30.1627386 59.8127342,30.1630148 59.8132089,30.1630846 59.8132507,30.1631114 59.8133047,30.1630953 59.8133721,30.1631597 59.8134679,30.1633635 59.8139682,30.163326 59.8140033,30.1634011 59.8141476,30.1635254 59.8144662,30.1635835 59.8146371,30.1636398 59.8149581,30.1637015 59.8153007,30.1637337 59.8153762,30.1637605 59.815681,30.1638034 59.8158617,30.1638168 59.8159277,30.1638329 59.8160275,30.1638865 59.8161017,30.1639482 59.816335,30.1639992 59.816478,30.1640314 59.816571,30.1641414 59.8168124,30.1641226 59.8169445,30.1641548 59.8169877,30.1641896 59.8169985,30.1642165 59.81707,30.1642674 59.8172412,30.1643847 59.8174631,30.1643934 59.817478,30.1644632 59.8175972,30.1645115 59.8176835,30.1645651 59.8177901,30.1646295 59.8178339,30.164765 59.8178757,30.1647998 59.817937,30.1648039 59.8180085,30.1648159 59.8180341,30.164832 59.8180577,30.1648508 59.8180921,30.1648387 59.8181332,30.1648588 59.8181906,30.1648964 59.8182425,30.1649313 59.8182728,30.1649661 59.818351,30.1650077 59.8183996,30.16506 59.8184832,30.1650949 59.8185297,30.1651391 59.8185594,30.1651418 59.818616,30.1652317 59.8186746,30.1652974 59.818767,30.1654275 59.8189362,30.1655455 59.8190643,30.1656005 59.8191237,30.1657815 59.8193246,30.1659237 59.8194561,30.1660685 59.819566,30.1661235 59.8196496,30.1662375 59.8197332,30.1663381 59.8198053,30.1664749 59.8199098,30.1666103 59.8200028,30.1667672 59.820137,30.166892 59.8202368,30.167132 59.8203993,30.1673332 59.8205287,30.1674673 59.8206069,30.167588 59.8206878,30.1677114 59.8207633,30.167816 59.8208152,30.1678538 59.8208364,30.1679136 59.8208969)"				drain	way	"340360352"
"LINESTRING (30.1688795 59.8203359,30.1688205 59.8203946,30.1687695 59.8204438,30.1686971 59.8205071,30.1686206 59.8205523,30.1685214 59.8206123,30.1684611 59.8206662,30.1684131 59.8206973,30.1683715 59.8207155,30.1682533 59.8207428,30.1681623 59.8207566)"	Ивановка			stream	way	"340361974"
"LINESTRING (30.1684611 59.81877,30.1686301 59.8189224,30.1691666 59.8194604,30.1694562 59.8197449,30.1696625 59.820001)"				drain	way	"340361993"
"LINESTRING (30.1678723 59.8209258,30.1675906 59.8210603)"	Ивановка			stream	way	"340364357"
"LINESTRING (30.0205246845125 59.8333376349055,30.0204493 59.8334134,30.0200837 59.8334917)"	Каргинский ручей			stream	way	"340864592"
"LINESTRING (30.5471087 59.7491204,30.5470825 59.7493088)"				stream	way	"341217295"
"LINESTRING (30.5470825 59.7493088,30.5470762 59.7494016,30.5471702 59.7494854,30.5471811 59.74954,30.5472967 59.7495837,30.5474196 59.7496365,30.5475208 59.7496875,30.5474594 59.7497585,30.5472859 59.7497749,30.5471521 59.7498168,30.5471232 59.749906,30.5471196 59.7499461,30.5472606 59.7500299,30.5471991 59.7500918,30.5471521 59.7501664,30.5472027 59.7502557,30.5471955 59.7503158,30.5471232 59.7503558,30.5470726 59.7504214,30.5471485 59.750496,30.5472678 59.750527,30.5473799 59.7505507,30.5474269 59.7505889,30.5473871 59.7506417,30.5473762 59.7507091,30.5475136 59.750771,30.5476365 59.7508875,30.5476365 59.7510223,30.5474775 59.7511206,30.5472606 59.7512372,30.5471883 59.7513027,30.5476437 59.7515977,30.5477059 59.7517231,30.5477746 59.7518888,30.5479409 59.7519926,30.5481071 59.7520509,30.5483421 59.752029,30.5484795 59.7521001,30.5485228 59.7523295,30.5486385 59.7524934,30.5486891 59.752619,30.5485409 59.7527228,30.5486132 59.7528484,30.5485011 59.7530414,30.5485084 59.7531689,30.5485445 59.75332,30.5485662 59.7535476,30.5485744 59.7536507)"				stream	way	"341217301"
"LINESTRING (30.2915541 59.8719629,30.2915571 59.8718891,30.2915951 59.871765,30.2916211 59.8716792,30.2916321 59.8716199,30.2916261 59.8715631,30.2915791 59.8712538,30.2915676 59.8711056,30.291476 59.8710207,30.2915421 59.8709158,30.2914443 59.8701647)"				drain	way	"341370942"
"LINESTRING (30.2911773 59.8642917,30.2911244 59.8639531)"				drain	way	"341370943"
"LINESTRING (30.29059 59.8646982,30.2906332 59.864813,30.2906561 59.8649584)"				drain	way	"341370944"
"LINESTRING (30.2923743 59.8719008,30.292158 59.8700864,30.2913867 59.8654866,30.291206 59.8644444)"				drain	way	"341370945"
"LINESTRING (30.5040038 59.6472194,30.5039508 59.6471697)"				stream	way	"343021564"
"LINESTRING (30.5039508 59.6471697,30.5038845 59.647032,30.5038881 59.6468733,30.50406 59.6467462,30.5040845 59.6465385,30.5041849 59.646461,30.504329 59.6464316,30.5048865 59.6461502,30.5049046500877 59.6461297373027)"				stream	way	"343021568"
"LINESTRING (30.1397051 59.8583432,30.1396463 59.858569,30.1396303 59.8587857,30.1396285 59.8588104,30.1396475 59.860288,30.1396405 59.8606246,30.1396469 59.8609539,30.1397382 59.8610683,30.1397193 59.8613,30.1396961 59.8615837,30.1397386 59.8616354)"				drain	way	"344730272"
"LINESTRING (30.1293329 59.8520896,30.1300967 59.8525066,30.1302507 59.8525733,30.1303443 59.8525885,30.1304167 59.8526112,30.1307368 59.8527643,30.1308696 59.8528265,30.1309843 59.8528644)"				drain	way	"344732957"
"LINESTRING (29.9318281 59.8788527,29.9319986 59.8788014,29.9322639 59.8787561,29.9327032 59.878639,29.9329269 59.8785625,29.9331357 59.878536,29.9333447 59.8784644,29.933576 59.8784225,29.9338923 59.8783231,29.9341929 59.8782679,29.9342211 59.8782412,29.9342589 59.8782321,29.9343454 59.8782287,29.9344464 59.8782094,29.9346117 59.8781663,29.9347199 59.8781034,29.9347957 59.8781092,29.934882 59.8781187,29.9349275 59.8781119,29.934959 59.878088,29.9349945 59.8780727,29.9350452 59.8780639,29.9350701 59.8780689,29.935192 59.8779893,29.9352658 59.8779516,29.9353609 59.8779249,29.935618 59.8779306,29.9357905 59.8779453,29.9359409 59.8779211,29.9361059 59.8778158,29.9362078 59.8777985,29.9363157 59.8778567,29.9363952 59.8778803,29.9364678 59.8778793,29.9365181 59.8778525,29.9365021 59.8778275,29.9365232 59.8778031,29.9365923 59.8777969,29.9366688 59.8778108,29.9368904 59.8778101,29.9370607 59.877778,29.9372464 59.877787,29.9373398 59.8778163,29.9373518 59.8778416,29.93749 59.8778698,29.9375741 59.8779061,29.9376637 59.8779267,29.9379396 59.8780421,29.9380191 59.8780529,29.9380793 59.8780774,29.9381912 59.878086,29.9385269 59.8781887,29.9387261 59.8781855,29.9388241 59.8782511,29.9387815 59.8782771,29.9387937 59.8783201,29.9389002 59.8783453,29.9389753 59.8783591,29.9390811 59.878373,29.9391589 59.8784099,29.9392678 59.878472,29.9393813 59.878505,29.9394667 59.8785738,29.9396723 59.8786503,29.9397327 59.8786579,29.9397914 59.8786435,29.9398519 59.8786369,29.9399309 59.8786688,29.9400469 59.8786585,29.9401937 59.8786332,29.9402693 59.8786473,29.9403854 59.8786593,29.9404351 59.8786815,29.9404783 59.8787221,29.940599 59.8788863,29.9407162 59.8789973,29.9408428 59.8791379,29.9410086 59.8792281,29.94114 59.8792772,29.9413185 59.8793475,29.9414429 59.8793858)"	Александрийский ручей			stream	way	"345760519"
"LINESTRING (29.931526 59.8789291,29.9318281 59.8788527)"				stream	way	"345760521"
"LINESTRING (29.9430075 59.8796817,29.9433725 59.8797708)"				stream	way	"345766906"
"LINESTRING (29.9412036 59.8781594,29.941201 59.8781939)"				stream	way	"345766913"
"LINESTRING (29.941208 59.8782944,29.9411874 59.8783016,29.9411982 59.8783598,29.9411709 59.8783896,29.9411013 59.8784227,29.9410254 59.8784439,29.9408433 59.8784815,29.9406155 59.8785237)"				stream	way	"345766919"
"LINESTRING (29.9495589 59.8806199,29.9500415 59.880465)"				stream	way	"345768292"
"LINESTRING (29.9477798 59.880497,29.9479875 59.8805772,29.9483487 59.8806335,29.949322 59.8808708,29.9498249 59.8810018)"	Александрийский ручей			stream	way	"345768295"
"LINESTRING (29.9314999 59.8787794,29.9314946 59.8788077,29.9314778 59.8789066,29.9314904 59.878938)"				stream	way	"346021765"
"LINESTRING (29.9341614 59.8776946,29.9341862 59.877718,29.9344618 59.8779186,29.9346448 59.8780559,29.9347199 59.8781034)"	Александрийский ручей			stream	way	"346021773"
"LINESTRING (29.9218477 59.8685283,29.9231692 59.8684548,29.9233794 59.8684284)"	Александрийский ручей			stream	way	"346586705"
"LINESTRING (29.9292739 59.868938,29.9293028 59.869012)"				stream	way	"346588528"
"LINESTRING (29.9321917 59.871935,29.9321281 59.8718566)"				stream	way	"346590947"
"LINESTRING (30.1612198 59.8338245,30.1612965 59.8341965)"	Ивановка			stream	way	"347355607"
"LINESTRING (29.7588951 59.9074651,29.7588255 59.9074942,29.7586893 59.9074872,29.7585809 59.907529,29.7584873 59.9075539,29.7583825 59.9075629,29.7582739 59.9075499,29.7581692 59.9075348,29.7580829 59.907531,29.7580129 59.907538,29.7578643 59.9075779)"				stream	way	"347550930"
"LINESTRING (29.7589668 59.9072268,29.7589924 59.9073969,29.7588951 59.9074651)"				stream	way	"347550931"
"LINESTRING (29.7607137 59.9112606,29.7606487 59.9113202)"				drain	way	"347559248"
"LINESTRING (29.7592671 59.9078807,29.7598895 59.9088458,29.7604628 59.9098044,29.7610543 59.9108608,29.7610679 59.9109544,29.7610135 59.9110127,29.7607137 59.9112606)"				drain	way	"347559252"
"LINESTRING (30.2934385 59.8832537,30.2933559 59.8827522)"				drain	way	"348453356"
"LINESTRING (30.4506085 59.8200973,30.4505981 59.8200351,30.4506536 59.8199427,30.4508167 59.8197124,30.4513684 59.8189553,30.4519098 59.8182644,30.4521631 59.8179836,30.4523053 59.8178388,30.4526281 59.8176137,30.4529647 59.8174427,30.4531243 59.8174794,30.4532839 59.8174898,30.4536392 59.8174935)"				drain	way	"350215824"
"LINESTRING (30.4350067 59.8164897,30.4354925 59.8166168,30.4472116 59.8196823)"				drain	way	"350215825"
"LINESTRING (30.4344328 59.8163437,30.4350067 59.8164897)"				drain	way	"350215826"
"LINESTRING (30.4524079 59.8163598,30.4531782 59.8173244)"				drain	way	"350215827"
"LINESTRING (30.4502896 59.8204227,30.4506085 59.8200973)"				drain	way	"350215828"
"LINESTRING (30.453826 59.8174952,30.4556859 59.8175148)"				drain	way	"350215829"
"LINESTRING (30.4536392 59.8174935,30.453826 59.8174952)"				drain	way	"350215830"
"LINESTRING (30.4472116 59.8196823,30.4487777 59.8200973)"				drain	way	"350215831"
"LINESTRING (30.4531782 59.8173244,30.4532759 59.8173989,30.4532839 59.8174898)"				drain	way	"350215832"
"LINESTRING (30.4487777 59.8200973,30.4501984 59.8204521,30.4502896 59.8204227)"				drain	way	"350215833"
"LINESTRING (30.4503691 59.8154952,30.4508884 59.815716,30.4514614 59.8159832)"				drain	way	"350215834"
