X	Y	POWER	OSM_TYPE	OSM_ID
30.3710408	59.7445989	tower	node	"749937308"
30.3785566	59.7494927	tower	node	"749937309"
30.3752309	59.7479434	tower	node	"749937310"
30.3629228	59.7456001	tower	node	"749937312"
30.3430136	59.7447616	tower	node	"749937313"
30.3713258	59.7460616	tower	node	"749937314"
30.2995383	59.7372809	tower	node	"749937315"
30.3721046	59.7456562	tower	node	"749937317"
30.3103334	59.7436958	tower	node	"749937319"
30.2942252	59.7322048	tower	node	"749937320"
30.3789301	59.7491591	tower	node	"749937322"
30.2957269	59.7346337	tower	node	"749937323"
30.3690722	59.7440077	tower	node	"749937325"
30.3104698	59.7434563	tower	node	"749937326"
30.3371162	59.7445464	tower	node	"749937328"
30.2907819	59.7298961	tower	node	"749937330"
30.3215675	59.744469	tower	node	"749937331"
30.3159058	59.7439857	tower	node	"749937336"
30.3135504	59.7471135	tower	node	"749937338"
30.2965278	59.7344275	tower	node	"749937341"
30.37753	59.7461032	tower	node	"749937343"
30.2889172	59.7271117	tower	node	"749937346"
30.3159383	59.7435832	tower	node	"749937347"
30.3841333	59.7498222	tower	node	"749937348"
30.3047051	59.7432058	tower	node	"749937349"
30.3684602	59.7445677	tower	node	"749937352"
30.2915964	59.7296808	tower	node	"749937353"
30.375927	59.7476012	tower	node	"749937354"
30.3628527	59.745284	tower	node	"749937357"
30.3430398	59.7443212	tower	node	"749937358"
30.3284552	59.7442955	tower	node	"749937359"
30.3740483	59.7452946	tower	node	"749937360"
30.2854725	59.7247757	tower	node	"749937361"
30.3231727	59.7442098	tower	node	"749937363"
30.3053313	59.7428129	tower	node	"749937364"
30.3162673	59.7462229	tower	node	"749937365"
30.3806886	59.7462859	tower	node	"749937366"
30.2881078	59.7273227	tower	node	"749937367"
30.3232044	59.7437949	tower	node	"749937370"
30.417725	59.744924	tower	node	"750008319"
30.4085563	59.7439946	tower	node	"750008390"
30.4157239	59.7448144	tower	node	"750008402"
30.4213601	59.7451548	tower	node	"750008428"
30.2801825	59.7196811	tower	node	"757437328"
30.2526151	59.6999983	tower	node	"757437344"
30.2567218	59.7003543	tower	node	"757437351"
30.2720907	59.711874	tower	node	"757437352"
30.2698714	59.7087499	tower	node	"757437357"
30.2604013	59.7005734	tower	node	"757437361"
30.2429302	59.6957633	tower	node	"757437371"
30.2364946	59.6922278	tower	node	"757437376"
30.2758957	59.7146012	tower	node	"757437392"
30.2669258	59.7059323	tower	node	"757437395"
30.2836724	59.7220673	tower	node	"757437397"
30.24847	59.6975826	tower	node	"757437401"
30.23774	59.6934424	tower	node	"757437415"
30.2690892	59.7089655	tower	node	"757437432"
30.2638023	59.702922	tower	node	"757437437"
30.2444465	59.6958476	tower	node	"757437441"
30.2809834	59.7195058	tower	node	"757437446"
30.2789151	59.7175043	tower	node	"757437458"
30.2530252	59.6995516	tower	node	"757437463"
30.2751156	59.7148037	tower	node	"757437466"
30.2661444	59.7061489	tower	node	"757437467"
30.2568651	59.6999206	tower	node	"757437468"
30.2728729	59.7116722	tower	node	"757437470"
30.2828946	59.7222833	tower	node	"757437475"
30.2488162	59.6983958	tower	node	"757437478"
30.2609829	59.7001671	tower	node	"757437484"
30.2404908	59.6940516	tower	node	"757437490"
30.2629724	59.7031242	tower	node	"757437511"
30.2456046	59.6969501	tower	node	"757437522"
29.8485753	59.865683	tower	node	"765365230"
29.853068	59.8659168	tower	node	"765365298"
29.797252	59.866206	tower	node	"767516261"
29.8100702	59.8642821	tower	node	"767516263"
29.8084299	59.8652891	tower	node	"767516267"
29.8060581	59.8667387	tower	node	"767516272"
29.8062032	59.8624007	tower	node	"767516277"
29.80881	59.864722	tower	node	"767516278"
29.8081662	59.8658016	tower	node	"767516280"
30.0139784	59.8469855	tower	node	"770206587"
30.0149836	59.842787	tower	node	"770206595"
30.010166	59.8461623	tower	node	"770206602"
30.0046157	59.8498792	tower	node	"770206617"
30.0013019	59.85028	tower	node	"770206635"
30.0075459	59.8478909	tower	node	"770206648"
30.0206063	59.8390107	tower	node	"770206658"
30.0129927	59.8441689	tower	node	"770206685"
30.0177502	59.8408997	tower	node	"770206696"
29.9584117	59.8546994	tower	node	"770714904"
29.9617943	59.855153	tower	node	"770714914"
29.9444439	59.854823	tower	node	"770714917"
29.9499064	59.8508237	tower	node	"770714919"
29.9508685	59.852411	tower	node	"770714923"
29.9480051	59.8475872	tower	node	"770714931"
29.9447882	59.8344767	tower	node	"770714932"
29.9474963	59.8454888	tower	node	"770714936"
29.9460603	59.839766	tower	node	"770714939"
29.9459088	59.8390507	tower	node	"770714945"
29.9482252	59.8542888	tower	node	"770714947"
29.951349	59.8532147	tower	node	"770714948"
29.9453201	59.8366849	tower	node	"770714952"
29.9490332	59.8493539	tower	node	"770714959"
29.9531447	59.8536742	tower	node	"770714961"
29.951399	59.8537979	tower	node	"770714966"
29.9548512	59.8542409	tower	node	"770714970"
29.9430906	59.8392431	tower	node	"770714974"
29.9465386	59.8416723	tower	node	"770714976"
29.9470182	59.8435835	tower	node	"770714979"
30.5438799	59.8314901	tower	node	"771361441"
30.5426892	59.8315003	tower	node	"771361561"
30.4664847	59.8219597	tower	node	"772481828"
30.4633674	59.8250633	tower	node	"772481945"
30.4597258	59.831388	tower	node	"772482073"
30.467088	59.8220469	tower	node	"772482110"
30.4592359	59.831175	tower	node	"772482207"
30.4676666	59.8221909	tower	node	"772482252"
30.4639909	59.8252048	tower	node	"772482306"
30.4645678	59.8252743	tower	node	"772482340"
30.4687775	59.8190074	tower	node	"772482453"
30.4701652	59.8190378	tower	node	"772482540"
30.4651109	59.8254159	tower	node	"772482567"
30.4625566	59.8286101	tower	node	"772482700"
30.4607931	59.8282879	tower	node	"772482798"
30.4619332	59.8285091	tower	node	"772482817"
30.4680736	59.8190175	tower	node	"772482918"
30.4694613	59.8190074	tower	node	"772483007"
30.4658814	59.8218384	tower	node	"772483032"
30.4602037	59.8316222	tower	node	"772483162"
30.4587451	59.8309572	tower	node	"772483272"
30.4613763	59.8283991	tower	node	"772483294"
30.1816449	59.8105	tower	node	"772987571"
30.182718	59.8110688	tower	node	"772987578"
30.1682562	59.805176	tower	node	"772987581"
30.1786173	59.8088952	tower	node	"772987584"
30.1773435	59.8082201	tower	node	"772987613"
30.1838855	59.8116876	tower	node	"772987618"
30.1674457	59.8044067	tower	node	"772987622"
30.1796691	59.8094528	tower	node	"772987623"
30.1848713	59.8122101	tower	node	"772987628"
30.1806503	59.8099729	tower	node	"772987644"
30.1666759	59.803662	tower	node	"772987672"
30.1859408	59.812777	tower	node	"772987678"
30.4100296	59.748386	tower	node	"781739048"
30.3869404	59.7465746	tower	node	"781739292"
30.4069533	59.7483317	tower	node	"781739295"
30.4027106	59.7481114	tower	node	"781739302"
30.4183269	59.7489345	tower	node	"781739305"
30.3839427	59.7464166	tower	node	"781739306"
30.4148698	59.7466105	tower	node	"781739310"
30.4139038	59.7486391	tower	node	"781739311"
30.3902063	59.7467546	tower	node	"781739316"
30.3941651	59.7478067	tower	node	"781739319"
30.4312957	59.7246096	tower	node	"791401393"
30.4294377	59.7282502	tower	node	"791401853"
30.4307175	59.7257498	tower	node	"791401944"
30.4303312	59.7254126	tower	node	"791402145"
30.4435988	60.0404381	tower	node	"793157860"
30.4435864	60.0380239	tower	node	"793157868"
30.4435157	60.0353861	tower	node	"793157877"
30.4467611	60.0321683	tower	node	"793157888"
30.4498804	60.0290468	tower	node	"793157896"
30.4528763	60.026062	tower	node	"793157902"
30.4559785	60.022938	tower	node	"793157910"
30.3684725	59.7451856	tower	node	"821875268"
30.3416097	59.8794461	tower	node	"861303106"
30.3435418	59.8828145	tower	node	"861303109"
30.3432912	59.8828751	tower	node	"861303130"
30.3420582	59.8801573	tower	node	"861303132"
30.3422541	59.881166	tower	node	"861303135"
30.3425239	59.8811271	tower	node	"861303142"
30.3413287	59.8794346	tower	node	"861303155"
30.3418032	59.8801667	tower	node	"861303160"
30.3439122	59.8871328	tower	node	"861419092"
30.3440194	59.8859226	tower	node	"861419174"
30.3435426	59.8871544	tower	node	"861419573"
30.3437404	59.8859104	tower	node	"861419626"
30.3440096	59.887499	tower	node	"861552500"
30.3444468	59.8840961	tower	node	"861552566"
30.3447376	59.8840814	tower	node	"861552645"
30.3415946	59.8971792	tower	node	"861722419"
30.340642	59.8994674	tower	node	"861722424"
30.3418597	59.8949269	tower	node	"861722450"
30.3424591	59.8945063	tower	node	"861722489"
30.344491	59.8903169	tower	node	"861722494"
30.3388374	59.9032828	tower	node	"861722513"
30.3401606	59.8990844	tower	node	"861722523"
30.3391646	59.9017797	tower	node	"861722592"
30.3444034	59.888988	tower	node	"861722596"
30.3369772	59.9044081	tower	node	"861722678"
29.8579392	59.8654539	tower	node	"876462714"
30.4232333	59.7420635	tower	node	"888580628"
30.4266803	59.7424484	tower	node	"888752896"
30.4300667	59.7428983	tower	node	"888752908"
30.4328071	59.7373758	tower	node	"888752991"
30.4357739	59.735096	tower	node	"888753005"
30.431877	59.739259	tower	node	"888753010"
30.4310183	59.7410014	tower	node	"888753102"
30.4337355	59.7355251	tower	node	"888753174"
30.4535863	59.7385151	tower	node	"888753195"
30.4934944	59.7520872	tower	node	"889226588"
30.4937271	59.7530329	tower	node	"889227431"
30.496482	59.7517939	tower	node	"889227811"
30.4957313	59.7523197	tower	node	"889228131"
30.5236273	59.7549418	tower	node	"889480365"
30.5412433	59.7310827	tower	node	"889480367"
30.465395	59.6499225	tower	node	"889480381"
30.5345173	59.7126734	tower	node	"889480386"
30.538825	59.7252174	tower	node	"889480393"
30.5364498	59.7074958	tower	node	"889480395"
30.5451568	59.7269104	tower	node	"889480407"
30.534639	59.7101742	tower	node	"889480412"
30.5467901	59.7386194	tower	node	"889480420"
30.5339522	59.7165482	tower	node	"889480424"
30.498318	59.6660303	tower	node	"889480433"
30.5264881	59.7550582	tower	node	"889480443"
30.5292404	59.7525148	tower	node	"889480447"
30.5419499	59.7351706	tower	node	"889480462"
30.5483372	59.7413041	tower	node	"889480464"
30.5459497	59.7324852	tower	node	"889480466"
30.5488041	59.7137755	tower	node	"889480473"
30.533397	59.7507738	tower	node	"889480477"
30.5230155	59.7548406	tower	node	"889480500"
30.5495791	59.7479541	tower	node	"889480504"
30.5484203	59.7381376	tower	node	"889480510"
30.531785	59.7098358	tower	node	"889480511"
30.5443275	59.7410384	tower	node	"889480512"
30.5374523	59.7076131	tower	node	"889480515"
30.5337909	59.7124117	tower	node	"889480520"
30.5353864	59.7210585	tower	node	"889480524"
30.5324307	59.7490256	tower	node	"889480529"
30.5288611	59.752304	tower	node	"889480535"
30.5488419	59.7430826	tower	node	"889480537"
30.5319517	59.7134541	tower	node	"889480539"
30.5348372	59.7165514	tower	node	"889480540"
30.5482955	59.7155325	tower	node	"889480542"
30.5386285	59.7267976	tower	node	"889480554"
30.533272	59.750535	tower	node	"889480558"
30.5434661	59.7205018	tower	node	"889480559"
30.5381894	59.7271257	tower	node	"889480561"
30.5346612	59.7493841	tower	node	"889480564"
30.5356694	59.7491832	tower	node	"889480579"
30.4818027	59.6579604	tower	node	"889480582"
30.5248184	59.7534317	tower	node	"889480584"
30.5446023	59.743536	tower	node	"889480587"
30.5403394	59.7288506	tower	node	"889480602"
30.4917914	59.6628081	tower	node	"889480609"
30.5378538	59.7230843	tower	node	"889480614"
30.5469132	59.7203416	tower	node	"889480616"
30.5352696	59.7193993	tower	node	"889480623"
30.529279	59.7516401	tower	node	"889480636"
30.4719371	59.653161	tower	node	"889480637"
30.5489477	59.7444199	tower	node	"889480641"
30.5429501	59.7353307	tower	node	"889480648"
30.5482734	59.7470292	tower	node	"889480650"
30.4784819	59.6563211	tower	node	"889480654"
30.5458025	59.7423868	tower	node	"889480656"
30.5343226	59.7152044	tower	node	"889480660"
30.549276	59.7121505	tower	node	"889480663"
30.5330797	59.750288	tower	node	"889480664"
30.5285866	59.7516058	tower	node	"889480669"
30.5257748	59.7545423	tower	node	"889480678"
30.5464822	59.7442555	tower	node	"889480681"
30.462004	59.6482589	tower	node	"889480683"
30.5389262	59.7107136	tower	node	"889480685"
30.543819	59.7375501	tower	node	"889480687"
30.5443823	59.7239897	tower	node	"889480693"
30.5402781	59.7136441	tower	node	"889480695"
30.5343888	59.7187112	tower	node	"889480696"
30.4951804	59.6644426	tower	node	"889480703"
30.5259487	59.7550922	tower	node	"889480719"
30.5477974	59.747378	tower	node	"889480722"
30.5301451	59.7062782	tower	node	"889480724"
30.5446968	59.739676	tower	node	"889480726"
30.5455286	59.7292778	tower	node	"889480735"
30.5326282	59.713696	tower	node	"889480741"
30.5395527	59.7290834	tower	node	"889480744"
30.532897	59.749944	tower	node	"889480746"
30.5472231	59.7420265	tower	node	"889480750"
30.5283257	59.7514123	tower	node	"889480753"
30.5370687	59.7480146	tower	node	"889480766"
30.4851762	59.6596176	tower	node	"889480768"
30.546362	59.7356561	tower	node	"889480772"
30.5456072	59.7443016	tower	node	"889480777"
30.5394211	59.7265069	tower	node	"889480779"
30.5397043	59.7112058	tower	node	"889480783"
30.5481963	59.744442	tower	node	"889480789"
30.5431805	59.738189	tower	node	"889480795"
30.45882	59.6467153	tower	node	"889480799"
30.5369355	59.7210505	tower	node	"889480807"
30.5383795	59.7081542	tower	node	"889480809"
30.5473526	59.7186774	tower	node	"889480820"
30.5365419	59.722235	tower	node	"889480827"
30.5470478	59.7225862	tower	node	"889480829"
30.5407184	59.7337636	tower	node	"889480830"
30.5246184	59.7555887	tower	node	"889480842"
30.5420751	59.7331668	tower	node	"889480846"
30.5468598	59.7475427	tower	node	"889480849"
30.5433401	59.7403421	tower	node	"889480856"
30.5347397	59.7086503	tower	node	"889480868"
30.5326854	59.7495807	tower	node	"889480872"
30.5418616	59.7170573	tower	node	"889480873"
30.547525	59.7452235	tower	node	"889480881"
30.5420067	59.7370295	tower	node	"889480884"
30.5407554	59.7321036	tower	node	"889480887"
30.5328488	59.7154249	tower	node	"889480889"
30.5240401	59.7551518	tower	node	"889480893"
30.5356848	59.7126166	tower	node	"889480895"
30.4885278	59.6612342	tower	node	"889480896"
30.5308889	59.7078546	tower	node	"889480897"
30.533862	59.7097347	tower	node	"889480900"
30.5369346	59.7244837	tower	node	"889480902"
30.5305819	59.7517209	tower	node	"889480903"
30.5417335	59.7452969	tower	node	"889480904"
30.5286612	59.7534917	tower	node	"889480907"
30.5468612	59.7451105	tower	node	"889480908"
30.5293602	59.7528152	tower	node	"889480910"
30.4688129	59.6516	tower	node	"889480911"
30.5358681	59.7187876	tower	node	"889480914"
30.4752214	59.654742	tower	node	"889480915"
30.5478526	59.7169915	tower	node	"889480916"
30.5481742	59.7396699	tower	node	"889480917"
30.5379211	59.7252395	tower	node	"889480918"
30.5325604	59.7492794	tower	node	"889480919"
30.5394347	59.7304339	tower	node	"889480922"
30.5015549	59.6676014	tower	node	"889480923"
29.6661128	59.9258968	tower	node	"898008513"
30.3414872	59.8490812	tower	node	"913321718"
30.3431313	59.8476717	tower	node	"913321719"
30.3431973	59.8461837	tower	node	"913321721"
30.3432987	59.8446022	tower	node	"913321723"
30.343374	59.8431688	tower	node	"913321725"
30.3434702	59.8414465	tower	node	"913321726"
30.3435588	59.839727	tower	node	"913321728"
30.3436396	59.8382389	tower	node	"913321730"
30.3437462	59.8366434	tower	node	"913321732"
30.3438111	59.8359107	tower	node	"913321735"
30.3439155	59.8337485	tower	node	"913321738"
30.3421452	59.8328703	tower	node	"913321741"
30.3401255	59.8319323	tower	node	"913321743"
30.338075	59.830982	tower	node	"913321745"
30.3358878	59.8301985	tower	node	"913321749"
30.3334934	59.830181	tower	node	"913321751"
30.3305138	59.8301371	tower	node	"913321752"
30.327521	59.8300968	tower	node	"913321758"
30.3245083	59.8300529	tower	node	"913321759"
30.3214325	59.8300074	tower	node	"913321761"
30.3157212	59.8299255	tower	node	"913321763"
30.3418335	59.8490794	tower	node	"913321813"
30.343409	59.8477144	tower	node	"913321816"
30.3434821	59.8461858	tower	node	"913321818"
30.3435919	59.8446066	tower	node	"913321820"
30.3436624	59.8431668	tower	node	"913321822"
30.3437609	59.8414335	tower	node	"913321824"
30.3438816	59.8397526	tower	node	"913321826"
30.3439343	59.8382434	tower	node	"913321827"
30.3440352	59.8366465	tower	node	"913321829"
30.3440832	59.8357635	tower	node	"913321831"
30.3442159	59.8336353	tower	node	"913321833"
30.34234	59.8327665	tower	node	"913321834"
30.3477716	59.8337787	tower	node	"913329434"
30.3482581	59.8327452	tower	node	"913329435"
30.352266	59.8309489	tower	node	"913329436"
30.2171609	59.8505636	tower	node	"918352068"
30.2161708	59.8498918	tower	node	"918352069"
30.2134872	59.8480555	tower	node	"918352071"
30.3057473	59.8349489	tower	node	"919828329"
30.3038413	59.8365134	tower	node	"919828369"
30.3003682	59.8393575	tower	node	"919828421"
30.3020182	59.8380033	tower	node	"919828503"
30.3082127	59.832884	tower	node	"919829042"
30.3747359	59.8122256	tower	node	"920870244"
30.3727547	59.8108468	tower	node	"920870256"
30.3857126	59.8011518	tower	node	"920870317"
30.3730307	59.8116404	tower	node	"920870411"
30.3805201	59.8032519	tower	node	"920870454"
30.37302	59.8050355	tower	node	"920870547"
30.3734667	59.8039366	tower	node	"920870599"
30.3763293	59.8036363	tower	node	"920870607"
30.3728729	59.8088755	tower	node	"920870668"
30.3730217	59.8055655	tower	node	"920870734"
30.3848168	59.802799	tower	node	"920870824"
30.363989	59.8142659	tower	node	"922017030"
30.3607363	59.8144294	tower	node	"922017054"
30.3787337	59.8140296	tower	node	"922424433"
30.3783774	59.8134866	tower	node	"922424451"
30.3778286	59.8140389	tower	node	"922424467"
30.3809782	59.8135285	tower	node	"922424475"
30.3778114	59.8149941	tower	node	"922424483"
30.3837577	59.8127134	tower	node	"922424494"
30.3743055	59.8139672	tower	node	"922439770"
30.3727901	59.8141014	tower	node	"922439884"
30.3695802	59.8136528	tower	node	"922439949"
30.3875605	59.7979265	tower	node	"922498671"
30.3866341	59.7995995	tower	node	"922498962"
30.3895236	59.7942818	tower	node	"922499057"
30.3885205	59.7961974	tower	node	"922499213"
30.4026483	59.8025992	tower	node	"922786433"
30.3980596	59.8050183	tower	node	"922786456"
30.3983365	59.8051415	tower	node	"922786469"
30.4071369	59.800143	tower	node	"922786495"
30.4093882	59.798975	tower	node	"922786514"
30.40492	59.8013301	tower	node	"922786536"
30.3109621	59.8306831	tower	node	"928628576"
30.3131317	59.8301765	tower	node	"929320806"
30.3181337	59.829962	tower	node	"929321255"
30.3138035	59.8302069	tower	node	"929321521"
30.3094396	59.8318734	tower	node	"929523514"
30.3544158	59.831505	tower	node	"962297736"
30.356327	59.8316844	tower	node	"962297738"
30.5732079	59.7639797	tower	node	"966656749"
30.5735168	59.7637564	tower	node	"966656944"
30.5730189	59.7615602	tower	node	"966657001"
30.5726517	59.7616117	tower	node	"966657370"
30.5737359	59.7661533	tower	node	"967287639"
30.5792994	59.7639388	tower	node	"967287640"
30.5726337	59.7666496	tower	node	"967287812"
30.5810788	59.7633269	tower	node	"967287816"
30.5880235	59.761512	tower	node	"967287833"
30.5875833	59.7581016	tower	node	"967287924"
30.5687851	59.7690098	tower	node	"967288018"
30.5889188	59.7607636	tower	node	"967288029"
30.5691494	59.7691613	tower	node	"967288098"
30.5887721	59.7605969	tower	node	"967288184"
30.5729378	59.766822	tower	node	"967288269"
30.5876811	59.759337	tower	node	"967288354"
30.5758671	59.764591	tower	node	"967288441"
30.5739611	59.7663162	tower	node	"967288443"
30.5877639	59.758202	tower	node	"967288567"
30.5757217	59.7652402	tower	node	"967288682"
30.5834112	59.7626771	tower	node	"967288696"
30.4484935	59.9599347	tower	node	"967618535"
30.4488824	59.9595335	tower	node	"967618536"
30.4483352	59.9608622	tower	node	"967618885"
30.5605414	59.76663	tower	node	"968580374"
30.5620254	59.7695827	tower	node	"968580532"
30.5608238	59.7667497	tower	node	"968580675"
30.5656525	59.7708175	tower	node	"968580808"
30.5568336	59.7654223	tower	node	"968581606"
30.5580531	59.7658173	tower	node	"968581908"
30.5255512	59.7693039	tower	node	"973278521"
30.5180042	59.7701513	tower	node	"973278674"
30.5291295	59.7689339	tower	node	"973278808"
30.5221933	59.7696886	tower	node	"973278929"
30.564514	59.7753121	tower	node	"973279092"
30.51595	59.7703202	tower	node	"973279697"
30.5327698	59.7683241	tower	node	"973279995"
30.5611147	59.774213	tower	node	"973303719"
30.5591973	59.7727097	tower	node	"973304323"
30.5566018	59.7719297	tower	node	"973304639"
30.5552457	59.7706456	tower	node	"973305012"
30.5160071	59.7606806	tower	node	"974191110"
30.5515597	59.7516964	tower	node	"974191111"
30.5501047	59.7514701	tower	node	"974191112"
30.5393811	59.7493665	tower	node	"974191121"
30.5908456	59.7668481	tower	node	"974191125"
30.5142794	59.7618952	tower	node	"974191127"
30.5137793	59.7683076	tower	node	"974191129"
30.5653442	59.7786117	tower	node	"974191140"
30.5220818	59.7812572	tower	node	"974191143"
30.5455424	59.7782111	tower	node	"974191150"
30.5132241	59.7712854	tower	node	"974191152"
30.5151899	59.7717706	tower	node	"974191165"
30.5285432	59.7848201	tower	node	"974191168"
30.5662703	59.7700406	tower	node	"974191174"
30.5579626	59.7763903	tower	node	"974191178"
30.5635387	59.7735921	tower	node	"974191186"
30.5256971	59.7818685	tower	node	"974191187"
30.551573	59.7523216	tower	node	"974191190"
30.5300373	59.7829747	tower	node	"974191196"
30.5220902	59.785001	tower	node	"974191205"
30.5615091	59.7528781	tower	node	"974191207"
30.515138	59.7603412	tower	node	"974191210"
30.5103419	59.7626674	tower	node	"974191217"
30.545042	59.749812	tower	node	"974191220"
30.5130469	59.765436	tower	node	"974191231"
30.5573298	59.776874	tower	node	"974191235"
30.5486051	59.7490656	tower	node	"974191237"
30.5138022	59.7712421	tower	node	"974191241"
30.5277795	59.7839654	tower	node	"974191242"
30.5303061	59.7831377	tower	node	"974191259"
30.5579295	59.7525097	tower	node	"974191260"
30.5201087	59.7582411	tower	node	"974191270"
30.5178461	59.774917	tower	node	"974191272"
30.5497433	59.75056	tower	node	"974191275"
30.5809701	59.7635578	tower	node	"974191279"
30.512295	59.767693	tower	node	"974191288"
30.5498775	59.7768566	tower	node	"974191290"
30.5503706	59.7511624	tower	node	"974191297"
30.5496309	59.7517871	tower	node	"974191300"
30.5408263	59.7807672	tower	node	"974191305"
30.5156352	59.7717116	tower	node	"974191309"
30.5206611	59.7865824	tower	node	"974191312"
30.5128419	59.7630264	tower	node	"974191315"
30.5719765	59.7663242	tower	node	"974191317"
30.5439013	59.7507695	tower	node	"974191319"
30.5531491	59.7760718	tower	node	"974191327"
30.5658199	59.7743189	tower	node	"974191335"
30.5508995	59.7524871	tower	node	"974191337"
30.5661012	59.7710152	tower	node	"974191347"
30.5262407	59.7820071	tower	node	"974191349"
30.5240245	59.784213	tower	node	"974191350"
30.5194348	59.7578723	tower	node	"974191353"
30.5799714	59.7639682	tower	node	"974191362"
30.5259059	59.7833116	tower	node	"974191364"
30.5117384	59.7677531	tower	node	"974191366"
30.5856013	59.7654052	tower	node	"974191368"
30.5498857	59.7498199	tower	node	"974191370"
30.5532038	59.7762959	tower	node	"974191371"
30.5148179	59.7751829	tower	node	"974191381"
30.5232717	59.7802555	tower	node	"974191383"
30.5405642	59.7805585	tower	node	"974191387"
30.5335249	59.7510442	tower	node	"974191390"
30.5638532	59.7758436	tower	node	"974191398"
30.5540395	59.7524468	tower	node	"974191403"
30.517473	59.7862119	tower	node	"974191408"
30.5262317	59.7841669	tower	node	"974191420"
30.5797451	59.7631581	tower	node	"974191423"
30.5113673	59.7654655	tower	node	"974191426"
30.5505186	59.7768553	tower	node	"974191427"
30.5595418	59.7501268	tower	node	"974191430"
30.5243362	59.7848688	tower	node	"974191436"
30.5632592	59.7781984	tower	node	"974191439"
30.5626891	59.776929	tower	node	"974191440"
30.5469445	59.7788947	tower	node	"974191443"
30.5349494	59.7825661	tower	node	"974191447"
30.56342	59.7760839	tower	node	"974191455"
30.519682	59.7777956	tower	node	"974191459"
30.5255002	59.78523	tower	node	"974191461"
30.5391593	59.7505952	tower	node	"974191467"
30.5616281	59.7753981	tower	node	"974191476"
30.5598454	59.7746127	tower	node	"974191478"
30.5197992	59.7775046	tower	node	"974191481"
30.5621887	59.7738187	tower	node	"974191484"
30.5241259	59.7833158	tower	node	"974191486"
30.5146888	59.7601543	tower	node	"974191487"
30.5269375	59.7845216	tower	node	"974191495"
30.5515726	59.7519465	tower	node	"974191498"
30.576034	59.7654238	tower	node	"974191502"
30.523279	59.7811629	tower	node	"974191504"
30.5823388	59.7643761	tower	node	"974191506"
30.5483623	59.749871	tower	node	"974191508"
30.5655949	59.7745297	tower	node	"974191513"
30.5658501	59.7784111	tower	node	"974191519"
30.5226411	59.7811714	tower	node	"974191521"
30.5146226	59.7717927	tower	node	"974191525"
30.5291362	59.7843737	tower	node	"974191533"
30.5542257	59.751357	tower	node	"974191534"
30.5347149	59.7823546	tower	node	"974191535"
30.5189491	59.7870367	tower	node	"974191537"
30.5743577	59.7652416	tower	node	"974191540"
30.5648512	59.7750614	tower	node	"974191553"
30.5507685	59.7522584	tower	node	"974191554"
30.5219027	59.7848555	tower	node	"974191557"
30.5142494	59.7599429	tower	node	"974191568"
30.557958	59.7522573	tower	node	"974191571"
30.5120411	59.7655983	tower	node	"974191574"
30.5527789	59.7770979	tower	node	"974191576"
30.5533624	59.7498746	tower	node	"974191578"
30.5246666	59.7834066	tower	node	"974191579"
30.561443	59.7775333	tower	node	"974191585"
30.5576423	59.776642	tower	node	"974191587"
30.5746264	59.7648073	tower	node	"974191594"
30.5186616	59.7783856	tower	node	"974191597"
30.5485625	59.7512317	tower	node	"974191609"
30.5600395	59.7765068	tower	node	"974191611"
30.5648375	59.7711084	tower	node	"974191614"
30.5169789	59.7749877	tower	node	"974191616"
30.5515525	59.7534608	tower	node	"974191620"
30.5189856	59.7576952	tower	node	"974191626"
30.5859948	59.765825	tower	node	"974191628"
30.5292078	59.784033	tower	node	"974191630"
30.5115528	59.7628887	tower	node	"974191632"
30.5191813	59.75909	tower	node	"974191634"
30.5619782	59.777456	tower	node	"974191644"
30.5192464	59.7862669	tower	node	"974191647"
30.5153804	59.7751318	tower	node	"974191648"
30.5301908	59.7834099	tower	node	"974191651"
30.5402733	59.7803261	tower	node	"974191665"
30.5635797	59.7759813	tower	node	"974191669"
30.5183899	59.7575476	tower	node	"974191681"
30.5541065	59.7521353	tower	node	"974191684"
30.5109571	59.7627855	tower	node	"974191686"
30.5392921	59.7499025	tower	node	"974191688"
30.5170814	59.7580954	tower	node	"974191690"
30.568333	59.778363	tower	node	"974191693"
30.5463412	59.7784458	tower	node	"974191699"
30.5159585	59.7750689	tower	node	"974191703"
30.520383	59.7863979	tower	node	"974191706"
30.5438467	59.7510084	tower	node	"974191711"
30.5124708	59.7629773	tower	node	"974191721"
30.5614762	59.7739351	tower	node	"974191726"
30.523692	59.7809784	tower	node	"974191729"
30.5517946	59.7527017	tower	node	"974191731"
30.5157728	59.7604297	tower	node	"974191738"
30.5450342	59.7504968	tower	node	"974191739"
30.5818386	59.7645308	tower	node	"974191740"
30.5269882	59.7842616	tower	node	"974191741"
30.5857513	59.765251	tower	node	"974191744"
30.5660699	59.7713645	tower	node	"974191747"
30.5132032	59.7683765	tower	node	"974191759"
30.556947	59.7771178	tower	node	"974191764"
30.5252708	59.7849826	tower	node	"974191766"
30.5473822	59.7515755	tower	node	"974191779"
30.5460109	59.7782665	tower	node	"974191782"
30.5108496	59.7538974	tower	node	"974191785"
30.5543234	59.7508503	tower	node	"974191787"
30.5343794	59.7821381	tower	node	"974191788"
30.5480131	59.7509682	tower	node	"974191789"
30.5582282	59.7761779	tower	node	"974191795"
30.5504145	59.7524795	tower	node	"974191797"
30.5108009	59.7654704	tower	node	"974191804"
