WKT	NAME	NAME_EN	NAME_RU	TYPE	OSM_TYPE	OSM_ID
"POLYGON ((30.2211611 59.9115844,30.2210388 59.911452,30.2208281 59.9112239,30.2199956 59.9103225,30.219891 59.910344,30.2190784 59.9093811,30.2178365 59.9079933,30.2175415 59.9075495,30.2171879 59.9072407,30.2167493 59.9068481,30.2165645 59.9066319,30.2164397 59.9065947,30.2162942 59.9064755,30.2161927 59.9063454,30.2161872 59.9062679,30.2163711 59.9060242,30.2163986 59.9059375,30.2163656 59.9058548,30.216322 59.9058243,30.2161866 59.9057928,30.2160207 59.9057728,30.215853 59.9057661,30.2157739 59.9057924,30.2156331 59.9058832,30.2154762 59.9060002,30.2147171 59.9060889,30.2079361 59.9080965,30.2074 59.908308,30.2072552 59.9085218,30.2072498 59.9089804,30.2074322 59.9092641,30.2128959 59.9152048,30.2134618 59.9158569,30.2137864 59.9161137,30.2140358 59.9162213,30.2143201 59.9162697,30.2148297 59.9162535,30.2151382 59.916228,30.2155593 59.9161473,30.2221307 59.9146495,30.2222699 59.9146587,30.2232277 59.9144519,30.2239466 59.9142018,30.224424 59.9139934,30.2245554 59.9135631,30.2246493 59.9135308,30.2246842 59.9134179,30.2245393 59.9132606,30.224365 59.9131987,30.2241397 59.9131758,30.2238688 59.9131382,30.2235845 59.9129876,30.2234504 59.9128733,30.2233511 59.9128289,30.2231473 59.9128007,30.2223557 59.9124643,30.222128 59.9123382,30.2216989 59.9121835,30.2216117 59.9121109,30.2214803 59.9118965,30.2211611 59.9115844))"	Белый остров		Белый остров	multipolygon	relation	"1114810"
"POLYGON ((30.3332056 59.9672074,30.3339773 59.9661968,30.33401 59.9661978,30.3340467 59.9661944,30.3340744 59.9661832,30.3342571 59.9659249,30.3342544 59.9659054,30.3342362 59.9658908,30.3342058 59.9658792,30.3345476 59.9654041,30.3346481 59.9652045,30.3347013 59.965049,30.3347396 59.9648785,30.3352738 59.9594705,30.3352968 59.9594682,30.3353185 59.9594605,30.3353298 59.9594494,30.3353571 59.9592463,30.3353478 59.9592308,30.3353291 59.9592231,30.3353079 59.9592185,30.3354308 59.9581227,30.3354391 59.9580492,30.335447 59.9579792,30.3354519 59.9579357,30.3354555 59.9579047,30.3354602 59.9578631,30.3354654 59.9578172,30.3354796 59.9576913,30.3359487 59.9568142,30.3363218 59.9563973,30.3363506 59.9563882,30.336385 59.9563859,30.3364216 59.9563832,30.3364596 59.95637,30.3364912 59.956341,30.3364886 59.9563125,30.3364679 59.9562946,30.3364486 59.9562723,30.3364533 59.9562504,30.3369113 59.9557386,30.3369688 59.9557153,30.3370506 59.9557153,30.3371183 59.9557329,30.3372374 59.9556034,30.337355 59.9554842,30.3372713 59.9554615,30.337222 59.9554165,30.338096 59.9544371,30.3381241 59.9543526,30.3381149 59.9542641,30.3380311 59.954162,30.3378973 59.9540793,30.3377598 59.9540274,30.3360996 59.9536464,30.3360767 59.9536345,30.3360681 59.9536202,30.3360643 59.9536072,30.3360545 59.9535927,30.33604 59.953582,30.3360161 59.9535736,30.335963 59.9535614,30.3359208 59.953561,30.335891 59.9535663,30.3358654 59.9535768,30.3358367 59.9535809,30.3358034 59.9535779,30.3327049 59.9528786,30.3322907 59.9527851,30.3316819 59.9526477,30.3316763 59.9526103,30.3315811 59.9525881,30.3312769 59.9525171,30.3311862 59.9524959,30.3311197 59.9525086,30.3269861 59.9515667,30.3269711 59.9515575,30.3269654 59.9515453,30.3269617 59.9515329,30.326954 59.9515218,30.3269407 59.9515104,30.3269228 59.9515004,30.3268841 59.9514883,30.3268543 59.9514843,30.3268322 59.9514837,30.3267994 59.9514863,30.3267806 59.9514898,30.3267527 59.9514987,30.3267252 59.9515026,30.3266922 59.9515008,30.3259203 59.9513274,30.325839 59.9512983,30.3257609 59.9512482,30.3257212 59.9511929,30.3257125 59.9511551,30.3257204 59.951113,30.3257402 59.9510818,30.3256982 59.9510729,30.3255703 59.951046,30.3255109 59.9510335,30.3253812 59.9510064,30.3253585 59.9510017,30.3253353 59.9509968,30.3252271 59.9510615,30.3251309 59.9510885,30.3250414 59.9511036,30.3249162 59.9511081,30.3247728 59.9511296,30.3245908 59.9511819,30.324481 59.9512323,30.3243816 59.9513299,30.3238833 59.9519422,30.3235799 59.9523035,30.3234874 59.9524153,30.3233834 59.9524898,30.3232607 59.9525576,30.3231367 59.952612,30.3229885 59.952655,30.3228171 59.9526976,30.3227195 59.9527146,30.3226235 59.9527304,30.3225871 59.9527348,30.322053 59.9527925,30.3216755 59.9528333,30.3212048 59.9528669,30.3202111 59.9529105,30.3194457 59.9529323,30.3188771 59.952933,30.3188137 59.9529345,30.3187627 59.952942,30.3187154 59.9529642,30.3186857 59.9529877,30.3186606 59.9533414,30.3186181 59.9536759,30.3183048 59.9538305,30.3173773 59.953789,30.3171763 59.9548865,30.3171013 59.9551991,30.3170357 59.9552635,30.3169221 59.9553092,30.3167501 59.9553275,30.3165946 59.9553079,30.3160066 59.9551576,30.3150721 59.9555382,30.3145364 59.9554498,30.3143819 59.9554244,30.3142227 59.9553917,30.3136286 59.955032,30.3127855 59.9551507,30.3126064 59.9551175,30.3121182 59.9547757,30.3112919 59.9548265,30.3104507 59.9546136,30.310342 59.9540763,30.3095574 59.953918,30.3094326 59.9538607,30.3094266 59.9537357,30.3095143 59.9536494,30.3098778 59.9533833,30.3113077 59.9526236,30.3107375 59.9523827,30.3106557 59.9522901,30.3107538 59.9521624,30.3115817 59.9516688,30.3116132 59.9516252,30.3116038 59.9515954,30.3115817 59.9515749,30.3111804 59.9513849,30.310881 59.951227,30.310472 59.9509906,30.310254 59.9508489,30.3089672 59.9499511,30.3088799 59.9499046,30.3087605 59.9498091,30.3083584 59.9495236,30.3081317 59.9493628,30.3075477 59.9490025,30.3075611 59.948988,30.307549 59.9489743,30.3074364 59.9489068,30.3074048 59.9488859,30.3073733 59.9488739,30.3073177 59.9488658,30.3072875 59.9488624,30.3072446 59.9488651,30.3072072 59.9488782,30.3048665 59.9474906,30.304785 59.9474439,30.3046319 59.9474039,30.304517 59.9473839,30.3043722 59.9473789,30.3038845 59.9473948,30.3038407 59.947378,30.3038147 59.9473455,30.303756 59.9473474,30.3036974 59.9473493,30.3036187 59.9473519,30.3034648 59.947357,30.303344 59.947361,30.3032708 59.9473634,30.3032244 59.9473658,30.3032126 59.9473884,30.303175 59.9474106,30.3031334 59.9474193,30.303018 59.9474236,30.3026098 59.947431,30.3025683 59.9474236,30.3025445 59.9474041,30.3025294 59.9473828,30.3025081 59.9473646,30.3024695 59.9473511,30.3024165 59.9473462,30.3023586 59.9473517,30.3023167 59.9473673,30.3023 59.9473862,30.3022934 59.9474115,30.3022751 59.9474293,30.3022397 59.9474405,30.3017189 59.9474391,30.3015354 59.9474367,30.3008475 59.947453,30.2993394 59.9474961,30.2947668 59.9476476,30.2943322 59.9476711,30.2939235 59.9477142,30.2935931 59.9477701,30.2929961 59.9479153,30.292673 59.9480007,30.2926463 59.9479816,30.2926069 59.9479728,30.2925612 59.9479759,30.2925103 59.9479895,30.2925019 59.9479814,30.2923097 59.9480371,30.2921698 59.9480777,30.2919523 59.9481407,30.2919589 59.9481485,30.2919075 59.9481662,30.2918988 59.9481838,30.2919058 59.9482018,30.291923 59.9482138,30.288464 59.9492558,30.2879372 59.9494148,30.2879026 59.949414,30.2878706 59.9494066,30.2878369 59.9493865,30.2877998 59.9493743,30.2877533 59.9493675,30.2876986 59.9493695,30.2876479 59.949379,30.2876047 59.9493955,30.2875766 59.949417,30.2875631 59.9494432,30.2875664 59.9494678,30.2875804 59.9494914,30.2875856 59.9495115,30.2875652 59.9495273,30.2870273 59.9496868,30.2869861 59.9496867,30.2869519 59.949679,30.2869242 59.9496659,30.2869013 59.9496745,30.2868789 59.9496821,30.2867628 59.9497213,30.2866806 59.9497491,30.2865684 59.949787,30.2864626 59.9498228,30.2864002 59.9498439,30.2863585 59.949858,30.2862496 59.9498962,30.2864823 59.9500642,30.2866311 59.9501717,30.2866728 59.950156,30.2867929 59.9502414,30.2892281 59.9519915,30.2892691 59.9520337,30.2892952 59.9520866,30.2892914 59.9521482,30.2892831 59.9521783,30.2891725 59.9525797,30.2891529 59.9526248,30.2891138 59.9526658,30.2890524 59.9527127,30.287135 59.953587,30.2870853 59.9535989,30.2870291 59.9536015,30.286968 59.9535919,30.2869262 59.953578,30.2863869 59.9537832,30.2864037 59.9538005,30.2863991 59.9538226,30.2863755 59.9538416,30.2863452 59.9538518,30.2850982 59.9542256,30.2832553 59.9547691,30.2822964 59.9550563,30.2813671 59.9553308,30.2809986 59.9554587,30.2792492 59.9564844,30.2788587 59.9567921,30.2774318 59.9582298,30.2762076 59.9594801,30.2760403 59.9596145,30.2758908 59.9597089,30.2757526 59.9597866,30.2755171 59.9598859,30.2752436 59.9599839,30.2721706 59.9610472,30.2713562 59.9613149,30.2711946 59.9613405,30.2710208 59.9613622,30.2699106 59.9616738,30.2692967 59.9618481,30.2684564 59.9620693,30.267871 59.9622492,30.267406 59.9623885,30.2667131 59.9625785,30.2659518 59.9627807,30.2649047 59.9630743,30.2643272 59.9632297,30.2639038 59.9633494,30.2637672 59.9633893,30.2637069 59.9634173,30.2636842 59.9634507,30.2636881 59.9635054,30.2637456 59.9635654,30.2639312 59.9636575,30.2641221 59.9637281,30.2644423 59.9638001,30.2650146 59.9639137,30.2661279 59.9640509,30.2675562 59.9642116,30.2688602 59.9643061,30.2701878 59.9643874,30.2724453 59.9644124,30.2739215 59.9644908,30.2739659 59.9644977,30.274071 59.9645141,30.2741417 59.9645251,30.27421 59.9645357,30.2743096 59.9645511,30.2743445 59.9645566,30.2763817 59.9649672,30.2778752 59.9652617,30.2782836 59.9653608,30.27893 59.96558,30.2810424 59.9665246,30.2813761 59.9666899,30.2813879 59.9666954,30.2814467 59.9667416,30.2815393 59.9668349,30.2816696 59.9669795,30.2821444 59.9674895,30.282247 59.9676695,30.2823214 59.9678531,30.2823416 59.9678749,30.2823802 59.9678902,30.282435 59.9678928,30.2825794 59.9678776,30.2827038 59.9678644,30.2828242 59.9678517,30.2829155 59.967842,30.2829471 59.9678386,30.2830993 59.9678267,30.2832912 59.9678306,30.2834671 59.9678463,30.283612 59.9678747,30.2837549 59.9679118,30.2840721 59.9680387,30.2845974 59.9682731,30.2848358 59.9683646,30.2850845 59.968435,30.2852155 59.9684604,30.2853331 59.9684763,30.2856327 59.968506,30.2859293 59.9685161,30.2875354 59.9685397,30.2885515 59.9685533,30.288587 59.9685539,30.2886083 59.9685542,30.2887343 59.9685562,30.2888321 59.9685578,30.288863 59.9685583,30.2888926 59.9685588,30.2910198 59.9685932,30.2916339 59.968604,30.2921602 59.9685649,30.2938003 59.9683919,30.2942284 59.9684044,30.2946992 59.9684182,30.295051 59.9684285,30.2953933 59.968515,30.2961406 59.968793,30.2985668 59.9696957,30.2989209 59.969793,30.2992981 59.9698918,30.3001265 59.9700519,30.3004331 59.9700864,30.3006056 59.9700988,30.3007999 59.9700942,30.3008524 59.9700886,30.3009906 59.9700738,30.3010817 59.970062,30.3012387 59.970037,30.3012672 59.9700328,30.3012957 59.9700286,30.3014022 59.9700128,30.3014642 59.9700036,30.3016047 59.9699756,30.3035297 59.9694225,30.3038885 59.9693414,30.3039956 59.9693304,30.3042181 59.9693077,30.3044115 59.9692879,30.304493 59.9692796,30.3049469 59.9692861,30.3054601 59.9693079,30.3071201 59.9695095,30.3074687 59.9695633,30.3075812 59.9695916,30.3075743 59.9696017,30.3075725 59.9696084,30.3075723 59.9696162,30.3075792 59.969623,30.3075886 59.9696292,30.3076155 59.9696358,30.3076619 59.9696472,30.3077653 59.9696724,30.3079162 59.9697094,30.3080115 59.9697327,30.3080473 59.9697414,30.3080677 59.9697466,30.3080862 59.9697467,30.3081034 59.9697432,30.3081152 59.9697318,30.3082991 59.9697553,30.3084923 59.9697684,30.3086787 59.9697609,30.3088413 59.9697351,30.308982 59.9697012,30.3091004 59.969639,30.3091813 59.9695629,30.3095046 59.9692073,30.3098627 59.9688819,30.3101005 59.9686873,30.310357 59.968554,30.3106617 59.9684441,30.3112253 59.9682971,30.3115125 59.9682251,30.3118196 59.9681658,30.3138606 59.9678929,30.3138967 59.9678885,30.3140109 59.9678745,30.3141427 59.9678588,30.3142423 59.9678469,30.3143061 59.9678393,30.3151883 59.9677435,30.3154877 59.9677128,30.3157147 59.9677096,30.315807 59.9677133,30.3202594 59.9679588,30.3245849 59.9682083,30.3248075 59.968215,30.327201 59.9681143,30.3283661 59.9678816,30.3284025 59.9678743,30.3285602 59.9678428,30.3285935 59.9678361,30.3303528 59.9674847,30.3305435 59.967458,30.3315778 59.9673131,30.3317013 59.9673051,30.3318555 59.9672951,30.3319354 59.9672899,30.3319928 59.9672862,30.3320796 59.9672805,30.3326573 59.967243,30.332856 59.9672301,30.3330709 59.9672161,30.3332056 59.9672074))"	Петроградский остров	Petrogradsky Island	Петроградский остров	multipolygon	relation	"1312631"
"POLYGON ((30.1689842 59.8883124,30.1691516 59.8883384,30.1694722 59.8883243,30.1697732 59.8883226,30.1704265 59.8883203,30.1719592 59.8882783,30.17298 59.8880595,30.1742381 59.8878785,30.1745995 59.8878391,30.175764 59.8877592,30.1771669 59.8876918,30.1784444 59.8876888,30.1797342 59.8877262,30.1810529 59.8877571,30.1816638 59.8877554,30.1822934 59.887781,30.1848854 59.8880526,30.1863446 59.8882126,30.1877025 59.8883493,30.1889813 59.8884708,30.1907384 59.8886753,30.1920963 59.8889355,30.1927872 59.8891111,30.1930697 59.8891893,30.1933153 59.8893191,30.1934884 59.8895012,30.1936856 59.889706,30.1939817 59.8899256,30.1941168 59.8901025,30.194126 59.8901173,30.1942013 59.8902384,30.194302 59.8903607,30.1944305 59.8905726,30.1945106 59.890766,30.1944906 59.8909697,30.1945034 59.8911057,30.1944591 59.8913144,30.194594 59.8915826,30.1945892 59.8916774,30.1947637 59.8920825,30.1950697 59.8924068,30.1952184 59.892715,30.1954086 59.8927931,30.1958619 59.8931924,30.1963635 59.8935132,30.196881 59.8936769,30.1971336 59.8938407,30.1972868 59.8940903,30.1976388 59.8943043,30.1983473 59.8944773,30.1986145 59.8944913,30.1988796 59.8945625,30.1991534 59.894667,30.1994969 59.8948848,30.1998083 59.8950237,30.2001571 59.8951852,30.2005253 59.8953683,30.2007625 59.8954862,30.2011519 59.8956582,30.2014358 59.895771,30.2017384 59.8958731,30.2021566 59.8960059,30.2025156 59.8961347,30.2027201 59.8962257,30.2031891 59.8964573,30.2034187 59.8965716,30.2040409 59.8969002,30.2043355 59.8970541,30.2045691 59.8971563,30.2047399 59.8972279,30.2047791 59.8972574,30.2048155 59.897301,30.2048645 59.8973532,30.2049051 59.8973965,30.2050024 59.8974646,30.205283 59.8975832,30.205493 59.8976717,30.2057898 59.8977967,30.2059772 59.8978872,30.206333 59.8981042,30.2065072 59.8982184,30.2067613 59.8983752,30.2070183 59.8985035,30.2072227 59.8985979,30.2072452 59.8986406,30.2072022 59.8986919,30.2072316 59.8987278,30.2072975 59.898719,30.2073107 59.8986954,30.2073239 59.8986719,30.2073898 59.8986349,30.2074329 59.8986382,30.207477 59.8986727,30.2075537 59.8987276,30.2076586 59.8987759,30.2078372 59.8988365,30.2079471 59.8988635,30.2080701 59.8988862,30.2082451 59.8989825,30.2084677 59.8991032,30.2086287 59.899198,30.2088945 59.8993004,30.209286 59.8994035,30.2094576 59.8995032,30.2101603 59.900289,30.2102218 59.9003365,30.2104373 59.9005032,30.2112886 59.9011096,30.2116873 59.9013805,30.2127576 59.9021809,30.2136523 59.9022317,30.2158251 59.9036095,30.21581 59.9037138,30.2160056 59.9038702,30.2161048 59.9039671,30.2162242 59.9042362,30.2162976 59.9049635,30.2162568 59.9050512,30.2161829 59.9051569,30.2162044 59.9052114,30.2162687 59.9052712,30.2163987 59.9053099,30.21658 59.9053358,30.2166973 59.9053494,30.2167605 59.9053401,30.2168432 59.9053195,30.2171119 59.9052241,30.2175519 59.9052175,30.2175857 59.9052175,30.2181242 59.9052145,30.2181678 59.9052302,30.2182227 59.9052825,30.2184594 59.9053566,30.2189187 59.905676,30.2194756 59.9057081,30.2199925 59.90559,30.2202979 59.9055386,30.220861 59.905435,30.2219431 59.9059014,30.2223822 59.9064142,30.2221134 59.9064827,30.2232837 59.9074691,30.2248853 59.9088916,30.223909 59.9090207,30.2240163 59.9091848,30.2251053 59.9090395,30.2257222 59.9091955,30.2262157 59.9095317,30.2279001 59.9107796,30.2280235 59.910941,30.2288094 59.9135053,30.2289059 59.9135488,30.2324137 59.9137328,30.2326341 59.9136123,30.2338221 59.9136052,30.234548 59.913376,30.2347346 59.9132568,30.2348289 59.9131362,30.2348399 59.9130145,30.2348182 59.9128866,30.2347283 59.9126973,30.2342025 59.9122917,30.2341859 59.9122829,30.2341611 59.9122774,30.2337503 59.9122422,30.2336034 59.9122396,30.2331676 59.9123679,30.2330919 59.9123181,30.2316406 59.9112527,30.2297327 59.9098115,30.229829 59.9095342,30.2301459 59.9086037,30.228969 59.9076514,30.2287154 59.9077102,30.2246418 59.9047061,30.2247635 59.9046622,30.2245479 59.9044931,30.2244265 59.9045307,30.2242783 59.9044254,30.2241883 59.9044139,30.2241325 59.904365,30.2241706 59.9043504,30.224103 59.9043022,30.2240586 59.9043169,30.2239336 59.9042354,30.2238403 59.904212,30.223753 59.9041708,30.2236682 59.9041338,30.2235752 59.904052,30.2235147 59.9039907,30.2234347 59.9039362,30.2233733 59.9037506,30.222933 59.9034147,30.2227133 59.9032625,30.2190655 59.9005066,30.213306 59.896125,30.2133268 59.8961184,30.2132689 59.8960747,30.2131791 59.8960983,30.2126923 59.8958035,30.2122437 59.8954031,30.2115767 59.8950099,30.2114581 59.8949252,30.2111638 59.8945291,30.2109563 59.8944319,30.2106594 59.8943415,30.2098568 59.8937573,30.2096764 59.8937404,30.2088401 59.8930605,30.2083026 59.8927182,30.2078545 59.892397,30.2076933 59.892325,30.2075707 59.8922455,30.207007 59.8919138,30.2061813 59.8914969,30.2059435 59.8914745,30.2058718 59.8915085,30.2056755 59.8915442,30.2054664 59.8915421,30.2047224 59.8912311,30.2044847 59.8907432,30.2026968 59.890103,30.2017519 59.8898276,30.2008085 59.8896035,30.1997177 59.8893879,30.1982013 59.8891827,30.1976512 59.8891339,30.1973063 59.8890971,30.1971037 59.8890701,30.1969417 59.8890606,30.1967154 59.8890458,30.1965469 59.8890192,30.1964219 59.8889841,30.1960532 59.8889359,30.1949516 59.8888271,30.1936057 59.8886942,30.1925778 59.8885864,30.1915499 59.8884785,30.1903169 59.8883517,30.1890603 59.8882165,30.188116 59.8881091,30.1870391 59.8879975,30.1838478 59.8876619,30.1831767 59.8875972,30.1824078 59.887352,30.182244 59.8873049,30.1820353 59.8872303,30.1817132 59.8871534,30.1812786 59.8871186,30.1807187 59.8870413,30.1805112 59.8870401,30.1794916 59.887034,30.1781642 59.887026,30.1774686 59.8870575,30.1767394 59.8870906,30.1761268 59.8870629,30.174894 59.8872026,30.1743361 59.8873232,30.1742367 59.8873724,30.1742087 59.887466,30.1742687 59.887555,30.1742902 59.8876117,30.1743018 59.8876706,30.1742193 59.8877084,30.1740658 59.8877207,30.1728405 59.88789,30.1727543 59.8878623,30.172654 59.8878364,30.1725789 59.887812,30.1724757 59.8877903,30.1723788 59.8877825,30.1722229 59.8877786,30.1720617 59.8877633,30.1718882 59.8877338,30.1717024 59.8877447,30.1712643 59.8877229,30.171216 59.8877269,30.1711036 59.8877654,30.170958 59.8878478,30.1709478 59.887879,30.1708888 59.8879005,30.1706949 59.8879246,30.1706104 59.8879373,30.1705282 59.8879506,30.1704714 59.8879752,30.1704092 59.8880145,30.1703536 59.8880552,30.1702052 59.8881409,30.1701367 59.888162,30.1700769 59.8881636,30.1700269 59.8881488,30.1700075 59.8881161,30.1699646 59.8880863,30.1699141 59.8880754,30.1698548 59.8880759,30.1697708 59.8881004,30.1696677 59.8881226,30.1695788 59.8881441,30.1694809 59.888178,30.1693361 59.8881947,30.1691948 59.8881977,30.1691348 59.8882269,30.1690843 59.8882775,30.1689842 59.8883124))"	Канонерский остров	Cannoneers Island	Канонерский остров	multipolygon	relation	"1576041"
"POLYGON ((30.2346111 59.9103342,30.2382971 59.9108742,30.2390997 59.9109934,30.2461111 59.9112003,30.2460533 59.9117409,30.2460081 59.9121972,30.2459543 59.9128028,30.2459306 59.9130574,30.2440007 59.9129885,30.2423734 59.9129267,30.2410393 59.9128624,30.2389865 59.9128066,30.2384333 59.9123939,30.2381259 59.9123182,30.2378542 59.9123207,30.2375797 59.9124223,30.237613 59.9124448,30.2374603 59.9125047,30.2374617 59.9125296,30.2374054 59.9125979,30.2374102 59.9127262,30.2386649 59.9136911,30.239068 59.913766,30.2406238 59.9138226,30.2406964 59.9138414,30.2408905 59.9139118,30.24087 59.9141482,30.2519464 59.9145281,30.2577146 59.9154138,30.2607425 59.9159161,30.2608632 59.9157413,30.2608269 59.9157285,30.260835 59.9157083,30.2608645 59.9157131,30.2609101 59.9156425,30.2607733 59.9156102,30.2609034 59.915424,30.2608792 59.9153433,30.2609088 59.915311,30.2610227 59.9153379,30.2610434 59.9153107,30.2610616 59.9152882,30.2609731 59.9152633,30.2610563 59.9152505,30.2612333 59.9151329,30.2612923 59.9150522,30.2612843 59.9149931,30.26124 59.9149574,30.2611341 59.9149083,30.2609141 59.9148741,30.2598385 59.9147033,30.2595301 59.9146495,30.2585497 59.9144922,30.258712 59.914228,30.2591063 59.9142966,30.2591586 59.9143396,30.2597675 59.9144384,30.2606652 59.9145786,30.2613402 59.9146822,30.2614276 59.9146401,30.2615142 59.9146096,30.2616236 59.9142687,30.2616756 59.9140677,30.2617523 59.9138179,30.2617697 59.9135786,30.2617376 59.9134199,30.2616826 59.9132303,30.261519 59.9128794,30.261542 59.912858,30.2615637 59.9126551,30.2615284 59.9126433,30.2614211 59.9125674,30.2612391 59.9124841,30.2612193 59.9124246,30.2610255 59.9123155,30.2609671 59.912234,30.260891 59.9121133,30.260908 59.9120637,30.2607979 59.9119282,30.2606735 59.91179,30.260361 59.9113337,30.2601435 59.9108346,30.2600088 59.9105725,30.259675 59.9101896,30.2592453 59.9096939,30.2591645 59.9094548,30.2590642 59.9093374,30.2589734 59.9092751,30.258742 59.9092039,30.2587311 59.9091875,30.258682 59.9091134,30.258639 59.9090485,30.2585906 59.9089754,30.2585784 59.908957,30.2585331 59.9089242,30.2584248 59.9088618,30.2584148 59.9086871,30.2578353 59.9081528,30.257001 59.9074272,30.2559662 59.9065485,30.2554893 59.906175,30.2550049 59.9058066,30.2544753 59.905428,30.2540329 59.9051505,30.2535942 59.904893,30.2525309 59.9042383,30.2517895 59.9037715,30.2510401 59.9032747,30.2502206 59.9026951,30.2497012 59.9023239,30.2491873 59.9019198,30.2488216 59.9016056,30.2486725 59.9014352,30.2486885 59.9014289,30.2486078 59.901332,30.2485741 59.9011866,30.248422 59.9011405,30.2478516 59.9006311,30.2468641 59.8999449,30.2455896 59.8990476,30.2447675 59.8985407,30.244164 59.897969,30.2432911 59.8970366,30.2426781 59.8962736,30.242149 59.8958259,30.241859 59.895519,30.2418533 59.8953841,30.2416001 59.8951114,30.2415537 59.8949026,30.2416526 59.894609,30.2415837 59.8944144,30.2416577 59.8943146,30.2416076 59.8939598,30.2419153 59.8937832,30.2418497 59.8936412,30.2418176 59.8936199,30.2417259 59.8935823,30.24157 59.8935371,30.241415 59.8934971,30.2412278 59.8933887,30.2413954 59.893279,30.2416052 59.8932266,30.2408329 59.8914298,30.2407333 59.8914404,30.2398506 59.8890737,30.2391827 59.8881759,30.2384481 59.8874668,30.2375392 59.8868423,30.2373063 59.8866878,30.2324299 59.8855078,30.2295774 59.8848563,30.2287766 59.8842048,30.2285766 59.8841312,30.2284277 59.8841778,30.2277335 59.8844124,30.2268669 59.884717,30.227132 59.884931,30.2277388 59.8853795,30.2284081 59.8859304,30.2295831 59.8868104,30.2294036 59.8868784,30.2369971 59.8926457,30.2372138 59.8925768,30.2374435 59.8927339,30.2374627 59.8928063,30.2372245 59.8928141,30.2369659 59.8926603,30.2366524 59.8927428,30.2332195 59.8936744,30.2287713 59.8903028,30.2285634 59.8903728,30.2285607 59.8902724,30.2273648 59.8894131,30.2262731 59.8885187,30.2249727 59.8875137,30.2243028 59.8870039,30.2239787 59.8867205,30.2232104 59.8861884,30.2221026 59.8863256,30.2215076 59.8865292,30.2197245 59.8872078,30.2208566 59.8880747,30.2221521 59.8890542,30.230046 59.8949705,30.2252159 59.8966129,30.2253987 59.8971848,30.2254633 59.897387,30.2249386 59.8975654,30.2201492 59.8939061,30.21799 59.8923126,30.2167025 59.8927802,30.2164158 59.8928757,30.2111625 59.8889002,30.2078303 59.890008,30.2087542 59.8906646,30.21089 59.8922999,30.2128721 59.8938008,30.2149719 59.8954621,30.2151942 59.8953975,30.216856 59.8965805,30.2170165 59.8965292,30.2178492 59.8971422,30.2174322 59.8972828,30.2182436 59.8979079,30.2185767 59.8978139,30.221955 59.9003848,30.2216939 59.9004743,30.2240496 59.9023067,30.2266466 59.9042378,30.227398 59.9048,30.2304823 59.907122,30.2320538 59.9083454,30.2336253 59.9096307,30.2346111 59.9103342))"	Гутуевский остров	Gutuevsky Island	Гутуевский остров	multipolygon	relation	"1576060"
