WKT	NATURAL	OSM_TYPE	OSM_ID
"POLYGON ((29.9527913 59.860847,29.9528356 59.8608759,29.9529067 59.8608887,29.9530193 59.8609473,29.9530542 59.8610328,29.9530005 59.8610954,29.9532111 59.8614873,29.9537864 59.8614086,29.9537288 59.8613466,29.9535866 59.8612941,29.953537 59.8612254,29.9535625 59.861119,29.9540091 59.8608833,29.9539836 59.8608207,29.954005 59.8608086,29.9540412 59.8608402,29.9541995 59.8608934,29.9546018 59.8608806,29.9546729 59.860884,29.9547011 59.8608072,29.9548298 59.860783,29.9546903 59.8605433,29.9546581 59.8605325,29.9543028 59.8599292,29.9493393 59.860678,29.9492884 59.8607318,29.9493045 59.860787,29.9495029 59.8607386,29.9498758 59.8607251,29.9500287 59.8607332,29.9500045 59.8607924,29.9498489 59.8608436,29.9499777 59.8610618,29.9501279 59.8613405,29.9501601 59.8613823,29.9502137 59.8613658,29.9500582 59.8610867,29.9502178 59.8610321,29.9510687 59.8609247,29.9510546 59.8608981,29.9519116 59.8607998,29.9519491 59.8608066,29.9527176 59.8607015,29.9527913 59.860847),(29.9505598 59.8606343,29.9505706 59.8606004,29.950603 59.8605868,29.9506651 59.8605597,29.9507541 59.8605421,29.9508324 59.8605286,29.9509349 59.8605137,29.9510861 59.8604934,29.9512075 59.8604744,29.9512804 59.8604635,29.9514666 59.8604364,29.951588 59.860412,29.9516933 59.8603931,29.9518336 59.8603782,29.9519712 59.8603578,29.9521089 59.8603375,29.952314 59.8603009,29.9524732 59.8602779,29.9526 59.8602969,29.9526135 59.8603578,29.9525488 59.8603809,29.9524543 59.8603985,29.9522222 59.8604283,29.9520333 59.8604608,29.9518849 59.860492,29.9517284 59.860534,29.9515718 59.8605611,29.9514261 59.8605855,29.9511805 59.8606085,29.9509997 59.8606221,29.9508108 59.8606261,29.9505598 59.8606343))"	heath	relation	"13021263"
"POLYGON ((30.1571408 59.9879748,30.1566607 59.9879775,30.1562861 59.9878704,30.1557765 59.9880187,30.1544023 59.9881055,30.1539463 59.9881989,30.1538497 59.9882713,30.1536781 59.9882901,30.1533124 59.9882523,30.1527312 59.9882847,30.1525864 59.9882042,30.1524523 59.988172,30.1522645 59.9881801,30.1521921 59.9882794,30.1519588 59.9882888,30.1518488 59.9883733,30.1516503 59.9883599,30.1515752 59.9882995,30.1508993 59.9883022,30.1504728 59.9883679,30.1497177 59.9884309,30.1493781 59.9883249,30.1488179 59.9882592,30.1483296 59.988245,30.1478738 59.9882955,30.1476801 59.9883168,30.1474741 59.988388,30.1474017 59.9884645,30.1472703 59.9884739,30.1472166 59.9883464,30.1470906 59.9883236,30.1468545 59.9882888,30.1466802 59.9882981,30.1463934 59.9884491,30.1459345 59.9885153,30.1461032 59.9891044,30.1463422 59.9891111,30.1464763 59.9891755,30.1466104 59.9892118,30.1467472 59.9892037,30.1469725 59.9892104,30.1470342 59.989303,30.1473263 59.9893858,30.1480923 59.9896116,30.148681 59.9898378,30.1506644 59.9896159,30.151638 59.9895591,30.1532907 59.9893222,30.1546017 59.9891755,30.1545604 59.9890739,30.1567948 59.9888422,30.1565102 59.9883478,30.1566331 59.9882253,30.1571772 59.9880469,30.1571408 59.9879748),(30.1536911 59.9885132,30.1535675 59.9885619,30.1532604 59.9886012,30.1528709 59.9885394,30.1526012 59.9885694,30.1522679 59.9885263,30.1520507 59.9883952,30.1524065 59.9883652,30.1527211 59.9884064,30.1529345 59.9883989,30.1532604 59.9883614,30.1536124 59.9883727,30.1536911 59.9885132),(30.154454 59.9881968,30.1545444 59.9881452,30.1546812 59.9881372,30.1549418 59.9881657,30.1550775 59.9881543,30.1552606 59.9881045,30.1555099 59.9880548,30.1557745 59.9880342,30.1558463 59.9880647,30.1560696 59.9881505,30.1562476 59.9882933,30.1560939 59.9883977,30.1557988 59.9884581,30.1554403 59.9884571,30.1551661 59.9885441,30.1546929 59.988555,30.1541688 59.988601,30.1541309 59.9884617,30.1543428 59.9883293,30.154454 59.9881968))"	grassland	relation	"13024325"
"POLYGON ((30.1396513 59.9901828,30.141653 59.9896135,30.1430278 59.9895113,30.1438974 59.9911805,30.1439875 59.9913571,30.1436091 59.9914111,30.143525 59.9912853,30.1415113 59.9918516,30.1416586 59.9919671,30.1434656 59.9914514,30.1440793 59.9913641,30.1466321 59.991004,30.1461169 59.9896001,30.1460757 59.9894335,30.1458486 59.9885174,30.1454169 59.988549,30.1449716 59.9884833,30.1447072 59.9884095,30.1444083 59.9882673,30.1438022 59.9882847,30.1433784 59.9883089,30.1432459 59.9882169,30.1426542 59.9882297,30.1422062 59.9882633,30.1418576 59.9882485,30.1414213 59.9881502,30.1405414 59.9882619,30.1405889 59.9884323,30.140049 59.9884692,30.1398818 59.9887944,30.1407444 59.9887865,30.1409107 59.9895109,30.140385 59.989578,30.1400685 59.9897202,30.1396513 59.9901828))"	grassland	relation	"13026059"
"POLYGON ((30.1473263 59.9893858,30.1470342 59.989303,30.1469725 59.9892104,30.1467472 59.9892037,30.1466104 59.9892118,30.1464763 59.9891755,30.1463422 59.9891111,30.1461032 59.9891044,30.1462081 59.9894264,30.1467137 59.9893915,30.1467419 59.9895069,30.1468921 59.9894988,30.1471442 59.9894532,30.1473263 59.9893858))"	scrub	relation	"13026060"
"POLYGON ((30.1595145 59.9878501,30.1596159 59.9879718,30.1607189 59.9878193,30.1610555 59.9877573,30.1614694 59.9876646,30.1618165 59.9876524,30.1623708 59.9875465,30.1624323 59.9873582,30.1620465 59.987084,30.1618025 59.9871712,30.1614414 59.9870652,30.161179 59.9871345,30.1609851 59.9871545,30.1608463 59.9872043,30.1608103 59.9872857,30.16083 59.9873201,30.1608189 59.9873582,30.1607827 59.9874006,30.1606277 59.9874439,30.1603287 59.9875081,30.1602522 59.9874597,30.1601663 59.987457,30.1601154 59.9874865,30.1600966 59.9875522,30.1599893 59.9875898,30.1599598 59.9875348,30.1598632 59.9875187,30.1597306 59.9875292,30.1596956 59.9875676,30.1597787 59.9876159,30.1596692 59.9876249,30.1596406 59.9876609,30.1597023 59.9877447,30.1596889 59.9878011,30.1595145 59.9878501))"	scrub	relation	"13026061"
"POLYGON ((30.1459345 59.9885153,30.1463934 59.9884491,30.1466802 59.9882981,30.1468545 59.9882888,30.1470906 59.9883236,30.1472166 59.9883464,30.1472703 59.9884739,30.1474017 59.9884645,30.1474741 59.988388,30.1476801 59.9883168,30.1478738 59.9882955,30.1483296 59.988245,30.1488179 59.9882592,30.1493781 59.9883249,30.1497177 59.9884309,30.1504728 59.9883679,30.1508993 59.9883022,30.1515752 59.9882995,30.1516503 59.9883599,30.1518488 59.9883733,30.1519588 59.9882888,30.1521921 59.9882794,30.1522645 59.9881801,30.1524523 59.988172,30.1525864 59.9882042,30.1527312 59.9882847,30.1533124 59.9882523,30.1536781 59.9882901,30.1538497 59.9882713,30.1539463 59.9881989,30.1544023 59.9881055,30.1557765 59.9880187,30.1562861 59.9878704,30.1566607 59.9879775,30.1571408 59.9879748,30.1576477 59.9879212,30.157755 59.9878246,30.1580945 59.9877762,30.1585221 59.9878219,30.1585543 59.9879118,30.1587957 59.9879493,30.1588762 59.9878554,30.1590452 59.9879386,30.1591905 59.9879211,30.1595145 59.9878501,30.1596889 59.9878011,30.1597023 59.9877447,30.1596406 59.9876609,30.1596692 59.9876249,30.1597787 59.9876159,30.1596956 59.9875676,30.1597306 59.9875292,30.1598632 59.9875187,30.1599598 59.9875348,30.1599893 59.9875898,30.1600966 59.9875522,30.1601154 59.9874865,30.1601663 59.987457,30.1602522 59.9874597,30.1603287 59.9875081,30.1606277 59.9874439,30.1607827 59.9874006,30.1608189 59.9873582,30.16083 59.9873201,30.1608103 59.9872857,30.1608463 59.9872043,30.1609851 59.9871545,30.1610309 59.9869513,30.1606165 59.9871074,30.1602345 59.9872478,30.1596956 59.9873685,30.1593236 59.987437,30.1578653 59.9876122,30.156087 59.9877568,30.1495258 59.9881858,30.1492444 59.9880889,30.1486436 59.9880392,30.1481552 59.9880338,30.1477826 59.9881465,30.1467794 59.9882364,30.1458323 59.9882882,30.1454517 59.9883102,30.1451823 59.9883016,30.1448616 59.9882552,30.1445111 59.9881446,30.1438799 59.9881868,30.143609 59.98816,30.1434159 59.9881076,30.1431611 59.9880969,30.1423591 59.988172,30.1419944 59.9881586,30.1416215 59.9881157,30.1415196 59.9880647,30.1413614 59.9880218,30.1411387 59.9880419,30.1403126 59.9881895,30.1399103 59.9882136,30.139634 59.9882579,30.1394811 59.9882767,30.139001 59.9882861,30.1388025 59.9883075,30.1376975 59.9886094,30.1362169 59.9889394,30.1365226 59.9889421,30.1371101 59.9889917,30.1372334 59.9891219,30.1373246 59.9891085,30.1373018 59.9890414,30.1373327 59.9889904,30.1374292 59.9889676,30.1374882 59.9888871,30.1379565 59.9888717,30.1380676 59.988977,30.1382044 59.9889045,30.1384297 59.9888777,30.1382393 59.9888012,30.1383036 59.9886215,30.1384056 59.9885262,30.1385128 59.9884712,30.1405414 59.9882619,30.1414213 59.9881502,30.1418576 59.9882485,30.1422062 59.9882633,30.1426542 59.9882297,30.1432459 59.9882169,30.1433784 59.9883089,30.1438022 59.9882847,30.1444083 59.9882673,30.1447072 59.9884095,30.1449716 59.9884833,30.1454169 59.988549,30.1458486 59.9885174,30.1459345 59.9885153))"	beach	relation	"13026062"
"POLYGON ((30.3608241 59.8434294,30.3625307 59.8436191,30.3625488 59.8435856,30.3626343 59.8435935,30.3627265 59.843387,30.3609239 59.8431856,30.3608282 59.8434109,30.3608241 59.8434294))"	grassland	relation	"13034391"
"POLYGON ((30.4621789 59.6958468,30.4617767 59.696026,30.4616424 59.6960787,30.4615836 59.6961159,30.4615782 59.6961295,30.4615809 59.6961498,30.4615863 59.6961687,30.461605 59.6961863,30.4616372 59.6962025,30.4616855 59.6962309,30.4617151 59.696243,30.4617364 59.6962608,30.461762 59.6962716,30.4618089 59.696283,30.4618505 59.6962824,30.461892 59.6962743,30.461924 59.6962641,30.4619283 59.6962438,30.461943 59.6962188,30.4619792 59.696187,30.4619899 59.696164,30.4619765 59.6961457,30.4619537 59.6961247,30.4619162 59.6961085,30.4618894 59.6960868,30.4618733 59.6960625,30.461892 59.6960408,30.4619229 59.6960191,30.4619524 59.6960036,30.4619831 59.6959971,30.4620302 59.6960009,30.4620664 59.6960246,30.4620892 59.6960577,30.4620919 59.6960801,30.4621066 59.6960929,30.4621294 59.696101,30.4621643 59.696101,30.4622045 59.6961004,30.4622407 59.6961098,30.4622604 59.6961289,30.4622635 59.6961525,30.4622404 59.6961752,30.4621938 59.6961978,30.4621305 59.6962212,30.4621279 59.6962374,30.4621401 59.6962526,30.4621723 59.6962648,30.4622085 59.6962722,30.4622596 59.6962783,30.4623185 59.6962661,30.4623722 59.6962445,30.462399 59.6962242,30.4624285 59.6961958,30.4624419 59.6961633,30.4624607 59.6961484,30.4624848 59.6961403,30.4625197 59.6961308,30.4625358 59.6961159,30.4625411 59.696097,30.4625733 59.6960807,30.4626162 59.6960713,30.4626564 59.6960631,30.4626886 59.6960482,30.4627101 59.6960252,30.4627343 59.6960022,30.4627503 59.6959792,30.4627745 59.6959522,30.4627959 59.6959305,30.4628335 59.6959034,30.4628791 59.6958709,30.4629033 59.6958385,30.4629086 59.6958168,30.4629113 59.6957897,30.4629301 59.695764,30.4629408 59.695737,30.4629488 59.6957072,30.4629408 59.6956646,30.4629355 59.6956328,30.4629233 59.6955949,30.4629077 59.6955664,30.4628938 59.6955394,30.4628657 59.695515,30.4628456 59.695498,30.4628201 59.6954812,30.4627986 59.6954683,30.4627597 59.6954771,30.4627383 59.6954947,30.4627195 59.6955326,30.4627128 59.6955631,30.4627115 59.6955881,30.4627195 59.6956091,30.4627383 59.6956402,30.4627557 59.6956693,30.4627598 59.6956977,30.462749 59.6957255,30.462741 59.6957505,30.4627396 59.6957762,30.4627557 59.695804,30.4627557 59.6958236,30.4627423 59.6958452,30.4627088 59.6958588,30.4626779 59.6958737,30.4626592 59.6958953,30.462639 59.6959149,30.4626122 59.6959224,30.462572 59.6959196,30.4625264 59.6959109,30.4624741 59.6959014,30.4624352 59.6958967,30.4623856 59.695894,30.462352 59.6959001,30.4623105 59.6959169,30.4622702 59.6959203,30.4622354 59.6959203,30.4621817 59.6959129,30.462167 59.6958919,30.462175 59.6958716,30.4621789 59.6958468))"	scrub	relation	"13056610"
"POLYGON ((30.4354124 59.7122049,30.4354525 59.7121022,30.4354146 59.7120973,30.4354717 59.7119631,30.4355159 59.7119684,30.4356547 59.7116596,30.4357754 59.7113836,30.4360208 59.7108918,30.4361817 59.7105482,30.4363359 59.7102445,30.4364057 59.7100511,30.4366122 59.7096973,30.4367141 59.7094876,30.4369166 59.7090533,30.4371044 59.7086874,30.4370192 59.7086901,30.4368925 59.7087296,30.4368634 59.7087304,30.4368395 59.7088068,30.4368603 59.7088923,30.4367208 59.7090574,30.4367195 59.7091568,30.4366685 59.7092184,30.4366779 59.7093293,30.4365666 59.7094152,30.4365076 59.7096411,30.4364151 59.7097183,30.4363507 59.7099834,30.4362971 59.7101201,30.4362045 59.7102269,30.4361147 59.7102526,30.4359202 59.7106466,30.4358485 59.710789,30.4357546 59.7109588,30.4354361 59.7116481,30.4352892 59.7119487,30.4352651 59.7119392,30.4355139 59.7114505,30.4357184 59.7109585,30.4356419 59.7109456,30.435639 59.7109517,30.4349948 59.7122663,30.435369 59.712319,30.4354124 59.7122049))"	grassland	relation	"13087126"
"POLYGON ((30.4370914 59.7083204,30.4368965 59.7087016,30.4370192 59.7086698,30.4371151 59.7086654,30.4371755 59.7085572,30.437211 59.7084195,30.4372459 59.7083224,30.4372479 59.7082818,30.4373103 59.7082321,30.4372727 59.7082274,30.4373404 59.7080918,30.4373787 59.7080978,30.4374544 59.7079345,30.4375248 59.7078076,30.4376194 59.707601,30.4377555 59.7073476,30.4379225 59.7069901,30.4380701 59.7066829,30.4380217 59.706685,30.4379873 59.7066817,30.4379493 59.7067527,30.4378688 59.7068393,30.4378876 59.7069245,30.437787 59.7070077,30.437783 59.7070828,30.4377937 59.707143,30.4376516 59.7072452,30.4375966 59.7073263,30.4376408 59.7073872,30.4376543 59.7074467,30.437559 59.7075225,30.4375175 59.7076172,30.4374397 59.707695,30.4374692 59.7077843,30.4374611 59.7078668,30.4373901 59.7079352,30.4373726 59.707992,30.4373243 59.7080623,30.43726 59.7081523,30.4372117 59.7081996,30.4372023 59.7082565,30.4371648 59.7082991,30.4370914 59.7083204))"	grassland	relation	"13087127"
"POLYGON ((30.4395305 59.7025981,30.4395211 59.7026603,30.4394956 59.7027145,30.4394218 59.7028532,30.4392274 59.7031894,30.4391804 59.703322,30.4391322 59.7034431,30.4390959 59.7035291,30.4390463 59.7035358,30.4389793 59.7034472,30.4390034 59.7032354,30.4389055 59.703163,30.4387593 59.7030961,30.4386882 59.7030886,30.4386051 59.703115,30.4385508 59.7031079,30.4384532 59.7031977,30.4385327 59.7034167,30.4384428 59.7034506,30.4383825 59.7035162,30.4383315 59.7038166,30.4383691 59.7039302,30.4381746 59.7047475,30.4380807 59.7047651,30.4379667 59.7053239,30.4378675 59.7056858,30.4377924 59.7060038,30.4377066 59.7062548,30.4375537 59.7066641,30.4373445 59.7071728,30.4371165 59.70767,30.4370088 59.7078643,30.4371178 59.7079362,30.4367758 59.7086745,30.4358129 59.710605,30.4357968 59.7106795,30.4356517 59.7109227,30.4357459 59.7109355,30.4359014 59.710582,30.4361764 59.710049,30.4364271 59.7095174,30.4368201 59.7087455,30.4368107 59.7087094,30.4368389 59.7087046,30.4369307 59.7084932,30.4369743 59.7084269,30.4369743 59.7083928,30.4372036 59.7079561,30.4371285 59.7078986,30.4372345 59.7077782,30.4372063 59.7077079,30.4373176 59.7076537,30.4373096 59.7076064,30.4373766 59.7075678,30.4373954 59.7074927,30.4374209 59.7073764,30.4373619 59.707214,30.4373914 59.7071613,30.4374853 59.7071268,30.4375751 59.7071065,30.4375067 59.7070726,30.4375443 59.7070469,30.4376207 59.7070503,30.4376677 59.7070185,30.4375993 59.706984,30.4376744 59.7069394,30.437602 59.7069177,30.437614 59.7068596,30.43772 59.7068223,30.4377736 59.7067608,30.4378957 59.7066999,30.4379091 59.7066742,30.4378863 59.7065125,30.4379426 59.7063941,30.4381196 59.7063075,30.4382356 59.7063382,30.4382913 59.7062223,30.4384147 59.7059713,30.4385662 59.7055614,30.4385917 59.7053503,30.43853 59.7050824,30.438475 59.7050181,30.4385394 59.7048754,30.4385387 59.7048226,30.4386138 59.7045885,30.4386648 59.7044691,30.4387774 59.7042411,30.4388773 59.7040358,30.4390054 59.7037503,30.4391328 59.7035243,30.4392522 59.7032845,30.4393132 59.7031566,30.4394688 59.7028491,30.4395626 59.7026499,30.439558 59.7026177,30.4395305 59.7025981))"	grassland	relation	"13087128"
"POLYGON ((30.4372036 59.7079561,30.4375309 59.7073311,30.4375671 59.7073426,30.4374236 59.7076159,30.437213 59.7080826,30.4370914 59.7083204,30.4371648 59.7082991,30.4372023 59.7082565,30.4372117 59.7081996,30.43726 59.7081523,30.4373243 59.7080623,30.4373726 59.707992,30.4373901 59.7079352,30.4374611 59.7078668,30.4374692 59.7077843,30.4374397 59.707695,30.4375175 59.7076172,30.437559 59.7075225,30.4376543 59.7074467,30.4376408 59.7073872,30.4375966 59.7073263,30.4376516 59.7072452,30.4377937 59.707143,30.437783 59.7070828,30.437787 59.7070077,30.4378876 59.7069245,30.4378688 59.7068393,30.4379493 59.7067527,30.4379873 59.7066817,30.4379091 59.7066742,30.4378957 59.7066999,30.4377736 59.7067608,30.43772 59.7068223,30.437614 59.7068596,30.437602 59.7069177,30.4376744 59.7069394,30.4375993 59.706984,30.4376677 59.7070185,30.4376207 59.7070503,30.4375443 59.7070469,30.4375067 59.7070726,30.4375751 59.7071065,30.4374853 59.7071268,30.4373914 59.7071613,30.4373619 59.707214,30.4374209 59.7073764,30.4373954 59.7074927,30.4373766 59.7075678,30.4373096 59.7076064,30.4373176 59.7076537,30.4372063 59.7077079,30.4372345 59.7077782,30.4371285 59.7078986,30.4372036 59.7079561))"	heath	relation	"13087133"
"POLYGON ((30.4659344 59.6992216,30.4658956 59.6992074,30.4658603 59.6991982,30.465829 59.6991922,30.4657976 59.6991922,30.465765 59.6992001,30.4657349 59.6992094,30.4657127 59.6992166,30.4656801 59.6992338,30.4656448 59.6992469,30.465623 59.699257,30.465591 59.6992656,30.4655626 59.6992692,30.4655304 59.6992712,30.4654951 59.699282,30.4654808 59.6992881,30.4654678 59.6992982,30.465463 59.6993101,30.4654593 59.6993241,30.4654507 59.6993413,30.4654423 59.6993486,30.4654312 59.6993589,30.4654183 59.6993664,30.465405 59.6993768,30.4653983 59.6993886,30.4653882 59.6993986,30.4653779 59.6994084,30.4653575 59.6994225,30.4653461 59.6994302,30.4653277 59.6994474,30.4653133 59.6994641,30.465299 59.6994798,30.4652927 59.6994907,30.4652848 59.6995031,30.4652861 59.6995139,30.4652849 59.6995278,30.4652754 59.699547,30.465266 59.6995595,30.4652581 59.6995752,30.4652519 59.6995931,30.4652401 59.6996096,30.4652296 59.6996228,30.4652109 59.6996367,30.4651979 59.6996485,30.4651821 59.6996605,30.4651691 59.6996737,30.4651623 59.6996891,30.4651466 59.6997059,30.4651323 59.6997237,30.4651166 59.6997412,30.4651038 59.6997623,30.4650978 59.6997781,30.4650919 59.6997926,30.4650903 59.6998041,30.4650959 59.699816,30.4651027 59.6998255,30.4651119 59.6998387,30.4651248 59.6998504,30.4651418 59.6998616,30.4651615 59.6998694,30.4651837 59.6998767,30.4652084 59.6998834,30.4652276 59.6998933,30.4652474 59.6999074,30.465267 59.6999213,30.4652824 59.6999316,30.4653033 59.6999416,30.4653311 59.6999522,30.4653602 59.6999568,30.4653891 59.6999603,30.4654181 59.6999631,30.4654537 59.6999632,30.4654972 59.6999573,30.4655217 59.699958,30.4655486 59.6999624,30.4655693 59.6999685,30.4655734 59.6999797,30.465574 59.6999908,30.4655593 59.6999996,30.4655315 59.7000079,30.4655102 59.700013,30.4654846 59.7000175,30.4654665 59.7000192,30.4654376 59.7000203,30.465409 59.7000237,30.4653776 59.7000291,30.4653481 59.7000358,30.4653321 59.7000427,30.4653212 59.7000517,30.4653155 59.7000634,30.4653028 59.7000717,30.4652883 59.7000868,30.4652806 59.7001027,30.465269 59.7001225,30.4652655 59.7001317,30.4652671 59.7001449,30.4652793 59.7001572,30.4652917 59.7001661,30.4652991 59.7001742,30.4653031 59.7001806,30.4652877 59.7001871,30.4652616 59.7001914,30.4652309 59.7001973,30.4652003 59.7002023,30.4651556 59.7002124,30.4651186 59.7002213,30.4650918 59.7002291,30.4650713 59.7002362,30.4650579 59.7002441,30.4650463 59.700251,30.4650402 59.7002601,30.4650322 59.7002689,30.4650223 59.7002787,30.4650015 59.7002911,30.4649847 59.7003022,30.4649705 59.7003099,30.4649578 59.7003139,30.4649363 59.700318,30.4649189 59.7003237,30.4649095 59.7003312,30.4649028 59.7003369,30.4648935 59.7003414,30.4648771 59.7003479,30.4648667 59.7003552,30.4648621 59.7003645,30.4648564 59.7003738,30.464849 59.7003808,30.4648454 59.7003897,30.4648478 59.7003988,30.4648485 59.7004097,30.4648418 59.7004154,30.464831 59.7004198,30.4648197 59.7004259,30.4648097 59.7004333,30.4648049 59.7004438,30.4648106 59.7004552,30.4648154 59.7004663,30.464815 59.7004796,30.4648119 59.7004927,30.4648014 59.7005139,30.4647989 59.7005267,30.4648029 59.7005366,30.4648102 59.7005464,30.4648119 59.7005576,30.4648073 59.700573,30.4647969 59.7005886,30.4647925 59.7006017,30.4647667 59.7006109,30.4647407 59.7006145,30.464712 59.7006185,30.4646943 59.7006235,30.4646652 59.7006331,30.4646385 59.7006441,30.4646185 59.70065,30.464592 59.7006593,30.4645575 59.7006706,30.4645355 59.7006795,30.4645171 59.7006869,30.4645016 59.7006968,30.4644849 59.7007089,30.4644744 59.70072,30.4644668 59.7007394,30.464465 59.7007506,30.4644701 59.7007671,30.4644865 59.7007766,30.4645152 59.7007886,30.4645305 59.7007927,30.4645501 59.7007997,30.464575 59.700812,30.4646012 59.7008236,30.4646249 59.7008405,30.4646389 59.7008514,30.4646488 59.7008681,30.4646605 59.7008797,30.4646714 59.7008954,30.4646753 59.7009073,30.464678 59.7009191,30.4646803 59.7009337,30.4646813 59.7009499,30.4646852 59.7009624,30.4646882 59.7009737,30.4646873 59.7009925,30.4646838 59.7010088,30.4646874 59.70103,30.4646946 59.7010447,30.4647064 59.7010621,30.4647089 59.7010719,30.4647044 59.7010823,30.4647064 59.7011003,30.4647145 59.7011192,30.4647172 59.7011399,30.4647149 59.701156,30.4647205 59.7011726,30.4647284 59.7011877,30.4647415 59.701205,30.4647642 59.7012241,30.4647996 59.7012409,30.4648156 59.7012612,30.4648156 59.7012876,30.4648217 59.7012991,30.4648344 59.7013072,30.4648592 59.7013183,30.4648899 59.701325,30.4649035 59.701316,30.4649189 59.7012984,30.4649257 59.7012861,30.4649249 59.7012737,30.4649236 59.7012561,30.464929 59.7012426,30.4649431 59.701225,30.4649703 59.7011943,30.4649907 59.701179,30.4650114 59.7011634,30.4650242 59.7011404,30.4650316 59.701112,30.4650463 59.7010873,30.4650642 59.7010706,30.4650953 59.7010562,30.4651181 59.7010379,30.4651382 59.7010152,30.4651587 59.700994,30.4651885 59.7009652,30.4652132 59.7009254,30.4652373 59.7008883,30.4652488 59.7008674,30.465271 59.7008308,30.4652897 59.7007927,30.4653172 59.7007128,30.4653212 59.7006617,30.4653219 59.700634,30.465333 59.7006053,30.4653521 59.70059,30.4653809 59.7005717,30.4654178 59.700544,30.4654446 59.7005199,30.465458 59.7004929,30.4654709 59.700461,30.4654983 59.7004313,30.4655385 59.7004083,30.465592 59.7003852,30.4656284 59.7003623,30.4656518 59.7003433,30.4656659 59.7003244,30.4657023 59.7003016,30.4657182 59.7002885,30.4657266 59.7002758,30.4657321 59.7002613,30.465731 59.7002525,30.4657231 59.7002374,30.46571 59.7002238,30.4657041 59.700208,30.4657149 59.7001935,30.4657369 59.7001841,30.4658079 59.700167,30.4658459 59.7001492,30.4658577 59.7001333,30.4658583 59.7001151,30.4658472 59.7000992,30.4658282 59.7000774,30.4657964 59.7000634,30.4657853 59.7000534,30.4657806 59.7000395,30.4657772 59.7000257,30.4657752 59.7000121,30.4657799 59.6999993,30.465801 59.6999853,30.4658289 59.6999709,30.4658331 59.6999617,30.4658315 59.6999485,30.4658362 59.6999279,30.4658523 59.6999093,30.4658727 59.6998863,30.4658881 59.6998636,30.4659013 59.699844,30.46592 59.6998227,30.4659395 59.6998088,30.4659475 59.6997929,30.4659422 59.6997828,30.4659294 59.699773,30.4659042 59.6997526,30.4659086 59.6997246,30.4659382 59.6996938,30.4659482 59.6996738,30.465957 59.6996264,30.4659509 59.6996028,30.4659461 59.6995711,30.4659437 59.6995401,30.4659464 59.699511,30.4659536 59.6994964,30.4659596 59.6994803,30.4659529 59.6994597,30.4659402 59.6994404,30.4659308 59.6994275,30.4659301 59.6994028,30.4659301 59.6993734,30.4659355 59.6993507,30.4659382 59.6993223,30.4659428 59.6993088,30.4659449 59.6992963,30.4659519 59.6992763,30.4659521 59.6992569,30.4659435 59.6992384,30.4659344 59.6992216))"	scrub	relation	"13088366"
"POLYGON ((30.4648584 59.7017773,30.4648631 59.7017529,30.4648317 59.7017321,30.4648243 59.7017137,30.4648368 59.701687,30.4648846 59.7016644,30.4648976 59.7016352,30.4649109 59.7016112,30.4649068 59.7015968,30.464875 59.7015957,30.4648304 59.7016001,30.4647861 59.7016116,30.4647579 59.7016259,30.4647432 59.7016394,30.4647587 59.7016577,30.4647647 59.701678,30.4647611 59.7017008,30.4647162 59.7017049,30.4646817 59.701705,30.4646587 59.7017023,30.4646385 59.7016946,30.4646125 59.7016966,30.4645926 59.7017082,30.464593 59.7017236,30.4646029 59.7017355,30.4646219 59.7017476,30.4646492 59.701762,30.464699 59.7017781,30.4647456 59.701785,30.464788 59.7017893,30.4648298 59.7017881,30.4648584 59.7017773))"	scrub	relation	"13088367"
