WKT	NATURAL	OSM_TYPE	OSM_ID
"POLYGON ((30.2950817 59.8106398,30.2961677 59.8103886,30.2956158 59.8099218,30.2948136 59.8100509,30.2948297 59.8100779,30.2942654 59.8101953,30.293973 59.8103086,30.2938255 59.8105891,30.2940822 59.8106972,30.2940224 59.8107779,30.2938453 59.8108481,30.2938517 59.8108804,30.2942342 59.8108076,30.2950817 59.8106398))"	grassland	relation	"6781543"
"MULTIPOLYGON (((30.2928451 59.811395,30.2935586 59.8112561,30.2936176 59.8110106,30.2935264 59.8107988,30.2934476 59.8107097,30.293233 59.8106827,30.2929487 59.8107043,30.2927288 59.8107852,30.2926654 59.8108744,30.2925447 59.8110686,30.2928451 59.811395)),((30.2916948 59.8112431,30.291381 59.811208,30.2913381 59.8111527,30.2914668 59.8111109,30.2913703 59.8110178,30.2911798 59.8110408,30.2910967 59.8109895,30.2909357 59.8109733,30.2908606 59.8110556,30.2908338 59.8111595,30.290976 59.8112067,30.2909465 59.8112916,30.2909944 59.8114004,30.2916948 59.8112431)))"	grassland	relation	"6781545"
"MULTIPOLYGON (((30.3177047 59.8016684,30.3177291 59.8016313,30.3178392 59.8016096,30.3187242 59.8012076,30.318743 59.8011077,30.3188731 59.8010895,30.3194547 59.800838,30.3192017 59.8005762,30.3195772 59.8004818,30.3193626 59.8002767,30.3187552 59.8003516,30.3187324 59.8005432,30.3188101 59.8005715,30.3187914 59.8009682,30.3187672 59.800985,30.3184145 59.8009979,30.3183434 59.8010356,30.3183475 59.8012394,30.3182683 59.8012778,30.3181463 59.801296,30.3172746 59.8012933,30.3171968 59.8013466,30.3169715 59.8013453,30.3169701 59.801178,30.3172504 59.8011746,30.3172504 59.8012077,30.3173336 59.8012454,30.3181671 59.8012363,30.3181979 59.8012276,30.3182086 59.8011965,30.3182019 59.800982,30.3181872 59.8006069,30.3186284 59.8005941,30.3186083 59.8004241,30.3186103 59.800382,30.3182026 59.8004413,30.3178217 59.8005196,30.3159764 59.8009216,30.3143617 59.8012994,30.3149861 59.8016677,30.3177047 59.8016684)),((30.312071 59.8050535,30.3121162 59.8051214,30.3120222 59.8051982,30.3121723 59.8052597,30.3123708 59.8051939,30.3126686 59.8051224,30.3136798 59.8049618,30.3137978 59.8049038,30.3137764 59.8048526,30.3137441 59.8047648,30.3137093 59.8047176,30.3133365 59.8040236,30.3132587 59.8040155,30.3132063 59.803975,30.3131809 59.8039237,30.3131017 59.8039001,30.3129743 59.8039251,30.3128751 59.8038084,30.3129019 59.8037848,30.3129877 59.8038799,30.3130468 59.8038806,30.3130119 59.8038455,30.3129958 59.8037558,30.3130038 59.8037146,30.3130106 59.8036991,30.3130293 59.8036897,30.3130508 59.8036748,30.3129981 59.8035684,30.3129771 59.8035983,30.3129423 59.8036199,30.3128953 59.803632,30.3128511 59.8036603,30.3128363 59.8036961,30.3128216 59.8037177,30.312788 59.8037386,30.3123924 59.8039133,30.3116709 59.8042236,30.311768 59.8042161,30.3122776 59.804007,30.3126344 59.8038519,30.312806 59.8038195,30.3128516 59.803833,30.3128489 59.8038843,30.3127229 59.8039814,30.3126183 59.8040961,30.3125753 59.8041257,30.312511 59.804146,30.3124251 59.8042202,30.3124412 59.8042485,30.3125753 59.8042687,30.3126183 59.8042876,30.3126934 59.8043591,30.311945 59.8044913,30.3119718 59.8045372,30.3120335 59.8045345,30.3122428 59.804521,30.3126048 59.8044644,30.3129053 59.8044333,30.3131762 59.804401,30.3132781 59.8044495,30.3132727 59.8045075,30.3132593 59.8046262,30.3132137 59.8046654,30.3130823 59.8046883,30.3129509 59.8046721,30.3128865 59.804602,30.3128784 59.8045574,30.3128543 59.8045278,30.3126987 59.8045723,30.3127014 59.8046276,30.3126692 59.8046815,30.3126129 59.8046856,30.3123581 59.8047638,30.3122293 59.8048772,30.3123393 59.805008,30.3123286 59.8050417,30.3122159 59.8050579,30.312071 59.8050535)),((30.3111509 59.8044271,30.3105282 59.8047029,30.310311 59.8046165,30.3102016 59.8046811,30.3105368 59.8048279,30.3104215 59.8049095,30.3103974 59.8049345,30.310451 59.804948,30.3107444 59.8048985,30.3107341 59.804881,30.3108641 59.8048569,30.3108212 59.804803,30.3108683 59.8047961,30.3108882 59.8047598,30.3109902 59.8047355,30.3110572 59.8046842,30.311135 59.8046546,30.3114032 59.8046195,30.3114247 59.8045817,30.3113281 59.8045574,30.3111779 59.8045831,30.3111484 59.8045507,30.3111509 59.8044271)))"	grassland	relation	"6781630"
"MULTIPOLYGON (((30.3190075 59.8109817,30.3190558 59.8109439,30.3190317 59.8109345,30.318742 59.811068,30.3185918 59.8111584,30.3184308 59.811277,30.3182941 59.8113998,30.3181841 59.8115495,30.3180687 59.8117477,30.3179802 59.8119231,30.3178086 59.8123884,30.3180822 59.8124208,30.3180366 59.8125044,30.3177549 59.8124801,30.3176906 59.8125907,30.3176128 59.8126811,30.3174867 59.8128928,30.3171434 59.8132327,30.3169208 59.8134174,30.3169315 59.8134296,30.3185971 59.8126406,30.3203057 59.8119056,30.3203084 59.8118894,30.320126 59.8119042,30.3198175 59.8119136,30.3195896 59.8119002,30.3193562 59.811853,30.3192301 59.8118098,30.3190317 59.8117235,30.3188654 59.811594,30.3187822 59.811482,30.3187447 59.8113404,30.3187795 59.8111759,30.3190075 59.8109817)),((30.3214725 59.8100078,30.3216924 59.8099701,30.3218614 59.809935,30.3221269 59.8099202,30.3223227 59.809931,30.3225132 59.8099593,30.3227546 59.8100254,30.3230738 59.8101832,30.3231676 59.8102587,30.3232561 59.8103734,30.3233366 59.808887,30.3232561 59.8089989,30.3229396 59.8093537,30.3227921 59.8094683,30.3222718 59.809703,30.3214725 59.8100078)),((30.3186041 59.8106688,30.3188079 59.8107767,30.3183707 59.8109803,30.3181079 59.8111705,30.317955 59.8112407,30.3177511 59.8113013,30.3175956 59.8113674,30.3175097 59.8114362,30.3176007 59.8114571,30.3173808 59.8121396,30.3172359 59.8125941,30.3169543 59.8130243,30.3167531 59.8132387,30.3163401 59.8135354,30.3154067 59.8140223,30.3139495 59.81473,30.3129544 59.8152735,30.3124036 59.8154577,30.3123672 59.8154517,30.3122546 59.8154585,30.3121426 59.8155627,30.3119414 59.8156894,30.3116464 59.8158594,30.3111233 59.8161169,30.3106459 59.8163475,30.3098707 59.8167346,30.308079 59.8176111,30.3064804 59.8183919,30.3048952 59.8191807,30.3030365 59.8200855,30.3017678 59.8207098,30.3015532 59.8208176,30.3014674 59.8209012,30.3014567 59.8209646,30.301462 59.8210239,30.3044312 59.8195569,30.3061934 59.8186926,30.3075667 59.8180156,30.3076177 59.8180318,30.3081099 59.817789,30.3083365 59.8176772,30.3104501 59.816628,30.3113486 59.8161897,30.3124564 59.8156382,30.3130304 59.8153388,30.3140255 59.814794,30.314983 59.8143193,30.3155758 59.8140374,30.3159486 59.8138418,30.3162893 59.8136436,30.3167211 59.8133698,30.3169866 59.8131716,30.3171583 59.8130043,30.3174158 59.8127157,30.3175419 59.8125323,30.3176304 59.8123259,30.3178128 59.8119105,30.3179201 59.8116421,30.3180381 59.8114452,30.3180086 59.8114223,30.31803 59.8113656,30.3181722 59.8112065,30.3184055 59.8110311,30.3186228 59.8109259,30.3188508 59.8108153,30.3192236 59.8109853,30.3190412 59.8110959,30.3189807 59.8111557,30.3189205 59.8112362,30.3189017 59.8113575,30.318942 59.8114533,30.3190359 59.8115949,30.3192156 59.8117028,30.319465 59.8117878,30.3196474 59.8118242,30.3198942 59.8118404,30.3202133 59.8118134,30.3205003 59.8117662,30.3207015 59.8117015,30.3205459 59.8115855,30.3205754 59.8115747,30.3206854 59.8115747,30.3208249 59.8116071,30.321356 59.811982,30.3213882 59.8120306,30.3213828 59.8120859,30.3213184 59.8121479,30.3211816 59.8122086,30.3210475 59.8121034,30.3203367 59.8123839,30.319642 59.8126712,30.3192048 59.8128789,30.3192209 59.8128964,30.3194543 59.8128196,30.3201892 59.8126186,30.3208142 59.812477,30.3217717 59.8123178,30.322276 59.8122437,30.3222894 59.8119227,30.3191163 59.8105941,30.3190841 59.810609,30.3188776 59.8105267,30.3186041 59.8106688)),((30.3219883 59.8089059,30.3219642 59.8089474,30.3222754 59.8089628,30.3222713 59.8090418,30.3222271 59.8094201,30.3215431 59.8094282,30.3215056 59.8093925,30.3216222 59.8092954,30.3218114 59.8092117,30.3218475 59.8091894,30.3219133 59.8091598,30.3220313 59.8090418,30.3220407 59.8090047,30.3219227 59.8089858,30.3218127 59.8090755,30.3217188 59.8091322,30.3214908 59.8092583,30.3194383 59.8103127,30.3194825 59.8103808,30.3194369 59.8104058,30.3209604 59.8110545,30.3211468 59.8109412,30.3198755 59.8104253,30.3198486 59.8103889,30.3198996 59.8103249,30.3200672 59.8102075,30.3201071 59.8101901,30.3202188 59.8101414,30.3210844 59.8098641,30.3214773 59.8097468,30.3222418 59.8094689,30.3225207 59.809328,30.3226602 59.8092457,30.3228372 59.8090528,30.3228681 59.8089881,30.3230035 59.808955,30.3230274 59.8088997,30.3222057 59.8088996,30.3219883 59.8089059)),((30.3201175 59.8102276,30.3202985 59.810318,30.3209033 59.8101069,30.3220191 59.8096827,30.3222659 59.8095768,30.322518 59.8094527,30.3227755 59.8092868,30.3229633 59.809102,30.3229753 59.8089968,30.3228935 59.8090171,30.3228761 59.8090508,30.3228251 59.8091371,30.3226454 59.8092942,30.322506 59.809386,30.3222525 59.8094972,30.3215068 59.8097704,30.3210589 59.8099059,30.3206794 59.8100314,30.3202516 59.8101662,30.3201175 59.8102276)),((30.320033 59.8102876,30.3199396 59.8103417,30.3198994 59.8103862,30.3199289 59.8104239,30.3211707 59.8109162,30.3218386 59.8104604,30.3218386 59.8104118,30.3217742 59.8103403,30.3218735 59.8102918,30.3218547 59.8102243,30.3219593 59.8101859,30.3221122 59.8102985,30.3220585 59.8103457,30.3220907 59.8103633,30.321042 59.8110646,30.3210581 59.8111024,30.3229303 59.8119076,30.3230483 59.8119467,30.3231582 59.8119629,30.3231851 59.8119629,30.3233326 59.8119062,30.3232199 59.8114908,30.3231717 59.811186,30.3231421 59.8109675,30.323169 59.8107935,30.3231126 59.8104631,30.3230483 59.8103659,30.3229812 59.8102783,30.3226754 59.810107,30.322418 59.8100328,30.3221819 59.8100085,30.3219539 59.8100058,30.3217152 59.8100274,30.3215033 59.8100908,30.3205265 59.8104724,30.3207277 59.8105061,30.3206231 59.8105399,30.3204755 59.8105304,30.3200947 59.8103672,30.3200383 59.8103294,30.320033 59.8102876)))"	grassland	relation	"6783371"
"POLYGON ((30.3172576 59.8121322,30.3158548 59.8121052,30.3152157 59.8124389,30.3150548 59.8125387,30.3149663 59.8126749,30.3148831 59.8128287,30.3146525 59.813004,30.3144084 59.8131335,30.3145318 59.8131847,30.3144459 59.813209,30.3143252 59.8131712,30.3140543 59.8132966,30.3133704 59.8136567,30.3130753 59.8138752,30.3129332 59.8140222,30.3128205 59.8142205,30.3127213 59.8144686,30.3125818 59.8149042,30.3124423 59.8152157,30.3122546 59.8154585,30.3123672 59.8154517,30.3123967 59.8154018,30.3129037 59.8152414,30.3138934 59.8147127,30.3157092 59.8138145,30.3162698 59.813507,30.3164442 59.8134018,30.3166794 59.8132178,30.3169136 59.812977,30.3171442 59.8125818,30.317315 59.8121389,30.3172576 59.8121322))"	heath	relation	"6783372"
"MULTIPOLYGON (((30.3145643 59.8086255,30.3145147 59.8086511,30.3156976 59.809134,30.3157123 59.8091239,30.3157217 59.8091091,30.3157177 59.8090922,30.3145643 59.8086255)),((30.3140728 59.8087142,30.3128739 59.8090433,30.3131877 59.8091795,30.3132199 59.8091822,30.3132762 59.809162,30.3132735 59.8091391,30.3132413 59.8091121,30.3144872 59.8088147,30.3145583 59.808843,30.3145905 59.8088464,30.3146736 59.8088207,30.3147152 59.8087965,30.315536 59.8091323,30.3155105 59.8091593,30.3155293 59.8091735,30.3155507 59.8091849,30.3155977 59.809191,30.3156379 59.8091829,30.315662 59.809164,30.314451 59.8086535,30.3143947 59.80864,30.3143451 59.8086467,30.3143048 59.8086629,30.3140728 59.8087142)),((30.3158961 59.8091664,30.3158555 59.8091689,30.3158213 59.809176,30.3158052 59.8091848,30.3167064 59.809557,30.3167835 59.809582,30.3168258 59.809551,30.3158961 59.8091664)),((30.3115019 59.8093205,30.3126526 59.8090507,30.3125721 59.8090143,30.3124809 59.8090089,30.3123012 59.8090507,30.311451 59.8092679,30.3114349 59.809303,30.3114349 59.8093191,30.311459 59.8093367,30.3115019 59.8093205)),((30.3128015 59.8090082,30.3139924 59.8086966,30.3140058 59.8086805,30.3139843 59.8086602,30.3139521 59.8086535,30.3127961 59.8089381,30.312772 59.8089664,30.312772 59.8089853,30.3128015 59.8090082)),((30.3097293 59.809929,30.3096274 59.8098153,30.3084445 59.8101175,30.3083614 59.8101552,30.3082863 59.8102065,30.3082058 59.8102443,30.3081388 59.8102658,30.3080476 59.8102766,30.3079832 59.8102793,30.3079081 59.8102753,30.3078437 59.810255,30.3077659 59.8101674,30.303695 59.8111469,30.303628 59.8111739,30.3036199 59.811213,30.3036333 59.8112535,30.3036923 59.8112858,30.3053285 59.8108799,30.3054599 59.8110093,30.3069478 59.8106779,30.3078336 59.8107755,30.3078789 59.8104896,30.3078816 59.8104235,30.3079406 59.8103776,30.3080479 59.8103264,30.3082652 59.8102845,30.3083886 59.8102481,30.3097293 59.809929)),((30.3147192 59.8105479,30.3166142 59.8095626,30.3157653 59.8092106,30.3157277 59.8092321,30.3157264 59.809249,30.3157385 59.8092632,30.3157841 59.809278,30.3158203 59.809276,30.3158605 59.8092679,30.316456 59.8095161,30.3164318 59.8095269,30.3164144 59.8095471,30.3164251 59.8095599,30.3164613 59.8095734,30.3156694 59.8100026,30.3156091 59.8099817,30.3155742 59.8099844,30.315304 59.8101318,30.3150183 59.8100273,30.3149405 59.8100138,30.3148359 59.8100273,30.3143907 59.8102984,30.3145382 59.8103591,30.3144953 59.8103887,30.3143585 59.8103388,30.3143397 59.8103618,30.3147192 59.8105479)))"	grassland	relation	"6783376"
"POLYGON ((30.3125192 59.8081795,30.3120422 59.8082849,30.3125495 59.8087702,30.3137492 59.808475,30.3136862 59.808387,30.3129133 59.808092,30.3125192 59.8081795))"	heath	relation	"6783388"
"MULTIPOLYGON (((30.3164571 59.8088177,30.3157123 59.8085189,30.3158062 59.808465,30.3159805 59.8084434,30.3160235 59.8083854,30.3159993 59.8083099,30.3159913 59.80826,30.3160315 59.8082181,30.3160976 59.8082055,30.314862 59.8061015,30.3145102 59.8061536,30.3156024 59.8080417,30.3147586 59.8084163,30.3148152 59.8084622,30.3152376 59.8086376,30.31531 59.8086053,30.3153878 59.8086309,30.3153341 59.8086916,30.3160724 59.8090224,30.3161797 59.8090062,30.3164571 59.8088177)),((30.3173504 59.8091916,30.3165905 59.8088735,30.3163084 59.8090359,30.3163004 59.809075,30.3163406 59.8091195,30.3169944 59.8093822,30.3170823 59.8093873,30.3171419 59.8093701,30.3172546 59.809308,30.3173504 59.8091916)))"	grassland	relation	"6783700"
"MULTIPOLYGON (((30.3147782 59.8096172,30.3146347 59.8095693,30.3146052 59.8095687,30.3145784 59.8095761,30.3144617 59.8096503,30.3144537 59.8096746,30.3144631 59.8097015,30.3145154 59.8097258,30.3145462 59.8097346,30.3145972 59.8097346,30.3146334 59.8097312,30.3146455 59.8097272,30.3150612 59.8094628,30.3150532 59.8094426,30.3149955 59.809419,30.3149539 59.8094034,30.3148976 59.80939,30.3148305 59.8094055,30.3147702 59.8094466,30.3147635 59.8094729,30.314915 59.8095309,30.3147782 59.8096172)),((30.3147709 59.8093586,30.3147521 59.809337,30.3146046 59.8092763,30.3145348 59.8092696,30.3139474 59.8094152,30.3139206 59.8094503,30.3139313 59.8094827,30.3141996 59.8095852,30.31428 59.8096068,30.3143524 59.8096054,30.3144088 59.8095879,30.3147709 59.8093586),(30.3143694 59.8094921,30.3143229 59.8094849,30.3142873 59.8094682,30.3142696 59.8094454,30.3142733 59.809421,30.3142977 59.8093999,30.3143379 59.8093861,30.314386 59.8093825,30.3144324 59.8093898,30.314468 59.8094064,30.3144857 59.8094292,30.314482 59.8094536,30.3144577 59.8094747,30.3144175 59.8094885,30.3143694 59.8094921)),((30.3146744 59.8091449,30.3145893 59.8091092,30.3140696 59.8092295,30.3139763 59.8091256,30.3145258 59.8089995,30.3146559 59.808963,30.3146287 59.8089229,30.314559 59.8089189,30.3133815 59.8092089,30.3133654 59.8092331,30.3133922 59.8092655,30.3136873 59.8093815,30.3137409 59.8093923,30.3137972 59.8093815,30.3146744 59.8091449)),((30.3157487 59.809477,30.3157709 59.809485,30.3157076 59.8095264,30.3157271 59.8095432,30.3157335 59.8095659,30.3157271 59.8095879,30.3157104 59.8096105,30.3156872 59.8096254,30.3157068 59.8096335,30.3156676 59.8096609,30.3158317 59.8097234,30.3159497 59.8096668,30.3160248 59.8096216,30.3160489 59.8095838,30.3160449 59.8095333,30.315998 59.8094888,30.315829 59.8094233,30.3157487 59.809477)),((30.3156054 59.8096788,30.3153774 59.8098193,30.3150395 59.8096765,30.3152127 59.8095718,30.3151598 59.8095494,30.3151182 59.8095508,30.3150887 59.8095609,30.314744 59.8097707,30.31474 59.8098024,30.3147575 59.8098219,30.3151973 59.810008,30.3152537 59.8100168,30.3152885 59.8100168,30.3153529 59.810008,30.3158102 59.8097578,30.3156054 59.8096788)))"	grassland	relation	"6783703"
"POLYGON ((30.4986127 59.7408674,30.4985781 59.7406598,30.4985368 59.7406301,30.4982203 59.7407733,30.4979074 59.7410093,30.4949569 59.7426637,30.4950376 59.7427655,30.4952144 59.7429678,30.4953727 59.7430258,30.4955068 59.7430475,30.4956328 59.743065,30.4958581 59.7430853,30.4960969 59.7430786,30.4963114 59.7430353,30.4964429 59.7429339,30.4966065 59.7428339,30.4969739 59.7425812,30.4972475 59.7424028,30.4979154 59.7420149,30.498484 59.7416635,30.498594 59.7416081,30.4985511 59.741527,30.4985216 59.7414418,30.4985833 59.7410269,30.4986127 59.7408674))"	grassland	relation	"6819488"
"MULTIPOLYGON (((30.480076 59.7463262,30.4799996 59.7463308,30.4781371 59.747179,30.4783589 59.7473095,30.4782401 59.7473653,30.4780524 59.7472557,30.4780175 59.7472376,30.4779746 59.7472356,30.4779316 59.7472512,30.4762616 59.7479994,30.4764529 59.7480658,30.4765266 59.7480131,30.4767184 59.7480638,30.476658 59.74813,30.4768647 59.748194,30.4776853 59.7479586,30.4792828 59.7475033,30.4814816 59.746843,30.4813555 59.7467538,30.4806004 59.7463261,30.480309 59.7464503,30.480076 59.7463262)),((30.4800385 59.7460099,30.4798628 59.7460889,30.4798588 59.7461085,30.479883 59.7461275,30.4799299 59.7461376,30.4799594 59.7461281,30.4801311 59.7460586,30.4800385 59.7460099)))"	grassland	relation	"6819573"
"POLYGON ((30.5000992 59.7461892,30.4994488 59.7466398,30.4996311 59.7466887,30.4996767 59.7466616,30.4998255 59.7467177,30.4999302 59.7466826,30.4999449 59.7466866,30.5004666 59.7463968,30.5007147 59.7462603,30.5013892 59.7459143,30.5013989 59.7458796,30.5013732 59.7458556,30.5006778 59.7462228,30.5004767 59.7461755,30.5003828 59.7461593,30.5002688 59.7461586,30.5000992 59.7461892))"	grassland	relation	"6819749"
"MULTIPOLYGON (((30.6010932 59.8010825,30.6012327 59.8010717,30.6013078 59.8010232,30.6012864 59.8009692,30.6012059 59.8009314,30.6011147 59.8009017,30.6009591 59.8008181,30.600943 59.8007641,30.6009591 59.8007048,30.6009162 59.8006562,30.6008304 59.8006238,30.6007338 59.8006454,30.6006426 59.8007479,30.6004656 59.800837,30.6003798 59.8008936,30.600192 59.8009692,30.6001491 59.801042,30.6002457 59.8012012,30.6001598 59.8012363,30.6001223 59.8012876,30.6001169 59.801409,30.6000901 59.801463,30.6000418 59.8015115,30.6000472 59.8015655,30.6000955 59.8016168,30.6002135 59.8016384,30.6003261 59.8016303,30.60053 59.8015817,30.6005943 59.8015358,30.6005353 59.8014819,30.6004549 59.8014414,30.6004012 59.8013901,30.6003798 59.8013308,30.6004549 59.8012228,30.6004281 59.8010582,30.600471 59.801007,30.6005836 59.8010097,30.6006909 59.8009908,30.6008679 59.8010232,30.6009001 59.8010798,30.6010932 59.8010825)),((30.6009015 59.8002413,30.6010087 59.8002602,30.6010463 59.8003115,30.6010517 59.8003681,30.6011429 59.8004032,30.6012233 59.8004464,30.601277 59.8004977,30.6014164 59.8005921,30.6014969 59.800638,30.6015827 59.800673,30.6016578 59.8007162,30.6016793 59.8007783,30.6016364 59.8008349,30.6015452 59.8009186,30.6015506 59.8009726,30.601572 59.8010265,30.6021433 59.8009456,30.6020843 59.80087,30.6015076 59.8004491,30.6011536 59.80019,30.6010141 59.8001509,30.6009015 59.8002413)),((30.5995925 59.8019116,30.5996784 59.8018765,30.5997427 59.8018333,30.5996998 59.8017794,30.5996462 59.8017308,30.5996247 59.8016768,30.5996516 59.8016229,30.5997267 59.8015797,30.5997696 59.801523,30.5997964 59.8014691,30.5997106 59.8014313,30.5995872 59.8014232,30.5994745 59.8014421,30.599276 59.8014987,30.5991822 59.8014744,30.5995925 59.8019116)),((30.6007365 59.8019763,30.6006493 59.801917,30.6005742 59.8019601,30.6005742 59.8020195,30.6005957 59.8020816,30.6006064 59.802149,30.6006601 59.8021949,30.600703 59.8022462,30.6007727 59.8022947,30.6007566 59.8024647,30.6006815 59.8025106,30.6005689 59.8025241,30.6004562 59.8025403,30.6003543 59.802516,30.6002631 59.8024836,30.6001773 59.8024404,30.6000861 59.8024107,30.6000271 59.8023622,30.5999385 59.8023345,30.60019 59.8025656,30.6010644 59.8025177,30.6007519 59.8020529,30.6007365 59.8019763)))"	grassland	relation	"6838761"
