X	Y	NAME	NAME_EN	NAME_RU	RAILWAY	HIGHWAY	REF	NETWORK	PUBLIC_TRA	OSM_TYPE	OSM_ID
29.6751856	59.9264059	"Краснофлотское шоссе, 62"				bus_stop			platform	node	"936402413"
30.1289508	59.8387627	"улица Пионерстроя, 14"				bus_stop			platform	node	"938278944"
30.6222084	59.7374276	"улица Ижорского Батальона, угол Октябрьской улицы"				bus_stop			platform	node	"939106373"
30.6229327	59.7378312	"улица Ижорского Батальона, угол Октябрьской улицы"				bus_stop			platform	node	"939106532"
30.6200816	59.7397174	"Октябрьская улица, 65"				bus_stop			platform	node	"939106621"
29.8267402	59.8813948	Университет				bus_stop			platform	node	"941730008"
29.8245761	59.8784528	"Ботаническая улица, угол Ульяновской улицы"				bus_stop			platform	node	"941731549"
29.8373053	59.8752075	"Ботаническая улица, 17"				bus_stop			platform	node	"941754995"
29.8381255	59.8748665	"Ботаническая улица, 17"				bus_stop			platform	node	"941755413"
30.3393466	59.7321629	железнодорожная станция «Александровская»				bus_stop			platform	node	"957287511"
30.4118219	59.6969613	Лицей № 410				bus_stop			platform	node	"959627026"
30.4306701	59.6945889	"Пушкин, Главная улица"				bus_stop			platform	node	"959627032"
30.4119643	59.696359	Лицей № 410				bus_stop			platform	node	"959627101"
30.4376361	59.9549832	Торговый центр				bus_stop			platform	node	"959656334"
30.4355498	59.9530228	проспект Энергетиков							platform	node	"959656335"
30.4210787	59.9471689	Шепетовская улица				bus_stop			platform	node	"959656338"
30.4370508	59.954739	Торговый центр				bus_stop			platform	node	"959656341"
30.3885097	59.9236248	Алесандро-Невская лавра (проспект Обуховской Обороны)				bus_stop			platform	node	"959660989"
30.37875	59.9175416	Атаманская улица				bus_stop			platform	node	"959660991"
30.343329	59.9820115	улица Александра Матросова			tram_stop				stop_position	node	"965442922"
30.3861545	59.9444413	Тульская улица				bus_stop			platform	node	"966831920"
30.4514005	59.9179107	парк Боевого Братства				bus_stop			platform	node	"967632260"
29.6778559	60.0270898	Форт Шанц				bus_stop			platform	node	"967803931"
30.2891149	59.9662633	Барочная улица		Барочная улица		bus_stop			platform	node	"968219371"
30.2923974	59.9611083	станция метро «Чкаловская»				bus_stop			platform	node	"968219374"
30.2932178	59.9608965	станция метро «Чкаловская»				bus_stop			platform	node	"968219388"
30.2860858	59.9641724	Барочная улица		Барочная улица		bus_stop			platform	node	"968219401"
30.2897239	59.9536522	Малый проспект П.С.				bus_stop			platform	node	"968228857"
30.2911523	59.9574586	Пионерская улица		Пионерская улица		bus_stop			platform	node	"968228860"
30.2994724	59.9574595	Большой проспект П.С.		Большой проспект П.С.		bus_stop			platform	node	"968235494"
30.2986617	59.9581111	Рыбацкая улица				bus_stop			platform	node	"968235498"
30.3400632	59.9689942	Большой Сампсониевский проспект				bus_stop			platform	node	"968253968"
30.3474274	59.9714121	станция метро «Выборгская»				bus_stop			platform	node	"968253975"
30.3473321	59.9700881	Гренадерская улица				bus_stop			platform	node	"968253976"
30.3291384	59.9637795	Большая Монетная улица				bus_stop			platform	node	"968253988"
30.3308954	59.9660327	улица Рентгена				bus_stop			platform	node	"968253990"
30.331144	59.9658034	улица Рентгена				bus_stop			platform	node	"968253992"
30.2982011	59.9661774	"Левашовский проспект, 2"				bus_stop			platform	node	"968281584"
30.3119034	59.958679	Сытный рынок				bus_stop			platform	node	"968282916"
30.3240105	59.9612777	Малая Монетная улица		Малая Монетная улица		bus_stop			platform	node	"968282917"
30.3169001	59.9615887	Каменноостровский проспект				bus_stop			platform	node	"968282918"
30.3125396	59.9568449	Сытный рынок				bus_stop			platform	node	"968282976"
30.2564794	59.8482584	улица Подводника Кузьмина				bus_stop			platform	node	"968513853"
30.2554182	59.8473851	улица Подводника Кузьмина				bus_stop			platform	node	"968514320"
30.2509268	59.8453849	Дачный проспект				bus_stop			platform	node	"968532519"
30.2510057	59.8450256	Дачный проспект				bus_stop			platform	node	"968535285"
30.2564925	59.8524279	"улица Зины Портновой, угол Ленинского проспекта"				bus_stop			platform	node	"968600966"
30.3070294	59.9676369	станция метро «Петроградская» (Левашовский проспект)				bus_stop			platform	node	"971886857"
30.3184345	59.902053	Киевская улица				bus_stop			platform	node	"972724792"
30.3182025	59.9054219	станция метро «Фрунзенская»				bus_stop			platform	node	"972739280"
30.3541466	59.9206494	станция метро «Лиговский проспект»				bus_stop			platform	node	"972895991"
30.3544812	59.9214935	станция метро «Лиговский проспект»				bus_stop			platform	node	"972898792"
30.3580838	59.9261725	Кузнечный переулок				bus_stop			platform	node	"972898795"
30.4217885	59.7157013	Московские ворота				bus_stop			platform	node	"974623245"
30.4211411	59.7157814	Московские ворота				bus_stop			platform	node	"974623585"
30.4805513	59.8556528	"проспект Обуховской Обороны, 126"				bus_stop			platform	node	"981562615"
30.4785176	59.8551026	Запорожская улица				bus_stop			platform	node	"981562616"
30.3659138	59.8453736	"Витебский проспект, 63"				bus_stop			platform	node	"982784543"
30.3659965	59.8442708	улица Орджоникидзе				bus_stop			platform	node	"982784942"
30.3636602	59.8499321	железнодорожная станция «Проспект Славы»				bus_stop			platform	node	"982792781"
30.2461557	59.9282483	Вёсельная улица		Вёсельная улица		bus_stop			platform	node	"985222683"
29.8105382	59.907933	Лесная улица				bus_stop			platform	node	"985957130"
29.8954245	59.8778729	"бульвар Разведчиков, 10"				bus_stop			platform	node	"985957135"
29.8147408	59.9033307	Горская улица				bus_stop			platform	node	"985957138"
29.7976401	59.9102263	Железнодорожный переезд				bus_stop			platform	node	"985957139"
29.8209779	59.9010621	улица Анны Павловой				bus_stop			platform	node	"985957143"
29.8098146	59.9082729	Лесная улица				bus_stop			platform	node	"985957144"
29.8204357	59.9013895	улица Анны Павловой				bus_stop			platform	node	"985957146"
29.781646	59.913622	улица Красного Флота (Дворцовый проспект)				bus_stop			platform	node	"985957149"
30.3298975	60.0531111	станция метро «Проспект Просвещения»				bus_stop			platform	node	"987229161"
30.3292139	60.0534532	станция метро «Проспект Просвещения»				bus_stop			platform	node	"987229175"
30.3189051	60.0628534	"улица Композиторов, угол улицы Прокофьева"				bus_stop			platform	node	"987229176"
30.2347237	59.8510226	Кронштадтская площадь				bus_stop			platform	node	"987885028"
30.2269159	59.8483001	улица Лёни Голикова				bus_stop			platform	node	"987885030"
30.1008933	59.8534922	"Санкт-Петербургское шоссе, спортивный комплекс «Атлантика»"				bus_stop			platform	node	"987944905"
30.1240874	59.8490698	Железнодорожный переезд				bus_stop			platform	node	"987944914"
30.089408	59.8528042	проспект Будённого				bus_stop			platform	node	"987944925"
29.8611696	59.8942917	посёлок Просвещение				bus_stop			platform	node	"987944926"
30.05347	59.851533	Почтовый переулок				bus_stop			platform	node	"987944940"
29.8550505	59.8739521	Университетский проспект	University Avenue			bus_stop			platform	node	"987944943"
29.8629751	59.8939719	посёлок Просвещение				bus_stop			platform	node	"987944950"
30.0735363	59.851867	"Санкт-Петербургское шоссе, 47"				bus_stop			platform	node	"987944953"
30.0623169	59.8516972	Константиновский дворец				bus_stop			platform	node	"987944958"
30.3766045	59.875021	"Бухарестская улица, 66"				bus_stop			platform	node	"988744448"
30.3762171	59.8746203	"Бухарестская улица, 66"				bus_stop			platform	node	"988744450"
30.3912616	59.8438102	Малая Каштановая аллея				bus_stop			platform	node	"988779010"
30.3920788	59.8334511	улица Ярослава Гашека			tram_stop				stop_position	node	"988779012"
30.3875065	59.848522	Будапештская улица			tram_stop				stop_position	node	"988779020"
30.3803506	59.8464632	Киноцентр «Чайка»				bus_stop			platform	node	"988779022"
30.3838029	59.8416089	Пловдивская улица			tram_stop				stop_position	node	"988779026"
30.3779786	59.8391715	Пловдивская улица				bus_stop			platform	node	"988779052"
30.3878205	59.8483691	Будапештская улица				bus_stop			platform	node	"988779068"
30.3857298	59.8482751	Будапештская улица				bus_stop			platform	node	"988779071"
30.3883751	59.8371027	Дунайский проспект			tram_stop				stop_position	node	"988779072"
30.377719	59.8400274	Пловдивская улица				bus_stop			platform	node	"988779082"
30.374053	59.8446601	Малая Балканская улица				bus_stop			platform	node	"988779084"
30.3806222	59.833788	Дунайский проспект				bus_stop			platform	node	"988779088"
30.3798284	59.8465486	"Купчинская улица, киноцентр «Чайка»"			tram_stop				stop_position	node	"988779100"
30.3930741	59.8420151	Пловдивская улица				bus_stop			platform	node	"988779102"
30.3780612	59.8462752	Киноцентр «Чайка»				bus_stop			platform	node	"988779103"
30.3801194	59.835703	Дунайский проспект				bus_stop			platform	node	"988779105"
30.3910581	59.8443889	Малая Каштановая аллея				bus_stop			platform	node	"988779114"
30.3669572	59.8352722	Звёздная улица				bus_stop			platform	node	"989137023"
30.2019397	59.9891119	станция метро «Беговая»				bus_stop			platform	node	"989214078"
30.2020829	59.9921717	"Школьная улица, 124"				bus_stop			platform	node	"989216439"
30.2147345	59.9874328	Яхтенная улица				bus_stop			platform	node	"989222053"
30.2212821	60.009284	"Камышовая улица, 38"				bus_stop			platform	node	"990337847"
30.2563044	60.0075887	Комендантский проспект				bus_stop			platform	node	"990354298"
30.2849818	59.9232996	Улица Декабристов				bus_stop			platform	node	"991512458"
30.2863926	59.9217253	Аларчин мост				bus_stop			platform	node	"991512462"
30.2863134	59.9207905	Аларчин мост				bus_stop			platform	node	"991512468"
30.2796706	59.9172051	площадь Репина				bus_stop			platform	node	"991512471"
30.2802872	59.9175255	площадь Репина				bus_stop			platform	node	"991512473"
30.2918313	59.9254222	Мариинский театр				bus_stop			platform	node	"991512493"
30.2936012	59.9224083	"проспект Римского-Корсакова, 53"				bus_stop			platform	node	"991512496"
30.2845474	59.9233461	Английский проспект		Английский проспект		bus_stop			platform	node	"991512500"
30.3410053	60.0016542	улица Орбели							platform	node	"992872562"
30.281897	59.9135201	улица Циолковского				bus_stop			platform	node	"993389623"
30.2814934	59.9133601	улица Циолковского				bus_stop			platform	node	"993389660"
30.2577388	59.9465306	Камская улица				bus_stop			platform	node	"993609857"
30.2578537	59.9460005	Камская улица				bus_stop			platform	node	"993610047"
30.5687069	59.7901562	"посёлок Металлострой, 3А"				bus_stop			platform	node	"995265552"
30.5647205	59.7928327	"Металлострой, 3"				bus_stop			platform	node	"995265561"
30.5592817	59.796897	Дорога на Металлострой				bus_stop			platform	node	"995265569"
30.6168044	59.7430634	"Октябрьская улица, 51"				bus_stop			platform	node	"995506457"
30.6148236	59.7470327	набережная Комсомольского канала				bus_stop			platform	node	"995506459"
30.6169529	59.7421844	"Октябрьская улица, 51"				bus_stop			platform	node	"995506460"
30.6117887	59.7311593	Оборонная улица				bus_stop			platform	node	"995506461"
30.4356363	59.9435522	Якорная улица				bus_stop			platform	node	"995826937"
30.4350794	59.9429353	Якорная улица				bus_stop			platform	node	"995826939"
30.4364972	59.9484008	Партизанская улица				bus_stop			platform	node	"995826941"
30.3981039	59.9713817	Замшина улица				bus_stop			platform	node	"995828666"
30.3975812	59.9721444	проспект Металлистов				bus_stop			platform	node	"995828668"
30.3938226	59.9669659	Замшина улица				bus_stop			platform	node	"995828671"
30.3996065	59.9656756	Феодосийская улица				bus_stop			platform	node	"995828675"
30.4004052	59.9652243	Феодосийская улица				bus_stop			platform	node	"995828679"
30.3983191	59.9720666	проспект Металлистов				bus_stop			platform	node	"995828685"
30.3876882	59.8367465	"Дунайский проспект, угол Купчинской улицы"				bus_stop			platform	node	"995838881"
30.299887	59.9983817	Аэродромная улица				bus_stop			platform	node	"996834651"
30.296645	59.9258282	Театральная площадь				bus_stop			platform	node	"996854621"
30.441907	59.9529282	Большеохтинское кладбище				bus_stop			platform	node	"998804734"
30.3833107	59.9467851	Кавалергардская улица		Кавалергардская улица		bus_stop			platform	node	"1000806067"
30.382124	59.9470034	Кавалергардская улица		Кавалергардская улица		bus_stop			platform	node	"1000806077"
30.2833022	59.9989774	"Богатырский проспект, угол Серебристого бульвара"				bus_stop			platform	node	"1001129518"
30.2820147	59.9992349	Серебристый бульвар				bus_stop			platform	node	"1001129519"
30.2776295	59.9984574	Байконурская улица				bus_stop			platform	node	"1001129520"
30.2708495	59.9989898	Полевая Сабировская улица				bus_stop			platform	node	"1001129521"
30.2961736	60.0002633	"Богатырский проспект, 2"		"Богатырский проспект, 2"		bus_stop			platform	node	"1001129526"
30.2967	60.0006535	"Богатырский проспект, угол Коломяжского проспекта"		"Богатырский проспект, угол Коломяжского проспекта"		bus_stop			platform	node	"1001129527"
30.2907265	59.9996855	театр «За Чёрной речкой»				bus_stop			platform	node	"1001129528"
30.2898718	60.000007	театр «За Чёрной речкой»				bus_stop			platform	node	"1001129530"
30.3319751	59.9847907	Студенческая улица				bus_stop			platform	node	"1003164328"
30.3339811	59.7358634	5-я линия				bus_stop			platform	node	"1003188673"
30.3253032	59.7390868	садоводство «Волхонское»				bus_stop			platform	node	"1003188685"
30.3331709	59.7362609	5-я линия				bus_stop			platform	node	"1003188709"
30.3098399	59.8411993	5-й Предпортовый проезд				bus_stop			platform	node	"1003266213"
29.8949377	59.8816262	"Санкт-Петербургский проспект, угол Мастерового переулка"				bus_stop			platform	node	"1003931754"
29.9012888	59.8775699	бульвар Разведчиков				bus_stop			platform	node	"1003932769"
29.9073856	59.8731712	улица Жарновецкого				bus_stop			platform	node	"1003934882"
29.9078878	59.8729885	улица Жарновецкого				bus_stop			platform	node	"1003935214"
30.3097331	60.001516	Удельный парк				bus_stop			platform	node	"1004004904"
30.3294238	60.0039639	"Светлановский проспект, 1"				bus_stop			platform	node	"1004004906"
30.3262615	60.0038008	Светлановская площадь		Светлановская площадь		bus_stop			platform	node	"1004004907"
30.2625737	59.9420802	Малый проспект В.О. (17-я линия В.О.)				bus_stop			platform	node	"1004966158"
30.2610804	59.9437051	Малый проспект В.О.				bus_stop			platform	node	"1004966159"
30.2701289	59.9360984	"16-17-я линии В.О., угол Большого проспекта"				bus_stop			platform	node	"1004966161"
30.2654673	59.9400636	Средний проспект В.О.				bus_stop			platform	node	"1004966162"
30.2330377	59.8517377	проспект Стачек				bus_stop			platform	node	"1005032526"
30.2326694	59.8521155	проспект Стачек				bus_stop			platform	node	"1005032528"
30.2266735	59.8520903	Морской технический университет				bus_stop			platform	node	"1005032529"
30.3198789	59.8377956	"Пулковское шоссе, 5"				bus_stop			platform	node	"1005456080"
30.3154581	59.8424937	"Варшавская улица, 73"				bus_stop			platform	node	"1005456091"
30.3200497	59.8347975	"Пулковское шоссе, 9"				bus_stop			platform	node	"1005456132"
30.3115753	59.8414447	улица Костюшко				bus_stop			platform	node	"1005456158"
30.3201033	59.8327952	"Пулковское шоссе, 13"				bus_stop			platform	node	"1005456172"
30.4050535	59.6534496	посёлок Динамо				bus_stop			platform	node	"1005715228"
30.425637	59.677137	Объединённая больница				bus_stop			platform	node	"1005715232"
30.4236644	59.6749161	"Павловск, галантерейная фабрика"				bus_stop			platform	node	"1005715240"
30.4213389	59.6618494	Дорога в Антропшино				bus_stop			platform	node	"1005715323"
30.4166784	59.7067485	Артиллерийская улица				bus_stop			platform	node	"1005715339"
30.4203223	59.6718158	Железнодорожный мост				bus_stop			platform	node	"1005715375"
30.4297807	59.6807264	Школа №464				bus_stop			platform	node	"1005715398"
30.4069578	59.6527249	посёлок Динамо				bus_stop			platform	node	"1005715404"
30.4196445	59.6715337	Железнодорожный мост				bus_stop			platform	node	"1005715405"
30.4250491	59.6767924	Объединённая больница				bus_stop			platform	node	"1005715428"
30.4055406	59.7170581	"Оранжерейная улица, 7"				bus_stop			platform	node	"1005715458"
30.4195688	59.6676429	"Пязелево, Горная улица"				bus_stop			platform	node	"1005715480"
30.4216312	59.6617442	Дорога в Антропшино				bus_stop			platform	node	"1005715490"
30.4239891	59.6751473	"Павловск, галантерейная фабрика"				bus_stop			platform	node	"1005715539"
30.4110976	59.7115879	Парковая улица				bus_stop			platform	node	"1005715545"
30.4160064	59.7071801	Артиллерийская улица				bus_stop			platform	node	"1005715577"
30.4204109	59.702898	Сапёрная улица				bus_stop			platform	node	"1005715633"
30.4199533	59.6674411	"Пязелево, Горная улица"				bus_stop			platform	node	"1005715652"
30.410562	59.712349	Парковая улица				bus_stop			platform	node	"1005715660"
30.3138984	59.8439759	"Варшавская улица, 75"				bus_stop			platform	node	"1005848086"
30.3397297	59.7312942	железнодорожная станция «Александровская»				bus_stop			platform	node	"1005894851"
30.4232012	59.7303389	Железнодорожная улица				bus_stop			platform	node	"1005894855"
30.4223174	59.7299833	Железнодорожная улица				bus_stop			platform	node	"1005935770"
30.4247792	59.7201005	"Октябрьский бульвар, угол Софийского бульвара"				bus_stop			platform	node	"1008310812"
30.4191459	59.721477	Конюшенная улица				bus_stop			platform	node	"1008310977"
30.3957184	59.7287163	Египетские ворота				bus_stop			platform	node	"1008310981"
30.3025396	59.9310583	ДК Связи				bus_stop			platform	node	"1013316081"
30.3096118	59.9326708	Исаакиевская площадь				bus_stop			platform	node	"1013316083"
30.3097561	59.9343895	Малая Морская улица				bus_stop			platform	node	"1013316085"
30.3142513	59.9360408	станция метро «Адмиралтейская»				bus_stop			platform	node	"1013316087"
30.316926	59.9354139	станция метро «Адмиралтейская»				bus_stop			platform	node	"1013316088"
30.2978725	59.9233264	"проспект Римского-Корсакова, 39"				bus_stop			platform	node	"1013316093"
30.4272053	59.713784	Дом-музей П. П. Чистякова				bus_stop			platform	node	"1013893201"
30.4191801	59.7387402	"улица Генерала Хазова, угол Железнодорожной улицы"				bus_stop			platform	node	"1013893219"
30.2583378	59.6659948	"Лесное, жилгородок"				bus_stop			platform	node	"1014650935"
30.4070502	59.7039358	Сапёрная улица				bus_stop			platform	node	"1015960912"
30.4071024	59.7033239	Сапёрная улица				bus_stop			platform	node	"1015961473"
30.4052946	59.7072681	"Кадетский бульвар, угол Захаржевской улицы"				bus_stop			platform	node	"1015961619"
30.4061068	59.7072497	"Кадетский бульвар, угол Захаржевской улицы"				bus_stop			platform	node	"1015961906"
30.413515	59.7084311	"Захаржевская улица, угол Павловского шоссе"				bus_stop			platform	node	"1015964831"
30.4129932	59.7085269	"Захаржевская улица, угол Павловского шоссе"				bus_stop			platform	node	"1015967158"
30.4153166	59.7210927	Магазейная улица				bus_stop			platform	node	"1016162737"
30.3998597	59.7325663	"Ленинградская улица, 89"				bus_stop			platform	node	"1016162762"
29.7635783	59.9939416	улица Велещинского				bus_stop			platform	node	"1017965740"
30.400925	59.7102437	Кадетский бульвар				bus_stop			platform	node	"1019802479"
30.3420742	59.7052843	Старогатчинское шоссе				bus_stop			platform	node	"1019802499"
30.3237864	59.7093577	Соболевская дорога				bus_stop			platform	node	"1019802536"
30.3701439	59.7037456	"Сапёрная улица, угол Красносельского шоссе"				bus_stop			platform	node	"1019802559"
30.3600036	59.7036914	"Красносельское шоссе, 65"				bus_stop			platform	node	"1019802630"
30.4262306	59.8381266	"Малая Карпатская улица, 9"				bus_stop			platform	node	"1021263543"
30.4253923	59.8348483	улица Олеко Дундича				bus_stop			platform	node	"1021263580"
30.4272883	59.8351352	"Улица Олеко Дундича, 39"				bus_stop			platform	node	"1021263592"
30.3985413	59.8277334	Купчинская улица				bus_stop			platform	node	"1021263594"
30.416741	59.8272651	Загребский бульвар				bus_stop			platform	node	"1021263620"
30.3915476	59.8330937	Купчинская улица				bus_stop			platform	node	"1021263625"
30.4135744	59.8376817	улица Ярослава Гашека				bus_stop			platform	node	"1021263664"
30.417807	59.832869	Бухарестская улица				bus_stop			platform	node	"1021263700"
30.4187109	59.8335942	улица Олеко Дундича				bus_stop			platform	node	"1021263756"
30.4235533	59.8414435	улица Ярослава Гашека				bus_stop			platform	node	"1021263762"
30.4200311	59.8332681	Бухарестская улица				bus_stop			platform	node	"1021263793"
30.4051074	59.8296423	"улица Олеко Дундича, угол Будапештской улицы"				bus_stop			platform	node	"1021263813"
30.393363	59.8331917	Купчинская улица				bus_stop			platform	node	"1021263820"
30.3853715	59.8291928	"Малая Балканская улица, угол улицы Олеко Дундича"				bus_stop			platform	node	"1021263828"
30.4140609	59.8317382	Загребский бульвар				bus_stop			platform	node	"1021263855"
30.1028862	59.7306655	железнодорожная станция «Красное село»				bus_stop			platform	node	"1023604190"
30.420939	59.8447607	Малая Бухарестская улица				bus_stop			platform	node	"1023841548"
30.4196901	59.8449046	Малая Бухарестская улица				bus_stop			platform	node	"1023842606"
30.3227007	60.0552519	"проспект Просвещения, угол улицы Симонова"				bus_stop			platform	node	"1024058395"
30.3225487	60.0559006	"проспект Просвещения, угол улицы Симонова"				bus_stop			platform	node	"1024058631"
30.3214858	60.0557899	"проспект Просвещения, угол улицы Симонова"				bus_stop			platform	node	"1024058960"
30.3150926	60.0568324	"проспект Просвещения, угол улицы Композиторов"				bus_stop			platform	node	"1024087826"
30.3149468	60.0574822	"улица Композиторов, угол проспекта Просвещения"				bus_stop			platform	node	"1024087850"
30.3139446	60.0567548	"улица Композиторов, угол проспекта Просвещения"				bus_stop			platform	node	"1024087892"
30.3162614	60.0518161	улица Хошимина				bus_stop			platform	node	"1024839095"
30.3932136	59.7404711	Буферный парк				bus_stop			platform	node	"1025306426"
30.4276507	59.7137655	Дом-музей П. П. Чистякова				bus_stop			platform	node	"1025306427"
30.3634156	59.7623266	КВЦ Экспофорум				bus_stop			platform	node	"1025306493"
30.395396	59.7286507	Египетские ворота				bus_stop			platform	node	"1025306511"
30.4139678	59.7225298	Конюшенная улица				bus_stop			platform	node	"1025306685"
30.3933108	59.7485124	Кузьминское кладбище				bus_stop			platform	node	"1025306778"
30.3461576	59.7686167	Шушарская дорога				bus_stop			platform	node	"1025306845"
30.4089042	59.7326736	"Школьная улица, поликлиника № 89"				bus_stop			platform	node	"1025306873"
30.3691868	59.7606078	Кокколевская улица				bus_stop			platform	node	"1025306892"
30.4122826	59.7355432	"Школьная улица, 51"				bus_stop			platform	node	"1025306893"
30.3948342	59.7279252	Египетские ворота				bus_stop			platform	node	"1025306910"
30.3999039	59.7378946	"улица Генерала Хазова, 5"				bus_stop			platform	node	"1025306925"
30.4400038	59.6786325	"Мариинская улица, угол Елизаветинской улицы"				bus_stop			platform	node	"1025306929"
30.3937683	59.7412356	Буферный парк				bus_stop			platform	node	"1025306932"
30.4588275	59.683625	Пять углов				bus_stop			platform	node	"1025306941"
30.4052237	59.7380401	улица Шишкова				bus_stop			platform	node	"1025306959"
30.4109909	59.7381574	"Школьная улица, угол улицы Хазова"				bus_stop			platform	node	"1025307022"
30.3423375	60.0510893	улица Есенина		улица Есенина		bus_stop			platform	node	"1027658425"
30.3414353	60.0517305	улица Есенина		улица Есенина		bus_stop			platform	node	"1027658833"
30.3413672	60.0509305	проспект Просвещения		проспект Просвещения		bus_stop			platform	node	"1027659160"
30.347783	60.0500017	улица Ивана Фомина		улица Ивана Фомина		bus_stop			platform	node	"1027659492"
30.3533393	60.0483234	проспект Просвещения		проспект Просвещения		bus_stop			platform	node	"1027659877"
30.4273787	59.6959416	"Павловское шоссе, 93"				bus_stop			platform	node	"1028633594"
30.4164791	59.6909778	Гуммолосары				bus_stop			platform	node	"1028652578"
30.3988333	59.7013937	Огородная улица				bus_stop			platform	node	"1028659013"
30.349072	60.0431148	Поэтический Бульвар		Поэтический Бульвар		bus_stop			platform	node	"1029163284"
30.3475687	60.0396814	проспект Луначарского		проспект Луначарского		bus_stop			platform	node	"1029168535"
30.3476817	60.0404136	"проспект Луначарского, угол проспекта Художников"		"проспект Луначарского, угол проспекта Художников"		bus_stop			platform	node	"1029169072"
30.369366	60.00853	станция метро «Политехническая»				bus_stop			platform	node	"1029184657"
30.3601069	60.0094435	улица Жака Дюкло				bus_stop			platform	node	"1029190847"
30.352777	60.0130446	"Светлановский проспект, угол улицы Жака Дюкло"		"Светлановский проспект, угол улицы Жака Дюкло"		bus_stop			platform	node	"1029195530"
30.3468338	60.0506195	улица Ивана Фомина		улица Ивана Фомина		bus_stop			platform	node	"1029310358"
30.3413347	60.0515249	улица Есенина		улица Есенина	tram_stop				stop_position	node	"1029339001"
30.3424223	60.0513397	улица Есенина		улица Есенина	tram_stop				stop_position	node	"1029342028"
30.3423822	60.0518293	проспект Просвещения		проспект Просвещения		bus_stop			platform	node	"1029346743"
30.3466038	60.0504538	улица Ивана Фомина		улица Ивана Фомина	tram_stop				stop_position	node	"1029995710"
30.3533315	60.0492874	проспект Художников (проспект Просвещения)		проспект Художников (проспект Просвещения)		bus_stop			platform	node	"1030001181"
30.3502302	60.0436006	Поэтический Бульвар		Поэтический Бульвар		bus_stop			platform	node	"1030009280"
30.3657059	60.0251936	парк «Сосновка»				bus_stop			platform	node	"1030275255"
30.3664211	60.0256235	парк «Сосновка»				bus_stop			platform	node	"1030282320"
30.364872	60.0295436	улица Академика Байкова				bus_stop			platform	node	"1030285157"
30.3636363	60.0323189	"Тихорецкий проспект, угол Северного проспекта"				bus_stop			platform	node	"1030285418"
30.3538102	60.031933	улица Сантьяго-де-Куба				bus_stop			platform	node	"1030285700"
30.3443269	60.0321736	"Северный проспект, угол проспекта Художников"				bus_stop			platform	node	"1030285986"
30.3439882	60.0358196	улица Сикейроса				bus_stop			platform	node	"1030287380"
30.3654679	60.0364566	проспект Культуры				bus_stop			platform	node	"1030461646"
30.3657655	60.0355963	проспект Культуры		проспект Культуры		bus_stop			platform	node	"1030463009"
30.4946771	59.9175421	проспект Солидарности				bus_stop			platform	node	"1032203415"
30.484231	59.9150995	Товарищеский проспект				bus_stop			platform	node	"1032423198"
30.3890167	59.6946543	Казанское кладбище				bus_stop			platform	node	"1033214306"
30.3886746	59.694694	Казанское кладбище				bus_stop			platform	node	"1033214308"
30.2628917	59.8800364	станция метро «Кировский завод»				bus_stop			platform	node	"1034209794"
30.2628428	59.8798505	станция метро «Кировский завод»				bus_stop			platform	node	"1034209798"
30.2723645	59.8906615	Улица Трефолева				bus_stop			platform	node	"1034209837"
30.2710345	59.8900395	Улица Трефолева				bus_stop			platform	node	"1034209877"
30.274504	59.9008414	станция метро «Нарвская»				bus_stop			platform	node	"1034246712"
30.3468655	60.057735	улица Есенина				bus_stop			platform	node	"1043839080"
30.3479503	60.0580201	улица Есенина				bus_stop			platform	node	"1043839088"
30.3455437	60.0556916	Сиреневый бульвар		Сиреневый бульвар		bus_stop			platform	node	"1043839104"
30.3446922	60.0550768	Сиреневый бульвар				bus_stop			platform	node	"1043839111"
30.1352233	59.7815175	Аннинское шоссе				bus_stop			platform	node	"1051160027"
30.1334151	59.7804804	Аннинское шоссе				bus_stop			platform	node	"1051160101"
30.1357933	59.7807386	"Аннинское шоссе, угол Красносельского шоссе"				bus_stop			platform	node	"1051161452"
30.1731772	59.8135472	Рабочая улица				bus_stop			platform	node	"1051181486"
30.1799863	59.8192009	Безымянная улица				bus_stop			platform	node	"1051182776"
30.1791049	59.819005	Безымянная улица				bus_stop			platform	node	"1051182884"
30.1932017	59.8331102	проспект Маршала Жукова				bus_stop			platform	node	"1051203757"
30.1999706	59.8367156	улица Бурцева				bus_stop			platform	node	"1051204059"
30.1988308	59.836417	улица Бурцева				bus_stop			platform	node	"1051205345"
30.2702754	59.8457502	"Счастливая улица, угол бульвара Новаторов"				bus_stop			platform	node	"1051206506"
30.2704491	59.8461326	Счастливая улица				bus_stop			platform	node	"1051206655"
30.2653728	59.8432596	бульвар Новаторов				bus_stop			platform	node	"1051206804"
30.2659422	59.8436843	"улица Подводника Кузьмина, угол бульвара Новаторов"				bus_stop			platform	node	"1051207077"
30.2718014	59.8407703	"улица Подводника Кузьмина, угол проспекта Народного Ополчения"				bus_stop			platform	node	"1051207413"
30.2759044	59.8427973	Счастливая улица				bus_stop			platform	node	"1051207628"
30.2765513	59.8438217	Счастливая улица				bus_stop			platform	node	"1051208015"
30.2747284	59.8437008	Счастливая улица				bus_stop			platform	node	"1051209404"
30.2676204	59.8514149	станция метро «Ленинский проспект»				bus_stop			platform	node	"1051209666"
30.2656919	59.8519926	станция метро «Ленинский проспект»				bus_stop			platform	node	"1051210276"
