WKT	FEE	NAME	NAME_EN	NAME_RU	PARKING	ACCESS	CAPACITY	OSM_TYPE	OSM_ID
"POLYGON ((30.2571778 60.0070151,30.2571992 60.0070557,30.2579418 60.0069579,30.2579146 60.0069064,30.2580154 60.0068931,30.2579846 60.0068348,30.2571413 60.006946,30.2571519 60.006966,30.2571622 60.0069856,30.2571778 60.0070151))"	no				surface	yes		relation	"2794944"
"POLYGON ((30.3839302 59.8290858,30.3839677 59.8290479,30.3830612 59.8288217,30.3820824 59.8298123,30.3821466 59.8298283,30.3829889 59.8300385,30.3830659 59.8299605,30.3832644 59.8297597,30.3834093 59.829613,30.3835604 59.8294601,30.383768 59.82925,30.3839302 59.8290858))"						private		relation	"2805659"
"MULTIPOLYGON (((30.288938 59.9503247,30.2883887 59.9504897,30.2885276 59.9506005,30.2887282 59.9505394,30.2888537 59.9505255,30.2889859 59.9505275,30.2891009 59.9505424,30.289195 59.9505687,30.2892791 59.9506058,30.2893398 59.950645,30.2893806 59.9506908,30.2894054 59.9507362,30.289413 59.9507892,30.2894031 59.9508233,30.2893707 59.950872,30.2893243 59.9509084,30.2892679 59.9509469,30.2892013 59.9509793,30.2891155 59.9510088,30.2891912 59.9510672,30.2890311 59.9511207,30.289229 59.9512631,30.2893867 59.9512112,30.2894502 59.951258,30.2901368 59.9510317,30.2894363 59.9504458,30.2894732 59.950433,30.2892344 59.9502353,30.288938 59.9503247)),((30.2906316 59.9510801,30.2911395 59.9511134,30.2912958 59.9509664,30.2911373 59.9508307,30.2908637 59.9505965,30.2901891 59.9507689,30.2904092 59.9509758,30.2903607 59.9509893,30.2903984 59.951023,30.2904442 59.9510082,30.2904663 59.9510259,30.2905251 59.951073,30.2906316 59.9510801)))"	yes				surface	yes		relation	"2812440"
"POLYGON ((30.2732314 60.006914,30.2743038 60.0090041,30.274435 60.0089873,30.2745434 60.0089734,30.2734677 60.0068838,30.2732314 60.006914))"	yes				surface	private		relation	"2844440"
"POLYGON ((30.2751386 60.0105952,30.2753866 60.0105626,30.2746141 60.0090933,30.2744886 60.0091098,30.2743661 60.0091259,30.2751386 60.0105952))"	yes				surface	private		relation	"2844441"
"POLYGON ((30.4257304 59.854327,30.4259806 59.8543721,30.4263259 59.8538863,30.4260775 59.8538622,30.4257304 59.854327))"					surface			relation	"2881104"
"POLYGON ((30.3798677 59.9805104,30.3798201 59.9804728,30.3797158 59.9803904,30.3784481 59.9808237,30.3786055 59.9809431,30.3794875 59.98064,30.3796304 59.9807473,30.3800055 59.9806193,30.3798677 59.9805104))"	yes				surface			relation	"2986610"
"POLYGON ((30.3548331 60.0354275,30.3551553 60.0357948,30.3556923 60.0364003,30.3558636 60.0363636,30.3551146 60.0355256,30.3551924 60.0355047,30.355077 60.0353789,30.3548331 60.0354275))"	no				surface	yes		relation	"3078415"
"POLYGON ((30.3281875 59.8566349,30.3288031 59.8566476,30.3288132 59.8565406,30.3288285 59.8561285,30.3288305 59.8560859,30.3282117 59.856084,30.3281875 59.8566349))"					surface	private		relation	"3100465"
"POLYGON ((29.8596119 59.8782343,29.8596479 59.8782221,29.8597026 59.8782164,29.8601066 59.8780475,29.8600663 59.8780205,29.859492 59.8776507,29.859276 59.8774105,29.8592585 59.8774005,29.8592347 59.8773952,29.8592094 59.8773941,29.8591839 59.877396,29.8589462 59.8774498,29.8589202 59.8774575,29.8589021 59.8774686,29.85889 59.8774811,29.8588887 59.8774963,29.8590534 59.8776925,29.8590548 59.8777211,29.8590434 59.8777451,29.8590268 59.8777598,29.8590086 59.8777742,29.8589843 59.8777862,29.8589563 59.8777951,29.8590016 59.8778441,29.8596119 59.8782343))"								relation	"3153157"
"POLYGON ((30.344523 60.0487418,30.3453238 60.0485743,30.3452135 60.0484428,30.3454926 60.0483844,30.3451614 60.0479898,30.3446751 60.0480916,30.3440815 60.0482158,30.344523 60.0487418))"					surface			relation	"3186016"
"POLYGON ((30.3417682 60.049221,30.3415168 60.0489081,30.3414117 60.0487772,30.3404743 60.0489648,30.3408856 60.049477,30.3412707 60.0493999,30.3412159 60.0493316,30.3417682 60.049221))"					surface			relation	"3189072"
"POLYGON ((30.3434384 60.0489693,30.3444689 60.0487537,30.3442942 60.0485455,30.3432637 60.0487611,30.3433577 60.0488731,30.3434384 60.0489693))"					surface			relation	"3189078"
"POLYGON ((30.3407476 60.0496261,30.3406641 60.0496424,30.3410859 60.0501803,30.3411976 60.0501584,30.3410385 60.0499702,30.3412139 60.0497358,30.3407476 60.0496261))"								relation	"3189081"
"POLYGON ((30.3430984 60.0490327,30.3429343 60.0488324,30.3417034 60.0490837,30.3418675 60.049284,30.343044 60.0490438,30.3430984 60.0490327))"					surface			relation	"3189083"
"POLYGON ((30.3682759 59.9765639,30.3682112 59.9764884,30.3684489 59.9764347,30.3682569 59.9762103,30.3677312 59.9763473,30.3674823 59.9764162,30.3671788 59.976604,30.3671788 59.9766301,30.3672213 59.9767133,30.3672669 59.9767786,30.3666764 59.9771965,30.3666471 59.977252,30.3667547 59.97727,30.366771 59.9773026,30.3667384 59.9774149,30.3672021 59.97743,30.3676889 59.9768429,30.367832 59.9767479,30.3680165 59.9766642,30.3681033 59.9766348,30.368109 59.9766002,30.3682759 59.9765639))"					surface	private		relation	"3204028"
"POLYGON ((30.3699785 59.975541,30.37024 59.9761042,30.3702992 59.9760909,30.3709684 59.9759408,30.3708478 59.97584,30.3706116 59.9758949,30.3700988 59.9754903,30.3699785 59.975541))"					surface	customers		relation	"3204029"
"POLYGON ((30.4859522 59.8809258,30.4828384 59.8795031,30.4826559 59.8796213,30.4827379 59.8796585,30.4827792 59.8796782,30.4857697 59.8810235,30.4859522 59.8809258))"								relation	"3240895"
"POLYGON ((29.8319097 59.8834216,29.8320126 59.8833996,29.8322421 59.8833505,29.8323308 59.8833315,29.832188 59.883162,29.8317669 59.8832521,29.8319097 59.8834216))"								relation	"3252904"
"POLYGON ((30.4180893 59.9885313,30.4177225 59.9882293,30.4174413 59.9883018,30.4172626 59.9883413,30.4171145 59.9883474,30.4153621 59.9881114,30.4152396 59.9880932,30.4151868 59.9881746,30.4168395 59.9884337,30.4180893 59.9885313))"								relation	"3257734"
"POLYGON ((30.3108073 59.9233841,30.3105461 59.9232832,30.3105173 59.923273,30.310399 59.9233478,30.3105281 59.9233981,30.3105868 59.9234203,30.3106918 59.9234615,30.3108073 59.9233841))"					surface			relation	"3296506"
"POLYGON ((30.2993228 59.9069853,30.2999338 59.9069804,30.2999327 59.9069629,30.2999219 59.906891,30.2994447 59.9069029,30.299373 59.9068976,30.2993123 59.9069191,30.2993228 59.9069853))"					surface	private		relation	"3302528"
"POLYGON ((30.4483806 59.9235782,30.4481779 59.9236377,30.4481209 59.9237507,30.4482054 59.9237965,30.4481465 59.9238204,30.4483588 59.9239639,30.448771 59.9238636,30.4483806 59.9235782))"	no					private		relation	"3353957"
"POLYGON ((30.0844985 59.7307633,30.0845358 59.730806,30.0846029 59.7308839,30.0848873 59.7308215,30.0848167 59.7307397,30.0847825 59.730701,30.0844985 59.7307633))"	no				surface	yes		relation	"3442510"
"POLYGON ((30.2002327 59.8248578,30.2016517 59.8248963,30.2017014 59.8240263,30.2017034 59.8239862,30.2017066 59.8239222,30.2002851 59.823873,30.2002327 59.8248578))"	yes				surface	yes		relation	"3852411"
"POLYGON ((29.9784316 59.868228,29.9783982 59.8683536,29.9788722 59.8686957,29.97925 59.8685858,29.978783 59.8682053,29.9788629 59.8681915,29.9792414 59.8684694,29.9795285 59.8683903,29.9791521 59.8680766,29.978984 59.8677569,29.978778 59.8677299,29.9785528 59.8678204,29.9784316 59.868228),(29.9787721 59.8680131,29.978742 59.8679974,29.9787555 59.8679314,29.9787739 59.8678465,29.9788097 59.8678312,29.9788641 59.8678364,29.9788864 59.8678587,29.9788572 59.8679973,29.9788229 59.8680141,29.9787721 59.8680131))"	no				surface	customers		relation	"3862278"
"MULTIPOLYGON (((30.3773647 59.8869459,30.3774364 59.8869016,30.376874 59.8866727,30.3768024 59.886717,30.3773647 59.8869459)),((30.3774174 59.8868822,30.3775432 59.8868045,30.3774669 59.8867734,30.3773411 59.8868511,30.3774174 59.8868822)),((30.3784976 59.8861466,30.3785579 59.8861083,30.3783206 59.8860141,30.3782602 59.8860524,30.3784976 59.8861466)))"					surface			relation	"3998764"
"POLYGON ((30.2856045 59.7966033,30.2855855 59.7966264,30.2855672 59.7966538,30.2849573 59.7975975,30.2852998 59.7976625,30.2868262 59.7965473,30.286552 59.7964457,30.2864708 59.7961955,30.2859851 59.7962573,30.2859218 59.796236,30.2858842 59.7962367,30.2858576 59.7962845,30.2857853 59.796275,30.2856045 59.7966033))"	yes	Парковка для такси			surface		"280"	relation	"4004196"
"POLYGON ((30.3708738 60.0205134,30.3707969 60.0204805,30.3707644 60.0205003,30.3706386 60.0204488,30.3706711 60.020429,30.3704494 60.0203413,30.3703731 60.0206156,30.3708633 60.0206473,30.3708724 60.0206042,30.3709758 60.0206096,30.3709667 60.0206527,30.3710979 60.0206651,30.3715383 60.0208419,30.3715926 60.0208445,30.3715936 60.0209446,30.3715445 60.0210933,30.3715411 60.0211036,30.3718651 60.0212327,30.3720731 60.0213155,30.3718633 60.0214438,30.3718584 60.0214638,30.372068 60.0215446,30.3722352 60.0216091,30.3722867 60.0215878,30.3722827 60.0215274,30.3727544 60.0212644,30.370927 60.0205362,30.3708931 60.020556,30.3708398 60.0205332,30.3708738 60.0205134))"					surface	private		relation	"4058423"
"POLYGON ((30.2702192 59.7949875,30.2691941 59.7951582,30.26849 59.7952675,30.2679462 59.7953495,30.2681565 59.7957408,30.2681817 59.795784,30.2682607 59.795925,30.2683958 59.795911,30.2704392 59.7955969,30.2704568 59.7956141,30.2704754 59.7955936,30.2705636 59.795588,30.270334 59.7952035,30.2702192 59.7949875))"						permissive		relation	"4090667"
"POLYGON ((30.2755066 59.8003707,30.2754053 59.800423,30.2756299 59.8005575,30.2756571 59.8005669,30.2756873 59.8005712,30.2757206 59.8005696,30.2775214 59.8003081,30.2776754 59.8002547,30.2777224 59.8002314,30.277738 59.8002181,30.2777458 59.800203,30.2777493 59.8001864,30.2778432 59.7999892,30.2776408 59.7999967,30.2776421 59.8000933,30.277628 59.8001106,30.2776015 59.800132,30.2775203 59.8001654,30.2774276 59.8001802,30.2757176 59.8004249,30.27569 59.8004263,30.2756711 59.8004239,30.2756507 59.8004186,30.2756273 59.8004103,30.2755827 59.8003812,30.2755668 59.8003776,30.2755505 59.8003757,30.2755275 59.8003736,30.2755155 59.8003723,30.2755066 59.8003707))"								relation	"4090675"
"POLYGON ((30.2727584 59.7982346,30.2727507 59.7982335,30.2727444 59.798231,30.2727405 59.7982274,30.2719545 59.7969134,30.2719537 59.79691,30.2719556 59.7969067,30.2719599 59.796904,30.2719659 59.7969023,30.2719186 59.7968263,30.2719121 59.7968276,30.2719028 59.7968256,30.2718861 59.7968024,30.2718716 59.7967783,30.2718552 59.7967701,30.2717991 59.7967667,30.271801 59.7967884,30.2717984 59.7968413,30.2717889 59.7968649,30.2717828 59.7968842,30.2717629 59.7969108,30.2717089 59.7969301,30.2716448 59.7969463,30.2715687 59.7969608,30.2714306 59.7969802,30.2719308 59.7978496,30.2719598 59.7978891,30.2720009 59.7979134,30.2720348 59.7979256,30.2722806 59.7980062,30.2723592 59.7981484,30.2726075 59.7982412,30.2727584 59.7982346))"	yes				surface	no	"16"	relation	"4090819"
"POLYGON ((30.2768547 59.7986947,30.2765937 59.798734,30.2764491 59.7987555,30.276411 59.7987603,30.275271 59.7989327,30.2752251 59.7989389,30.2745257 59.7990488,30.2745443 59.7990802,30.274566 59.7991159,30.2745688 59.7991269,30.2747939 59.7995266,30.2750214 59.7994935,30.2756426 59.799403,30.2763277 59.7993033,30.2765927 59.7992647,30.2768586 59.799226,30.2771631 59.7986482,30.2768547 59.7986947))"	yes	P1			multi-storey	yes	"560"	relation	"4090889"
"POLYGON ((30.3334347 60.052549,30.3308599 60.0530357,30.3289171 60.0527794,30.328846 60.0528955,30.3302932 60.0531193,30.3307337 60.0531773,30.3307673 60.0531523,30.3311108 60.0531934,30.3311285 60.0532176,30.3311882 60.0532179,30.331232 60.0532159,30.3312758 60.053213,30.3313272 60.0532081,30.3313749 60.0532026,30.3314247 60.0531965,30.3314815 60.0531863,30.3315963 60.0531628,30.3317256 60.0531375,30.3322556 60.0530275,30.3323292 60.0530023,30.3324108 60.0529744,30.333294 60.0528031,30.3337483 60.0527117,30.3335947 60.0525189,30.3334347 60.052549))"	no				surface	yes		relation	"4092648"
"POLYGON ((30.3134071 60.0505178,30.3124073 60.0503726,30.3123229 60.0505192,30.3133261 60.0506712,30.3134071 60.0505178))"								relation	"4100084"
"POLYGON ((30.2339575 59.9297023,30.2345376 59.9295352,30.2342698 59.9293018,30.2338935 59.9294103,30.2336511 59.9291992,30.2334475 59.9292579,30.2339575 59.9297023),(30.234362 59.9295765,30.2341918 59.9296251,30.2340165 59.9294711,30.2341868 59.9294224,30.234362 59.9295765))"					surface			relation	"4120111"
"POLYGON ((30.2706186 59.7956796,30.2707538 59.7955574,30.2707826 59.7955105,30.2708071 59.7954551,30.270823 59.7954269,30.2737348 59.7949573,30.2741737 59.7949131,30.2739438 59.7944652,30.2739284 59.794434,30.2716202 59.7947621,30.2707353 59.7949029,30.2702192 59.7949875,30.270334 59.7952035,30.2705636 59.795588,30.2706099 59.7956416,30.2706186 59.7956796))"						permissive		relation	"4593590"
"POLYGON ((30.2722061 59.7988802,30.2721517 59.7987868,30.2721343 59.7987566,30.2720891 59.7986801,30.2720592 59.7986247,30.2708304 59.7988186,30.2709871 59.799096,30.2710812 59.7990821,30.2722251 59.7989126,30.2722061 59.7988802))"						permit		relation	"4629222"
"POLYGON ((30.2710633 59.796418,30.2710712 59.7964316,30.2710989 59.7964788,30.2711357 59.7964726,30.2714136 59.7969585,30.2717449 59.7969015,30.271767 59.7968008,30.2715298 59.7963478,30.2710633 59.796418))"	yes							relation	"4635282"
"POLYGON ((30.3540744 59.8310225,30.353916 59.8311057,30.3547083 59.8313531,30.3547476 59.8313224,30.3547643 59.8313165,30.3547851 59.8313197,30.3548799 59.8312461,30.3544068 59.8310835,30.3543524 59.8311245,30.3542277 59.8310816,30.3541931 59.8310736,30.3540744 59.8310225))"					surface	private		relation	"5150497"
"POLYGON ((30.1450015 59.8481933,30.1446558 59.848197,30.1446524 59.8483503,30.1444775 59.8483514,30.1444775 59.8484136,30.1444029 59.8484044,30.1443683 59.8484319,30.1442919 59.848558,30.1443374 59.8485671,30.1443647 59.8485854,30.1443647 59.8486137,30.1443659 59.8487013,30.146286 59.8486986,30.1462894 59.8485954,30.1462951 59.8484224,30.1465333 59.8484224,30.1465361 59.8481253,30.1464597 59.8481245,30.1464602 59.8480827,30.1456104 59.8480833,30.1456104 59.8481195,30.1455816 59.8481334,30.1452251 59.8481334,30.1450015 59.8481933))"	no				surface	yes		relation	"5160347"
"POLYGON ((30.3148841 59.833618,30.3150431 59.8336224,30.3154818 59.833626,30.3155073 59.8331393,30.3151114 59.8331346,30.314832 59.8331304,30.3148086 59.8331301,30.3148046 59.8332067,30.3147832 59.8336167,30.3148414 59.8336175,30.3148841 59.833618))"	yes				rooftop	permissive		relation	"5192684"
"POLYGON ((30.322271 59.8058243,30.3224641 59.8058271,30.3228705 59.8058331,30.3229832 59.8058347,30.3229923 59.8056768,30.3227694 59.8056736,30.3227949 59.8052342,30.3223224 59.8052273,30.3223038 59.8055474,30.3224068 59.8055489,30.3223996 59.8056717,30.3222799 59.8056699,30.322271 59.8058243))"	yes				surface	yes		relation	"5195462"
"POLYGON ((30.4746155 59.7638764,30.4746912 59.7639186,30.4747473 59.7639505,30.4758038 59.7634856,30.4756774 59.7633994,30.4746155 59.7638764))"								relation	"5363695"
"POLYGON ((30.3385352 60.0549738,30.3384128 60.0548109,30.3374495 60.0549913,30.337546 60.0551196,30.3375719 60.0551541,30.3385035 60.0549797,30.3385352 60.0549738))"					surface	destination		relation	"5378938"
"POLYGON ((30.3138965 59.8183141,30.3138958 59.8183578,30.3138847 59.8190498,30.312988 59.8190425,30.3128887 59.8190417,30.3128132 59.8214342,30.3148369 59.8214545,30.3150061 59.8183213,30.3138965 59.8183141))"	no				surface			relation	"5381996"
"POLYGON ((30.364103 60.0506529,30.3657563 60.0503127,30.3656758 60.0502122,30.3654452 60.0502583,30.3653025 60.0500803,30.363728 60.0503947,30.3639241 60.0506394,30.3640684 60.0506097,30.364103 60.0506529))"					surface	private		relation	"5398442"
"POLYGON ((30.3121541 60.0146866,30.3121965 60.0146911,30.3123687 60.0147093,30.3125651 60.0142559,30.3124044 60.014237,30.3122583 60.0142227,30.3121533 60.0144474,30.3120615 60.0144374,30.311972 60.0144935,30.3121691 60.0145159,30.3121295 60.0146022,30.3121897 60.0146091,30.3121541 60.0146866))"					multi-storey	private		relation	"5422932"
"POLYGON ((30.3120316 60.012612,30.3119994 60.012766,30.3120749 60.0128094,30.3119964 60.0128457,30.3121939 60.0129563,30.3121238 60.0129913,30.3122058 60.0130326,30.3121838 60.0130442,30.3124259 60.0131755,30.3124485 60.0131641,30.3125777 60.0132335,30.3126439 60.0132015,30.3128125 60.0131226,30.3128545 60.0130868,30.3128998 60.0130882,30.3129338 60.0131006,30.3129835 60.0131013,30.3130063 60.0130914,30.3130728 60.0130934,30.3131367 60.0130806,30.3131686 60.0130355,30.3131711 60.0130026,30.3131306 60.0129971,30.313146 60.0129182,30.3130732 60.0128786,30.3123551 60.0124989,30.3122451 60.0124438,30.3120984 60.0124409,30.3120998 60.0124238,30.3120218 60.0124222,30.3120204 60.0124394,30.311958 60.0124382,30.3119132 60.0124581,30.311908 60.0124995,30.3118798 60.0125163,30.3118778 60.0125385,30.3119014 60.0125532,30.3118969 60.0126194,30.3120316 60.012612))"						private		relation	"5422940"
"POLYGON ((30.3810496 60.0277782,30.3812074 60.0279197,30.3815528 60.0279959,30.3822742 60.0277954,30.3817275 60.0273286,30.3807495 60.0264147,30.3805943 60.0264581,30.3806403 60.0265037,30.3812668 60.027125,30.3811066 60.0271654,30.3804818 60.0265458,30.3804341 60.0264985,30.3801657 60.026566,30.3807511 60.0271466,30.3804501 60.027233,30.3810496 60.0277782),(30.3809141 60.0273793,30.3808172 60.0272832,30.380991 60.0272395,30.381088 60.0273356,30.3809141 60.0273793),(30.3813202 60.0272758,30.3812503 60.0272064,30.3813822 60.0271732,30.3814521 60.0272426,30.3813202 60.0272758))"	no				surface	private		relation	"5458655"
"POLYGON ((30.4639832 59.9274565,30.4641501 59.9276284,30.4664983 59.9270579,30.4680593 59.9266745,30.4679073 59.9265046,30.4662836 59.9269016,30.4639832 59.9274565))"	yes				surface	private		relation	"5479216"
"POLYGON ((30.2595252 59.9846664,30.2596213 59.9847227,30.2603371 59.9847237,30.2604271 59.9847001,30.2604598 59.9846623,30.260468 59.9845416,30.2604189 59.9845078,30.2603351 59.9844914,30.2595661 59.9844925,30.259517 59.9844618,30.2593902 59.9845058,30.2595272 59.9846081,30.2595252 59.9846664),(30.2597915 59.9845446,30.2601944 59.9845456,30.2601933 59.9846569,30.2597904 59.9846559,30.2597915 59.9845446))"					surface	private		relation	"5482344"
"POLYGON ((30.463256 59.9278742,30.4632113 59.9278276,30.4630676 59.9276782,30.4630374 59.9276468,30.4609514 59.9281506,30.46117 59.9283779,30.4612806 59.9283512,30.4630506 59.9279238,30.463256 59.9278742))"	yes				surface	private		relation	"5506189"
"POLYGON ((30.2700569 59.7980493,30.2703293 59.7980144,30.2706721 59.7986077,30.2707023 59.7986036,30.2707146 59.7986019,30.2720142 59.7984177,30.2718565 59.7981482,30.2717342 59.7979353,30.2717096 59.7978917,30.2716943 59.7978645,30.2716748 59.7978298,30.271659 59.7978018,30.2716438 59.7977749,30.2713365 59.7972426,30.2709954 59.7972964,30.2708871 59.7970855,30.2708281 59.797094,30.2696635 59.7972606,30.2695976 59.7972748,30.2700569 59.7980493))"	yes	P13			surface	yes	"703"	relation	"5538993"
"POLYGON ((30.181641 59.8241114,30.181649 59.8242258,30.1816512 59.8242541,30.1813985 59.8242587,30.181409 59.8244072,30.1826273 59.8243899,30.182591 59.8240946,30.182472 59.8240965,30.1822313 59.8241008,30.181641 59.8241114))"	yes				surface	yes		relation	"5561283"
"POLYGON ((30.4293665 60.013913,30.4294144 60.0139576,30.4293271 60.0139811,30.4292791 60.0139365,30.4291905 60.0138685,30.429044 60.013968,30.4290106 60.0140087,30.4295428 60.0143095,30.429803 60.0143212,30.4298926 60.014318,30.4299502 60.014301,30.4299779 60.0142754,30.4300436 60.0140277,30.4300328 60.0139742,30.4299468 60.0139542,30.4298212 60.0139974,30.4297635 60.0140113,30.4294768 60.013837,30.4293603 60.0138299,30.4292806 60.0138439,30.4293665 60.013913))"					surface	private		relation	"5601176"
"POLYGON ((30.443191 59.9224108,30.4451275 59.9237364,30.4456024 59.9240541,30.4459696 59.9242997,30.4461678 59.9242223,30.4460404 59.9241036,30.4453527 59.9236507,30.4433657 59.922342,30.443191 59.9224108))"	yes							relation	"5625419"
"POLYGON ((30.4445213 59.9239755,30.4449654 59.9242581,30.4452585 59.9241444,30.4452814 59.9241355,30.4452973 59.9240896,30.4449055 59.9238265,30.4448058 59.9238683,30.4445213 59.9239755))"								relation	"5625420"
"POLYGON ((30.4453604 59.9242121,30.4450641 59.924325,30.4454581 59.9245918,30.4458467 59.9244442,30.4454549 59.9241761,30.4453604 59.9242121))"								relation	"5625421"
"POLYGON ((30.3261697 59.8288179,30.3260998 59.8288599,30.3260974 59.8288927,30.3260817 59.8291055,30.326079 59.8291423,30.326163 59.8291774,30.3262149 59.8291698,30.3262438 59.8288178,30.3261697 59.8288179))"					surface	private		relation	"5642205"
"POLYGON ((30.3959164 59.8994141,30.3963 59.8992572,30.3963484 59.8992517,30.3963442 59.8992042,30.3955588 59.8987819,30.3948574 59.8985548,30.3944872 59.8988189,30.3951261 59.899029,30.3945067 59.8995166,30.3948056 59.8996081,30.3954657 59.8991637,30.3959164 59.8994141))"								relation	"5719318"
"POLYGON ((30.3967047 59.803171,30.3970149 59.8033118,30.3977909 59.8028629,30.3979639 59.8027658,30.3978753 59.8027202,30.3980308 59.8026449,30.3978146 59.8025522,30.3974675 59.8027319,30.3973074 59.8028218,30.3967047 59.803171))"								relation	"5817370"
"POLYGON ((30.3810811 59.8261139,30.3809578 59.8263288,30.3836872 59.826737,30.3841736 59.8262191,30.3842318 59.8261286,30.3843153 59.8260069,30.3830775 59.8258273,30.3832321 59.8255604,30.3831036 59.8255383,30.3834816 59.8248822,30.38312 59.8248296,30.3830231 59.8248156,30.3824949 59.8257738,30.3822841 59.8257442,30.3822254 59.8258508,30.3821996 59.8258625,30.3821761 59.8258685,30.3821533 59.8258692,30.3821164 59.8259359,30.3818388 59.8258968,30.3816183 59.8259111,30.3815116 59.825942,30.3812402 59.8260181,30.3810811 59.8261139))"	no				surface	yes		relation	"5829628"
