WKT	NAME	NAME_EN	NAME_RU	NATURAL	WATERWAY	WETLAND	OSM_TYPE	OSM_ID
"POLYGON ((30.4027802 59.8527517,30.4028238 59.8527676,30.4029036 59.8528191,30.4029344 59.8528639,30.4029585 59.8529006,30.4029485 59.8529858,30.4029398 59.8530784,30.402931 59.8530976,30.40286 59.8531478,30.4028492 59.8531969,30.4028466 59.8532448,30.4028492 59.8533128,30.4029143 59.8533872,30.4029746 59.8534296,30.4030471 59.8534687,30.4031087 59.8535101,30.4031671 59.8536125,30.4032348 59.85369,30.403322 59.8537765,30.403369 59.8538608,30.4034883 59.8539843,30.4034903 59.8540203,30.40344 59.854058,30.4033273 59.8540809,30.4033072 59.8540941,30.4033052 59.8541314,30.4033206 59.8541611,30.4034118 59.8542335,30.403557 59.8543298,30.4035637 59.8543796,30.4037632 59.854516,30.4038624 59.854576,30.4039577 59.8546167,30.4040422 59.854642,30.4041112 59.8546507,30.4041897 59.8546463,30.4043278 59.854644,30.4044975 59.8546763,30.4046953 59.8547403,30.4049105 59.8547824,30.4050104 59.8548006,30.4052934 59.8548204,30.4054409 59.8548029,30.4054758 59.8547935,30.4058956 59.8546662,30.4061101 59.8545712,30.4064079 59.854479,30.4068182 59.8544328,30.4068672 59.8544439,30.4069369 59.8544392,30.4070006 59.8544173,30.4070764 59.8543409,30.4070509 59.854218,30.4070938 59.8541611,30.4071126 59.8541439,30.4072628 59.8541018,30.4073346 59.8540968,30.4074372 59.8540779,30.4075384 59.8540651,30.4076222 59.8540543,30.4076913 59.8540361,30.4077852 59.8540099,30.4078361 59.8539846,30.4078938 59.8539651,30.407985 59.8539439,30.4081406 59.8538903,30.4082686 59.8538139,30.408272 59.8537748,30.4082968 59.8537277,30.4083337 59.8536852,30.4084128 59.8535687,30.4085 59.8534919,30.408612 59.8534145,30.4087152 59.8533586,30.4087944 59.8533333,30.4089452 59.8532508,30.4089955 59.8531612,30.409017 59.853104,30.4090418 59.8530279,30.409084 59.8529636,30.4091598 59.8529309,30.4093 59.8528794,30.409371 59.8528555,30.4093918 59.852839,30.4094032 59.852806,30.4094012 59.8527575,30.4093891 59.8527295,30.4093616 59.8526884,30.4093107 59.8526463,30.4092403 59.8526032,30.4092034 59.8525871,30.4091605 59.8525749,30.4090103 59.8525382,30.4084094 59.8524672,30.4080936 59.8524281,30.408038 59.8524183,30.4079548 59.8523958,30.4078636 59.8523587,30.4077691 59.8523156,30.407696 59.8522638,30.4076296 59.852193,30.4075411 59.8521513,30.40746 59.8521567,30.4073426 59.8521405,30.407301 59.8521385,30.4070563 59.8521469,30.4070053 59.8521526,30.4069745 59.8521479,30.4066808 59.852153,30.4065064 59.8521435,30.4058178 59.8521186,30.4056461 59.8521213,30.4053169 59.8521098,30.4050761 59.852094,30.4048247 59.8520964,30.4044921 59.8520859,30.4043794 59.852094,30.4043204 59.8520903,30.4042534 59.8520933,30.4041625 59.8521057,30.4039899 59.8521095,30.4038638 59.8521098,30.4036237 59.8521152,30.4032867 59.8521057,30.4029384 59.85209,30.4027889 59.8520863,30.4027352 59.8520903,30.4026923 59.8521115,30.4026722 59.8521371,30.4026675 59.8521718,30.4026608 59.8522011,30.4026266 59.8522311,30.4026166 59.8522715,30.4026327 59.8523287,30.4026521 59.8523523,30.4027388 59.8524134,30.4028224 59.852447,30.4028673 59.8524837,30.4028754 59.8525113,30.402863 59.8525411,30.4028223 59.8525892,30.4027698 59.8526278,30.4026709 59.8526632,30.4025871 59.852677,30.4025488 59.8526499,30.4025264 59.8526286,30.4025026 59.8525798,30.4024945 59.8525404,30.4024858 59.8525308,30.4024288 59.8524305,30.402402 59.8523601,30.4023946 59.8523176,30.4023819 59.8522658,30.4023557 59.8522223,30.402341 59.8521429,30.4023383 59.852123,30.4023088 59.8521001,30.4022799 59.8520816,30.4021787 59.8520688,30.4020841 59.8520576,30.4019537 59.8520492,30.4018582 59.8520472,30.4017857 59.8520447,30.4016342 59.8520459,30.4015604 59.8520356,30.4014364 59.8520452,30.4009784 59.8520597,30.4008986 59.8520617,30.4007068 59.8521011,30.4006056 59.8521452,30.4005399 59.8522264,30.4005399 59.8523126,30.4005694 59.8523648,30.4005828 59.8524129,30.4006049 59.852452,30.400623 59.8525042,30.4006304 59.8525325,30.4006378 59.8525578,30.4006458 59.8525988,30.4006666 59.8526433,30.4007035 59.8526877,30.4007176 59.8527255,30.4006834 59.8527622,30.4006948 59.8528002,30.4006974 59.8528437,30.4007202 59.8528837,30.4007538 59.8529066,30.4008067 59.8529386,30.4008463 59.8529753,30.4008631 59.853004,30.4008946 59.8530663,30.4009167 59.8531538,30.4008745 59.8532569,30.4008845 59.8533064,30.4009496 59.853398,30.4009905 59.8534333,30.4011011 59.85347,30.4011769 59.8535051,30.401274 59.8535155,30.4013425 59.8535334,30.4013935 59.8535398,30.401492 59.8535613,30.4015785 59.853598,30.4016805 59.8536314,30.4017623 59.8536741,30.401767 59.853692,30.4018199 59.8537078,30.4020305 59.853794,30.4020902 59.8538435,30.4021703 59.8538959,30.4022162 59.8539227,30.402355 59.853985,30.4023973 59.8540099,30.4024275 59.8540156,30.4025026 59.8540371,30.4026313 59.8540328,30.4026783 59.8540206,30.4027171 59.8540015,30.4027601 59.8539617,30.4027842 59.8539099,30.4028171 59.8538725,30.4028794 59.8538213,30.4029445 59.8537923,30.4029686 59.8537738,30.4029854 59.8537405,30.4030008 59.8536832,30.4029974 59.8536408,30.4029733 59.8536027,30.4029545 59.8535876,30.402925 59.8535798,30.4028855 59.8535677,30.4028475 59.8535407,30.4028264 59.8534963,30.4027594 59.8534296,30.402691 59.8533188,30.4026675 59.8532074,30.4026789 59.8531552,30.4026662 59.8531148,30.4026668 59.8530277,30.4026568 59.8529764,30.4026427 59.8529605,30.4026327 59.8529137,30.402632 59.852843,30.4026394 59.8527992,30.4026655 59.8527665,30.4027373 59.8527541,30.4027802 59.8527517),(30.4037666 59.8539024,30.4037713 59.8538859,30.4038249 59.8538506,30.4038979 59.8538175,30.4040737 59.8538257,30.4041508 59.8538378,30.4042889 59.8538543,30.4043727 59.8538566,30.4044036 59.853863,30.4044418 59.8538772,30.4045196 59.8538742,30.4046148 59.8538708,30.4047295 59.8538809,30.4048012 59.8538981,30.4049085 59.8538964,30.4049843 59.8539048,30.4050594 59.8539213,30.4050949 59.8539526,30.4050808 59.8539816,30.4050118 59.8539937,30.4049414 59.8539856,30.4048589 59.8539883,30.4048113 59.8540126,30.4047657 59.8540664,30.4047576 59.8541254,30.4046959 59.8541587,30.4044733 59.8540947,30.4043573 59.8540489,30.4041166 59.8539664,30.4040294 59.8539621,30.4039456 59.8539392,30.4038826 59.8539132,30.4037666 59.8539024),(30.4037722 59.8530117,30.4037639 59.8530009,30.4038336 59.8529851,30.4038966 59.8529834,30.4039018 59.8529708,30.4039094 59.8529548,30.4038517 59.8529083,30.4040086 59.8528403,30.4040475 59.85281,30.4040455 59.8527901,30.4040039 59.8527534,30.4040059 59.8527369,30.4040623 59.8527268,30.4040918 59.852708,30.4040884 59.8526891,30.4040656 59.8526716,30.4040958 59.8526615,30.4041474 59.8526605,30.4042297 59.8526651,30.4043017 59.8527036,30.4043231 59.8527056,30.4043721 59.8526962,30.4045665 59.8527154,30.4046148 59.8527305,30.4046631 59.8527436,30.4046477 59.8527652,30.4045551 59.8527615,30.4044016 59.8527588,30.4043392 59.852749,30.4042909 59.8527736,30.4042239 59.8528639,30.4041347 59.8529696,30.404126 59.8529942,30.4041883 59.8530275,30.4042299 59.853037,30.4042527 59.8530454,30.4042266 59.8530764,30.4041608 59.8530831,30.4041012 59.8530841,30.4040059 59.8530592,30.4038651 59.8530376,30.4037867 59.8530222,30.4037722 59.8530117),(30.4031993 59.8525079,30.4032189 59.8524976,30.4032422 59.8524988,30.4032891 59.8525069,30.4033302 59.8525012,30.4033931 59.8524968,30.4034333 59.8524759,30.4034616 59.8524706,30.4034903 59.8524813,30.4035107 59.8524976,30.4034834 59.852526,30.4034206 59.852549,30.4033631 59.8525725,30.4033303 59.8525783,30.4032899 59.8525886,30.4032643 59.8525854,30.4032415 59.8525436,30.4031993 59.8525079),(30.4060515 59.8534924,30.4060065 59.8534743,30.4059982 59.8534579,30.4059814 59.8534268,30.4059811 59.8533997,30.4059847 59.8533864,30.4059951 59.8533638,30.4060106 59.8533416,30.4060326 59.8533225,30.4060615 59.8533141,30.4061075 59.8533066,30.4061581 59.8533018,30.4062037 59.8533013,30.4062221 59.8533054,30.4062349 59.8533124,30.4062885 59.8533212,30.4063448 59.8533151,30.4063891 59.8533168,30.4064092 59.8533289,30.4064146 59.8533579,30.4064065 59.8533774,30.406367 59.8533963,30.4063193 59.8534125,30.4062711 59.8534384,30.4062134 59.853467,30.4061235 59.853499,30.4060515 59.8534924),(30.4020929 59.8526278,30.4020198 59.8526335,30.4019741 59.8526385,30.4019386 59.8526436,30.4019058 59.8526517,30.401883 59.8526463,30.4018904 59.8526318,30.4018937 59.8526062,30.4018823 59.8525988,30.401889 59.8525608,30.4019018 59.852549,30.4019098 59.8525133,30.4019252 59.8524864,30.4019601 59.8524874,30.4020385 59.8525113,30.4020839 59.8525413,30.4021328 59.8525752,30.4021351 59.8525951,30.4021177 59.8526144,30.4020929 59.8526278))"				water			relation	"7567"
"POLYGON ((30.3912234 59.7112263,30.3913363 59.7111576,30.3913004 59.7111279,30.3913516 59.7111055,30.3914301 59.7110988,30.3916793 59.711106,30.391903 59.7111395,30.392053 59.7111836,30.3922788 59.7112751,30.3923475 59.7113147,30.3925576 59.7114079,30.3926601 59.7114589,30.3927558 59.7115051,30.3928055 59.7115291,30.3928621 59.7115564,30.3930515 59.7116369,30.3932928 59.7117309,30.3933387 59.7116983,30.3935144 59.7117397,30.393589 59.711785,30.3935309 59.711821,30.3937079 59.7118817,30.394114 59.7121389,30.3944526 59.7123715,30.3945507 59.7123913,30.3947961 59.7124136,30.3953506 59.7124012,30.3955959 59.7124037,30.3957186 59.7123789,30.3959002 59.712369,30.3961637 59.7123508,30.3963441 59.712371,30.3964174 59.7124103,30.3964827 59.7124599,30.396403 59.7125614,30.3963429 59.7126275,30.3962479 59.7127355,30.396134 59.7128645,30.3961105 59.7129208,30.3960704 59.7129699,30.3960562 59.7129975,30.3960467 59.713035,30.3960503 59.7130678,30.396072 59.7131926,30.3961429 59.7133099,30.3963212 59.7134244,30.3964735 59.713544,30.3968306 59.7137521,30.3970625 59.7138157,30.3973755 59.7138195,30.3981173 59.7135867,30.3980961 59.7135597,30.3981026 59.7135318,30.3981248 59.7135096,30.397994 59.7134193,30.3981039 59.7133835,30.3981033 59.7133592,30.398118 59.7133297,30.3981592 59.7133037,30.3982214 59.7132834,30.3982131 59.7132744,30.3983259 59.713237,30.3984793 59.7131861,30.3984888 59.7131943,30.3985356 59.7131799,30.3985641 59.7131719,30.3985955 59.7131669,30.3986443 59.7131654,30.3986797 59.7131708,30.3987137 59.713181,30.3988315 59.7131411,30.3989481 59.7132295,30.3989966 59.7132304,30.3990384 59.7132386,30.3990774 59.7132506,30.3991102 59.7132663,30.3991953 59.713243,30.3994362 59.7131692,30.3995305 59.7131617,30.3996243 59.7131699,30.3996858 59.7131888,30.3997634 59.7131658,30.3998424 59.7131425,30.3998101 59.713053,30.3997429 59.7128605,30.3995737 59.7125642,30.3993537 59.7121728,30.3992152 59.7114328,30.3991428 59.7113583,30.3993641 59.7113355,30.3993247 59.7112381,30.3993118 59.7112062,30.3992952 59.7111653,30.3992038 59.710946,30.3990262 59.7109618,30.3989764 59.7108822,30.3989449 59.7108771,30.3989126 59.7108476,30.3988484 59.7108056,30.3986162 59.7106983,30.3968406 59.7100092,30.3959015 59.7096698,30.3952112 59.7093872,30.3951883 59.7093804,30.3951705 59.7093751,30.3948365 59.709266,30.3945079 59.709135,30.3942479 59.7091277,30.3941179 59.7091677,30.3941179 59.7092734,30.3945296 59.70943,30.3945801 59.7095138,30.3945224 59.7096085,30.3943562 59.7095866,30.3941396 59.7095393,30.3933741 59.7091204,30.3928469 59.7090657,30.3912815 59.7089515,30.390759 59.7091033,30.3906536 59.7092613,30.3906671 59.709306,30.3906934 59.7093322,30.3907248 59.7093656,30.3907909 59.7093939,30.3909438 59.7094427,30.391139 59.7095157,30.3911484 59.7095648,30.3910316 59.7096498,30.3909193 59.7096843,30.3908302 59.7096797,30.3907624 59.7096634,30.3906593 59.7096096,30.3905782 59.7095565,30.3904753 59.7095192,30.3903952 59.7094979,30.3903363 59.7094914,30.3902711 59.7095023,30.390233 59.7095348,30.3901905 59.7095296,30.3901691 59.7094862,30.390078 59.7094179,30.3900185 59.7094506,30.39003 59.7095791,30.389366 59.710031,30.3893605 59.7100745,30.3892308 59.710147,30.3891178 59.710171,30.3891063 59.7101671,30.3890562 59.71015,30.3890036 59.7101037,30.3888985 59.7100389,30.3888692 59.7100551,30.3888325 59.710073,30.3888404 59.7100838,30.3888412 59.7100947,30.3888198 59.7101156,30.3887989 59.7101368,30.3887826 59.71016,30.3887781 59.7102017,30.3887943 59.7104142,30.3888378 59.7104391,30.3888498 59.7104509,30.3889239 59.7104312,30.389063 59.7103774,30.3891232 59.7103766,30.389113 59.7103,30.3892122 59.7102993,30.3893066 59.7103997,30.3894621 59.7104584,30.3896339 59.7105277,30.3898252 59.7106094,30.3903956 59.7108764,30.390445 59.7109173,30.3904423 59.7110107,30.3904773 59.7110604,30.3905494 59.7110963,30.3906739 59.7111514,30.390815 59.7111934,30.3908764 59.7111546,30.3909687 59.7111512,30.3912234 59.7112263),(30.3906264 59.7108947,30.390803 59.7108747,30.3909153 59.710929,30.39092 59.7110133,30.3908255 59.7110676,30.3906444 59.7110737,30.3905503 59.711037,30.3905135 59.7109534,30.3906264 59.7108947),(30.3941218 59.7102305,30.3941696 59.7102068,30.3942105 59.7101816,30.3942735 59.7101708,30.3943517 59.7101746,30.3945124 59.7101906,30.3950426 59.7103561,30.3950571 59.7103606,30.3950856 59.7103697,30.3951627 59.7103913,30.3953 59.7104277,30.3957852 59.7106458,30.3960617 59.7107881,30.3961218 59.7108602,30.3961143 59.7109265,30.3961008 59.7109788,30.3960405 59.7109702,30.3960274 59.7109936,30.3959929 59.7110555,30.3957686 59.7111647,30.395492 59.7112093,30.3951823 59.7111368,30.3950118 59.7110733,30.3949851 59.7110609,30.3949589 59.7110487,30.3946181 59.7109052,30.3942584 59.7106649,30.3941345 59.7105282,30.3940661 59.7104219,30.3939477 59.710396,30.3939342 59.7103575,30.3939841 59.7103231,30.3940946 59.7102427,30.3941069 59.7102374,30.3941218 59.7102305),(30.3987227 59.7110876,30.3987745 59.711095,30.3988058 59.7111193,30.3988212 59.7111697,30.3988636 59.7112306,30.3989116 59.7112786,30.3988924 59.7113082,30.3988118 59.7113194,30.3987287 59.7113203,30.3986377 59.7112972,30.3985897 59.7112547,30.398557 59.7112122,30.3985652 59.7111676,30.3985965 59.711132,30.3986284 59.71111,30.3987227 59.7110876),(30.3906756 59.7099218,30.3908641 59.7099821,30.3909882 59.7099867,30.3911858 59.7100679,30.3912732 59.7100725,30.3914202 59.7103716,30.3913007 59.7104434,30.3912272 59.710404,30.3912548 59.7103484,30.3910985 59.7103507,30.3908457 59.7103878,30.39074 59.7103623,30.3907491 59.710309,30.3907032 59.7102812,30.3905653 59.7102835,30.3904504 59.7102093,30.390409 59.7100818,30.3904963 59.7100447,30.3904734 59.7099543,30.3906756 59.7099218),(30.3937821 59.7100844,30.3937709 59.71009,30.3937084 59.7101222,30.3935519 59.7100485,30.393701 59.7099684,30.3938577 59.7100439,30.393797 59.7100765,30.3937821 59.7100844))"	Большой пруд			water			relation	"7656"
